"","seccion","munn","edon","dis_nueva","dis_anterior","pob_total","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_anterior","RRI_nueva","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","dcrit8"
"297",1,1,15,14,13,1958,10,4,0,1,1,0,1,0,330478,15066020,0,1.20978830338778,1.01307937122727,14,0.416,0.132,0.867,0.079,0,1,0,14,0.421,0
"298",33,2,15,39,39,2688,17,16,1,0,0,0,1,0,357483,15066020,0,1.12274543908559,0.936549274915015,39,0.834,0.355,0.646,0.135,0.087,0.826,0.087,39,0.83,0
"299",82,4,15,9,8,1222,9,1,1,0,0,0,1,0,355417,15066020,0,2.98194132712641,0.941993333026964,9,0.445,0.021,0.979,0.105,0.087,0.884,0.029,9,0.516,0
"300",94,5,15,45,45,2225,5,5,1,0,0,0,1,0,318859,15066020,0,1.06678703939729,1.04999527830309,45,0.314,0.322,0.678,0.119,0.024,0.976,0,45,0.361,0
"301",151,6,15,7,5,2665,6,9,1,0,0,0,1,0,345171,15066020,0,1.91851724511171,0.969955310395266,7,0.51,0.623,0.376,0.159,0,0.944,0.056,7,0.594,0
"302",156,7,15,10,10,2417,8,10,1,0,0,0,1,0,340972,15066020,0,1.86843116974599,0.981900110403331,10,0.526,0.226,0.774,0.036,0.029,0.971,0,10,0.46,0
"303",166,8,15,9,9,2162,1,1,0,1,1,0,0,0,355417,15066020,0,2.11660562432478,0.941993333026964,9,0.445,0.101,0.9,0.065,0.01,0.562,0.429,9,0.516,0
"304",193,9,15,28,28,1664,12,11,1,0,0,0,0,0,343819,15066020,0,1.79899649897071,0.973769467203512,28,0.541,0.39,0.61,0.237,0,0.971,0.029,28,0.529,0
"305",219,10,15,20,20,2255,36,33,1,0,0,0,0,0,336369,15066020,0,1.01996497894709,0.995336801085845,20,0.65,0.511,0.489,0.13,0.034,0.933,0.034,20,0.654,0
"306",233,11,15,23,23,3793,15,15,1,0,0,0,1,0,347462,15066020,0,0.823117182043001,0.963559884086445,23,0.854,0.414,0.586,0.201,0,0.474,0.526,23,0.815,0
"307",247,12,15,4,6,2914,6,2,0,1,1,0,1,0,339549,15066020,0,2.30187246518969,0.986015109584904,4,0.455,0.373,0.627,0.22,0,0.976,0.024,4,0.504,0
"308",250,13,15,29,16,1678,42,38,1,0,0,1,0,0,333781,15066020,0,0.680303422328968,1.00305423150043,30,0.179,0.976,0.024,0.012,0.825,0.142,0.033,30,0.228,0
"309",523,20,15,38,38,4059,35,32,1,0,0,0,0,0,342069,15066020,0,0.436897204598173,0.978751200618718,38,0.446,0.993,0.006,0.003,0.105,0.842,0.053,38,0.464,0
"310",629,21,15,9,34,3706,9,1,0,1,1,0,0,0,355417,15066020,0,2.36129154608282,0.941993333026964,9,0.445,0.253,0.747,0.089,0.017,0.932,0.051,9,0.516,0
"311",648,22,15,1,27,2480,12,13,0,1,1,0,0,0,334037,15066020,0,0.461558798962245,1.00228550862463,27,0.461,0.809,0.191,0.087,0,0.694,0.306,27,0.39,0
"312",654,23,15,12,36,6236,37,31,1,0,0,0,0,0,332970,15066020,0,1.40574998192196,1.00549732541804,19,0.254,0.432,0.568,0.17,0.25,0.75,0,19,0.256,0
"313",665,24,15,19,19,852,37,34,1,0,0,0,1,0,341340,15066020,0,0.848182273937289,0.980841520022395,19,0.506,0.655,0.345,0.133,0.132,0.717,0.151,19,0.445,0
"314",692,25,15,43,43,2229,38,37,1,0,0,1,0,0,302542,15066020,0,0.68552424607676,1.10662468167872,43,0.619,0.967,0.032,0.016,0.733,0.267,0,43,0.645,0
"315",1081,27,15,14,14,2660,10,4,0,1,1,0,1,0,330478,15066020,0,2.43516026682313,1.01307937122727,14,0.416,0.106,0.894,0.118,0.092,0.908,0,14,0.421,0
"316",1095,28,15,35,35,3441,6,6,1,0,0,0,1,0,313581,15066020,0,1.40491233763358,1.0676681445765,35,0.76,0.957,0.043,0.011,0.135,0.865,0,35,0.814,0
"317",1109,30,15,5,40,5551,15,18,1,0,0,0,1,0,356023,15066020,0,0.520774884069325,0.940389931112441,40,0.214,0.954,0.046,0.02,0,0.75,0.25,40,0.208,0
"318",1149,32,15,3,31,4673,19,17,1,0,0,0,1,0,353992,15066020,0,0.366972159744966,0.945785341037211,31,0.388,0.977,0.024,0.012,0,0.939,0.061,31,0.358,0
"319",1286,33,15,10,11,3835,8,10,1,0,0,0,1,0,340972,15066020,0,3.21012938726156,0.981900110403331,10,0.526,0.046,0.954,0.092,0,0.81,0.19,10,0.46,0
"320",1302,34,15,21,21,2378,25,28,1,0,0,0,0,0,311844,15066020,0,0.609557078434752,1.07361515515593,21,0.568,1,0,0,0,1,0,21,0.604,0
"321",1408,34,15,22,22,4157,28,24,1,0,0,0,0,0,313079,15066020,0,0.845114207503141,1.0693800748196,22,0.476,1,0,0,0,1,0,22,0.477,0
"322",1427,34,15,42,42,2471,27,23,1,0,0,0,0,0,308792,15066020,0,0.924617903662135,1.08422641922214,42,0.616,1,0,0,0,0.91,0.09,42,0.588,0
"323",1735,34,15,6,33,3882,23,25,1,0,0,0,1,0,296986,15066020,0,0.472715731959303,1.12732736372908,33,0.419,0.948,0.052,0.024,0.068,0.932,0,33,0.355,0
"324",1992,38,15,17,17,2586,4,7,0,1,1,0,1,0,323934,15066020,0,1.19900027734703,1.0335452420692,17,0.673,0.761,0.239,0.071,0.493,0.493,0.014,17,0.567,0
"325",2068,39,15,17,44,2967,3,7,0,1,1,0,1,0,323934,15066020,0,0.848737022286781,1.0335452420692,17,0.673,0.675,0.325,0.065,0.273,0.727,0,17,0.567,0
"326",2188,43,15,15,15,1659,3,8,1,0,0,0,1,0,331997,15066020,0,1.46205536607863,1.00844418607531,15,0.333,0.229,0.77,0.128,0,1,0,15,0.286,0
"327",2314,48,15,15,3,3322,3,8,0,1,1,0,1,0,331997,15066020,0,1.16706444098958,1.00844418607531,15,0.333,0.238,0.762,0.105,0,0.988,0.012,15,0.286,0
"328",2373,50,15,7,7,2311,6,9,1,0,0,0,0,0,345171,15066020,0,1.90339998888232,0.969955310395266,7,0.51,0.253,0.747,0.099,0.042,0.931,0.028,7,0.594,0
"329",2386,52,15,4,4,3157,2,2,1,0,0,0,1,0,339549,15066020,0,1.26750653796436,0.986015109584904,4,0.455,0.545,0.455,0.081,0.056,0.93,0.014,4,0.504,0
"330",2572,58,15,32,30,1832,44,41,1,0,0,0,1,0,329527,15066020,0,0.878224992247194,1.01600307241727,30,0.576,0.984,0.016,0.005,0.608,0.392,0,30,0.495,0
"331",2595,58,15,29,29,1436,42,38,1,0,0,1,0,0,333781,15066020,0,0.814243018737401,1.00305423150043,30,0.179,0.992,0.008,0,0.368,0.632,0,30,0.228,0
"332",3046,60,15,25,25,4958,21,20,1,0,0,0,0,1,363716,15066020,0,1.51872752052386,0.920499632802638,25,0.325,1,0,0,0,0.016,0.984,25,0.323,0
"333",3053,60,15,41,32,2438,20,21,1,0,0,0,0,1,364305,15066020,0,1.44163266165359,0.919011390028807,41,0.579,1,0,0,0,0,1,41,0.608,0
"334",3096,60,15,41,41,1695,20,21,1,0,0,0,0,1,364305,15066020,0,1.58620573480099,0.919011390028807,41,0.579,1,0,0,0,0,1,41,0.608,0
"335",3107,60,15,24,24,1647,22,22,1,0,0,0,0,0,363648,15066020,0,1.62763892737592,0.920671760725879,24,0.566,1,0,0,0.041,0.041,0.918,24,0.551,0
"336",3269,60,15,24,26,1975,22,22,1,0,0,0,0,1,363648,15066020,0,1.73055681906941,0.920671760725879,24,0.566,1,0,0,0,0,1,24,0.551,0
"337",3863,65,15,13,12,1681,8,3,1,0,0,0,1,0,345097,15066020,0,1.3314791984269,0.970163300302363,13,0.336,0.056,0.944,0.037,0.011,0.989,0,13,0.32,0
"338",4757,105,15,37,37,9693,26,27,1,0,0,0,0,0,311078,15066020,0,0.89679250971509,1.07625883040409,37,0.359,1,0,0,0.761,0.239,0,37,0.356,0
"339",4836,105,15,18,18,1688,40,35,1,0,0,1,0,0,334807,15066020,0,1.15440865751707,0.999980419896969,18,0.597,1,0,0,0.983,0.017,0,18,0.648,0
"340",5169,107,15,34,2,2997,32,43,1,0,0,0,0,0,328434,15066020,0,0.681099205679164,1.01938424293601,2,0.356,0.77,0.23,0.014,0.209,0.791,0,2,0.35,0
"341",5207,107,15,34,1,681,32,43,1,0,0,0,0,0,328434,15066020,0,1.12610262200083,1.01938424293601,2,0.356,0.938,0.061,0.023,0.579,0.421,0,2,0.35,0
"342",1,1,16,14,19,1889,5,14,0,1,1,0,1,0,186652,4319681,0,1.08871708403904,0.964290274593004,19,0.886,0.163,0.837,0.149,0.11,0.415,0.476,19,0.845,0
"343",11,2,16,10,21,2596,8,10,0,1,1,0,0,0,167855,4319681,0,1.26196648764116,1.07227492975088,21,0.85,0.098,0.903,0.211,0.013,0.338,0.649,21,0.897,0
"344",26,3,16,12,8,1894,9,12,0,1,1,0,0,0,167583,4319681,0,0.878802730023257,1.0740153138047,8,0.742,0.197,0.803,0.162,0.069,0.431,0.5,8,0.696,0
"345",38,4,16,9,2,1073,13,9,1,0,0,0,0,0,187393,4319681,0,1.13906266151097,0.960477223446625,2,0.759,0.297,0.703,0.135,0.082,0.268,0.649,2,0.709,0
"346",52,5,16,2,13,986,14,2,1,0,0,0,1,0,189009,4319681,0,0.952265280136572,0.952265280136572,13,1,0.402,0.598,0.075,0.016,0.516,0.468,13,1,0
"347",58,6,16,11,23,2653,3,11,1,0,0,0,0,1,171913,4319681,0,1.21265232262527,1.04696391973459,23,0.628,0.538,0.462,0.077,0,0.232,0.768,23,0.656,0
"348",132,7,16,8,3,1459,15,8,0,1,1,0,1,0,179574,4319681,0,1.00229826329721,1.00229826329721,3,1,0.113,0.887,0.148,0.065,0.143,0.792,3,1,0
"349",170,10,16,16,22,2906,3,16,0,1,1,0,0,1,175471,4319681,0,1.19454390494268,1.02573478428534,22,0.859,0.233,0.767,0.155,0,0.247,0.753,22,0.872,0
"350",184,11,16,1,4,1475,11,1,1,0,0,0,1,0,183307,4319681,0,0.890767543642584,0.981886716455636,4,0.907,0.667,0.333,0.07,0.405,0.206,0.389,4,0.887,0
"351",213,13,16,6,18,3422,4,6,0,1,1,0,0,1,176760,4319681,0,1.2973230524902,1.0182547427774,18,0.71,0.075,0.925,0.129,0,0.419,0.581,18,0.764,0
"352",257,16,16,4,7,875,10,4,0,1,1,0,0,1,188737,4319681,0,0.984814722608274,0.953637645683323,7,0.215,0.518,0.481,0.114,0.085,0.217,0.698,7,0.248,0
"353",305,19,16,15,9,1362,2,15,1,0,0,0,0,0,182345,4319681,0,1.0251388786051,0.987066869578729,9,0.436,0.413,0.587,0.119,0.414,0.299,0.287,9,0.453,0
"354",361,23,16,15,5,744,2,15,1,0,0,0,0,0,182345,4319681,0,0.89154411157673,0.987066869578729,9,0.436,0.429,0.572,0.182,0.313,0.388,0.299,9,0.453,0
"355",411,28,16,5,1,1178,13,5,0,1,1,0,1,0,190178,4319681,0,0.931777021372057,0.94641182646433,1,0.849,0.435,0.565,0.081,0.321,0.358,0.321,1,0.806,0
"356",457,32,16,4,15,2060,10,4,0,1,1,0,1,0,188737,4319681,0,0.840576249787894,0.953637645683323,7,0.215,0.333,0.667,0.156,0.078,0.097,0.825,7,0.248,0
"357",480,34,16,3,12,6009,12,3,1,0,0,1,0,0,191995,4319681,0,0.939451572044728,0.937455185464899,12,0.613,0.172,0.828,0.166,0.33,0.291,0.379,12,0.601,0
"358",806,50,16,18,24,10135,18,18,1,0,0,0,0,1,178818,4319681,0,1.00653574211396,1.00653574211396,24,1,0.736,0.264,0.097,0.018,0.055,0.927,24,1,0
"359",941,54,16,20,10,1544,22,20,1,0,0,0,0,0,181589,4319681,0,0.91746164642155,0.991176273526113,10,0.688,0.803,0.197,0.026,0.448,0.414,0.138,10,0.577,0
"360",962,54,16,21,11,1116,22,21,1,0,0,1,0,0,182274,4319681,0,1.18934210207511,0.987451355285632,16,0.457,0.968,0.032,0.011,0.886,0.114,0,16,0.31,0
"361",1043,54,16,19,17,358,21,19,1,0,0,1,0,0,182948,4319681,0,1.14666047636643,0.9838134788756,17,0.467,0.863,0.137,0.021,0.878,0.041,0.081,17,0.41,0
"362",1046,54,16,19,16,412,22,19,1,0,0,1,0,0,182948,4319681,0,0.838836859038591,0.9838134788756,17,0.467,0.789,0.21,0.063,0.771,0.125,0.104,17,0.41,0
"363",1349,59,16,11,20,3297,8,11,0,1,1,0,1,0,171913,4319681,0,0.799457698161704,1.04696391973459,23,0.628,0.69,0.31,0.05,0.432,0.216,0.351,23,0.656,0
"364",1440,66,16,4,14,3146,10,4,1,0,0,0,0,1,188737,4319681,0,1.04502478246396,0.953637645683323,7,0.215,0.727,0.273,0.081,0.382,0.039,0.579,7,0.248,0
"365",2436,109,16,17,6,2485,17,17,1,0,0,1,0,0,186116,4319681,0,0.96706735763359,0.96706735763359,6,1,0.769,0.231,0.077,0.875,0.036,0.089,6,1,0
"366",1,1,17,9,9,2107,1,1,0,1,1,0,1,0,142275,1777227,0,1.25347323608695,1.04095765243367,9,0.554,0.411,0.589,0.232,0,0.95,0.05,9,0.462,0
"367",12,2,17,4,13,2745,11,11,0,1,1,0,0,0,149549,1777227,0,1.12714857053704,0.990325913245826,17,0.619,0.381,0.619,0.175,0.3,0.3,0.4,17,0.614,0
"368",24,3,17,11,18,3542,2,2,1,0,0,0,0,0,145335,1777227,0,0.950113389595101,1.0190404926549,11,0.594,0.468,0.533,0.208,0.182,0.636,0.182,11,0.633,0
"369",44,4,17,10,16,1941,3,3,1,0,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.509,0.442,0.557,0.192,0.25,0.5,0.25,16,0.477,0
"370",86,5,17,9,8,1071,4,1,1,0,0,0,1,0,142275,1777227,0,0.858571233952759,1.04095765243367,9,0.554,0.39,0.611,0.208,0.053,0.947,0,9,0.462,0
"371",97,6,17,4,14,5717,12,12,1,0,0,0,0,0,149549,1777227,0,0.959727379355482,0.990325913245826,14,0.63,0.896,0.104,0.042,0,0,1,14,0.53,0
"372",136,6,17,7,15,1380,12,12,1,0,0,0,0,0,151267,1777227,0,1.38439194241914,0.979078384578262,14,0.63,0.872,0.128,0.043,0,0.375,0.625,14,0.53,0
"373",188,7,17,2,1,4047,10,9,0,1,1,1,0,0,152612,1777227,0,0.839132380895722,0.97044957146227,4,0.382,0.733,0.266,0.083,1,0,0,4,0.409,0
"374",194,7,17,1,2,4773,8,8,1,0,0,1,0,0,152413,1777227,0,0.886118191173655,0.971716651466738,2,0.395,1,0,0,1,0,0,2,0.326,0
"375",244,7,17,2,3,1242,10,9,1,0,0,0,0,0,152612,1777227,0,1.65606899250811,0.97044957146227,4,0.382,0.961,0.04,0.02,0.947,0.053,0,4,0.409,0
"376",327,7,17,2,4,936,10,9,1,0,0,1,0,0,152612,1777227,0,0.96524424023202,0.97044957146227,4,0.382,1,0,0,0.938,0,0.062,4,0.409,0
"377",391,8,17,8,5,5445,5,4,0,1,1,0,0,0,140464,1777227,0,0.545520428158887,1.05437870201618,8,0.331,0.826,0.174,0.087,0.2,0,0.8,8,0.28,0
"378",431,11,17,6,6,1865,6,6,1,0,0,0,0,0,147425,1777227,0,1.15129236629353,1.0045938612854,6,0.344,1,0,0,0.6,0,0.4,6,0.483,0
"379",448,11,17,6,7,3503,6,6,1,0,0,0,0,0,147425,1777227,0,0.87409994452117,1.0045938612854,6,0.344,0.947,0.052,0.026,0.75,0,0.25,6,0.483,0
"380",501,12,17,11,11,2087,1,2,0,1,1,0,0,0,145335,1777227,0,1.14342597954063,1.0190404926549,11,0.594,0.493,0.507,0.151,0,1,0,11,0.633,0
"381",569,16,17,4,17,2583,11,11,0,1,1,0,1,0,149549,1777227,0,1.07426730062707,0.990325913245826,17,0.619,0.357,0.643,0.232,0,0.75,0.25,17,0.614,0
"382",670,20,17,3,12,2222,9,10,0,1,1,0,0,1,152397,1777227,0,0.943548798124399,0.971818670971213,13,0.171,0.532,0.468,0.194,0,0.3,0.7,13,0.174,0
"383",707,24,17,10,10,2263,3,3,0,1,1,0,0,1,157246,1777227,0,1.17291525598229,0.941850667107589,16,0.509,0.508,0.493,0.185,0,0.667,0.333,16,0.477,0
"384",1,1,17,3,9,2107,3,3,0,1,1,0,1,0,105145,1777227,0,1.25347323608695,0.939034983435573,9,0.749,0.411,0.589,0.232,0,0.95,0.05,9,0.642,0
"385",12,2,17,6,13,2745,6,6,0,1,1,0,0,0,111921,1777227,0,1.12714857053704,0.882183266172866,17,0.821,0.381,0.619,0.175,0.3,0.3,0.4,17,0.782,0
"386",24,3,17,2,18,3542,2,2,1,0,0,0,0,0,103919,1777227,0,0.950113389595101,0.950113389595101,18,1,0.468,0.533,0.208,0.182,0.636,0.182,18,1,0
"387",44,4,17,4,16,1941,4,4,1,0,0,0,0,0,111179,1777227,0,1.2348028180757,0.888070888687012,16,0.719,0.442,0.557,0.192,0.25,0.5,0.25,16,0.618,0
"388",86,5,17,3,8,1071,3,3,1,0,0,0,1,0,105145,1777227,0,0.858571233952759,0.939034983435573,9,0.749,0.39,0.611,0.208,0.053,0.947,0,9,0.642,0
"389",97,6,17,17,14,5717,17,17,1,0,0,0,0,0,88169,1777227,0,0.959727379355482,1.11983614800364,14,0.644,0.896,0.104,0.042,0,0,1,14,0.604,0
"390",136,6,17,18,15,1380,18,18,1,0,0,0,0,0,86029,1777227,0,1.38439194241914,1.14769244479575,15,0.584,0.872,0.128,0.043,0,0.375,0.625,15,0.644,0
"391",188,7,17,14,1,4047,14,14,0,1,1,1,0,0,91561,1777227,0,0.839132380895722,1.07835031654671,1,0.502,0.733,0.266,0.083,1,0,0,1,0.408,0
"392",194,7,17,12,2,4773,12,12,1,0,0,1,0,0,90002,1777227,0,0.886118191173655,1.09702932527425,2,0.418,1,0,0,1,0,0,2,0.299,0
"393",244,7,17,14,3,1242,14,14,1,0,0,0,0,0,91561,1777227,0,1.65606899250811,1.07835031654671,1,0.502,0.961,0.04,0.02,0.947,0.053,0,1,0.408,0
"394",327,7,17,13,4,936,13,13,1,0,0,1,0,0,90850,1777227,0,0.96524424023202,1.0867895798936,4,0.523,1,0,0,0.938,0,0.062,4,0.477,0
"395",391,8,17,9,5,5445,9,9,0,1,1,0,0,0,108968,1777227,0,0.545520428158887,0.906090167143871,5,0.602,0.826,0.174,0.087,0.2,0,0.8,5,0.556,0
"396",431,11,17,15,6,1865,15,15,1,0,0,0,0,0,100174,1777227,0,1.15129236629353,0.985633331336807,6,0.856,1,0,0,0.6,0,0.4,6,0.846,0
"397",448,11,17,16,7,3503,16,16,1,0,0,0,0,0,98542,1777227,0,0.87409994452117,1.00195686441653,7,0.872,0.947,0.052,0.026,0.75,0,0.25,7,0.838,0
"398",501,12,17,8,11,2087,8,8,0,1,1,0,0,0,92261,1777227,0,1.14342597954063,1.07016868810584,11,0.446,0.493,0.507,0.151,0,1,0,11,0.409,0
"399",569,16,17,6,17,2583,6,6,0,1,1,0,1,0,111921,1777227,0,1.07426730062707,0.882183266172866,17,0.821,0.357,0.643,0.232,0,0.75,0.25,17,0.782,0
"400",670,20,17,7,12,2222,7,7,0,1,1,0,0,1,94017,1777227,0,0.943548798124399,1.05018064108973,13,0.239,0.532,0.468,0.194,0,0.3,0.7,13,0.244,0
"401",707,24,17,1,10,2263,1,1,0,1,1,0,0,1,110510,1777227,0,1.17291525598229,0.893447048532561,10,0.319,0.508,0.493,0.185,0,0.667,0.333,10,0.355,0
"402",1,1,18,1,18,767,1,1,1,0,0,0,1,0,61770,1084942,0,1.25668860487366,0.975790117460831,18,0.776,0.271,0.729,0.043,0,1,0,18,0.77,0
"403",49,2,18,16,7,835,17,18,1,0,0,0,1,0,53665,1084942,0,1.82966200878959,1.12316324523536,13,0.716,0.486,0.513,0.054,0.133,0.867,0,13,0.734,0
"404",66,3,18,16,13,548,17,18,1,0,0,0,1,0,53665,1084942,0,1.568832783851,1.12316324523536,13,0.716,0.364,0.636,0.145,0.2,0.8,0,13,0.734,0
"405",90,4,18,18,14,23216,12,3,0,1,1,0,0,0,62984,1084942,0,0.425043407674853,0.956982020125041,14,0.444,0.344,0.656,0.23,0.043,0.957,0,14,0.191,0
"406",124,5,18,15,8,1166,16,13,1,0,0,0,0,0,57837,1084942,0,0.996899797485289,1.04214526264425,8,0.515,0.36,0.64,0.163,0.04,0.96,0,8,0.529,0
"407",257,9,18,3,6,2092,18,12,0,1,1,0,1,0,57788,1084942,0,1.24397984759572,1.04302892565162,16,0.249,0.029,0.971,0.114,0.062,0.938,0,16,0.3,0
"408",277,10,18,1,16,1308,2,1,0,1,1,0,1,0,61770,1084942,0,1.0499879027185,0.975790117460831,18,0.776,0.387,0.614,0.067,0,1,0,18,0.77,0
"409",347,12,18,10,9,2597,13,14,1,0,0,0,1,0,55838,1084942,0,1.39783292104721,1.07945405558142,9,0.772,0.296,0.704,0.056,0,1,0,9,0.785,0
"410",411,14,18,13,3,2125,10,17,0,1,1,0,1,0,61215,1084942,0,0.551631390876902,0.98463702614646,3,0.151,0.706,0.294,0.035,0,1,0,3,0.194,0
"411",435,15,18,5,10,1064,14,16,1,0,0,0,1,0,60833,1084942,0,1.80370935618265,0.990820041023056,12,0.491,0.581,0.418,0.023,0,0.727,0.273,12,0.521,0
"412",436,15,18,5,11,1230,14,16,1,0,0,0,0,0,60833,1084942,0,2.02460634696703,0.990820041023056,12,0.491,0.545,0.454,0.03,0,0.75,0.25,12,0.521,0
"413",476,15,18,5,12,506,14,16,0,1,0,0,0,0,60833,1084942,0,2.01728824778458,0.990820041023056,12,0.491,0.45,0.55,0.05,0,0.933,0.067,12,0.521,0
"414",547,16,18,2,17,829,2,2,1,0,0,0,1,0,60425,1084942,0,1.51569279944566,0.997510228474234,17,0.658,0.491,0.51,0.057,0,0.958,0.042,17,0.685,0
"415",597,17,18,6,5,1533,8,11,1,0,0,0,0,0,61517,1084942,0,0.901315242927828,0.97980323415569,4,0.274,1,0,0,0,1,0,4,0.323,0
"416",612,17,18,8,2,2510,4,8,1,0,0,0,0,0,61355,1084942,0,0.662510640428622,0.98239027879644,2,0.625,0.776,0.223,0.039,0,1,0,2,0.68,0
"417",653,17,18,9,1,535,9,9,1,0,0,0,0,0,61032,1084942,0,0.819816593068137,0.987589388444678,5,0.735,1,0,0,0,1,0,5,0.644,0
"418",661,17,18,6,4,1798,9,11,1,0,0,0,0,0,61517,1084942,0,0.543567375396174,0.97980323415569,4,0.274,0.587,0.413,0.053,0,1,0,4,0.323,0
"419",810,18,18,4,15,1056,3,15,0,1,1,0,1,0,62240,1084942,0,2.00875010183149,0.968421522422165,15,0.482,0.811,0.189,0.081,0,1,0,15,0.466,0
"420",1,1,19,20,20,1144,3,1,0,1,1,0,1,0,139132,4405937,0,0.800260279023472,1.21797368962291,20,0.657,0.462,0.539,0.212,0,1,0,20,0.78,0
"421",3,2,19,21,22,767,1,2,0,1,1,0,0,0,143590,4405937,0,0.595747255683342,1.18015958900073,21,0.474,0.389,0.611,0.176,0.163,0.837,0,21,0.699,0
"422",20,4,19,26,24,7095,2,4,1,0,0,0,1,0,184973,4405937,0,1.59340964160428,0.916128923597581,26,0.581,0.371,0.629,0.101,0.025,0.975,0,26,0.694,0
"423",39,5,19,21,21,16,1,2,1,0,0,0,0,0,143590,4405937,0,2.48893464617192,1.18015958900073,21,0.474,0.261,0.738,0.261,0.292,0.708,0,21,0.699,0
"424",63,6,19,5,16,3790,10,12,0,1,1,0,1,0,113694,4405937,0,0.364942263585514,1.49048424177719,16,0.245,0.859,0.14,0.07,0.098,0.902,0,16,0.213,0
"425",151,7,19,26,26,2174,4,4,0,1,1,0,1,0,184973,4405937,0,1.57617325704441,0.916128923597581,26,0.581,0.097,0.903,0.105,0,1,0,26,0.694,0
"426",172,9,19,23,23,2417,25,5,0,1,1,0,0,0,156275,4405937,0,1.31890193707137,1.08436484008712,22,0.188,0.519,0.481,0.078,0.118,0.882,0,22,0.229,0
"427",356,19,19,18,18,2003,23,25,1,0,0,0,0,0,196797,4405937,0,1.04171629824627,0.861085867084434,18,0.827,1,0,0,0.686,0.314,0,18,0.875,0
"428",430,21,19,25,17,4598,13,15,1,0,0,0,1,0,145669,4405937,0,0.479662811600211,1.16331625386744,17,0.412,0.943,0.057,0.019,0.074,0.926,0,17,0.456,0
"429",526,26,19,12,15,284,5,7,1,0,0,1,0,0,167952,4405937,0,1.75798405901421,1.00897348876236,12,0.637,1,0,0,0.75,0.25,0,12,0.505,0
"430",580,26,19,12,12,526,5,7,1,0,0,1,0,0,167952,4405937,0,1.04839309925707,1.00897348876236,12,0.637,1,0,0,0.433,0.567,0,12,0.505,0
"431",604,26,19,14,14,6041,8,10,1,0,0,1,0,0,145047,4405937,0,0.824522271776607,1.16830486245572,14,0.445,1,0,0,0.5,0.5,0,14,0.354,0
"432",697,26,19,15,13,1708,6,8,1,0,0,0,0,0,169413,4405937,0,0.900769774591714,1.00027220688268,15,0.285,1,0,0,0.143,0.857,0,15,0.361,0
"433",822,30,19,24,25,1477,4,3,0,1,1,0,1,0,192265,4405937,0,1.92102201925584,0.881383067040883,24,0.327,0.397,0.603,0.103,0.586,0.414,0,24,0.308,0
"434",975,40,19,11,3,1117,19,19,1,0,0,0,1,0,173620,4405937,0,1.41013809693286,0.976034531647364,11,0.111,1,0,0,0.548,0.452,0,11,0.169,0
"435",988,40,19,4,5,1519,20,20,1,0,0,1,0,0,172678,4405937,0,2.07286902159748,0.981359034646078,4,0.463,1,0,0,0.623,0.377,0,4,0.44,0
"436",1014,40,19,4,4,1476,20,20,1,0,0,0,1,0,172678,4405937,0,1.42291415435513,0.981359034646078,4,0.463,1,0,0,0.68,0.32,0,4,0.44,0
"437",1131,40,19,6,6,137,18,18,1,0,0,0,0,0,173761,4405937,0,1.97224360914103,0.975242519233979,6,0.362,1,0,0,0.52,0.48,0,6,0.345,0
"438",1263,40,19,6,7,295,18,18,1,0,0,0,1,0,173761,4405937,0,1.93800452178197,0.975242519233979,6,0.362,1,0,0,0.87,0.13,0,6,0.345,0
"439",1349,40,19,6,8,750,18,18,1,0,0,0,0,0,173761,4405937,0,0.983340772846373,0.975242519233979,6,0.362,1,0,0,0.351,0.649,0,6,0.345,0
"440",1432,40,19,1,1,2276,16,16,1,0,0,0,1,0,174177,4405937,0,0.528077817202399,0.97291327433941,1,0.543,1,0,0,0.163,0.837,0,1,0.442,0
"441",1470,40,19,2,2,2853,22,22,1,0,0,0,1,0,176787,4405937,0,1.17566456951009,0.958549641006496,2,0.406,1,0,0,0,0.938,0.062,2,0.376,0
"442",1766,47,19,10,11,1594,14,23,1,0,0,1,0,0,177291,4405937,0,1.30173926197478,0.955824691521935,11,0.48,1,0,0,0.851,0.149,0,11,0.466,0
"443",1852,47,19,10,10,2171,14,23,1,0,0,0,0,0,177291,4405937,0,1.18205298119849,0.955824691521935,11,0.48,1,0,0,0.806,0.194,0,11,0.466,0
"444",1925,47,19,9,9,1833,15,24,1,0,0,0,0,0,178428,4405937,0,1.17307652370335,0.949733872400158,9,0.81,1,0,0,1,0,0,9,0.796,0
"445",1999,48,19,19,19,8475,24,26,1,0,0,0,0,0,195235,4405937,0,0.738837871566476,0.867975083282277,19,0.851,0.893,0.107,0.04,0.765,0.235,0,19,0.847,0
"446",1,1,20,1,3,1172,16,1,1,0,0,0,1,0,146529,3801727,0,2.19654605595759,1.03780876140559,3,0.472,0.241,0.759,0.259,0,0.882,0.118,3,0.654,0
"447",2,2,20,2,25,977,13,2,0,1,1,0,1,0,151684,3801727,0,0.8919112247651,1.00253869887397,25,0.517,0.168,0.832,0.144,0,0.976,0.024,25,0.56,0
