"","seccion","munn","edon","dis_nueva","dis_anterior","pob_total","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","dcrit8","dist2015","dist2017","elec_cong_2016","elec_cong_2017","elec_cong_2018","elec_cong_2019","PANgob_antes","PRIgob_antes","PRDgob_antes","PVEMgob_antes","MCgob_antes","Indgob_antes","PANgob_despues","PRIgob_despues","PRDgob_despues","Morenagob_despues","MCgob_despues","Indgob_despues","PESgob_despues","PANcong_antes","PRIcong_antes","PRDcong_antes","PVEMcong_antes","MCcong_antes","PANcong_despues","PRIcong_despues","MCcong_despues","PENDIENTEcong_despues","Morenacong_despues","PANgober_2antes","PRIgober_2antes","PRDgober_2antes"
"104",1,1,7,18,16,5562,5,24,0,0,1,0,1,0,11,0.292,0.149,0.603,0.248,0.148,0.818,0.034,11,0.285,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"105",7,2,7,3,3,3339,1,16,1,0,0,0,1,0,1,0.506,0.354,0.477,0.169,0,0.973,0.027,1,0.491,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"106",35,4,7,20,7,4060,19,23,0,0,1,0,0,0,7,0.435,0.133,0.796,0.071,0,0.81,0.19,7,0.382,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"107",44,5,7,11,12,3226,23,11,1,0,0,0,1,0,23,0.533,0.261,0.648,0.091,0,0.985,0.015,23,0.524,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"108",54,6,7,17,17,2716,9,18,0,0,1,0,1,0,9,0.333,0.06,0.761,0.179,0,0.934,0.066,9,0.386,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"109",88,9,7,15,15,1760,11,6,1,0,0,0,0,0,11,0.395,0.328,0.552,0.121,0.377,0.623,0,11,0.426,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"110",130,12,7,2,14,6772,10,9,1,0,0,0,1,0,15,0.233,0.262,0.544,0.194,0.125,0.771,0.104,15,0.187,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"111",163,15,7,24,24,2650,12,19,1,0,0,0,1,0,12,0.323,0.299,0.623,0.078,0.04,0.96,0,12,0.333,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"112",186,16,7,9,9,1464,20,20,0,0,1,0,1,0,20,1,0.143,0.771,0.086,0,0.796,0.204,20,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"113",197,17,7,14,14,2592,13,21,0,0,1,0,0,1,13,0.366,0.262,0.544,0.194,0.125,0.771,0.104,13,0.43,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"114",234,18,7,12,13,1431,4,12,1,0,0,0,1,0,4,0.539,0.232,0.681,0.087,0.052,0.914,0.034,4,0.543,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"115",239,19,7,6,6,6070,6,8,1,0,0,0,1,0,6,0.72,0.376,0.532,0.092,0,1,0,6,0.716,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"116",293,20,7,23,23,2728,8,7,0,0,1,0,1,0,8,0.426,0.219,0.518,0.263,0,0.818,0.182,8,0.416,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"117",336,23,7,22,22,963,21,5,1,0,0,0,1,0,21,0.778,0.1,0.87,0.03,0,0.947,0.053,21,0.784,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"118",456,31,7,4,7,3068,17,2,1,0,0,0,1,0,17,0.715,0.133,0.796,0.071,0,0.81,0.19,17,0.694,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"119",532,35,7,24,24,3561,2,19,0,0,1,0,1,0,12,0.323,0.299,0.623,0.078,0.04,0.96,0,12,0.333,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"120",540,37,7,16,16,3645,3,15,0,0,1,0,1,0,3,0.747,0.149,0.603,0.248,0.148,0.818,0.034,3,0.707,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"121",556,38,7,8,10,2564,22,4,1,0,0,0,1,0,22,1,0.227,0.773,0,0,0.865,0.135,22,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"122",718,52,7,20,20,3372,7,23,1,0,0,0,1,0,7,0.435,0.175,0.789,0.035,0,0.733,0.267,7,0.382,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"123",815,59,7,7,7,3370,18,3,1,0,0,0,1,0,19,0.396,0.133,0.796,0.071,0,0.81,0.19,19,0.395,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"124",1113,77,7,5,5,4271,24,1,1,0,0,0,1,0,24,1,0.645,0.29,0.065,0,1,0,24,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"125",1602,102,7,1,1,11313,15,13,1,0,0,0,1,0,15,0.399,0.98,0,0.02,0.742,0.258,0,15,0.449,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"126",1621,102,7,1,1,1086,16,13,1,0,0,0,0,0,15,0.399,0.98,0,0.02,0.742,0.258,0,15,0.449,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"127",1638,102,7,2,1,10220,14,9,1,0,0,0,0,0,15,0.233,0.98,0,0.02,0.742,0.258,0,15,0.187,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"128",1,1,8,11,1,732,1,1,0,0,1,0,1,0,1,1,0.599,0.293,0.109,0.063,0.929,0.008,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"129",38,3,8,20,22,1133,3,2,0,0,1,0,1,0,3,0.906,0.599,0.305,0.096,0.167,0.833,0,3,0.83,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"130",60,5,8,1,1,2450,4,3,1,0,0,0,0,0,4,1,0.599,0.293,0.109,0.063,0.929,0.008,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"131",82,6,8,13,11,637,5,4,1,0,0,0,0,0,5,0.901,0.295,0.538,0.167,0.111,0.879,0.01,5,0.891,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"132",102,7,8,22,21,1583,6,6,0,0,1,0,1,0,6,1,0.113,0.84,0.047,0.01,0.99,0,6,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"133",271,17,8,14,13,1489,7,7,1,0,0,0,1,0,7,0.953,0.707,0.259,0.034,0.155,0.845,0,7,0.921,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"134",388,18,8,13,14,369,2,4,0,0,1,0,1,0,5,0.901,0.11,0.766,0.124,0.043,0.957,0,5,0.891,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"135",402,19,8,18,19,924,10,10,1,0,0,0,1,0,10,1,1,0,0,0.625,0.375,0,10,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"136",433,19,8,16,19,622,11,11,1,0,0,1,0,0,11,1,1,0,0,0.625,0.375,0,11,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"137",608,19,8,12,15,19342,9,9,1,0,0,0,0,0,9,1,0.839,0.125,0.036,0.097,0.903,0,9,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"138",610,19,8,17,15,11893,13,13,1,0,0,0,0,0,13,1,0.839,0.125,0.036,0.097,0.903,0,13,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"139",622,19,8,15,17,496,12,12,1,0,0,0,1,0,12,1,0.979,0.011,0.011,0.593,0.407,0,12,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"140",921,21,8,19,20,943,8,8,1,0,0,0,1,0,8,0.892,0.836,0.082,0.082,0.574,0.426,0,8,0.866,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"141",1424,37,8,2,2,7094,16,16,0,0,1,0,1,0,16,1,0.995,0,0.005,0.053,0.947,0,16,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"142",1435,37,8,3,2,776,14,14,1,0,0,0,1,0,14,1,0.995,0,0.005,0.053,0.947,0,14,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"143",1443,37,8,4,2,238,22,21,1,0,0,0,0,0,22,1,0.995,0,0.005,0.053,0.947,0,22,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"144",1574,37,8,5,3,1723,19,20,1,0,0,1,0,0,19,1,1,0,0,0.736,0.264,0,19,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"145",1698,37,8,6,3,465,17,18,1,0,0,0,1,0,17,1,1,0,0,0.736,0.264,0,17,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"146",1785,37,8,7,7,605,21,22,1,0,0,1,0,0,21,1,1,0,0,0.145,0.855,0,21,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"147",1827,37,8,8,9,5971,20,19,1,0,0,0,1,0,20,1,0.991,0.009,0,0.033,0.967,0,20,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"148",1942,37,8,10,9,3450,15,15,0,1,0,0,0,0,15,1,0.991,0.009,0,0.033,0.967,0,15,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"149",2712,37,8,9,7,1199,18,17,1,0,0,0,0,0,18,1,1,0,0,0.145,0.855,0,18,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"150",1,2,9,5,5,905,15,15,1,0,0,0,0,1,15,1,1,0,0,0.148,0,0.852,15,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"151",56,2,9,3,5,4431,16,16,1,0,0,0,0,1,16,1,1,0,0,0.148,0,0.852,16,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"152",345,3,9,26,26,1668,23,23,1,0,0,0,0,1,23,0.949,1,0,0,0.534,0,0.466,23,0.965,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"153",359,3,9,26,32,1497,21,21,1,0,0,0,0,0,21,1,1,0,0,0.062,0,0.938,21,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"154",369,3,9,30,26,1050,22,22,1,0,0,1,0,0,22,1,1,0,0,0.534,0,0.466,22,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"155",747,4,9,20,20,4007,31,31,1,0,0,0,0,1,31,1,0.981,0,0.019,0.253,0,0.747,31,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"156",821,5,9,1,1,3366,12,12,1,0,0,0,0,1,12,1,1,0,0,0,0,1,12,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"157",963,5,9,2,2,838,10,10,1,0,0,0,0,1,10,0.948,1,0,0,0.263,0,0.737,10,0.956,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"158",1148,5,9,2,7,1235,11,11,1,0,0,0,0,1,11,1,1,0,0,0.289,0,0.711,11,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"159",1219,5,9,4,4,1003,9,9,1,0,0,0,0,1,9,0.947,1,0,0,0,0,1,9,0.947,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"160",1672,6,9,15,15,1025,19,18,1,0,0,0,0,1,18,0.689,1,0,0,0.165,0,0.835,18,0.681,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"161",1696,6,9,15,15,2308,18,18,1,0,0,0,0,1,18,0.689,1,0,0,0.165,0,0.835,18,0.681,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"162",1971,7,9,24,24,1322,6,6,1,0,0,0,0,1,6,0.894,1,0,0,0.128,0,0.872,6,0.906,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"163",1996,7,9,21,21,1154,7,7,1,0,0,0,0,1,7,0.954,1,0,0,0.065,0,0.935,7,0.945,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"164",2077,7,9,22,19,982,8,8,1,0,0,0,0,1,8,1,1,0,0,0,0,1,8,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"165",2278,7,9,29,21,3220,2,2,1,0,0,0,0,1,2,1,1,0,0,0.065,0,0.935,2,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"166",2341,7,9,24,28,1591,5,6,1,0,0,0,0,1,6,0.894,1,0,0,0.044,0.007,0.949,6,0.906,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"167",2563,7,9,27,29,2598,3,3,1,0,0,0,0,1,3,1,1,0,0,0,0,1,3,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"168",2673,7,9,31,31,1644,4,4,1,0,0,0,0,1,4,1,1,0,0,0,0,1,4,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"169",2972,8,9,33,33,1166,1,1,1,0,0,0,0,1,1,1,0.986,0,0.014,0.162,0,0.838,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"170",3119,9,9,7,34,2025,28,25,1,0,0,0,0,1,28,0.333,0.761,0,0.239,0,0,1,28,0.352,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"171",3163,10,9,18,18,1770,33,33,1,0,0,0,0,1,33,1,1,0,0,0.022,0,0.978,33,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"172",3217,10,9,23,23,1141,32,32,1,0,0,0,0,1,32,1,1,0,0,0.517,0,0.483,32,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"173",3609,11,9,8,35,3458,26,26,1,0,0,0,0,1,26,0.704,0.946,0,0.054,0,0.011,0.989,26,0.693,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"174",3696,11,9,8,34,2135,25,26,1,0,0,0,0,1,26,0.704,0.761,0,0.239,0,0,1,26,0.693,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"175",3742,12,9,16,38,1105,30,28,1,0,0,0,0,1,30,0.906,1,0,0,0.455,0,0.545,30,0.943,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"176",3769,12,9,14,37,1330,29,27,1,0,0,1,0,0,29,0.979,1,0,0,0.136,0,0.864,29,0.963,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"177",4095,13,9,19,39,1570,27,29,1,0,0,0,0,1,27,0.389,0.936,0,0.064,0.151,0,0.849,27,0.386,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"178",4269,14,9,17,16,1860,24,24,1,0,0,1,0,0,24,0.949,1,0,0,0.848,0,0.152,24,0.966,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"179",4523,15,9,12,13,1429,14,14,1,0,0,0,0,0,14,1,1,0,0,0.788,0,0.212,14,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"180",4586,15,9,9,9,2871,13,13,1,0,0,0,0,1,13,1,1,0,0,0,0.021,0.979,13,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"181",4913,16,9,13,13,1411,17,17,1,0,0,1,0,0,17,1,1,0,0,0.788,0,0.212,17,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"182",5183,17,9,10,10,1442,20,20,1,0,0,0,0,1,20,0.773,1,0,0,0.101,0,0.899,20,0.785,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"183",1,2,9,22,5,905,15,15,1,0,0,0,0,1,15,1,1,0,0,0.148,0,0.852,15,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"184",56,2,9,22,5,4431,16,16,1,0,0,0,0,1,16,1,1,0,0,0.148,0,0.852,16,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"185",345,3,9,37,26,1668,23,23,1,0,0,0,0,1,23,0.949,1,0,0,0.534,0,0.466,23,0.965,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"186",359,3,9,36,32,1497,21,21,1,0,0,0,0,0,21,1,1,0,0,0.062,0,0.938,21,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"187",369,3,9,37,26,1050,22,22,1,0,0,1,0,0,22,1,1,0,0,0.534,0,0.466,22,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"188",747,4,9,33,20,4007,31,31,1,0,0,0,0,1,31,1,0.981,0,0.019,0.253,0,0.747,31,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"189",821,5,9,12,1,3366,12,12,1,0,0,0,0,1,12,1,1,0,0,0,0,1,12,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"190",963,5,9,14,2,838,10,10,1,0,0,0,0,1,10,0.948,1,0,0,0.263,0,0.737,10,0.956,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"191",1148,5,9,13,7,1235,11,11,1,0,0,0,0,1,11,1,1,0,0,0.289,0,0.711,11,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"192",1219,5,9,15,4,1003,9,9,1,0,0,0,0,1,9,0.947,1,0,0,0,0,1,9,0.947,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"193",1672,6,9,26,15,1025,19,18,1,0,0,0,0,1,18,0.689,1,0,0,0.165,0,0.835,18,0.681,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"194",1696,6,9,26,15,2308,18,18,1,0,0,0,0,1,18,0.689,1,0,0,0.165,0,0.835,18,0.681,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"195",1971,7,9,6,24,1322,6,6,1,0,0,0,0,1,6,0.894,1,0,0,0.128,0,0.872,6,0.906,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"196",1996,7,9,9,21,1154,7,7,1,0,0,0,0,1,7,0.954,1,0,0,0.065,0,0.935,7,0.945,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"197",2077,7,9,9,19,982,8,8,1,0,0,0,0,1,8,1,1,0,0,0,0,1,8,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"198",2278,7,9,8,21,3220,2,2,1,0,0,0,0,1,2,1,1,0,0,0.065,0,0.935,2,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"199",2341,7,9,4,28,1591,5,6,1,0,0,0,0,1,6,0.894,1,0,0,0.044,0.007,0.949,6,0.906,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"200",2563,7,9,5,29,2598,3,3,1,0,0,0,0,1,3,1,1,0,0,0,0,1,3,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"201",2673,7,9,8,31,1644,4,4,1,0,0,0,0,1,4,1,1,0,0,0,0,1,4,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"202",2972,8,9,3,33,1166,1,1,1,0,0,0,0,1,1,1,0.986,0,0.014,0.162,0,0.838,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"203",3119,9,9,1,34,2025,28,25,1,0,0,0,0,1,28,0.333,0.761,0,0.239,0,0,1,28,0.352,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"204",3163,10,9,32,18,1770,33,33,1,0,0,0,0,1,33,1,1,0,0,0.022,0,0.978,33,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"205",3217,10,9,35,23,1141,32,32,1,0,0,0,0,1,32,1,1,0,0,0.517,0,0.483,32,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"206",3609,11,9,2,35,3458,26,26,1,0,0,0,0,1,26,0.704,0.946,0,0.054,0,0.011,0.989,26,0.693,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"207",3696,11,9,1,34,2135,25,26,1,0,0,0,0,1,26,0.704,0.761,0,0.239,0,0,1,26,0.693,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"208",3742,12,9,19,38,1105,30,28,1,0,0,0,0,1,30,0.906,1,0,0,0.455,0,0.545,30,0.943,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"209",3769,12,9,18,37,1330,29,27,1,0,0,1,0,0,29,0.979,1,0,0,0.136,0,0.864,29,0.963,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"210",4095,13,9,39,39,1570,27,29,1,0,0,0,0,1,27,0.389,0.936,0,0.064,0.151,0,0.849,27,0.386,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
