"","SECCION","munn.x","edon.x","edo.x","disloc2018.x","disloc2012.x","escenario1","escenario2","escenario3_jge","pobtot","dsiSQ_E1","dsi_pob","dif","rural","urbano","mixto"
"262",466,11,17,"mor",6,7,6,6,6,1036,0.483,0.343587586572479,0.139412413427521,0,0,0
"263",467,11,17,"mor",6,7,6,6,6,1209,0.483,0.343587586572479,0.139412413427521,0,0,0
"264",468,11,17,"mor",6,7,6,6,6,6372,0.483,0.343587586572479,0.139412413427521,0,0,0
"265",469,11,17,"mor",6,7,6,6,6,1354,0.483,0.343587586572479,0.139412413427521,0,0,0
"266",470,11,17,"mor",6,7,6,6,6,2500,0.483,0.343587586572479,0.139412413427521,0,0,0
"267",471,11,17,"mor",6,7,6,6,6,2760,0.483,0.343587586572479,0.139412413427521,0,0,0
"268",472,11,17,"mor",6,7,6,6,6,4096,0.483,0.343587586572479,0.139412413427521,0,0,0
"269",473,11,17,"mor",6,7,6,6,6,3922,0.483,0.343587586572479,0.139412413427521,0,0,0
"270",474,11,17,"mor",6,7,6,6,6,1476,0.483,0.343587586572479,0.139412413427521,0,0,0
"271",475,11,17,"mor",6,7,6,6,6,1350,0.483,0.343587586572479,0.139412413427521,0,0,0
"272",476,11,17,"mor",12,7,7,7,7,1874,0.369,0.333812445967233,0.035187554032767,0,0,0
"273",477,11,17,"mor",6,7,6,6,6,7542,0.483,0.343587586572479,0.139412413427521,0,0,0
"274",478,11,17,"mor",6,7,6,6,6,1308,0.483,0.343587586572479,0.139412413427521,0,0,0
"275",479,11,17,"mor",6,7,6,6,6,1743,0.483,0.343587586572479,0.139412413427521,0,0,0
"276",480,11,17,"mor",6,7,6,6,6,1270,0.483,0.343587586572479,0.139412413427521,0,0,0
"277",481,11,17,"mor",6,7,6,6,6,5215,0.483,0.343587586572479,0.139412413427521,0,0,0
"278",482,11,17,"mor",6,7,6,6,6,2167,0.483,0.343587586572479,0.139412413427521,0,0,0
"279",483,11,17,"mor",6,7,6,6,6,3151,0.483,0.343587586572479,0.139412413427521,0,0,0
"280",484,11,17,"mor",6,7,6,6,6,2819,0.483,0.343587586572479,0.139412413427521,0,0,0
"281",485,11,17,"mor",6,7,6,6,6,5331,0.483,0.343587586572479,0.139412413427521,0,0,0
"282",486,11,17,"mor",6,7,6,6,6,7630,0.483,0.343587586572479,0.139412413427521,0,0,0
"283",487,11,17,"mor",12,6,7,7,7,6813,0.369,0.333812445967233,0.035187554032767,0,0,0
"284",488,11,17,"mor",12,7,7,7,7,4587,0.369,0.333812445967233,0.035187554032767,0,0,0
"285",489,11,17,"mor",12,7,7,7,7,5085,0.369,0.333812445967233,0.035187554032767,0,0,0
"286",490,11,17,"mor",12,7,7,7,7,1759,0.369,0.333812445967233,0.035187554032767,0,0,0
"287",491,11,17,"mor",12,7,7,7,7,1480,0.369,0.333812445967233,0.035187554032767,0,0,0
"288",492,11,17,"mor",12,7,7,7,7,1852,0.369,0.333812445967233,0.035187554032767,0,0,0
"289",493,11,17,"mor",12,7,7,7,7,2338,0.369,0.333812445967233,0.035187554032767,0,0,0
"290",494,11,17,"mor",12,7,7,7,7,1284,0.369,0.333812445967233,0.035187554032767,0,0,0
"291",495,11,17,"mor",12,7,7,7,7,2096,0.369,0.333812445967233,0.035187554032767,0,0,0
"292",496,11,17,"mor",12,7,7,7,7,2807,0.369,0.333812445967233,0.035187554032767,0,0,0
"293",497,11,17,"mor",6,7,6,6,6,5964,0.483,0.343587586572479,0.139412413427521,0,0,1
"294",498,11,17,"mor",6,7,6,6,6,2338,0.483,0.343587586572479,0.139412413427521,0,0,0
"295",499,11,17,"mor",6,7,6,6,6,1762,0.483,0.343587586572479,0.139412413427521,0,0,0
"296",500,11,17,"mor",6,7,6,6,6,963,0.483,0.343587586572479,0.139412413427521,0,0,0
"297",611,18,17,"mor",5,5,4,4,5,3108,0.472,0.477015949614448,0.00501594961444801,0,0,0
"298",613,18,17,"mor",5,5,4,4,5,1351,0.472,0.477015949614448,0.00501594961444801,0,0,0
"299",614,18,17,"mor",5,5,4,4,5,1132,0.472,0.477015949614448,0.00501594961444801,0,0,0
"300",615,18,17,"mor",5,5,4,4,5,2075,0.472,0.477015949614448,0.00501594961444801,0,0,0
"301",616,18,17,"mor",5,5,4,4,5,4417,0.472,0.477015949614448,0.00501594961444801,0,0,1
"302",617,18,17,"mor",5,5,4,4,5,2392,0.472,0.477015949614448,0.00501594961444801,0,0,0
"303",618,18,17,"mor",5,5,4,4,5,4178,0.472,0.477015949614448,0.00501594961444801,0,0,0
"304",619,18,17,"mor",5,5,4,4,5,2239,0.472,0.477015949614448,0.00501594961444801,0,0,0
"305",620,18,17,"mor",5,5,4,4,5,3094,0.472,0.477015949614448,0.00501594961444801,0,0,0
"306",621,18,17,"mor",5,5,4,4,5,1919,0.472,0.477015949614448,0.00501594961444801,0,0,0
"307",622,18,17,"mor",5,5,4,4,5,2535,0.472,0.477015949614448,0.00501594961444801,0,0,0
"308",623,18,17,"mor",5,5,4,4,5,4296,0.472,0.477015949614448,0.00501594961444801,0,0,0
"309",624,18,17,"mor",5,5,4,4,5,2639,0.472,0.477015949614448,0.00501594961444801,0,0,0
"310",625,18,17,"mor",5,5,4,4,5,1778,0.472,0.477015949614448,0.00501594961444801,0,0,0
"311",626,18,17,"mor",5,5,4,4,5,2085,0.472,0.477015949614448,0.00501594961444801,0,0,0
"312",627,18,17,"mor",5,5,4,4,5,1585,0.472,0.477015949614448,0.00501594961444801,0,0,0
"313",628,18,17,"mor",5,5,4,4,5,1513,0.472,0.477015949614448,0.00501594961444801,0,0,0
"314",629,18,17,"mor",5,5,4,4,5,2655,0.472,0.477015949614448,0.00501594961444801,0,0,0
"315",630,18,17,"mor",5,5,4,4,5,2634,0.472,0.477015949614448,0.00501594961444801,0,0,0
"316",631,18,17,"mor",5,5,4,4,5,2121,0.472,0.477015949614448,0.00501594961444801,0,0,0
"317",632,18,17,"mor",5,5,4,4,5,2168,0.472,0.477015949614448,0.00501594961444801,0,0,0
"318",633,18,17,"mor",5,5,4,4,5,2205,0.472,0.477015949614448,0.00501594961444801,0,0,0
"319",634,18,17,"mor",5,5,4,4,5,3214,0.472,0.477015949614448,0.00501594961444801,0,0,0
"320",635,18,17,"mor",5,5,4,4,5,2539,0.472,0.477015949614448,0.00501594961444801,0,0,0
"321",636,18,17,"mor",5,5,4,4,5,2291,0.472,0.477015949614448,0.00501594961444801,0,0,0
"322",637,18,17,"mor",5,5,4,4,5,1726,0.472,0.477015949614448,0.00501594961444801,0,0,0
"323",638,18,17,"mor",5,5,4,4,5,2554,0.472,0.477015949614448,0.00501594961444801,0,0,0
"324",639,18,17,"mor",5,5,4,4,5,2020,0.472,0.477015949614448,0.00501594961444801,0,0,0
"325",640,18,17,"mor",5,5,4,4,5,1376,0.472,0.477015949614448,0.00501594961444801,0,0,0
"326",641,18,17,"mor",5,5,4,4,5,1458,0.472,0.477015949614448,0.00501594961444801,0,0,0
"327",642,18,17,"mor",5,5,4,4,5,1984,0.472,0.477015949614448,0.00501594961444801,0,0,0
"328",643,18,17,"mor",5,5,4,4,5,987,0.472,0.477015949614448,0.00501594961444801,0,0,0
"329",644,18,17,"mor",5,5,4,4,5,3612,0.472,0.477015949614448,0.00501594961444801,0,0,1
"330",645,18,17,"mor",5,5,4,4,5,2535,0.472,0.477015949614448,0.00501594961444801,0,0,0
"331",646,18,17,"mor",5,5,4,4,5,2070,0.472,0.477015949614448,0.00501594961444801,0,0,0
"332",647,18,17,"mor",5,5,4,4,5,3742,0.472,0.477015949614448,0.00501594961444801,0,0,0
"333",648,18,17,"mor",5,5,4,4,5,1682,0.472,0.477015949614448,0.00501594961444801,0,0,0
"334",649,18,17,"mor",5,5,4,4,5,2712,0.472,0.477015949614448,0.00501594961444801,0,0,0
"335",650,18,17,"mor",5,5,4,4,5,756,0.472,0.477015949614448,0.00501594961444801,0,0,0
"336",651,18,17,"mor",5,5,4,4,5,4139,0.472,0.477015949614448,0.00501594961444801,0,0,0
"337",652,18,17,"mor",5,5,4,4,5,3371,0.472,0.477015949614448,0.00501594961444801,0,0,0
"338",653,18,17,"mor",5,5,4,4,5,5102,0.472,0.477015949614448,0.00501594961444801,0,0,1
"339",12,2,17,"mor",4,13,11,11,11,2745,0.589,0.618307926213958,0.0293079262139581,0,0,1
"340",13,2,17,"mor",4,13,11,11,11,2250,0.589,0.618307926213958,0.0293079262139581,0,0,1
"341",14,2,17,"mor",4,13,11,11,11,1689,0.589,0.618307926213958,0.0293079262139581,0,0,0
"342",15,2,17,"mor",4,13,11,11,11,1765,0.589,0.618307926213958,0.0293079262139581,0,0,1
"343",16,2,17,"mor",4,13,11,11,11,848,0.589,0.618307926213958,0.0293079262139581,1,0,0
"344",17,2,17,"mor",4,13,11,11,11,1481,0.589,0.618307926213958,0.0293079262139581,1,0,0
"345",18,2,17,"mor",4,13,11,11,11,3464,0.589,0.618307926213958,0.0293079262139581,1,0,0
"346",19,2,17,"mor",4,13,11,11,11,3963,0.589,0.618307926213958,0.0293079262139581,1,0,0
"347",20,2,17,"mor",4,13,11,11,11,63,0.589,0.618307926213958,0.0293079262139581,0,0,0
"348",21,2,17,"mor",4,13,11,11,11,878,0.589,0.618307926213958,0.0293079262139581,0,0,0
"349",22,2,17,"mor",4,13,11,11,11,512,0.589,0.618307926213958,0.0293079262139581,0,0,0
"350",23,2,17,"mor",4,13,11,11,11,354,0.589,0.618307926213958,0.0293079262139581,0,0,0
"351",97,6,17,"mor",4,14,12,12,11,5717,0.482,0.598694974058631,0.116694974058631,0,0,0
"352",98,6,17,"mor",4,14,12,12,11,1317,0.482,0.598694974058631,0.116694974058631,0,0,0
"353",99,6,17,"mor",4,14,12,12,11,2723,0.482,0.598694974058631,0.116694974058631,0,0,0
"354",100,6,17,"mor",4,14,12,12,11,3696,0.482,0.598694974058631,0.116694974058631,0,0,0
"355",101,6,17,"mor",4,14,12,12,11,1339,0.482,0.598694974058631,0.116694974058631,0,0,0
"356",102,6,17,"mor",4,14,12,12,11,4678,0.482,0.598694974058631,0.116694974058631,0,0,0
"357",103,6,17,"mor",7,14,12,12,12,1653,0.482,0.598694974058631,0.116694974058631,0,0,0
"358",104,6,17,"mor",7,14,11,11,12,1302,0.589,0.618307926213958,0.0293079262139581,0,0,0
"359",105,6,17,"mor",7,14,11,11,12,881,0.589,0.618307926213958,0.0293079262139581,0,0,0
"360",106,6,17,"mor",7,14,11,11,12,1491,0.589,0.618307926213958,0.0293079262139581,0,0,0
"361",107,6,17,"mor",7,14,12,12,12,1321,0.482,0.598694974058631,0.116694974058631,0,0,0
"362",108,6,17,"mor",7,14,12,12,12,2192,0.482,0.598694974058631,0.116694974058631,0,0,0
"363",109,6,17,"mor",7,14,12,12,12,4868,0.482,0.598694974058631,0.116694974058631,0,0,0
"364",110,6,17,"mor",7,14,12,12,12,2173,0.482,0.598694974058631,0.116694974058631,0,0,0
"365",111,6,17,"mor",7,14,12,12,12,2780,0.482,0.598694974058631,0.116694974058631,0,0,0
"366",112,6,17,"mor",7,14,12,12,12,1993,0.482,0.598694974058631,0.116694974058631,0,0,0
"367",113,6,17,"mor",7,14,12,12,12,4995,0.482,0.598694974058631,0.116694974058631,0,0,0
"368",114,6,17,"mor",7,14,12,12,12,3772,0.482,0.598694974058631,0.116694974058631,0,0,1
"369",115,6,17,"mor",7,14,12,12,12,1380,0.482,0.598694974058631,0.116694974058631,0,0,0
"370",116,6,17,"mor",7,14,12,12,12,1727,0.482,0.598694974058631,0.116694974058631,0,0,0
"371",117,6,17,"mor",7,14,12,12,12,1196,0.482,0.598694974058631,0.116694974058631,0,0,0
"372",118,6,17,"mor",7,14,11,11,12,1742,0.589,0.618307926213958,0.0293079262139581,0,0,0
"373",119,6,17,"mor",7,14,12,12,12,1469,0.482,0.598694974058631,0.116694974058631,0,0,0
"374",120,6,17,"mor",7,14,12,12,12,1539,0.482,0.598694974058631,0.116694974058631,0,0,0
"375",121,6,17,"mor",7,14,12,12,12,1519,0.482,0.598694974058631,0.116694974058631,0,0,0
"376",122,6,17,"mor",7,14,12,12,12,924,0.482,0.598694974058631,0.116694974058631,0,0,0
"377",123,6,17,"mor",7,14,12,12,12,2080,0.482,0.598694974058631,0.116694974058631,0,0,0
"378",124,6,17,"mor",7,14,12,12,12,1291,0.482,0.598694974058631,0.116694974058631,0,0,0
"379",125,6,17,"mor",7,14,11,11,12,3416,0.589,0.618307926213958,0.0293079262139581,0,0,0
"380",126,6,17,"mor",7,14,12,12,12,2600,0.482,0.598694974058631,0.116694974058631,0,0,0
"381",127,6,17,"mor",7,14,12,12,12,1572,0.482,0.598694974058631,0.116694974058631,0,0,0
"382",128,6,17,"mor",7,14,12,12,12,1530,0.482,0.598694974058631,0.116694974058631,0,0,0
"383",129,6,17,"mor",7,14,12,12,12,1540,0.482,0.598694974058631,0.116694974058631,0,0,0
"384",130,6,17,"mor",7,14,12,12,12,4266,0.482,0.598694974058631,0.116694974058631,0,0,0
"385",131,6,17,"mor",7,14,12,12,12,2008,0.482,0.598694974058631,0.116694974058631,0,0,0
"386",132,6,17,"mor",7,14,12,12,12,1285,0.482,0.598694974058631,0.116694974058631,0,0,0
"387",133,6,17,"mor",7,14,12,12,12,360,0.482,0.598694974058631,0.116694974058631,0,0,0
"388",134,6,17,"mor",7,14,12,12,12,2083,0.482,0.598694974058631,0.116694974058631,0,0,0
"389",135,6,17,"mor",7,14,12,12,12,5631,0.482,0.598694974058631,0.116694974058631,0,0,0
"390",136,6,17,"mor",7,15,12,12,12,1380,0.482,0.598694974058631,0.116694974058631,0,0,0
"391",137,6,17,"mor",7,15,12,12,12,1123,0.482,0.598694974058631,0.116694974058631,0,0,0
"392",138,6,17,"mor",7,15,12,12,12,1848,0.482,0.598694974058631,0.116694974058631,0,0,0
"393",139,6,17,"mor",7,15,12,12,12,1317,0.482,0.598694974058631,0.116694974058631,0,0,0
"394",140,6,17,"mor",7,14,12,12,12,1271,0.482,0.598694974058631,0.116694974058631,0,0,0
"395",141,6,17,"mor",7,14,12,12,12,723,0.482,0.598694974058631,0.116694974058631,0,0,0
"396",142,6,17,"mor",7,14,12,12,12,2159,0.482,0.598694974058631,0.116694974058631,0,0,0
"397",143,6,17,"mor",7,15,12,12,12,2355,0.482,0.598694974058631,0.116694974058631,0,0,0
"398",144,6,17,"mor",7,15,12,12,12,960,0.482,0.598694974058631,0.116694974058631,0,0,0
"399",145,6,17,"mor",7,15,12,12,12,905,0.482,0.598694974058631,0.116694974058631,0,0,0
"400",146,6,17,"mor",7,15,12,12,12,1247,0.482,0.598694974058631,0.116694974058631,0,0,0
"401",147,6,17,"mor",7,15,12,12,12,1525,0.482,0.598694974058631,0.116694974058631,0,0,0
"402",148,6,17,"mor",7,15,12,12,12,1359,0.482,0.598694974058631,0.116694974058631,0,0,0
"403",149,6,17,"mor",7,15,12,12,12,815,0.482,0.598694974058631,0.116694974058631,0,0,0
"404",150,6,17,"mor",7,15,11,11,12,3817,0.589,0.618307926213958,0.0293079262139581,0,0,0
"405",151,6,17,"mor",7,15,11,11,12,5613,0.589,0.618307926213958,0.0293079262139581,0,0,0
"406",152,6,17,"mor",7,15,11,11,12,1891,0.589,0.618307926213958,0.0293079262139581,0,0,0
"407",153,6,17,"mor",7,15,11,11,12,1312,0.589,0.618307926213958,0.0293079262139581,0,0,0
"408",154,6,17,"mor",7,15,12,12,12,1090,0.482,0.598694974058631,0.116694974058631,0,0,0
"409",155,6,17,"mor",7,15,12,12,12,1483,0.482,0.598694974058631,0.116694974058631,0,0,0
"410",156,6,17,"mor",7,15,12,12,12,1057,0.482,0.598694974058631,0.116694974058631,0,0,0
"411",157,6,17,"mor",7,15,12,12,12,661,0.482,0.598694974058631,0.116694974058631,0,0,0
"412",158,6,17,"mor",7,15,12,12,12,431,0.482,0.598694974058631,0.116694974058631,0,0,0
"413",159,6,17,"mor",7,15,12,12,12,1609,0.482,0.598694974058631,0.116694974058631,0,0,0
"414",160,6,17,"mor",7,15,12,12,12,623,0.482,0.598694974058631,0.116694974058631,0,0,0
"415",161,6,17,"mor",7,15,12,12,12,451,0.482,0.598694974058631,0.116694974058631,0,0,0
"416",162,6,17,"mor",7,15,12,12,12,1130,0.482,0.598694974058631,0.116694974058631,0,0,0
"417",163,6,17,"mor",7,15,12,12,12,432,0.482,0.598694974058631,0.116694974058631,0,0,0
"418",164,6,17,"mor",7,15,12,12,12,421,0.482,0.598694974058631,0.116694974058631,0,0,0
"419",165,6,17,"mor",7,15,12,12,12,1143,0.482,0.598694974058631,0.116694974058631,0,0,0
"420",166,6,17,"mor",7,15,12,12,12,2505,0.482,0.598694974058631,0.116694974058631,0,0,0
"421",167,6,17,"mor",7,15,12,12,12,888,0.482,0.598694974058631,0.116694974058631,0,0,0
"422",168,6,17,"mor",7,15,12,12,12,831,0.482,0.598694974058631,0.116694974058631,0,0,0
"423",169,6,17,"mor",7,15,12,12,12,790,0.482,0.598694974058631,0.116694974058631,0,0,0
"424",170,6,17,"mor",7,15,12,12,12,989,0.482,0.598694974058631,0.116694974058631,0,0,0
"425",171,6,17,"mor",7,15,12,12,12,649,0.482,0.598694974058631,0.116694974058631,0,0,0
"426",172,6,17,"mor",7,15,12,12,12,675,0.482,0.598694974058631,0.116694974058631,0,0,0
"427",173,6,17,"mor",7,15,12,12,12,1612,0.482,0.598694974058631,0.116694974058631,0,0,0
"428",174,6,17,"mor",7,15,12,12,12,1257,0.482,0.598694974058631,0.116694974058631,0,0,0
"429",175,6,17,"mor",7,15,12,12,12,2021,0.482,0.598694974058631,0.116694974058631,0,0,0
"430",176,6,17,"mor",7,15,12,12,12,839,0.482,0.598694974058631,0.116694974058631,0,0,0
"431",177,6,17,"mor",7,15,11,11,12,3496,0.589,0.618307926213958,0.0293079262139581,0,0,1
"432",178,6,17,"mor",7,15,12,12,12,5372,0.482,0.598694974058631,0.116694974058631,0,0,0
"433",179,6,17,"mor",7,15,12,12,12,1580,0.482,0.598694974058631,0.116694974058631,0,0,0
"434",180,6,17,"mor",7,15,12,12,12,3567,0.482,0.598694974058631,0.116694974058631,0,0,0
"435",181,6,17,"mor",4,14,12,12,11,3461,0.482,0.598694974058631,0.116694974058631,0,0,1
"436",182,6,17,"mor",7,14,12,12,12,2657,0.482,0.598694974058631,0.116694974058631,0,0,0
"437",183,6,17,"mor",7,14,12,12,12,1766,0.482,0.598694974058631,0.116694974058631,0,0,0
"438",184,6,17,"mor",7,14,12,12,12,792,0.482,0.598694974058631,0.116694974058631,1,0,0
"439",185,6,17,"mor",7,15,12,12,12,2870,0.482,0.598694974058631,0.116694974058631,0,0,1
"440",186,6,17,"mor",7,15,12,12,12,2397,0.482,0.598694974058631,0.116694974058631,1,0,0
"441",187,6,17,"mor",7,15,11,11,12,984,0.589,0.618307926213958,0.0293079262139581,1,0,0
"442",412,9,17,"mor",3,1,9,9,10,2189,0.171,0.129603635218428,0.041396364781572,0,0,0
"443",413,9,17,"mor",3,1,9,9,10,1903,0.171,0.129603635218428,0.041396364781572,0,0,1
"444",414,9,17,"mor",3,1,9,9,10,1766,0.171,0.129603635218428,0.041396364781572,0,0,1
"445",415,9,17,"mor",3,1,9,9,10,206,0.171,0.129603635218428,0.041396364781572,1,0,0
"446",416,9,17,"mor",3,1,9,9,10,1950,0.171,0.129603635218428,0.041396364781572,0,0,0
"447",417,9,17,"mor",3,1,9,9,10,2857,0.171,0.129603635218428,0.041396364781572,0,0,0
"448",418,9,17,"mor",3,1,9,9,10,1976,0.171,0.129603635218428,0.041396364781572,0,0,1
"449",419,9,17,"mor",3,1,9,9,10,2089,0.171,0.129603635218428,0.041396364781572,1,0,0
"450",420,9,17,"mor",3,1,9,9,10,972,0.171,0.129603635218428,0.041396364781572,1,0,0
"451",421,9,17,"mor",3,1,9,9,10,691,0.171,0.129603635218428,0.041396364781572,1,0,0
"452",422,9,17,"mor",3,1,9,9,10,739,0.171,0.129603635218428,0.041396364781572,1,0,0
"453",569,16,17,"mor",4,17,11,11,11,2583,0.589,0.618307926213958,0.0293079262139581,0,0,1
"454",570,16,17,"mor",4,17,11,11,11,1081,0.589,0.618307926213958,0.0293079262139581,0,0,0
"455",571,16,17,"mor",4,17,11,11,11,1442,0.589,0.618307926213958,0.0293079262139581,0,0,1
"456",572,16,17,"mor",4,17,11,11,11,1785,0.589,0.618307926213958,0.0293079262139581,1,0,0
"457",573,16,17,"mor",4,17,11,11,11,1350,0.589,0.618307926213958,0.0293079262139581,1,0,0
"458",574,16,17,"mor",4,17,11,11,11,1094,0.589,0.618307926213958,0.0293079262139581,1,0,0
"459",575,16,17,"mor",4,17,11,11,11,2047,0.589,0.618307926213958,0.0293079262139581,0,0,1
"460",576,16,17,"mor",4,17,11,11,11,1874,0.589,0.618307926213958,0.0293079262139581,0,0,1
"461",577,16,17,"mor",4,17,11,11,11,1016,0.589,0.618307926213958,0.0293079262139581,1,0,0
"462",578,16,17,"mor",4,17,11,11,11,2636,0.589,0.618307926213958,0.0293079262139581,0,0,0
"463",670,20,17,"mor",3,12,9,9,10,2222,0.171,0.129603635218428,0.041396364781572,0,0,1
"464",671,20,17,"mor",3,12,9,9,10,1768,0.171,0.129603635218428,0.041396364781572,0,0,1
"465",672,20,17,"mor",3,12,9,9,10,978,0.171,0.129603635218428,0.041396364781572,0,0,1
"466",673,20,17,"mor",3,12,9,9,10,1758,0.171,0.129603635218428,0.041396364781572,0,0,0
"467",674,20,17,"mor",3,12,9,9,10,1302,0.171,0.129603635218428,0.041396364781572,0,0,0
"468",675,20,17,"mor",3,12,9,9,10,2106,0.171,0.129603635218428,0.041396364781572,0,0,0
"469",676,20,17,"mor",3,12,9,9,10,1666,0.171,0.129603635218428,0.041396364781572,0,0,0
"470",677,20,17,"mor",3,12,9,9,10,1681,0.171,0.129603635218428,0.041396364781572,0,0,0
"471",678,20,17,"mor",3,12,9,9,10,1958,0.171,0.129603635218428,0.041396364781572,0,0,0
"472",679,20,17,"mor",3,12,9,9,10,1859,0.171,0.129603635218428,0.041396364781572,0,0,1
"473",680,20,17,"mor",3,12,9,9,10,1890,0.171,0.129603635218428,0.041396364781572,0,0,1
"474",681,20,17,"mor",3,12,9,9,10,1597,0.171,0.129603635218428,0.041396364781572,1,0,0
"475",682,20,17,"mor",3,12,9,9,10,7213,0.171,0.129603635218428,0.041396364781572,0,0,1
"476",683,20,17,"mor",3,12,9,9,10,2089,0.171,0.129603635218428,0.041396364781572,0,0,0
"477",684,20,17,"mor",3,12,9,9,10,1106,0.171,0.129603635218428,0.041396364781572,1,0,0
"478",685,20,17,"mor",3,12,9,9,10,1435,0.171,0.129603635218428,0.041396364781572,1,0,0
"479",686,20,17,"mor",3,12,9,9,10,6513,0.171,0.129603635218428,0.041396364781572,0,0,1
"480",687,20,17,"mor",3,12,9,9,10,1316,0.171,0.129603635218428,0.041396364781572,0,0,0
"481",688,20,17,"mor",3,12,9,9,10,1247,0.171,0.129603635218428,0.041396364781572,0,0,0
"482",695,22,17,"mor",4,17,11,11,11,3629,0.589,0.618307926213958,0.0293079262139581,0,0,0
"483",696,22,17,"mor",4,17,11,11,11,2803,0.589,0.618307926213958,0.0293079262139581,0,0,0
"484",697,22,17,"mor",4,17,11,11,11,4289,0.589,0.618307926213958,0.0293079262139581,0,0,1
"485",698,22,17,"mor",4,17,11,11,11,1637,0.589,0.618307926213958,0.0293079262139581,1,0,0
"486",699,22,17,"mor",4,17,11,11,11,1850,0.589,0.618307926213958,0.0293079262139581,0,0,0
"487",700,22,17,"mor",4,17,11,11,11,1600,0.589,0.618307926213958,0.0293079262139581,0,0,0
"488",701,22,17,"mor",4,17,11,11,11,1831,0.589,0.618307926213958,0.0293079262139581,0,0,1
"489",702,22,17,"mor",4,17,11,11,11,1466,0.589,0.618307926213958,0.0293079262139581,0,0,1
"490",703,23,17,"mor",3,13,9,9,10,2208,0.171,0.129603635218428,0.041396364781572,0,0,0
"491",704,23,17,"mor",3,13,9,9,10,2191,0.171,0.129603635218428,0.041396364781572,0,0,1
"492",705,23,17,"mor",3,13,9,9,10,1405,0.171,0.129603635218428,0.041396364781572,1,0,0
"493",706,23,17,"mor",3,13,9,9,10,832,0.171,0.129603635218428,0.041396364781572,1,0,0
"494",760,26,17,"mor",3,13,9,9,10,1664,0.171,0.129603635218428,0.041396364781572,0,0,0
"495",761,26,17,"mor",3,13,9,9,10,2850,0.171,0.129603635218428,0.041396364781572,0,0,1
"496",762,26,17,"mor",3,13,9,9,10,2190,0.171,0.129603635218428,0.041396364781572,0,0,0
"497",763,26,17,"mor",3,13,9,9,10,1468,0.171,0.129603635218428,0.041396364781572,0,0,0
"498",764,26,17,"mor",3,13,9,9,10,1382,0.171,0.129603635218428,0.041396364781572,1,0,0
"499",765,26,17,"mor",3,13,9,9,10,851,0.171,0.129603635218428,0.041396364781572,1,0,0
"500",766,26,17,"mor",3,13,9,9,10,1922,0.171,0.129603635218428,0.041396364781572,1,0,0
"501",767,26,17,"mor",3,13,9,9,10,1943,0.171,0.129603635218428,0.041396364781572,1,0,0
"502",768,26,17,"mor",3,13,9,9,10,3289,0.171,0.129603635218428,0.041396364781572,1,0,0
"503",769,27,17,"mor",3,13,11,11,10,2878,0.589,0.618307926213958,0.0293079262139581,0,0,1
"504",770,27,17,"mor",3,13,11,11,10,1912,0.589,0.618307926213958,0.0293079262139581,0,0,1
"505",771,27,17,"mor",3,13,11,11,10,2577,0.589,0.618307926213958,0.0293079262139581,0,0,1
"506",772,27,17,"mor",3,13,11,11,10,357,0.589,0.618307926213958,0.0293079262139581,1,0,0
"507",773,27,17,"mor",3,13,11,11,10,2181,0.589,0.618307926213958,0.0293079262139581,0,0,0
"508",774,27,17,"mor",3,13,11,11,10,510,0.589,0.618307926213958,0.0293079262139581,1,0,0
"509",775,27,17,"mor",3,13,11,11,10,365,0.589,0.618307926213958,0.0293079262139581,1,0,0
"510",850,30,17,"mor",4,17,11,11,11,3633,0.589,0.618307926213958,0.0293079262139581,0,0,1
"511",851,30,17,"mor",4,17,11,11,11,2371,0.589,0.618307926213958,0.0293079262139581,0,0,0
"512",852,30,17,"mor",4,17,11,11,11,3843,0.589,0.618307926213958,0.0293079262139581,0,0,1
"513",853,30,17,"mor",4,17,11,11,11,1981,0.589,0.618307926213958,0.0293079262139581,0,0,0
"514",854,30,17,"mor",4,17,11,11,11,3081,0.589,0.618307926213958,0.0293079262139581,0,0,1
"515",855,30,17,"mor",4,17,11,11,11,3697,0.589,0.618307926213958,0.0293079262139581,0,0,0
"516",856,30,17,"mor",4,17,11,11,11,2296,0.589,0.618307926213958,0.0293079262139581,0,0,1
"517",857,30,17,"mor",4,17,11,11,11,2014,0.589,0.618307926213958,0.0293079262139581,1,0,0
"518",858,30,17,"mor",4,17,11,11,11,2571,0.589,0.618307926213958,0.0293079262139581,0,0,0
"519",859,30,17,"mor",4,17,11,11,11,3367,0.589,0.618307926213958,0.0293079262139581,1,0,0
"520",860,30,17,"mor",4,17,11,11,11,2150,0.589,0.618307926213958,0.0293079262139581,0,0,0
"521",861,30,17,"mor",4,17,11,11,11,2368,0.589,0.618307926213958,0.0293079262139581,0,0,0
"522",862,30,17,"mor",4,17,11,11,11,2123,0.589,0.618307926213958,0.0293079262139581,0,0,1
"523",863,30,17,"mor",4,17,11,11,11,2961,0.589,0.618307926213958,0.0293079262139581,0,0,0
"524",864,30,17,"mor",4,17,11,11,11,3556,0.589,0.618307926213958,0.0293079262139581,0,0,0
"525",865,30,17,"mor",4,17,11,11,11,1516,0.589,0.618307926213958,0.0293079262139581,0,0,0
"526",866,30,17,"mor",4,17,11,11,11,1034,0.589,0.618307926213958,0.0293079262139581,1,0,0
"527",867,30,17,"mor",4,17,11,11,11,1665,0.589,0.618307926213958,0.0293079262139581,1,0,0
