"","SECCION","munn.x","edon.x","edo.x","disloc2018.x","disloc2012.x","escenario1","escenario2","escenario3_jge","pobtot","dsiSQ_E1","dsi_pob","dif","rural","urbano","mixto"
"795",541,13,17,"mor",10,18,2,2,3,1372,0.487,0.517925557851719,0.030925557851719,0,0,1
"796",542,13,17,"mor",10,18,2,2,3,1452,0.487,0.517925557851719,0.030925557851719,0,0,0
"797",543,13,17,"mor",10,18,2,2,3,500,0.487,0.517925557851719,0.030925557851719,1,0,0
"798",544,13,17,"mor",10,18,2,2,3,2172,0.487,0.517925557851719,0.030925557851719,0,0,0
"799",545,13,17,"mor",10,18,2,2,3,1030,0.487,0.517925557851719,0.030925557851719,0,0,1
"800",546,13,17,"mor",10,18,2,2,3,800,0.487,0.517925557851719,0.030925557851719,0,0,0
"801",547,13,17,"mor",10,18,2,2,3,1406,0.487,0.517925557851719,0.030925557851719,0,0,1
"802",654,19,17,"mor",11,18,2,2,2,2861,0.487,0.517925557851719,0.030925557851719,0,0,0
"803",655,19,17,"mor",11,18,2,2,2,1863,0.487,0.517925557851719,0.030925557851719,0,0,1
"804",656,19,17,"mor",11,18,2,2,2,1537,0.487,0.517925557851719,0.030925557851719,0,0,1
"805",657,19,17,"mor",11,18,2,2,2,2668,0.487,0.517925557851719,0.030925557851719,0,0,0
"806",658,19,17,"mor",11,18,2,2,2,1521,0.487,0.517925557851719,0.030925557851719,0,0,0
"807",659,19,17,"mor",11,18,2,2,2,466,0.487,0.517925557851719,0.030925557851719,1,0,0
"808",660,19,17,"mor",11,18,2,2,2,1761,0.487,0.517925557851719,0.030925557851719,0,0,0
"809",661,19,17,"mor",11,18,2,2,2,1497,0.487,0.517925557851719,0.030925557851719,0,0,0
"810",662,19,17,"mor",11,18,2,2,2,1757,0.487,0.517925557851719,0.030925557851719,0,0,0
"811",663,19,17,"mor",11,18,2,2,2,2287,0.487,0.517925557851719,0.030925557851719,0,0,1
"812",664,19,17,"mor",11,18,2,2,2,434,0.487,0.517925557851719,0.030925557851719,1,0,0
"813",665,19,17,"mor",11,18,2,2,2,1344,0.487,0.517925557851719,0.030925557851719,1,0,0
"814",666,19,17,"mor",11,18,2,2,2,129,0.487,0.517925557851719,0.030925557851719,1,0,0
"815",667,19,17,"mor",11,18,2,2,2,1864,0.487,0.517925557851719,0.030925557851719,0,0,0
"816",668,19,17,"mor",11,18,2,2,2,1526,0.487,0.517925557851719,0.030925557851719,0,0,1
"817",669,19,17,"mor",11,18,2,2,2,1818,0.487,0.517925557851719,0.030925557851719,0,0,1
"818",707,24,17,"mor",10,10,3,3,3,2263,0.568,0.573835786512419,0.00583578651241901,0,0,1
"819",708,24,17,"mor",10,10,3,3,3,3106,0.568,0.573835786512419,0.00583578651241901,0,0,0
"820",709,24,17,"mor",10,10,3,3,3,1818,0.568,0.573835786512419,0.00583578651241901,0,0,0
"821",710,24,17,"mor",10,10,3,3,3,3430,0.568,0.573835786512419,0.00583578651241901,0,0,1
"822",711,24,17,"mor",10,10,3,3,3,1320,0.568,0.573835786512419,0.00583578651241901,0,0,0
"823",712,24,17,"mor",10,10,3,3,3,872,0.568,0.573835786512419,0.00583578651241901,1,0,0
"824",713,24,17,"mor",10,10,3,3,3,1443,0.568,0.573835786512419,0.00583578651241901,0,0,0
"825",714,24,17,"mor",10,10,3,3,3,2111,0.568,0.573835786512419,0.00583578651241901,0,0,1
"826",715,24,17,"mor",10,10,3,3,3,840,0.568,0.573835786512419,0.00583578651241901,0,0,1
"827",716,24,17,"mor",10,10,3,3,3,1560,0.568,0.573835786512419,0.00583578651241901,1,0,0
"828",717,24,17,"mor",10,10,3,3,3,1912,0.568,0.573835786512419,0.00583578651241901,0,0,1
"829",718,24,17,"mor",10,10,3,3,3,1076,0.568,0.573835786512419,0.00583578651241901,0,0,1
"830",719,24,17,"mor",10,10,3,3,3,1078,0.568,0.573835786512419,0.00583578651241901,0,0,1
"831",720,24,17,"mor",10,10,3,3,3,656,0.568,0.573835786512419,0.00583578651241901,1,0,0
"832",721,24,17,"mor",10,10,3,3,3,963,0.568,0.573835786512419,0.00583578651241901,1,0,0
"833",722,24,17,"mor",10,10,3,3,3,1341,0.568,0.573835786512419,0.00583578651241901,1,0,0
"834",723,24,17,"mor",10,10,3,3,3,1940,0.568,0.573835786512419,0.00583578651241901,0,0,1
"835",724,24,17,"mor",10,10,3,3,3,3431,0.568,0.573835786512419,0.00583578651241901,0,0,0
"836",725,24,17,"mor",10,10,3,3,3,2447,0.568,0.573835786512419,0.00583578651241901,0,0,0
"837",726,24,17,"mor",10,10,3,3,3,1024,0.568,0.573835786512419,0.00583578651241901,0,0,0
"838",727,24,17,"mor",10,10,3,3,3,2640,0.568,0.573835786512419,0.00583578651241901,0,0,0
"839",728,24,17,"mor",10,10,3,3,3,1799,0.568,0.573835786512419,0.00583578651241901,0,0,0
"840",729,24,17,"mor",10,10,3,3,3,808,0.568,0.573835786512419,0.00583578651241901,0,0,0
"841",730,24,17,"mor",10,10,3,3,3,1583,0.568,0.573835786512419,0.00583578651241901,0,0,0
"842",731,24,17,"mor",10,10,3,3,3,3766,0.568,0.573835786512419,0.00583578651241901,0,0,1
"843",732,24,17,"mor",10,10,3,3,3,1282,0.568,0.573835786512419,0.00583578651241901,1,0,0
"844",733,24,17,"mor",10,10,3,3,3,540,0.568,0.573835786512419,0.00583578651241901,1,0,0
"845",799,29,17,"mor",12,12,7,7,7,3916,0.369,0.333812445967233,0.035187554032767,0,0,1
"846",800,29,17,"mor",12,12,7,7,7,2256,0.369,0.333812445967233,0.035187554032767,0,0,0
"847",801,29,17,"mor",12,12,7,7,7,2465,0.369,0.333812445967233,0.035187554032767,0,0,1
"848",802,29,17,"mor",12,12,7,7,7,3314,0.369,0.333812445967233,0.035187554032767,0,0,0
"849",803,29,17,"mor",12,12,7,7,7,1837,0.369,0.333812445967233,0.035187554032767,0,0,0
"850",804,29,17,"mor",12,12,7,7,7,1801,0.369,0.333812445967233,0.035187554032767,0,0,0
"851",805,29,17,"mor",12,12,7,7,7,1687,0.369,0.333812445967233,0.035187554032767,0,0,0
"852",806,29,17,"mor",12,12,7,7,7,1193,0.369,0.333812445967233,0.035187554032767,0,0,0
"853",807,29,17,"mor",12,12,7,7,7,830,0.369,0.333812445967233,0.035187554032767,0,0,1
"854",808,29,17,"mor",12,12,7,7,7,1220,0.369,0.333812445967233,0.035187554032767,0,0,0
"855",809,29,17,"mor",12,12,7,7,7,1026,0.369,0.333812445967233,0.035187554032767,0,0,0
"856",810,29,17,"mor",12,12,7,7,7,2219,0.369,0.333812445967233,0.035187554032767,0,0,0
"857",811,29,17,"mor",12,12,7,7,7,4306,0.369,0.333812445967233,0.035187554032767,0,0,0
"858",812,29,17,"mor",12,12,7,7,7,1995,0.369,0.333812445967233,0.035187554032767,0,0,0
"859",813,29,17,"mor",12,12,7,7,7,1780,0.369,0.333812445967233,0.035187554032767,0,0,0
"860",814,29,17,"mor",12,12,7,7,7,725,0.369,0.333812445967233,0.035187554032767,0,0,0
"861",815,29,17,"mor",12,12,7,7,7,1287,0.369,0.333812445967233,0.035187554032767,0,0,0
"862",816,29,17,"mor",12,12,7,7,7,1996,0.369,0.333812445967233,0.035187554032767,0,0,0
"863",817,29,17,"mor",12,12,7,7,7,7410,0.369,0.333812445967233,0.035187554032767,0,0,1
"864",818,29,17,"mor",12,12,7,7,7,3034,0.369,0.333812445967233,0.035187554032767,0,0,1
"865",819,29,17,"mor",12,12,7,7,7,1435,0.369,0.333812445967233,0.035187554032767,0,0,0
"866",820,29,17,"mor",12,12,7,7,7,1391,0.369,0.333812445967233,0.035187554032767,0,0,0
"867",821,29,17,"mor",12,12,7,7,7,1073,0.369,0.333812445967233,0.035187554032767,0,0,0
"868",822,29,17,"mor",12,12,7,7,7,2364,0.369,0.333812445967233,0.035187554032767,0,0,0
"869",823,29,17,"mor",12,12,7,7,7,1528,0.369,0.333812445967233,0.035187554032767,0,0,0
"870",824,29,17,"mor",12,12,7,7,7,1680,0.369,0.333812445967233,0.035187554032767,0,0,0
"871",825,29,17,"mor",12,12,7,7,7,1320,0.369,0.333812445967233,0.035187554032767,0,0,0
"872",826,29,17,"mor",12,12,7,7,7,1788,0.369,0.333812445967233,0.035187554032767,0,0,0
"873",827,29,17,"mor",12,12,7,7,7,1402,0.369,0.333812445967233,0.035187554032767,0,0,0
"874",828,29,17,"mor",12,13,7,7,7,1676,0.369,0.333812445967233,0.035187554032767,0,0,0
"875",829,29,17,"mor",12,13,7,7,7,1187,0.369,0.333812445967233,0.035187554032767,0,0,1
"876",830,29,17,"mor",12,13,7,7,7,1458,0.369,0.333812445967233,0.035187554032767,0,0,0
"877",831,29,17,"mor",12,13,7,7,7,2434,0.369,0.333812445967233,0.035187554032767,0,0,0
"878",832,29,17,"mor",12,13,7,7,7,800,0.369,0.333812445967233,0.035187554032767,0,0,0
"879",833,29,17,"mor",12,13,7,7,7,1312,0.369,0.333812445967233,0.035187554032767,0,0,0
"880",834,29,17,"mor",12,13,7,7,7,1942,0.369,0.333812445967233,0.035187554032767,0,0,0
"881",835,29,17,"mor",12,13,7,7,7,927,0.369,0.333812445967233,0.035187554032767,0,0,1
"882",836,29,17,"mor",12,13,7,7,7,1445,0.369,0.333812445967233,0.035187554032767,0,0,0
"883",837,29,17,"mor",12,13,7,7,7,2130,0.369,0.333812445967233,0.035187554032767,0,0,0
"884",838,29,17,"mor",12,13,7,7,7,1260,0.369,0.333812445967233,0.035187554032767,0,0,0
"885",839,29,17,"mor",12,13,7,7,7,1946,0.369,0.333812445967233,0.035187554032767,0,0,0
"886",840,29,17,"mor",12,13,7,7,7,1287,0.369,0.333812445967233,0.035187554032767,0,0,0
"887",841,29,17,"mor",12,13,7,7,7,624,0.369,0.333812445967233,0.035187554032767,0,0,0
"888",842,29,17,"mor",12,13,7,7,7,1487,0.369,0.333812445967233,0.035187554032767,0,0,0
"889",843,29,17,"mor",12,13,7,7,7,1789,0.369,0.333812445967233,0.035187554032767,0,0,0
"890",844,29,17,"mor",12,13,7,7,7,4723,0.369,0.333812445967233,0.035187554032767,0,0,1
"891",845,29,17,"mor",12,13,7,7,7,1454,0.369,0.333812445967233,0.035187554032767,1,0,0
"892",846,29,17,"mor",12,13,7,7,7,1164,0.369,0.333812445967233,0.035187554032767,1,0,0
"893",847,29,17,"mor",12,13,7,7,7,1565,0.369,0.333812445967233,0.035187554032767,1,0,0
"894",848,29,17,"mor",12,12,7,7,7,1945,0.369,0.333812445967233,0.035187554032767,1,0,0
"895",849,29,17,"mor",12,12,7,7,7,715,0.369,0.333812445967233,0.035187554032767,1,0,0
"896",895,32,17,"mor",4,17,11,11,11,1273,0.589,0.618307926213958,0.0293079262139581,0,0,0
"897",896,32,17,"mor",4,17,11,11,11,1325,0.589,0.618307926213958,0.0293079262139581,0,0,0
"898",897,32,17,"mor",4,17,11,11,11,1116,0.589,0.618307926213958,0.0293079262139581,0,0,1
"899",898,32,17,"mor",4,17,11,11,11,1433,0.589,0.618307926213958,0.0293079262139581,0,0,0
"900",899,32,17,"mor",4,17,11,11,11,1736,0.589,0.618307926213958,0.0293079262139581,0,0,0
"901",900,32,17,"mor",4,17,11,11,11,2225,0.589,0.618307926213958,0.0293079262139581,0,0,0
"902",901,33,17,"mor",4,18,4,4,5,2363,0.472,0.477015949614448,0.00501594961444801,0,0,0
"903",902,33,17,"mor",4,18,3,3,11,3349,0.568,0.573835786512419,0.00583578651241901,0,0,0
"904",903,33,17,"mor",4,18,3,3,11,1069,0.568,0.573835786512419,0.00583578651241901,1,0,0
"905",904,33,17,"mor",4,18,3,3,11,1565,0.568,0.573835786512419,0.00583578651241901,0,0,0
"906",905,33,17,"mor",4,18,3,3,11,2597,0.568,0.573835786512419,0.00583578651241901,0,0,0
"907",906,33,17,"mor",4,18,3,3,11,3754,0.568,0.573835786512419,0.00583578651241901,0,0,0
