"","seccion","munn","edon","dis_nueva","dis_anterior","pob_total","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_anterior","RRI_nueva","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","dcrit8","dist2015","dist2017","elec_cong_2016","elec_cong_2017","elec_cong_2018","elec_cong_2019","PANgob_antes","PRIgob_antes","PRDgob_antes","PVEMgob_antes","MCgob_antes","Indgob_antes","PANgob_despues","PRIgob_despues","PRDgob_despues","Morenagob_despues","MCgob_despues","Indgob_despues","PESgob_despues","PANcong_antes","PRIcong_antes","PRDcong_antes","PVEMcong_antes","MCcong_antes","PANcong_despues","PRIcong_despues","MCcong_despues","PENDIENTEcong_despues","Morenacong_despues","PANgober_2antes","PRIgober_2antes","PRDgober_2antes"
"23",370,2,2,3,3,785,5,5,1,0,0,1,0,0,187474,3013030,0,2.29427145994317,0.945395408555477,2,0.442,1,0,0,0.986,0.014,0,2,0.444,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"24",374,2,2,3,4,958,5,5,1,0,0,1,0,0,187474,3013030,0,0.916934699257239,0.945395408555477,2,0.442,0.973,0.027,0,0.955,0.045,0,2,0.444,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"25",495,2,2,5,6,1785,3,3,1,0,0,1,0,0,167325,3013030,0,0.745545576556104,1.05923836141359,6,0.704,0.709,0.291,0.104,0.541,0.459,0,6,0.675,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"26",549,2,2,1,5,1043,2,2,0,1,0,0,1,0,146777,3013030,0,1.41832764219146,1.20752610302383,5,0.817,0.402,0.598,0.165,0.534,0.466,0,5,0.86,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"27",694,3,2,6,7,1939,12,12,1,0,0,1,0,0,182656,3013030,0,1.75626563238631,0.970332531225525,13,0.127,0.463,0.537,0.241,0.71,0.29,0,13,0.11,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"28",735,4,2,11,8,2750,16,16,1,0,0,1,0,0,187447,3013030,0,0.753091443336744,0.945531583986564,8,0.796,0.936,0.064,0.014,0.734,0.266,0,8,0.688,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"29",746,4,2,10,9,1146,11,11,1,0,0,1,0,0,183897,3013030,0,1.59395878178959,0.963784394653145,9,0.605,1,0,0,0.907,0.093,0,9,0.603,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"30",749,4,2,10,12,1063,11,11,1,0,0,0,1,0,183897,3013030,0,1.61362241504333,0.963784394653145,9,0.605,1,0,0,0.802,0.198,0,9,0.603,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"31",884,4,2,9,10,1603,13,13,1,0,0,1,0,0,186379,3013030,0,1.02149214343736,0.950949725148914,12,0.414,1,0,0,0.882,0.118,0,12,0.453,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"32",1046,4,2,8,13,808,17,17,1,0,0,1,0,0,184039,3013030,0,0.326185965937127,0.96304076214025,11,0.53,0.915,0.086,0.017,0.952,0.048,0,11,0.482,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"33",1098,4,2,8,11,2435,17,17,1,0,0,1,0,0,184039,3013030,0,0.862929348184086,0.96304076214025,11,0.53,1,0,0,1,0,0,11,0.482,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"34",1190,4,2,13,16,2956,14,14,1,0,0,0,1,0,173567,3013030,0,1.27497668419654,1.0211449113226,13,0.115,1,0,0,0.659,0.341,0,13,0.121,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"35",1194,5,2,15,17,5564,7,7,0,1,0,1,0,0,176698,3013030,0,1.9891032818227,1.0030507352858,14,0.201,0.889,0.111,0,1,0,0,14,0.345,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"36",1,1,3,4,9,864,4,4,1,0,0,0,0,1,34508,573075,0,1.94373405871819,1.0379386663962,11,0.261,0.56,0.44,0.2,0,0,1,11,0.319,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"37",18,1,3,4,10,1331,2,4,1,0,0,0,0,0,34508,573075,0,1.38252933570078,1.0379386663962,10,0.658,0.789,0.211,0,0,0,1,10,0.484,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"38",40,1,3,4,11,988,4,4,0,1,1,0,0,0,34508,573075,0,1.59912436378248,1.0379386663962,11,0.261,0.188,0.812,0.25,0.25,0.375,0.375,11,0.319,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"39",63,1,3,4,12,89,3,4,0,1,0,0,0,1,34508,573075,0,1.73633835078534,1.0379386663962,15,0.271,0.286,0.715,0.048,0.333,0,0.667,15,0.295,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"40",75,2,3,1,13,1123,1,1,0,1,1,0,0,0,37873,573075,0,1.8817477934223,0.945718255749479,14,0.793,0.429,0.571,0.19,0,0.333,0.667,14,0.6,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"41",92,2,3,3,14,1871,1,3,0,1,1,0,0,1,38028,573075,0,1.217526259433,0.941863561060271,14,0.793,0.5,0.5,0.143,0.5,0,0.5,14,0.6,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"42",105,2,3,3,15,302,3,3,0,1,0,0,0,1,38028,573075,0,3.32101877607789,0.941863561060271,15,0.271,0.111,0.889,0.167,0,0,1,15,0.295,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"43",121,3,3,12,1,1400,12,12,0,1,1,0,0,0,42012,573075,0,0.829524005280467,0.852546593830334,6,0.512,0.9,0.1,0.05,0,0.036,0.964,6,0.571,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"44",159,3,3,11,2,505,11,11,1,0,0,0,0,0,41988,573075,0,1.54891833160353,0.853033902543584,1,0.429,1,0,0,0,0.182,0.818,1,0.431,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"45",184,3,3,15,3,295,15,15,1,0,0,0,0,1,28064,573075,0,1.41090315528244,1.27626808366591,5,0.549,0.917,0.084,0.042,0,0.333,0.667,5,0.553,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"46",207,3,3,15,5,704,15,15,1,0,0,0,1,0,28064,573075,0,0.790806047425594,1.27626808366591,5,0.549,0.605,0.395,0.079,0.077,0.038,0.885,5,0.553,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"47",226,3,3,13,4,1407,13,13,1,0,0,0,0,1,41050,573075,0,1.21282634091833,0.872525883069428,3,0.267,0.929,0.071,0,0,0.043,0.957,3,0.326,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"48",267,3,3,12,6,2090,12,12,0,1,0,0,0,1,42012,573075,0,1.66645826548178,0.852546593830334,6,0.512,0,1,0.13,0,0.2,0.8,6,0.571,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"49",290,4,3,9,16,1536,9,9,0,1,1,1,0,0,39517,573075,0,1.13471210201172,0.906374155426778,8,0.062,0.6,0.4,0.2,0.571,0,0.429,8,0.067,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"50",298,4,3,9,7,18276,9,9,0,1,1,0,0,0,39517,573075,0,0.385794781344248,0.906374155426778,8,0.062,0.6,0.4,0.1,0,0.111,0.889,8,0.067,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"51",328,4,3,5,8,2635,5,5,1,0,0,0,0,1,39801,573075,0,0.313998557877757,0.89990672344916,8,0.198,0.877,0.123,0.055,0.429,0,0.571,8,0.15,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"52",1,1,4,11,2,730,9,11,1,0,0,0,1,0,38604,794284,0,0.990884378691876,0.979770169387826,1,0.273,1,0,0,0.273,0.727,0,1,0.333,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"53",7,1,4,11,1,1276,9,11,1,0,0,0,1,0,38604,794284,0,1.14988136135493,0.979770169387826,1,0.273,1,0,0,0.08,0.92,0,1,0.333,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"54",17,1,4,7,7,7054,7,7,0,1,1,1,0,0,38556,794284,0,0.812019313833436,0.980989926834931,7,0.581,0.12,0.88,0.16,0.214,0.786,0,7,0.308,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"55",39,1,4,7,3,2817,7,7,1,0,0,0,1,0,38556,794284,0,1.00767410734108,0.980989926834931,7,0.581,1,0,0,0,1,0,7,0.308,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"56",52,1,4,9,5,753,9,9,1,0,0,0,1,0,38322,794284,0,1.07409120290361,0.986980001540828,1,0.273,0.92,0.08,0.04,0.045,0.955,0,1,0.333,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"57",57,1,4,6,4,1182,13,6,1,0,0,0,1,0,38554,794284,0,1.0445758684042,0.981040815973637,4,0.972,1,0,0,0.133,0.867,0,4,0.955,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"58",101,1,4,9,6,2902,6,9,1,0,0,0,1,0,38322,794284,0,0.897940449623655,0.986980001540828,5,0.382,0.29,0.709,0.161,0.053,0.947,0,5,0.387,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"59",147,2,4,1,17,2181,1,1,0,1,1,0,1,0,41458,794284,0,0.955199828750855,0.912322051692016,17,0.697,0.484,0.516,0.226,0.062,0.938,0,17,0.7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"60",157,2,4,3,19,754,3,3,0,1,0,0,1,0,39946,794284,0,0.904706092736805,0.946854443975557,19,0.64,0.222,0.778,0.167,0.067,0.933,0,19,0.632,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"61",183,3,4,15,11,7130,14,15,1,0,0,1,0,0,31311,794284,0,1.08010302184727,1.20797954773235,20,0.495,1,0,0,0.667,0.333,0,20,0.514,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"62",185,3,4,15,10,3472,19,15,1,0,0,0,1,0,31311,794284,0,1.11270438982842,1.20797954773235,10,0.705,1,0,0,0.818,0.182,0,10,0.688,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"63",187,3,4,12,9,1834,17,12,1,0,0,1,0,0,38775,794284,0,1.04489329849847,0.975449326087624,9,0.973,1,0,0,0.85,0.15,0,9,0.958,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"64",216,3,4,17,8,1002,18,17,1,0,0,1,0,0,37573,794284,0,1.04023783330714,1.00665498147733,8,0.932,1,0,0,0.947,0.053,0,8,0.92,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"65",250,3,4,14,12,3209,16,14,0,1,1,1,0,0,36484,794284,0,1.89351928005245,1.03670232482863,20,0.277,0.308,0.692,0.154,0.3,0.7,0,20,0.356,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"66",261,3,4,14,20,1589,16,14,0,1,0,0,1,0,36484,794284,0,0.953369990145631,1.03670232482863,20,0.277,0.053,0.947,0.105,0.12,0.88,0,20,0.356,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"67",273,10,4,4,14,3519,4,4,0,1,0,0,0,0,37535,794284,0,1.00767410734108,1.00767410734108,14,1,0.129,0.871,0.032,0.444,0.556,0,14,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"68",303,4,4,21,15,951,11,21,1,0,0,0,1,0,41552,794284,0,0.929884391371791,0.910258173350203,15,0.944,0.63,0.37,0.074,0.05,0.95,0,15,0.92,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"69",320,4,4,20,16,2002,12,20,0,1,1,0,1,0,41404,794284,0,0.894563695727339,0.913511922013516,16,0.277,0.212,0.788,0.152,0.261,0.739,0,16,0.233,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"70",356,9,4,18,21,2711,21,18,0,1,0,0,1,0,42508,794284,0,0.889786572387494,0.889786572387494,21,1,0,1,0.037,0.133,0.867,0,21,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"71",381,6,4,2,18,2426,2,2,0,1,1,0,1,0,37178,794284,0,1.01735025066027,1.01735025066027,18,0.866,0.077,0.923,0.179,0.333,0.667,0,18,0.914,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"72",448,9,4,19,13,3785,20,19,0,1,1,0,1,0,42764,794284,0,0.884460004186877,0.884460004186877,13,1,0.581,0.42,0.097,0.125,0.875,0,13,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"73",1,1,5,5,13,760,6,5,0,1,1,0,1,0,178285,2720963,0,1.22985158413908,0.953867052752615,14,0.618,0.548,0.452,0.185,0.039,0.961,0,14,0.556,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"74",3,2,5,1,15,3083,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,15,0.851,0.735,0.265,0.061,0,1,0,15,0.708,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"75",42,3,5,5,14,3656,6,5,1,0,0,0,1,0,178285,2720963,0,1.19154851739746,0.953867052752615,14,0.618,0.512,0.489,0.163,0.203,0.797,0,14,0.556,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"76",57,4,5,12,5,7004,7,12,0,1,1,0,1,0,154328,2720963,0,1.101939942849,1.101939942849,5,0.857,0.228,0.771,0.094,0.058,0.942,0,5,0.81,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"77",81,5,5,5,12,593,6,5,0,1,1,0,1,0,178285,2720963,0,0.972166922008358,0.953867052752615,14,0.618,0.752,0.248,0.064,0.385,0.615,0,14,0.556,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"78",110,7,5,4,11,1287,2,4,0,1,1,0,1,0,165596,2720963,0,0.952910320849023,1.0269583051523,10,0.43,0.632,0.368,0.103,0.442,0.558,0,10,0.412,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"79",131,9,5,7,10,2483,3,7,1,0,0,0,1,0,187791,2720963,0,1.03687649379314,0.905582203087475,6,0.348,0.385,0.616,0.054,0,0.981,0.019,6,0.376,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"80",257,17,5,7,6,1941,3,7,1,0,0,0,1,0,187791,2720963,0,0.72260874599519,0.905582203087475,6,0.348,0.238,0.762,0.164,0,1,0,6,0.376,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"81",577,25,5,2,16,4421,8,2,0,1,1,0,1,0,184757,2720963,0,1.10233279640637,0.920453284584617,16,1,0.859,0.141,0.054,0.035,0.965,0,16,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"82",730,30,5,14,4,2708,16,14,1,0,0,1,0,0,181490,2720963,0,0.988095843331842,0.93702235660367,2,0.073,0.966,0.034,0,0.493,0.507,0,2,0.214,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"83",731,30,5,14,1,7970,16,14,1,0,0,1,0,0,181490,2720963,0,0.84284178767904,0.93702235660367,2,0.073,1,0,0,0.568,0.432,0,2,0.214,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"84",834,30,5,15,2,3589,14,15,1,0,0,0,1,0,183016,2720963,0,0.853754373942598,0.929209399724614,1,0.595,0.688,0.312,0.016,0.1,0.9,0,1,0.702,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"85",839,30,5,15,3,833,13,15,1,0,0,1,0,0,183016,2720963,0,1.11285737890507,0.929209399724614,4,0.346,1,0,0,0.25,0.75,0,4,0.386,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
