"","SECCION","munn.x","edon.x","disloc2016.x","disloc2007","escenario1","escenario2","escenario3","pobtot","dsiE1_E3","dsi_pob","dif","rural","urbano","mixto"
"2527",4684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"2528",4685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"2529",4686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2530",4687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2531",4688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2532",4689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2533",4690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"2534",4691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"2535",4692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2536",4693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"2537",4694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"2538",4695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"2539",4217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2540",4218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2541",4219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2542",4220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2543",4221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2544",4222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2545",4223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2546",4224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2547",4225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2548",4226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2549",4227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2550",4228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2551",4230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2552",4231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2553",4232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2554",4233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2555",4234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2556",4235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2557",4236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2558",4237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2559",4238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2560",4239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2561",4240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2562",4241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2563",4242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2564",4243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2565",4244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2566",4245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2567",4246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2568",4247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2569",4248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2570",4249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2571",4250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2572",4251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2573",4252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2574",4253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2575",4254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2576",4255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2577",4256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2578",4257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2579",4258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2580",4259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2581",4260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2582",4261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2583",4262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2584",4263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2585",4264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2586",4265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2587",4266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2588",4267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2589",4268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2590",4269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2591",4270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2592",4271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2593",4272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2594",4273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2595",4274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2596",4275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2597",4276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2598",4277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2599",4278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2600",4279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2601",4280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2602",4281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2603",4282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2604",4283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2605",4284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2606",4285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2607",4286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2608",4287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2609",4288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2610",4289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2611",4290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2612",4291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2613",4292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2614",4293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2615",4294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2616",4295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2617",4296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2618",4297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2619",4298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2620",4299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2621",4300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2622",4301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2623",4302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2624",4303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2625",4304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2626",4305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2627",4306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2628",4307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2629",4308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2630",4309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2631",4310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2632",4311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2633",4312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2634",4313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2635",4314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2636",4315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2637",4316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2638",4317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2639",4318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2640",4319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2641",4320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2642",4321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2643",4322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2644",4323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2645",4324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2646",4325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2647",4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2648",4327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2649",4328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2650",4329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2651",4330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2652",4331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2653",4332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2654",4333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2655",4334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2656",4335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2657",4336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2658",4337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2659",4338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2660",4339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2661",4340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2662",4341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2663",4342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2664",4343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2665",4344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2666",4345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2667",4346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2668",4347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2669",4348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2670",4349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2671",4350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2672",4351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2673",4352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2674",4353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2675",4354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2676",4355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2677",4356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2678",4357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2679",4358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2680",4359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2681",4360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2682",4361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2683",4362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2684",4363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2685",4364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2686",4365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2687",4368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2688",4369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2689",4370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2690",4371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2691",4372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2692",4373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2693",4374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2694",4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2695",4376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2696",4377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2697",4378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2698",4379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2699",4380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2700",4381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2701",4385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2702",4387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2703",4388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2704",4389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2705",4391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2706",4392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2707",4393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2708",4394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2709",4395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2710",4396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2711",4397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2712",4398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2713",4399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2714",4400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2715",4401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2716",4402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2717",4403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2718",4404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2719",4405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2720",4406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2721",4407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2722",4473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"2723",4474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"2724",4475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"2725",4476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2726",4477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2727",4478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2728",4479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2729",4480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"2730",4481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"2731",4482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2732",4483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"2733",4484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"2734",4485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"2735",4486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2736",4487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2737",4488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2738",4489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2739",4490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2740",4491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2741",4492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2742",4493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2743",4499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"2744",4766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2745",4767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2746",4768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2747",4769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2748",4770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2749",4771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2750",4772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2751",4773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2752",4774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2753",4775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2754",4776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2755",4777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2756",4778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2757",4779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2758",4780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2759",4781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2760",4782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2761",4783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2762",4784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2763",4785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2764",4786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2765",4787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2766",4788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2767",4789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2768",4790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2769",4791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2770",4792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2771",4793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2772",4794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2773",4795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2774",4796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2775",4797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2776",4798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2777",4799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2778",4800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2779",4801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2780",4802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2781",4803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2782",4804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2783",4805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2784",4806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2785",4807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2786",4808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2787",4809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2788",4810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2789",4811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2790",4812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2791",4813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2792",4814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2793",4815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2794",4816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2795",4817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2796",4818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2797",4819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2798",4820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2799",4821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2800",106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"2801",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"2802",108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"2803",363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2804",364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2805",365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2806",366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2807",367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2808",368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2809",369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2810",370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2811",371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2812",372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2813",373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2814",374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2815",375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2816",376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2817",377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"2818",378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2819",379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2820",380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"2821",381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"2822",382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"2823",383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"2824",398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"2825",399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"2826",400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"2827",401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"2828",402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"2829",403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
