"","SECCION","ESC1","ESC2","ESC3","POB_TOT","EDON","DIS_ANT","DIS_NUEVA","URBANO","RURAL","MIXTO","prop_urban","prop_rural","prop_mixto","prop_urban_n","prop_rural_n","prop_mixto_n"
"68",1870,21,22,22,641,8,7,7,1,0,0,1,0,0,1,0,0
"69",1871,20,19,19,1943,8,4,8,1,0,0,1,0,0,1,0,0
"70",1872,20,19,19,662,8,4,8,1,0,0,1,0,0,1,0,0
"71",1873,20,19,19,460,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"72",1874,20,19,19,604,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"73",1875,20,19,19,505,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"74",1876,20,19,19,489,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"75",1877,21,22,22,2107,8,7,7,1,0,0,1,0,0,1,0,0
"76",1878,21,22,22,4148,8,7,7,1,0,0,1,0,0,1,0,0
"77",1879,21,22,22,2618,8,7,7,1,0,0,1,0,0,1,0,0
"78",1883,21,22,22,1086,8,7,7,1,0,0,1,0,0,1,0,0
"79",1884,16,16,16,572,8,6,2,1,0,0,0.965,0.018,0.018,0.971,0,0.029
"80",1885,20,19,19,9972,8,4,8,1,0,0,1,0,0,1,0,0
"81",1886,20,19,19,1129,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"82",1888,20,19,19,2818,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"83",1889,20,19,19,6581,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"84",1890,16,16,16,641,8,6,2,1,0,0,0.965,0.018,0.018,0.971,0,0.029
"85",1891,21,22,22,1667,8,7,7,1,0,0,1,0,0,1,0,0
"86",1892,21,22,22,2813,8,7,7,1,0,0,1,0,0,1,0,0
"87",1901,21,22,22,1012,8,7,7,1,0,0,1,0,0,1,0,0
"88",1902,21,22,22,1180,8,7,7,1,0,0,1,0,0,1,0,0
"89",1903,21,22,22,1075,8,7,7,1,0,0,1,0,0,1,0,0
"90",1904,21,22,22,1315,8,7,7,1,0,0,1,0,0,1,0,0
"91",1905,21,22,22,445,8,7,7,1,0,0,1,0,0,1,0,0
"92",1906,21,22,22,950,8,7,7,1,0,0,1,0,0,1,0,0
"93",1907,21,22,22,1427,8,7,7,1,0,0,1,0,0,1,0,0
"94",1908,21,22,22,1304,8,7,7,1,0,0,1,0,0,1,0,0
"95",1911,21,22,22,806,8,6,7,1,0,0,0.965,0.018,0.018,1,0,0
"96",1912,21,22,22,898,8,7,7,1,0,0,1,0,0,1,0,0
"97",1914,16,16,16,6540,8,6,2,1,0,0,0.965,0.018,0.018,0.971,0,0.029
"98",1915,16,16,16,212,8,6,2,1,0,0,0.965,0.018,0.018,0.971,0,0.029
"99",1916,20,19,19,13956,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"100",1929,20,19,19,2537,8,4,8,1,0,0,1,0,0,1,0,0
"101",1930,20,19,19,2822,8,4,8,1,0,0,1,0,0,1,0,0
"102",1931,20,19,19,714,8,4,8,1,0,0,1,0,0,1,0,0
"103",1932,20,19,19,1536,8,4,8,1,0,0,1,0,0,1,0,0
"104",1933,20,19,19,3470,8,4,8,1,0,0,1,0,0,1,0,0
"105",1934,20,19,19,897,8,4,8,1,0,0,1,0,0,1,0,0
"106",1935,20,19,19,843,8,4,8,1,0,0,1,0,0,1,0,0
"107",1936,20,19,19,3481,8,4,8,1,0,0,1,0,0,1,0,0
"108",1937,20,19,19,590,8,4,8,1,0,0,1,0,0,1,0,0
"109",1938,20,19,19,726,8,4,8,1,0,0,1,0,0,1,0,0
"110",1939,20,19,19,2822,8,4,8,1,0,0,1,0,0,1,0,0
"111",1940,20,19,19,5891,8,4,8,1,0,0,1,0,0,1,0,0
"112",1942,15,15,15,3450,8,9,10,0,1,0,0.97,0.03,0,0.956,0.039,0.006
"113",1943,15,15,15,1868,8,6,10,0,1,0,0.965,0.018,0.018,0.956,0.039,0.006
"114",1944,15,15,15,966,8,6,10,0,1,0,0.965,0.018,0.018,0.956,0.039,0.006
"115",1945,15,15,15,10468,8,6,10,0,0,1,0.965,0.018,0.018,0.956,0.039,0.006
"116",2192,16,16,16,3233,8,6,2,1,0,0,0.965,0.018,0.018,0.971,0,0.029
"117",2195,16,16,16,8279,8,6,2,1,0,0,0.965,0.018,0.018,0.971,0,0.029
"118",2196,16,16,16,2266,8,6,2,1,0,0,0.965,0.018,0.018,0.971,0,0.029
"119",2197,16,16,16,3896,8,6,2,1,0,0,0.965,0.018,0.018,0.971,0,0.029
"120",2711,21,22,22,10968,8,7,7,1,0,0,1,0,0,1,0,0
"121",2712,18,17,17,1199,8,7,9,1,0,0,1,0,0,1,0,0
"122",2713,18,17,17,3401,8,7,9,1,0,0,1,0,0,1,0,0
"123",2714,18,17,17,1729,8,7,9,1,0,0,1,0,0,1,0,0
"124",2715,18,17,17,1011,8,4,9,1,0,0,1,0,0,1,0,0
"125",2716,18,17,17,965,8,4,9,1,0,0,1,0,0,1,0,0
"126",2717,18,17,17,1742,8,4,9,1,0,0,1,0,0,1,0,0
"127",2718,18,17,17,1155,8,4,9,1,0,0,1,0,0,1,0,0
"128",2719,18,17,17,1502,8,4,9,1,0,0,1,0,0,1,0,0
"129",2720,18,17,17,1626,8,4,9,1,0,0,1,0,0,1,0,0
"130",2721,18,17,17,508,8,4,9,1,0,0,1,0,0,1,0,0
"131",2722,18,17,17,1174,8,4,9,1,0,0,1,0,0,1,0,0
"132",2723,18,17,17,1239,8,4,9,1,0,0,1,0,0,1,0,0
"133",2724,18,17,17,888,8,4,9,1,0,0,1,0,0,1,0,0
"134",2725,20,19,19,1321,8,4,8,1,0,0,1,0,0,1,0,0
"135",2726,18,17,17,1470,8,4,9,1,0,0,1,0,0,1,0,0
"136",2727,18,17,17,1162,8,4,9,1,0,0,1,0,0,1,0,0
"137",2728,18,17,17,1005,8,4,9,1,0,0,1,0,0,1,0,0
"138",2729,18,17,17,1337,8,4,9,1,0,0,1,0,0,1,0,0
"139",2730,18,17,17,985,8,4,9,1,0,0,1,0,0,1,0,0
"140",2731,20,19,19,1455,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"141",2732,18,17,17,969,8,8,9,1,0,0,1,0,0,1,0,0
"142",2733,18,17,17,1636,8,8,9,1,0,0,1,0,0,1,0,0
"143",2734,20,19,19,1482,8,8,8,1,0,0,1,0,0,1,0,0
"144",2735,18,17,17,988,8,8,9,1,0,0,1,0,0,1,0,0
"145",2736,18,17,17,1603,8,8,9,1,0,0,1,0,0,1,0,0
"146",2737,18,17,17,1253,8,8,9,1,0,0,1,0,0,1,0,0
"147",2738,18,17,17,1054,8,8,9,1,0,0,1,0,0,1,0,0
"148",2739,18,17,17,1282,8,4,9,1,0,0,1,0,0,1,0,0
"149",2740,18,17,17,1497,8,4,9,1,0,0,1,0,0,1,0,0
"150",2741,18,17,17,1373,8,4,9,1,0,0,1,0,0,1,0,0
"151",2742,18,17,17,1294,8,4,9,1,0,0,1,0,0,1,0,0
"152",2743,18,17,17,990,8,4,9,1,0,0,1,0,0,1,0,0
"153",2744,18,17,17,1031,8,4,9,1,0,0,1,0,0,1,0,0
"154",2745,18,17,17,1005,8,4,9,1,0,0,1,0,0,1,0,0
"155",2746,18,17,17,1120,8,4,9,1,0,0,1,0,0,1,0,0
"156",2747,18,17,17,931,8,4,9,1,0,0,1,0,0,1,0,0
"157",2748,18,17,17,1242,8,4,9,1,0,0,1,0,0,1,0,0
"158",2749,18,17,17,1142,8,4,9,1,0,0,1,0,0,1,0,0
"159",2750,18,17,17,775,8,4,9,1,0,0,1,0,0,1,0,0
"160",2751,18,17,17,999,8,4,9,1,0,0,1,0,0,1,0,0
"161",2752,18,17,17,2866,8,7,9,1,0,0,1,0,0,1,0,0
"162",2753,21,22,22,771,8,7,7,1,0,0,1,0,0,1,0,0
"163",2754,21,22,22,913,8,7,7,1,0,0,1,0,0,1,0,0
"164",2755,21,22,22,1358,8,7,7,1,0,0,1,0,0,1,0,0
"165",2756,21,22,22,1051,8,7,7,1,0,0,1,0,0,1,0,0
"166",2757,21,22,22,804,8,7,7,1,0,0,1,0,0,1,0,0
"167",2758,21,22,22,882,8,7,7,1,0,0,1,0,0,1,0,0
"168",2759,21,22,22,1202,8,7,7,1,0,0,1,0,0,1,0,0
"169",2760,21,22,22,1929,8,7,7,1,0,0,1,0,0,1,0,0
"170",2761,21,22,22,2841,8,7,7,1,0,0,1,0,0,1,0,0
"171",2762,21,22,22,455,8,7,7,1,0,0,1,0,0,1,0,0
"172",2763,21,22,22,1756,8,7,7,1,0,0,1,0,0,1,0,0
"173",2764,21,22,22,1157,8,7,7,1,0,0,1,0,0,1,0,0
"174",2765,18,17,17,1378,8,7,9,1,0,0,1,0,0,1,0,0
"175",2766,18,17,17,1374,8,7,9,1,0,0,1,0,0,1,0,0
"176",2767,21,22,22,1387,8,7,7,1,0,0,1,0,0,1,0,0
"177",2768,18,17,17,1335,8,7,9,1,0,0,1,0,0,1,0,0
"178",2769,18,17,17,1295,8,7,9,1,0,0,1,0,0,1,0,0
"179",2770,18,17,17,1152,8,7,9,1,0,0,1,0,0,1,0,0
"180",2771,18,17,17,1427,8,7,9,1,0,0,1,0,0,1,0,0
"181",2772,18,17,17,1019,8,7,9,1,0,0,1,0,0,1,0,0
"182",2773,18,17,17,958,8,7,9,1,0,0,1,0,0,1,0,0
"183",2774,18,17,17,1223,8,4,9,1,0,0,1,0,0,1,0,0
"184",2775,18,17,17,1104,8,4,9,1,0,0,1,0,0,1,0,0
"185",2776,18,17,17,1165,8,4,9,1,0,0,1,0,0,1,0,0
"186",2777,18,17,17,999,8,4,9,1,0,0,1,0,0,1,0,0
"187",2778,18,17,17,1666,8,4,9,1,0,0,1,0,0,1,0,0
"188",2779,18,17,17,1285,8,8,9,1,0,0,1,0,0,1,0,0
"189",2780,18,17,17,1078,8,8,9,1,0,0,1,0,0,1,0,0
"190",2781,15,15,15,6442,8,8,10,1,0,0,1,0,0,0.956,0.039,0.006
"191",2782,18,17,17,11979,8,8,9,1,0,0,1,0,0,1,0,0
"192",2783,18,17,17,1500,8,8,9,1,0,0,1,0,0,1,0,0
"193",2784,18,17,17,2152,8,8,9,1,0,0,1,0,0,1,0,0
"194",2785,18,17,17,2258,8,8,9,1,0,0,1,0,0,1,0,0
"195",2786,18,17,17,1723,8,8,9,1,0,0,1,0,0,1,0,0
"196",2787,18,17,17,955,8,8,9,1,0,0,1,0,0,1,0,0
"197",2788,18,17,17,1647,8,8,9,1,0,0,1,0,0,1,0,0
"198",2789,18,17,17,1559,8,8,9,1,0,0,1,0,0,1,0,0
"199",2790,18,17,17,1766,8,4,9,1,0,0,1,0,0,1,0,0
"200",2791,18,17,17,1494,8,4,9,1,0,0,1,0,0,1,0,0
"201",2792,18,17,17,551,8,4,9,1,0,0,1,0,0,1,0,0
"202",2793,18,17,17,1347,8,4,9,1,0,0,1,0,0,1,0,0
"203",2794,18,17,17,1208,8,4,9,1,0,0,1,0,0,1,0,0
"204",2795,18,17,17,1606,8,4,9,1,0,0,1,0,0,1,0,0
"205",2796,18,17,17,2219,8,4,9,1,0,0,1,0,0,1,0,0
"206",2797,18,17,17,1708,8,4,9,1,0,0,1,0,0,1,0,0
"207",2798,18,17,17,602,8,4,9,1,0,0,1,0,0,1,0,0
"208",2799,18,17,17,1002,8,4,9,1,0,0,1,0,0,1,0,0
"209",2800,18,17,17,739,8,4,9,1,0,0,1,0,0,1,0,0
"210",2801,18,17,17,861,8,4,9,1,0,0,1,0,0,1,0,0
"211",2802,18,17,17,1152,8,7,9,1,0,0,1,0,0,1,0,0
"212",2803,18,17,17,1316,8,7,9,1,0,0,1,0,0,1,0,0
"213",2804,21,22,22,1218,8,7,7,1,0,0,1,0,0,1,0,0
"214",2805,21,22,22,1215,8,7,7,1,0,0,1,0,0,1,0,0
"215",2806,21,22,22,898,8,7,7,1,0,0,1,0,0,1,0,0
"216",2807,21,22,22,1089,8,7,7,1,0,0,1,0,0,1,0,0
"217",2808,21,22,22,1154,8,7,7,1,0,0,1,0,0,1,0,0
"218",2809,21,22,22,1287,8,7,7,1,0,0,1,0,0,1,0,0
"219",2810,21,22,22,2924,8,7,7,1,0,0,1,0,0,1,0,0
"220",2811,21,22,22,8257,8,7,7,1,0,0,1,0,0,1,0,0
"221",2812,21,22,22,765,8,7,7,1,0,0,1,0,0,1,0,0
"222",2813,21,22,22,1024,8,7,7,1,0,0,1,0,0,1,0,0
"223",2814,21,22,22,2555,8,7,7,1,0,0,1,0,0,1,0,0
"224",2815,15,15,15,15653,8,8,10,1,0,0,1,0,0,0.956,0.039,0.006
"225",2816,18,17,17,799,8,8,9,1,0,0,1,0,0,1,0,0
"226",2817,18,17,17,954,8,8,9,1,0,0,1,0,0,1,0,0
"227",2818,18,17,17,3142,8,8,9,1,0,0,1,0,0,1,0,0
"228",2819,18,17,17,2801,8,8,9,1,0,0,1,0,0,1,0,0
"229",2820,18,17,17,1110,8,8,9,1,0,0,1,0,0,1,0,0
"230",2821,18,17,17,13148,8,8,9,1,0,0,1,0,0,1,0,0
"231",2822,18,17,17,918,8,8,9,1,0,0,1,0,0,1,0,0
"232",2823,18,17,17,12371,8,8,9,1,0,0,1,0,0,1,0,0
"233",2824,18,17,17,1413,8,8,9,1,0,0,1,0,0,1,0,0
"234",2825,15,15,15,1222,8,8,10,1,0,0,1,0,0,0.956,0.039,0.006
"235",2826,15,15,15,1134,8,8,10,1,0,0,1,0,0,0.956,0.039,0.006
"236",2827,15,15,15,2122,8,8,10,1,0,0,1,0,0,0.956,0.039,0.006
"237",2829,21,22,22,1293,8,6,7,1,0,0,0.965,0.018,0.018,1,0,0
"238",2830,16,16,16,2630,8,6,2,1,0,0,0.965,0.018,0.018,0.971,0,0.029
"239",2831,16,16,16,1307,8,6,2,1,0,0,0.965,0.018,0.018,0.971,0,0.029
"240",2832,16,16,16,3156,8,6,2,1,0,0,0.965,0.018,0.018,0.971,0,0.029
"241",2833,16,16,16,2479,8,6,2,1,0,0,0.965,0.018,0.018,0.971,0,0.029
"242",2834,16,16,16,633,8,6,2,1,0,0,0.965,0.018,0.018,0.971,0,0.029
"243",2835,16,16,16,1065,8,6,2,1,0,0,0.965,0.018,0.018,0.971,0,0.029
"244",2836,16,16,16,1149,8,6,2,1,0,0,0.965,0.018,0.018,0.971,0,0.029
"245",2837,16,16,16,499,8,6,2,1,0,0,0.965,0.018,0.018,0.971,0,0.029
"246",2838,21,22,22,487,8,7,7,1,0,0,1,0,0,1,0,0
"247",2839,21,22,22,490,8,7,7,1,0,0,1,0,0,1,0,0
"248",2840,21,22,22,806,8,7,7,1,0,0,1,0,0,1,0,0
"249",2841,21,22,22,3423,8,7,7,1,0,0,1,0,0,1,0,0
"250",2842,21,22,22,494,8,7,7,1,0,0,1,0,0,1,0,0
"251",2843,18,17,17,1312,8,4,9,1,0,0,1,0,0,1,0,0
"252",2903,20,19,19,869,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"253",2904,20,19,19,625,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"254",2905,20,19,19,694,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"255",2906,20,19,19,979,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"256",2907,20,19,19,774,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"257",2908,20,19,19,1070,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"258",2909,20,19,19,1026,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"259",2910,20,19,19,927,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"260",2911,20,19,19,814,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"261",2912,20,19,19,1101,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"262",2913,20,19,19,762,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"263",2914,20,19,19,687,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"264",2915,20,19,19,1849,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"265",2916,20,19,19,2594,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"266",2917,20,19,19,1998,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"267",2918,20,19,19,2215,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"268",2919,20,19,19,1080,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"269",2920,20,19,19,945,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"270",2921,20,19,19,626,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"271",2922,20,19,19,884,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"272",2923,20,19,19,669,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"273",2924,20,19,19,4279,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"274",2925,20,19,19,678,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"275",2926,20,19,19,1115,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"276",2927,20,19,19,861,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"277",2928,20,19,19,977,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"278",2929,20,19,19,3050,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"279",2930,20,19,19,5490,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"280",2931,20,19,19,1751,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"281",2932,20,19,19,584,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"282",2933,20,19,19,646,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"283",2934,20,19,19,876,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"284",2935,20,19,19,667,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"285",2936,20,19,19,943,8,9,8,1,0,0,0.97,0.03,0,1,0,0
"286",2937,15,15,15,943,8,6,10,1,0,0,0.965,0.018,0.018,0.956,0.039,0.006
"287",2938,20,19,19,812,8,8,8,1,0,0,1,0,0,1,0,0
"288",2939,20,19,19,793,8,8,8,1,0,0,1,0,0,1,0,0
"289",2940,20,19,19,83,8,8,8,1,0,0,1,0,0,1,0,0
"290",2941,20,19,19,974,8,8,8,1,0,0,1,0,0,1,0,0
"291",2942,20,19,19,373,8,8,8,1,0,0,1,0,0,1,0,0
"292",2943,20,19,19,427,8,8,8,1,0,0,1,0,0,1,0,0
"293",2944,20,19,19,1381,8,8,8,1,0,0,1,0,0,1,0,0
"294",2945,20,19,19,647,8,8,8,1,0,0,1,0,0,1,0,0
"295",2946,20,19,19,927,8,8,8,1,0,0,1,0,0,1,0,0
"296",2947,20,19,19,468,8,8,8,1,0,0,1,0,0,1,0,0
"297",2948,20,19,19,865,8,8,8,1,0,0,1,0,0,1,0,0
"298",2949,20,19,19,100,8,8,8,1,0,0,1,0,0,1,0,0
"299",2950,20,19,19,425,8,8,8,1,0,0,1,0,0,1,0,0
"300",2951,20,19,19,566,8,8,8,1,0,0,1,0,0,1,0,0
"301",2952,20,19,19,178,8,8,8,1,0,0,1,0,0,1,0,0
"302",2953,20,19,19,420,8,8,8,1,0,0,1,0,0,1,0,0
"303",2954,20,19,19,871,8,8,8,1,0,0,1,0,0,1,0,0
"304",2955,20,19,19,437,8,8,8,1,0,0,1,0,0,1,0,0
"305",2956,20,19,19,357,8,8,8,1,0,0,1,0,0,1,0,0
"306",2957,20,19,19,494,8,8,8,1,0,0,1,0,0,1,0,0
"307",2958,20,19,19,693,8,8,8,1,0,0,1,0,0,1,0,0
"308",2959,20,19,19,2366,8,8,8,1,0,0,1,0,0,1,0,0
"309",2960,20,19,19,347,8,8,8,1,0,0,1,0,0,1,0,0
"310",2961,20,19,19,181,8,8,8,1,0,0,1,0,0,1,0,0
"311",2962,20,19,19,801,8,8,8,1,0,0,1,0,0,1,0,0
"312",2963,20,19,19,479,8,8,8,1,0,0,1,0,0,1,0,0
"313",2964,20,19,19,297,8,8,8,1,0,0,1,0,0,1,0,0
"314",2965,20,19,19,176,8,8,8,1,0,0,1,0,0,1,0,0
"315",2966,20,19,19,420,8,8,8,1,0,0,1,0,0,1,0,0
"316",2967,20,19,19,212,8,8,8,1,0,0,1,0,0,1,0,0
"317",2968,20,19,19,114,8,8,8,1,0,0,1,0,0,1,0,0
"318",2969,20,19,19,178,8,8,8,1,0,0,1,0,0,1,0,0
"319",2970,20,19,19,556,8,8,8,1,0,0,1,0,0,1,0,0
"320",2971,20,19,19,480,8,8,8,1,0,0,1,0,0,1,0,0
"321",2972,20,19,19,359,8,8,8,1,0,0,1,0,0,1,0,0
"322",2973,20,19,19,129,8,8,8,1,0,0,1,0,0,1,0,0
"323",2974,15,15,15,1703,8,6,10,1,0,0,0.965,0.018,0.018,0.956,0.039,0.006
"324",2975,20,19,19,526,8,8,8,1,0,0,1,0,0,1,0,0
"325",2976,15,15,15,1531,8,8,10,1,0,0,1,0,0,0.956,0.039,0.006
"326",2977,15,15,15,790,8,8,10,1,0,0,1,0,0,0.956,0.039,0.006
"327",2978,15,15,15,473,8,8,10,1,0,0,1,0,0,0.956,0.039,0.006
"328",2979,15,15,15,618,8,8,10,1,0,0,1,0,0,0.956,0.039,0.006
