"","seccion","munn","edon","dis_nueva","dis_anterior","pob","esc1","esc3","urbana","rural","mixta","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","SQ_","dsi_sec"
"289",793,41,14,10,14,1657,11,10,1,0,0,14,0.663,1,0,0,14,0.646
"290",1087,41,14,13,8,3015,14,13,1,0,0,8,0.398,1,0,0,8,0.364
"291",2024,72,14,2,7,21175,1,2,0,0,1,17,0.261,0.701,0.093,0.206,17,0.232
"292",2473,99,14,14,16,1791,20,14,1,0,0,16,0.474,0.993,0,0.007,16,0.57
"293",2650,102,14,16,20,6516,19,16,1,0,0,20,0.75,0.901,0,0.099,20,0.72
"294",2900,120,14,19,10,1554,16,19,1,0,0,6,0.549,1,0,0,6,0.515
"295",2909,120,14,17,4,1749,17,17,1,0,0,4,0.774,0.958,0.021,0.021,4,0.648
"296",2966,120,14,19,6,4328,17,19,1,0,0,4,0.774,0.91,0.028,0.062,4,0.648
"297",1,1,15,14,13,1958,10,4,0,0,1,14,0.416,0.144,0.77,0.086,14,0.421
"298",33,2,15,39,39,2688,17,16,1,0,0,39,0.773,0.41,0.434,0.156,39,0.792
"299",82,4,15,9,8,1222,9,1,1,0,0,7,0.468,0.024,0.859,0.118,7,0.425
"300",94,5,15,45,45,2225,5,5,1,0,0,45,0.998,0.365,0.5,0.135,45,0.99
"301",151,6,15,7,5,2665,6,9,1,0,0,5,0.551,0.741,0.069,0.19,5,0.563
"302",156,7,15,10,10,2417,8,10,1,0,0,12,0.286,0.235,0.728,0.037,12,0.308
"303",166,8,15,9,9,2162,1,1,0,0,1,9,0.483,0.108,0.823,0.069,9,0.549
"304",193,9,15,28,28,1664,12,11,1,0,0,28,0.529,0.511,0.178,0.311,28,0.492
"305",219,10,15,20,20,2255,36,33,1,0,0,20,0.65,0.588,0.263,0.149,20,0.654
"306",233,11,15,23,23,3793,15,15,1,0,0,23,0.688,0.519,0.23,0.252,23,0.644
"307",247,12,15,4,6,2914,6,2,0,0,1,5,0.551,0.478,0.239,0.283,5,0.563
"308",250,13,15,29,16,1678,42,38,1,0,0,30,0.179,0.988,0,0.012,30,0.228
"309",523,20,15,38,38,4059,35,32,1,0,0,38,0.341,0.997,0,0.003,38,0.356
"310",629,21,15,9,34,3706,9,1,0,0,1,7,0.468,0.278,0.625,0.097,7,0.425
"311",648,22,15,1,27,2480,12,13,0,0,1,28,0.529,0.886,0.019,0.095,28,0.492
"312",654,23,15,12,36,6236,37,31,1,0,0,19,0.434,0.521,0.274,0.205,19,0.429
"313",665,24,15,19,19,852,37,34,1,0,0,19,0.434,0.755,0.092,0.153,19,0.429
"314",692,25,15,43,43,2229,38,37,1,0,0,43,0.619,0.983,0,0.017,43,0.645
"315",1081,27,15,14,14,2660,10,4,0,0,1,14,0.416,0.12,0.747,0.133,14,0.421
"316",1095,28,15,35,35,3441,6,6,1,0,0,5,0.551,0.967,0.022,0.011,5,0.563
"317",1109,30,15,5,40,5551,15,18,1,0,0,23,0.688,0.973,0.007,0.02,23,0.644
"318",1149,32,15,3,31,4673,19,17,1,0,0,31,0.345,0.988,0,0.012,31,0.339
"319",1286,33,15,10,11,3835,8,10,1,0,0,12,0.286,0.051,0.847,0.102,12,0.308
"320",1302,34,15,21,21,2378,25,28,1,0,0,21,0.568,1,0,0,21,0.604
"321",1408,34,15,22,22,4157,28,24,1,0,0,22,0.476,1,0,0,22,0.477
"322",1427,34,15,42,42,2471,27,23,1,0,0,42,0.616,1,0,0,42,0.588
"323",1735,34,15,6,33,3882,23,25,1,0,0,33,0.419,0.971,0.004,0.025,33,0.355
"324",1992,38,15,17,17,2586,4,7,0,0,1,17,0.646,0.819,0.105,0.076,17,0.547
"325",2068,39,15,17,44,2967,3,7,0,0,1,3,0.339,0.722,0.209,0.07,3,0.357
"326",2188,43,15,15,15,1659,3,8,1,0,0,3,0.339,0.263,0.589,0.147,3,0.357
"327",2314,48,15,15,3,3322,3,8,0,0,1,3,0.339,0.266,0.617,0.117,3,0.357
"328",2373,50,15,7,7,2311,6,9,1,0,0,5,0.551,0.28,0.61,0.11,5,0.563
"329",2386,52,15,4,4,3157,2,2,1,0,0,4,0.514,0.593,0.319,0.088,4,0.531
"330",2572,58,15,32,30,1832,44,41,1,0,0,30,0.576,0.989,0.005,0.005,30,0.495
"331",2595,58,15,29,29,1436,42,38,1,0,0,30,0.179,0.992,0.008,0,30,0.228
"332",3046,60,15,25,25,4958,21,20,1,0,0,25,0.325,1,0,0,25,0.323
"333",3053,60,15,41,32,2438,20,21,1,0,0,41,0.579,1,0,0,41,0.608
"334",3096,60,15,41,41,1695,20,21,1,0,0,41,0.579,1,0,0,41,0.608
"335",3107,60,15,24,24,1647,22,22,1,0,0,24,0.566,1,0,0,24,0.551
"336",3269,60,15,24,26,1975,22,22,1,0,0,24,0.566,1,0,0,24,0.551
"337",3863,65,15,13,12,1681,8,3,1,0,0,12,0.286,0.058,0.903,0.039,12,0.308
"338",4757,105,15,37,37,9693,26,27,1,0,0,37,0.359,1,0,0,37,0.356
"339",4836,105,15,18,18,1688,40,35,1,0,0,18,0.597,1,0,0,18,0.648
"340",5169,107,15,34,2,2997,32,43,1,0,0,1,0.644,0.781,0.205,0.014,1,0.606
"341",5207,107,15,34,1,681,32,43,1,0,0,1,0.644,0.961,0.016,0.024,1,0.606
"342",1,1,16,14,19,1889,5,14,0,0,1,15,0.775,0.192,0.633,0.175,15,0.726
"343",11,2,16,10,21,2596,8,10,0,0,1,21,0.747,0.124,0.61,0.267,21,0.802
"344",26,3,16,12,8,1894,9,12,0,0,1,8,0.488,0.235,0.571,0.193,8,0.36
"345",38,4,16,9,2,1073,13,9,1,0,0,2,0.581,0.344,0.5,0.156,2,0.49
"346",52,5,16,2,13,986,14,2,1,0,0,3,0.928,0.434,0.485,0.081,3,0.904
"347",58,6,16,11,23,2653,3,11,1,0,0,23,0.838,0.583,0.333,0.083,23,0.814
"348",132,7,16,8,3,1459,15,8,0,0,1,18,0.227,0.133,0.694,0.173,18,0.281
"349",170,10,16,16,22,2906,3,16,0,0,1,23,0.838,0.275,0.541,0.183,23,0.814
"350",184,11,16,1,4,1475,11,1,1,0,0,4,0.906,0.717,0.208,0.075,4,0.918
"351",213,13,16,6,18,3422,4,6,0,0,1,18,0.325,0.086,0.765,0.148,18,0.384
"352",257,16,16,4,7,875,10,4,0,0,1,7,0.215,0.585,0.286,0.129,7,0.248
"353",305,19,16,15,9,1362,2,15,1,0,0,9,0.582,0.468,0.396,0.135,9,0.584
"354",361,23,16,15,5,744,2,15,1,0,0,9,0.582,0.524,0.254,0.222,9,0.584
"355",411,28,16,5,1,1178,13,5,0,0,1,2,0.581,0.473,0.439,0.088,2,0.49
"356",457,32,16,4,15,2060,10,4,0,0,1,7,0.215,0.395,0.421,0.184,7,0.248
"357",480,34,16,3,12,6009,12,3,1,0,0,12,0.613,0.206,0.595,0.198,12,0.601
"358",806,50,16,18,24,10135,18,18,1,0,0,24,1,0.815,0.077,0.108,24,1
"359",941,54,16,20,10,1544,22,20,1,0,0,16,0.275,0.824,0.149,0.027,16,0.397
"360",962,54,16,21,11,1116,22,21,1,0,0,16,0.275,0.978,0.011,0.011,16,0.397
"361",1043,54,16,19,17,358,21,19,1,0,0,17,0.54,0.882,0.097,0.022,17,0.631
"362",1046,54,16,19,16,412,22,19,1,0,0,16,0.275,0.843,0.09,0.067,16,0.397
"363",1349,59,16,11,20,3297,8,11,0,0,1,21,0.747,0.726,0.221,0.053,21,0.802
"364",1440,66,16,4,14,3146,10,4,1,0,0,7,0.215,0.791,0.121,0.088,7,0.248
"365",2436,109,16,17,6,2485,17,17,1,0,0,6,1,0.833,0.083,0.083,6,1
"366",1,1,17,9,9,2107,1,1,0,0,1,9,0.522,0.535,0.163,0.302,9,0.467
"367",12,2,17,4,13,2745,11,11,0,0,1,17,0.618,0.462,0.327,0.212,17,0.589
"368",24,3,17,11,18,3542,2,2,1,0,0,18,0.518,0.59,0.148,0.262,18,0.487
"369",44,4,17,10,16,1941,3,3,1,0,0,16,0.574,0.548,0.214,0.238,16,0.568
"370",86,5,17,9,8,1071,4,1,1,0,0,5,0.477,0.492,0.246,0.262,5,0.472
"371",97,6,17,4,14,5717,12,12,1,0,0,14,0.599,0.935,0.022,0.043,14,0.482
"372",136,6,17,7,15,1380,12,12,1,0,0,14,0.599,0.911,0.044,0.044,14,0.482
"373",188,7,17,2,1,4047,10,9,0,0,1,4,0.335,0.8,0.109,0.091,4,0.342
"374",194,7,17,1,2,4773,8,8,1,0,0,2,0.403,1,0,0,2,0.33
"375",244,7,17,2,3,1242,10,9,1,0,0,4,0.335,0.98,0,0.02,4,0.342
"376",327,7,17,2,4,936,10,9,1,0,0,4,0.335,1,0,0,4,0.342
"377",391,8,17,8,5,5445,5,4,0,0,1,8,0.331,0.905,0,0.095,8,0.28
"378",431,11,17,6,6,1865,6,6,1,0,0,6,0.344,1,0,0,6,0.483
"379",448,11,17,6,7,3503,6,6,1,0,0,6,0.344,0.973,0,0.027,6,0.483
"380",501,12,17,11,11,2087,1,2,0,0,1,9,0.522,0.581,0.242,0.177,9,0.467
"381",569,16,17,4,17,2583,11,11,0,0,1,17,0.618,0.465,0.233,0.302,17,0.589
"382",670,20,17,3,12,2222,9,10,0,0,1,4,0.13,0.66,0.1,0.24,4,0.171
"383",707,24,17,10,10,2263,3,3,0,0,1,16,0.574,0.623,0.151,0.226,16,0.568
"384",1,1,18,1,18,767,1,1,1,0,0,18,0.785,0.284,0.672,0.045,18,0.798
"385",49,2,18,16,7,835,17,18,1,0,0,13,0.628,0.514,0.429,0.057,13,0.61
"386",66,3,18,16,13,548,17,18,1,0,0,13,0.628,0.426,0.404,0.17,13,0.61
"387",90,4,18,18,14,23216,12,3,0,0,1,14,0.444,0.447,0.255,0.298,14,0.191
"388",124,5,18,15,8,1166,16,13,1,0,0,4,0.402,0.431,0.375,0.194,4,0.268
"389",257,9,18,3,6,2092,18,12,0,0,1,6,0.732,0.032,0.839,0.129,6,0.633
"390",277,10,18,1,16,1308,2,1,0,0,1,16,0.41,0.414,0.514,0.071,16,0.417
"391",347,12,18,10,9,2597,13,14,1,0,0,9,0.634,0.314,0.627,0.059,9,0.63
"392",411,14,18,13,3,2125,10,17,0,0,1,3,0.258,0.732,0.232,0.037,3,0.361
"393",435,15,18,5,10,1064,14,16,1,0,0,12,0.394,0.595,0.381,0.024,12,0.412
"394",436,15,18,5,11,1230,14,16,1,0,0,12,0.394,0.562,0.406,0.031,12,0.412
"395",476,15,18,5,12,506,14,16,0,1,0,12,0.394,0.474,0.474,0.053,12,0.412
"396",547,16,18,2,17,829,2,2,1,0,0,16,0.41,0.52,0.42,0.06,16,0.417
"397",597,17,18,6,5,1533,8,11,1,0,0,5,0.394,1,0,0,5,0.324
"398",612,17,18,8,2,2510,4,8,1,0,0,2,0.625,0.808,0.151,0.041,2,0.671
"399",653,17,18,9,1,535,9,9,1,0,0,5,0.325,1,0,0,5,0.304
"400",661,17,18,6,4,1798,9,11,1,0,0,5,0.325,0.62,0.324,0.056,5,0.304
"401",810,18,18,4,15,1056,3,15,0,0,1,15,0.567,0.882,0.029,0.088,15,0.557
"402",1,1,19,20,20,1144,3,1,0,0,1,20,0.646,0.585,0.146,0.268,20,0.744
"403",3,2,19,21,22,767,1,2,0,0,1,21,0.402,0.47,0.318,0.212,21,0.606
"404",20,4,19,26,24,7095,2,4,1,0,0,24,0.544,0.407,0.481,0.111,24,0.431
"405",39,5,19,21,21,16,1,2,1,0,0,21,0.402,0.343,0.313,0.343,21,0.606
"406",63,6,19,5,16,3790,10,12,0,0,1,16,0.245,0.924,0,0.076,16,0.213
"407",151,7,19,26,26,2174,4,4,0,0,1,26,0.549,0.108,0.775,0.117,26,0.645
"408",172,9,19,23,23,2417,25,5,0,0,1,23,0.488,0.563,0.352,0.085,23,0.418
"409",356,19,19,18,18,2003,23,25,1,0,0,18,0.827,1,0,0,18,0.875
"410",430,21,19,25,17,4598,13,15,1,0,0,17,0.412,0.961,0.019,0.019,17,0.456
"411",526,26,19,12,15,284,5,7,1,0,0,12,0.637,1,0,0,12,0.505
"412",580,26,19,12,12,526,5,7,1,0,0,12,0.637,1,0,0,12,0.505
"413",604,26,19,14,14,6041,8,10,1,0,0,14,0.445,1,0,0,14,0.354
"414",697,26,19,15,13,1708,6,8,1,0,0,15,0.285,1,0,0,15,0.361
"415",822,30,19,24,25,1477,4,3,0,0,1,26,0.549,0.443,0.443,0.115,26,0.645
"416",975,40,19,11,3,1117,19,19,1,0,0,11,0.11,1,0,0,11,0.166
"417",988,40,19,4,5,1519,20,20,1,0,0,4,0.462,1,0,0,4,0.438
"418",1014,40,19,4,4,1476,20,20,1,0,0,4,0.462,1,0,0,4,0.438
"419",1131,40,19,6,6,137,18,18,1,0,0,7,0.398,1,0,0,7,0.345
"420",1263,40,19,6,7,295,18,18,1,0,0,7,0.398,1,0,0,7,0.345
"421",1349,40,19,6,8,750,18,18,1,0,0,7,0.398,1,0,0,7,0.345
"422",1432,40,19,1,1,2276,16,16,1,0,0,1,0.543,1,0,0,1,0.442
"423",1470,40,19,2,2,2853,22,22,1,0,0,2,0.406,1,0,0,2,0.376
"424",1766,47,19,10,11,1594,14,23,1,0,0,11,0.485,1,0,0,11,0.47
"425",1852,47,19,10,10,2171,14,23,1,0,0,11,0.485,1,0,0,11,0.47
"426",1925,47,19,9,9,1833,15,24,1,0,0,9,0.78,1,0,0,9,0.745
"427",1999,48,19,19,19,8475,24,26,1,0,0,19,0.851,0.931,0.028,0.042,19,0.847
"428",1,1,20,1,3,1172,16,1,1,0,0,3,0.421,0.325,0.325,0.349,3,0.661
"429",2,2,20,2,25,977,13,2,0,0,1,25,0.517,0.196,0.636,0.168,25,0.56
"430",35,3,20,3,22,1644,3,3,1,0,0,1,0.308,0.96,0,0.04,1,0.201
"431",37,386,20,16,1,2249,3,16,0,0,1,1,0.308,0.874,0.025,0.101,1,0.201
"432",39,4,20,4,20,1156,17,4,0,0,1,20,0.528,0.056,0.618,0.326,20,0.5
"433",42,5,20,5,15,1012,14,5,0,0,1,15,0.734,0.248,0.512,0.24,15,0.616
"434",43,6,20,6,5,885,5,6,1,0,0,6,0.431,0.446,0.23,0.324,6,0.369
"435",57,7,20,7,16,3918,4,7,0,0,1,17,0.172,0.109,0.391,0.5,17,0.214
"436",65,8,20,3,19,1070,2,3,1,0,0,4,0.378,0.421,0.263,0.316,4,0.301
"437",68,9,20,8,4,540,20,8,1,0,0,5,0.214,0.436,0.3,0.264,5,0.239
"438",74,11,20,9,18,2003,22,9,1,0,0,17,0.153,0.478,0.368,0.154,17,0.14
"439",77,12,20,11,24,2816,20,11,0,0,1,5,0.214,0.281,0.562,0.157,5,0.239
"440",87,13,20,5,21,710,14,5,1,0,0,15,0.734,0.171,0.638,0.19,15,0.616
"441",90,14,20,10,8,2459,11,10,0,0,1,8,0.694,0.074,0.574,0.351,8,0.725
"442",97,15,20,11,23,1481,18,11,1,0,0,24,0.429,0.592,0.125,0.283,24,0.435
"443",104,16,20,12,13,1713,7,12,1,0,0,13,0.593,0.077,0.429,0.495,13,0.585
"444",113,18,20,13,10,1404,19,13,1,0,0,7,0.462,0.107,0.536,0.357,7,0.395
"445",125,21,20,7,14,334,1,7,0,0,1,14,0.289,0.219,0.328,0.453,14,0.388
"446",127,22,20,15,17,1518,4,15,0,0,1,17,0.172,0.108,0.592,0.299,17,0.214
"447",131,23,20,14,12,2747,8,14,0,0,1,21,0.396,0.034,0.661,0.305,21,0.331
"448",192,33,20,18,2,2822,16,18,0,0,1,3,0.421,0.322,0.344,0.333,3,0.661
"449",396,56,20,21,11,1451,10,21,0,0,1,11,0.822,0.225,0.441,0.333,11,0.784
"450",432,59,20,10,7,2299,19,10,0,0,1,7,0.462,0.126,0.495,0.379,7,0.395
"451",669,76,20,6,6,5561,5,6,1,0,0,6,0.431,0.635,0.208,0.156,6,0.369
"452",908,150,20,13,9,773,21,13,0,0,1,9,0.955,0.206,0.317,0.476,9,0.939
"453",1,1,21,12,17,3081,12,1,0,0,1,17,0.969,0.561,0.136,0.303,17,0.943
"454",20,2,21,5,6,2145,16,2,0,0,1,4,0.366,0.31,0.53,0.16,4,0.349
"455",28,3,21,23,23,3789,8,3,1,0,0,23,0.724,0.147,0.551,0.301,23,0.744
"456",45,4,21,13,18,3870,6,4,1,0,0,18,0.869,0.507,0.145,0.348,18,0.855
"457",61,5,21,22,22,1270,3,5,1,0,0,22,0.868,0.293,0.38,0.327,22,0.839
"458",64,6,21,2,2,1256,19,6,0,0,1,4,0.277,0.275,0.527,0.198,4,0.296
"459",80,10,21,26,26,5461,18,19,1,0,0,26,0.915,0.265,0.653,0.082,26,0.925
"460",103,12,21,14,20,891,10,8,1,0,0,20,0.773,0.205,0.615,0.179,20,0.819
"461",134,16,21,3,3,2852,7,7,0,0,1,3,0.269,0.187,0.692,0.121,3,0.306
"462",139,17,21,5,5,3923,16,2,0,0,1,4,0.366,0.247,0.454,0.299,4,0.349
"463",154,19,21,21,21,2603,11,10,1,0,0,21,0.827,0.629,0.224,0.147,21,0.812
"464",245,26,21,8,8,1455,2,11,1,0,0,8,0.402,0.797,0.101,0.101,8,0.447
"465",253,27,21,24,25,835,17,9,0,0,1,25,0.358,0.741,0.224,0.035,25,0.279
"466",260,28,21,2,4,1763,19,6,0,0,1,4,0.277,0.125,0.583,0.292,4,0.296
"467",282,35,21,8,9,1450,2,11,1,0,0,8,0.402,1,0,0,8,0.447
"468",395,47,21,25,24,4030,5,12,0,0,1,25,0.221,0.468,0.258,0.274,25,0.328
"469",415,49,21,8,7,3111,2,11,0,0,1,8,0.402,0.733,0.158,0.109,8,0.447
"470",502,58,21,1,1,2270,15,14,0,0,1,1,1,0.248,0.602,0.15,1,1
"471",544,66,21,15,19,3891,14,15,1,0,0,19,0.841,0.329,0.139,0.532,19,0.843
"472",933,115,21,17,13,364,26,26,1,0,0,13,0.547,1,0,0,13,0.658
"473",941,115,21,17,11,773,26,26,1,0,0,13,0.547,1,0,0,13,0.658
"474",1047,115,21,9,10,1738,22,20,1,0,0,11,0.232,0.98,0,0.02,11,0.261
"475",1181,115,21,19,14,2008,25,25,1,0,0,15,0.416,1,0,0,15,0.527
"476",1186,115,21,19,15,1785,25,25,1,0,0,15,0.416,1,0,0,15,0.527
"477",1214,115,21,19,16,10076,25,25,1,0,0,15,0.416,0.806,0.083,0.111,15,0.527
"478",1291,115,21,10,12,1374,24,24,1,0,0,11,0.22,1,0,0,11,0.224
"479",1,1,22,14,8,1355,14,14,1,0,0,8,0.389,0.062,0.833,0.104,8,0.425
"480",35,2,22,3,15,1809,3,3,0,0,1,15,0.836,0,0.831,0.169,15,0.823
"481",46,3,22,1,14,3080,1,1,0,0,1,14,0.795,0.128,0.532,0.34,14,0.77
"482",76,4,22,2,13,1930,2,2,0,0,1,11,0.338,0.082,0.735,0.184,11,0.4
"483",97,5,22,9,7,4952,9,9,1,0,0,5,0.178,0.806,0.065,0.129,5,0.189
"484",182,10,22,4,12,3467,4,4,1,0,0,12,1,0.212,0.303,0.485,12,1
"485",210,11,22,15,11,2308,15,15,1,0,0,11,0.347,0.444,0.185,0.37,11,0.338
"486",266,14,22,6,3,4632,6,6,1,0,0,3,0.43,0.736,0.075,0.189,3,0.368
"487",275,14,22,7,4,2479,7,7,1,0,0,4,0.454,0.971,0,0.029,4,0.456
"488",315,14,22,5,2,1322,5,5,1,0,0,2,0.508,0.797,0.101,0.101,2,0.38
"489",333,14,22,7,1,1682,7,7,1,0,0,4,0.454,1,0,0,4,0.456
"490",372,14,22,7,5,2330,7,7,1,0,0,4,0.454,1,0,0,4,0.456
"491",441,14,22,11,6,1244,11,11,1,0,0,5,0.266,0.98,0.02,0,5,0.366
"492",563,16,22,15,10,2301,15,15,1,0,0,11,0.347,0.5,0.262,0.238,11,0.338
"493",575,16,22,13,9,1493,13,13,1,0,0,9,0.815,0.733,0.1,0.167,9,0.766
"494",1,1,23,11,7,9704,3,7,1,0,0,4,0.275,1,0,0,4,0.281
"495",13,1,23,13,3,3202,1,3,1,0,0,1,0.432,1,0,0,1,0.477
"496",15,1,23,13,5,3811,4,5,1,0,0,5,0.707,1,0,0,5,0.636
"497",21,1,23,12,4,1031,3,4,1,0,0,4,0.275,1,0,0,4,0.281
"498",85,1,23,11,6,908,8,6,1,0,0,7,0.771,0.5,0.296,0.204,7,0.811
"499",144,1,23,9,8,804,5,8,1,0,0,4,0.333,0.875,0.083,0.042,4,0.375
"500",151,1,23,10,1,5649,6,1,1,0,0,8,0.346,0.887,0.075,0.038,8,0.281
"501",182,2,23,6,11,2264,12,11,0,0,1,11,1,0.773,0,0.227,11,1
"502",206,8,23,5,9,8776,9,9,1,0,0,9,0.941,0.766,0.149,0.085,9,0.882
"503",215,3,23,4,12,3061,10,12,1,0,0,12,0.828,0.182,0.455,0.364,12,0.783
"504",262,5,23,4,15,3243,15,15,0,0,1,15,0.497,0.031,0.785,0.185,15,0.441
"505",298,7,23,2,13,1512,14,13,1,0,0,13,0.445,0.804,0.018,0.179,13,0.389
"506",300,7,23,1,14,3352,13,14,1,0,0,14,0.512,0.923,0.051,0.026,14,0.485
"507",491,1,23,14,2,11481,2,2,1,0,0,2,0.348,1,0,0,2,0.333
"508",668,8,23,5,10,1211,11,10,1,0,0,10,0.967,0.985,0,0.015,10,0.939
"509",1,1,24,4,4,1602,4,1,1,0,0,4,0.541,0.077,0.818,0.105,4,0.505
"510",15,2,24,11,11,369,7,3,0,0,1,2,0.287,0.192,0.669,0.138,2,0.319
"511",34,3,24,14,14,3325,5,4,0,1,0,14,0.335,0.067,0.866,0.067,14,0.273
"512",60,4,24,3,2,301,4,2,1,0,0,4,0.541,0.115,0.801,0.083,4,0.505
"513",98,6,24,1,1,1625,3,5,0,0,1,1,1,0.325,0.601,0.074,1,1
"514",165,9,24,3,3,240,7,2,0,0,1,2,0.287,0.113,0.79,0.097,2,0.319
"515",220,11,24,10,10,1932,2,6,1,0,0,10,0.906,0.311,0.615,0.074,10,0.892
"516",266,13,24,12,12,10243,9,15,0,0,1,12,1,0.552,0.381,0.067,12,1
"517",371,14,24,13,13,1417,6,14,1,0,0,13,0.527,0.27,0.625,0.105,13,0.526
"518",773,28,24,2,5,13064,14,10,1,0,0,5,0.847,0.628,0.346,0.026,5,0.568
"519",809,28,24,5,7,2032,14,8,1,0,0,5,0.847,0.938,0.035,0.027,5,0.568
"520",838,28,24,2,6,1448,11,10,1,0,0,9,0.632,1,0,0,9,0.643
"521",923,28,24,8,8,362,15,11,1,0,0,5,0.058,0.879,0.052,0.069,5,0.226
"522",1128,29,24,15,15,1116,6,7,1,0,0,13,0.527,0.134,0.804,0.062,13,0.526
"523",1242,35,24,5,9,962,11,8,1,0,0,9,0.632,0.883,0.091,0.026,9,0.643
"524",1,1,25,3,3,19421,19,3,1,0,0,4,0.403,0.761,0.126,0.113,4,0.416
"525",111,1,25,3,4,1123,19,3,1,0,0,4,0.403,0.782,0.093,0.124,4,0.416
"526",456,2,25,2,8,1151,1,2,1,0,0,9,0.634,0.547,0.255,0.198,9,0.584
"527",563,3,25,23,11,707,16,23,0,0,1,10,0.431,0.031,0.908,0.062,10,0.539
"528",629,4,25,11,21,644,5,11,0,0,1,20,0.461,0.217,0.457,0.326,20,0.465
"529",675,5,25,19,16,844,15,19,1,0,0,12,0.233,0.176,0.765,0.059,12,0.18
"530",710,6,25,18,24,1241,13,18,1,0,0,12,0.141,0.892,0.09,0.018,12,0.248
"531",773,6,25,20,12,328,13,20,1,0,0,12,0.141,0.853,0.126,0.021,12,0.248
"532",990,6,25,17,13,332,12,17,1,0,0,13,0.361,0.918,0.019,0.062,13,0.376
"533",1532,6,25,17,14,597,11,17,0,1,0,14,0.241,0.453,0.438,0.109,14,0.33
"534",1726,7,25,1,1,1897,2,1,0,0,1,5,0.724,0.155,0.746,0.099,5,0.727
"535",1799,8,25,19,17,1597,10,19,1,0,0,14,0.284,0.367,0.55,0.083,14,0.274
"536",1860,9,25,10,23,128,3,10,1,0,0,22,0.481,0.625,0.172,0.203,22,0.579
"537",1925,10,25,1,2,462,18,1,1,0,0,2,1,0.33,0.534,0.136,2,1
"538",2101,11,25,6,6,3065,23,6,0,0,1,6,0.572,0.637,0.231,0.132,6,0.441
"539",2114,11,25,4,7,452,23,4,1,0,0,6,0.572,0.562,0.323,0.115,6,0.441
"540",2540,12,25,11,20,268,4,11,1,0,0,19,0.325,0.843,0.087,0.071,19,0.478
"541",2667,12,25,14,19,3658,6,14,1,0,0,19,0.327,0.889,0.074,0.037,19,0.193
"542",2997,13,25,23,10,389,16,23,1,0,0,10,0.431,0.282,0.481,0.237,10,0.539
"543",3131,14,25,10,22,1366,3,10,1,0,0,22,0.481,0.375,0.511,0.114,22,0.579
"544",3220,15,25,2,9,2445,1,2,1,0,0,9,0.634,0.779,0.154,0.067,9,0.584
"545",3370,16,25,19,18,1687,10,19,0,0,1,14,0.284,0.159,0.659,0.182,14,0.274
"546",3420,17,25,5,5,902,2,5,1,0,0,5,0.724,0.217,0.714,0.069,5,0.727
"547",3614,18,25,24,15,139,17,24,1,0,0,15,0.775,0.483,0.322,0.195,15,0.73
"548",1,1,26,6,6,1735,3,3,0,0,1,6,0.207,0.386,0.398,0.216,6,0.265
"549",3,2,26,7,7,1617,4,4,1,0,0,7,0.554,0.576,0.242,0.182,7,0.385
"550",34,3,26,3,3,1190,2,2,1,0,0,3,0.743,0.532,0.312,0.156,3,0.718
"551",38,4,26,18,18,804,3,3,0,0,1,6,0.207,0.256,0.5,0.244,6,0.265
"552",112,24,26,5,5,2075,3,3,1,0,0,6,0.207,0.833,0.117,0.05,6,0.265
"553",159,30,26,4,4,1289,14,14,1,0,0,4,0.6,1,0,0,4,0.676
"554",336,49,26,8,8,8715,8,8,1,0,0,8,0.613,1,0,0,8,0.543
"555",338,49,26,10,10,7326,7,7,1,0,0,10,0.677,1,0,0,10,0.491
"556",369,49,26,9,9,1717,7,7,1,0,0,10,0.677,0.987,0,0.013,10,0.491
"557",479,49,26,12,12,611,5,5,1,0,0,9,0.28,0.87,0.111,0.019,9,0.407
"558",517,49,26,11,11,985,9,9,1,0,0,11,0.338,0.647,0.25,0.103,11,0.467
"559",631,53,26,2,2,5220,16,16,1,0,0,1,0.19,0.864,0.045,0.091,1,0.281
"560",652,55,26,1,1,816,16,16,1,0,0,1,0.19,0.904,0.082,0.014,1,0.281
"561",760,58,26,14,14,330,18,18,1,0,0,14,0.965,0.59,0.295,0.115,14,0.938
"562",776,59,26,17,17,1332,12,12,1,0,0,16,0.199,0.935,0.032,0.032,16,0.26
"563",777,59,26,16,16,4001,12,12,1,0,0,16,0.199,0.959,0.027,0.014,16,0.26
"564",901,59,26,15,15,8066,13,13,1,0,0,17,0.534,0.754,0.123,0.123,17,0.47
"565",1022,61,26,13,13,5920,19,19,1,0,0,13,0.96,0.881,0.119,0,13,0.94
"566",1109,62,26,21,21,1272,1,1,1,0,0,21,0.842,0.3,0.657,0.043,21,0.7
"567",1138,63,26,20,20,1967,20,20,1,0,0,20,0.685,0.444,0.528,0.028,20,0.79
"568",1230,65,26,19,19,2627,21,21,1,0,0,19,0.634,0.61,0.373,0.017,19,0.701
"569",1,1,27,6,1,3737,18,6,0,0,1,18,0.512,0.114,0.659,0.227,18,0.506
"570",46,2,27,3,19,1801,11,3,1,0,0,2,0.595,0.409,0.47,0.121,2,0.703
"571",48,2,27,3,2,2913,11,3,1,0,0,2,0.595,0.804,0.196,0,2,0.703
"572",168,3,27,21,3,1395,16,21,1,0,0,3,0.32,0.344,0.625,0.031,3,0.387
"573",232,4,27,11,20,19842,7,11,1,0,0,4,0.251,0.492,0.381,0.127,4,0.229
