"","seccion","munn","edon","dis_nueva","dis_anterior","pob","esc1","esc3","urbana","rural","mixta","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","SQ_","dsi_sec"
"593",1358,38,28,6,22,3063,6,6,0,0,1,6,1,0.992,0,0.008,6,1
"594",1562,41,28,5,14,10725,5,5,1,0,0,5,1,0.614,0.289,0.096,5,1
"595",1589,41,28,4,15,1560,4,4,1,0,0,4,1,0.988,0,0.012,4,1
"596",1,1,29,8,3,1538,10,1,0,0,1,5,0.51,0.786,0.107,0.107,5,0.471
"597",5,2,29,8,2,3165,7,1,1,0,0,5,0.51,1,0,0,5,0.471
"598",12,3,29,4,15,1335,8,11,1,0,0,8,1,0.839,0.032,0.129,8,1
"599",38,3,29,5,15,1267,1,12,0,0,1,3,0.177,0.839,0.032,0.129,3,0.294
"600",49,4,29,2,12,889,4,13,0,0,1,4,0.42,0.196,0.554,0.25,4,0.6
"601",59,5,29,11,17,1327,14,3,0,0,1,14,1,0.26,0.48,0.26,14,1
"602",78,6,29,1,13,5522,9,6,0,0,1,9,1,0.281,0.219,0.5,9,1
"603",117,9,29,3,16,1562,5,14,1,0,0,1,0.466,0.788,0.152,0.061,1,0.448
"604",150,52,29,9,5,2334,6,15,1,0,0,7,0.663,0.909,0.045,0.045,7,0.698
"605",165,12,29,5,12,2512,3,12,0,0,1,3,0.177,0.196,0.554,0.25,3,0.294
"606",178,13,29,10,18,4978,15,2,0,0,1,15,1,0.594,0.188,0.219,15,1
"607",263,17,29,12,7,2550,11,7,1,0,0,11,0.411,1,0,0,11,0.442
"608",316,45,29,14,10,1959,2,9,1,0,0,2,0.334,0.75,0,0.25,2,0.434
"609",348,25,29,15,7,4149,12,5,1,0,0,12,0.856,1,0,0,12,0.739
"610",435,33,29,7,2,2047,13,4,1,0,0,13,1,1,0,0,13,1
"611",1,1,30,1,10,2034,20,1,0,0,1,20,1,0.53,0.377,0.093,20,1
"612",5,2,30,2,10,1557,23,2,1,0,0,23,1,0.53,0.377,0.093,23,1
"613",7,3,30,3,10,4453,13,3,1,0,0,13,0.75,0.53,0.377,0.093,13,0.734
"614",47,4,30,4,10,2328,8,4,1,0,0,8,1,0.53,0.377,0.093,8,1
"615",85,5,30,11,20,1515,22,11,0,0,1,7,0.981,0.909,0.045,0.045,7,0.962
"616",92,6,30,6,NA,3603,15,6,0,0,1,15,1,0,0,0,15,1
"617",106,7,30,7,10,2418,14,7,0,0,1,14,1,0.53,0.377,0.093,14,1
"618",109,8,30,8,10,1457,25,8,1,0,0,25,0.893,0.53,0.377,0.093,25,0.89
"619",178,9,30,9,10,2479,5,9,0,0,1,5,1,0.53,0.377,0.093,5,1
"620",218,11,30,10,10,6501,24,10,1,0,0,24,1,0.53,0.377,0.093,24,1
"621",247,12,30,11,10,2381,7,11,1,0,0,7,0.981,0.53,0.377,0.093,7,0.962
"622",294,14,30,12,10,1843,10,12,1,0,0,10,1,0.53,0.377,0.093,10,1
"623",320,15,30,18,10,1057,21,18,1,0,0,3,0.699,0.53,0.377,0.093,3,0.668
"624",390,20,30,14,28,1834,1,14,0,0,1,1,1,0.197,0.643,0.159,1,1
"625",414,23,30,15,10,1400,4,15,1,0,0,4,1,0.53,0.377,0.093,4,1
"626",617,33,30,8,10,2069,19,8,0,0,1,25,0.893,0.53,0.377,0.093,25,0.89
"627",632,34,30,17,10,3978,11,17,1,0,0,11,1,0.53,0.377,0.093,11,1
"628",695,37,30,18,10,1883,3,18,1,0,0,3,0.699,0.53,0.377,0.093,3,0.668
"629",709,39,30,19,10,2800,17,19,0,0,1,17,1,0.53,0.377,0.093,17,1
"630",763,41,30,21,10,1719,16,21,1,0,0,2,0.227,0.53,0.377,0.093,2,0.335
"631",767,41,30,21,10,397,2,21,1,0,0,2,0.227,0.53,0.377,0.093,2,0.335
"632",908,41,30,21,NA,17596,6,21,0,0,1,2,0.227,0,0,0,2,0.335
"633",932,42,30,22,NA,1810,12,22,1,0,0,12,1,0,0,0,12,1
"634",1094,47,30,23,10,2030,18,23,0,0,1,18,0.947,0.53,0.377,0.093,18,0.938
"635",1413,63,30,20,8,1729,26,20,1,0,0,2,0.491,0.416,0.521,0.064,2,0.454
"636",1556,71,30,26,8,807,9,26,0,0,1,9,1,0.416,0.521,0.064,9,1
"637",1848,89,30,29,10,3753,30,29,1,0,0,30,1,0.53,0.377,0.093,30,1
"638",1905,89,30,30,19,17743,29,30,1,0,0,29,1,1,0,0,29,1
"639",4217,192,30,27,8,4488,28,27,1,0,0,28,1,0.416,0.521,0.064,28,1
"640",4292,192,30,28,23,627,27,28,1,0,0,27,1,0.906,0.062,0.031,27,1
"641",1,1,31,1,8,2034,8,1,1,0,0,5,0.373,0.559,0.22,0.22,5,0.361
"642",14,3,31,3,12,2901,7,3,1,0,0,7,0.369,0.5,0.25,0.25,7,0.436
"643",20,4,31,4,9,862,3,4,1,0,0,3,0.957,0.652,0.169,0.18,3,0.953
"644",25,5,31,5,9,2300,6,5,1,0,0,6,0.719,0.652,0.169,0.18,6,0.741
"645",37,8,31,6,11,3004,4,6,1,0,0,4,1,0.469,0.25,0.281,4,1
"646",47,10,31,7,15,2328,9,7,0,0,1,9,0.389,0.362,0.343,0.295,9,0.352
"647",50,11,31,1,8,1369,5,1,0,0,1,5,0.373,0.559,0.22,0.22,5,0.361
"648",78,19,31,8,11,311,1,8,1,0,0,1,0.852,0.469,0.25,0.281,1,0.862
"649",204,41,31,2,6,579,2,2,1,0,0,2,0.488,0.818,0.127,0.055,2,0.596
"650",254,50,31,15,4,1504,13,15,1,0,0,13,0.848,0.844,0.094,0.062,13,0.838
"651",261,50,31,14,5,681,11,14,1,0,0,11,0.753,0.98,0,0.02,11,0.756
"652",308,50,31,13,3,1530,14,13,1,0,0,14,0.867,0.976,0.012,0.012,14,0.863
"653",311,50,31,10,3,576,12,10,1,0,0,12,0.888,0.976,0.012,0.012,12,0.867
"654",432,50,31,10,1,2056,15,10,1,0,0,12,0.888,1,0,0,12,0.867
"655",544,50,31,11,2,1201,10,11,1,0,0,10,0.871,1,0,0,10,0.857
"656",1,1,32,14,14,409,1,7,0,0,1,1,1,0.182,0.627,0.191,1,1
"657",14,2,32,13,14,902,4,2,0,0,1,4,1,0.182,0.627,0.191,4,1
"658",40,5,32,2,3,5243,15,14,0,0,1,10,0.465,0.288,0.339,0.373,10,0.611
"659",61,6,32,16,12,1158,16,17,0,0,1,16,0.849,0.495,0.277,0.228,16,0.881
"660",73,7,32,12,18,904,18,15,1,0,0,18,0.276,0.09,0.779,0.131,18,0.429
"661",103,8,32,11,6,1140,2,6,1,0,0,2,0.655,0.257,0.514,0.229,2,0.567
"662",114,9,32,17,16,697,14,18,0,0,1,17,0.623,0.278,0.54,0.183,17,0.646
"663",135,10,32,7,11,3622,8,12,1,0,0,14,0.247,0.442,0.433,0.125,14,0.315
"664",140,10,32,5,8,8803,9,10,0,0,1,8,0.279,0.404,0.532,0.064,8,0.297
"665",148,10,32,7,11,2814,7,12,0,0,1,14,0.247,0.442,0.433,0.125,14,0.315
"666",436,16,32,8,6,1140,6,4,1,0,0,6,0.654,0.257,0.514,0.229,6,0.692
"667",460,17,32,3,4,2266,13,8,1,0,0,12,0.446,0.649,0.189,0.162,12,0.366
"668",491,17,32,3,5,2074,12,8,0,0,1,12,0.446,0.767,0.163,0.07,12,0.366
"669",763,24,32,9,9,2608,3,3,1,0,0,3,1,0.225,0.562,0.213,3,1
"670",884,29,32,18,17,1039,17,16,1,0,0,18,0.372,0.384,0.477,0.14,18,0.335
"671",945,32,32,2,3,1352,10,14,1,0,0,10,0.465,0.288,0.339,0.373,10,0.611
"672",1094,38,32,15,13,1482,5,1,0,0,1,5,1,0.074,0.826,0.099,5,1
"673",1806,56,32,1,2,1168,11,13,1,0,0,11,0.849,0.87,0.074,0.056,11,0.871
