"","seccion","munn","edon","dis_nueva","dis_anterior","pob","esc1","esc3","urbana","rural","mixta","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","SQ_","dsi_sec"
"70",356,9,4,18,21,2711,21,18,0,1,0,21,1,0,0.962,0.038,21,1
"71",448,9,4,19,13,3785,20,19,0,0,1,20,1,0.643,0.25,0.107,20,1
"72",1,1,5,5,13,760,6,5,0,0,1,4,0.578,0.673,0.1,0.227,4,0.484
"73",3,2,5,1,15,3083,5,3,1,0,0,5,1,0.783,0.152,0.065,5,1
"74",57,4,5,12,5,7004,7,11,0,0,1,7,0.857,0.252,0.643,0.104,7,0.81
"75",84,6,5,6,12,2839,2,2,1,0,0,1,0.278,0.803,0.128,0.068,1,0.228
"76",131,9,5,7,10,2483,3,8,1,0,0,3,0.79,0.407,0.537,0.057,3,0.684
"77",173,10,5,6,11,5509,1,2,0,0,1,1,0.278,0.705,0.18,0.115,1,0.228
"78",323,18,5,5,12,1429,4,5,0,0,1,4,0.578,0.803,0.128,0.068,4,0.484
"79",577,25,5,2,16,4421,8,16,0,0,1,8,0.835,0.908,0.034,0.057,8,0.784
"80",730,30,5,14,4,2708,16,13,1,0,0,14,0.393,0.966,0.034,0,14,0.495
"81",743,30,5,13,4,1456,13,12,1,0,0,13,0.513,0.966,0.034,0,13,0.559
"82",753,30,5,14,1,2321,14,13,1,0,0,14,0.393,1,0,0,14,0.495
"83",930,30,5,16,3,2822,15,15,1,0,0,15,0.599,1,0,0,15,0.535
"84",1172,35,5,8,9,4860,12,7,1,0,0,12,1,1,0,0,12,1
"85",1188,35,5,9,9,1195,11,10,1,0,0,11,1,1,0,0,11,1
"86",1318,35,5,11,9,1338,9,9,1,0,0,9,1,1,0,0,9,1
"87",1379,35,5,10,8,633,10,6,1,0,0,10,1,1,0,0,10,1
"88",1,1,6,6,1,5884,15,11,1,0,0,15,0.95,0.8,0,0.2,15,0.931
"89",3,1,6,2,2,1916,16,12,1,0,0,16,0.748,1,0,0,16,0.8
"90",22,1,6,6,1,950,14,11,1,0,0,15,0.95,0.8,0,0.2,15,0.931
"91",33,1,6,1,2,1493,13,9,1,0,0,13,0.441,1,0,0,13,0.429
"92",92,2,6,4,4,2841,1,14,0,0,1,1,0.36,0.292,0.333,0.375,1,0.371
"93",108,3,6,5,5,1740,2,13,1,0,0,3,0.34,0.552,0.207,0.241,3,0.35
"94",138,5,6,7,7,7725,4,15,1,0,0,3,0.241,1,0,0,3,0.267
"95",140,5,6,7,4,5100,3,15,0,0,1,3,0.241,0.292,0.333,0.375,3,0.267
"96",153,5,6,8,7,1436,5,16,1,0,0,5,1,1,0,0,5,1
"97",191,7,6,16,3,1559,12,7,1,0,0,12,1,0.393,0.464,0.143,12,1
"98",200,8,6,13,13,463,8,4,0,0,1,8,0.548,0.923,0,0.077,8,0.529
"99",213,8,6,13,13,1344,7,4,1,0,0,8,0.548,0.923,0,0.077,8,0.529
"100",234,8,6,14,11,2523,6,2,0,0,1,7,0.282,0.571,0.214,0.214,7,0.295
"101",244,8,6,12,14,6988,9,3,1,0,0,9,0.928,0.15,0.45,0.4,9,0.714
"102",277,10,6,10,10,4006,10,6,0,0,1,10,1,0.579,0.105,0.316,10,1
"103",298,10,6,15,9,1725,11,8,0,0,1,11,1,0.5,0.077,0.423,11,1
"104",1,1,7,18,16,5562,5,24,0,0,1,11,0.292,0.149,0.603,0.248,11,0.285
"105",7,2,7,3,3,3339,1,16,1,0,0,1,0.506,0.354,0.477,0.169,1,0.491
"106",35,4,7,20,7,4060,19,23,0,0,1,7,0.435,0.133,0.796,0.071,7,0.382
"107",44,5,7,11,12,3226,23,11,1,0,0,23,0.533,0.261,0.648,0.091,23,0.524
"108",54,6,7,17,17,2716,9,18,0,0,1,9,0.333,0.06,0.761,0.179,9,0.386
"109",88,9,7,15,15,1760,11,6,1,0,0,11,0.395,0.328,0.552,0.121,11,0.426
"110",130,12,7,2,14,6772,10,9,1,0,0,15,0.233,0.262,0.544,0.194,15,0.187
"111",163,15,7,24,24,2650,12,19,1,0,0,12,0.323,0.299,0.623,0.078,12,0.333
"112",186,16,7,9,9,1464,20,20,0,0,1,20,1,0.143,0.771,0.086,20,1
"113",197,17,7,14,14,2592,13,21,0,0,1,13,0.366,0.262,0.544,0.194,13,0.43
"114",234,18,7,12,13,1431,4,12,1,0,0,4,0.539,0.232,0.681,0.087,4,0.543
"115",239,19,7,6,6,6070,6,8,1,0,0,6,0.72,0.376,0.532,0.092,6,0.716
"116",293,20,7,23,23,2728,8,7,0,0,1,8,0.426,0.219,0.518,0.263,8,0.416
"117",336,23,7,22,22,963,21,5,1,0,0,21,0.778,0.1,0.87,0.03,21,0.784
"118",456,31,7,4,7,3068,17,2,1,0,0,17,0.715,0.133,0.796,0.071,17,0.694
"119",532,35,7,24,24,3561,2,19,0,0,1,12,0.323,0.299,0.623,0.078,12,0.333
"120",540,37,7,16,16,3645,3,15,0,0,1,3,0.747,0.149,0.603,0.248,3,0.707
"121",556,38,7,8,10,2564,22,4,1,0,0,22,1,0.227,0.773,0,22,1
"122",718,52,7,20,20,3372,7,23,1,0,0,7,0.435,0.175,0.789,0.035,7,0.382
"123",815,59,7,7,7,3370,18,3,1,0,0,19,0.396,0.133,0.796,0.071,19,0.395
"124",1113,77,7,5,5,4271,24,1,1,0,0,24,1,0.645,0.29,0.065,24,1
"125",1602,102,7,1,1,11313,15,13,1,0,0,15,0.399,0.98,0,0.02,15,0.449
"126",1621,102,7,1,1,1086,16,13,1,0,0,15,0.399,0.98,0,0.02,15,0.449
"127",1638,102,7,2,1,10220,14,9,1,0,0,15,0.233,0.98,0,0.02,15,0.187
"128",1,1,8,11,1,732,1,1,0,0,1,1,1,0.599,0.293,0.109,1,1
"129",38,3,8,20,22,1133,3,2,0,0,1,3,0.906,0.599,0.305,0.096,3,0.83
"130",60,5,8,1,1,2450,4,3,1,0,0,4,1,0.599,0.293,0.109,4,1
"131",82,6,8,13,11,637,5,4,1,0,0,5,0.901,0.295,0.538,0.167,5,0.891
"132",102,7,8,22,21,1583,6,6,0,0,1,6,1,0.113,0.84,0.047,6,1
"133",271,17,8,14,13,1489,7,7,1,0,0,7,0.953,0.707,0.259,0.034,7,0.921
"134",388,18,8,13,14,369,2,4,0,0,1,5,0.901,0.11,0.766,0.124,5,0.891
"135",402,19,8,18,19,924,10,10,1,0,0,10,1,1,0,0,10,1
"136",433,19,8,16,19,622,11,11,1,0,0,11,1,1,0,0,11,1
"137",608,19,8,12,15,19342,9,9,1,0,0,9,1,0.839,0.125,0.036,9,1
"138",610,19,8,17,15,11893,13,13,1,0,0,13,1,0.839,0.125,0.036,13,1
"139",622,19,8,15,17,496,12,12,1,0,0,12,1,0.979,0.011,0.011,12,1
"140",921,21,8,19,20,943,8,8,1,0,0,8,0.892,0.836,0.082,0.082,8,0.866
"141",1424,37,8,2,2,7094,16,16,0,0,1,16,1,0.995,0,0.005,16,1
"142",1435,37,8,3,2,776,14,14,1,0,0,14,1,0.995,0,0.005,14,1
"143",1443,37,8,4,2,238,22,21,1,0,0,22,1,0.995,0,0.005,22,1
"144",1574,37,8,5,3,1723,19,20,1,0,0,19,1,1,0,0,19,1
"145",1698,37,8,6,3,465,17,18,1,0,0,17,1,1,0,0,17,1
"146",1785,37,8,7,7,605,21,22,1,0,0,21,1,1,0,0,21,1
"147",1827,37,8,8,9,5971,20,19,1,0,0,20,1,0.991,0.009,0,20,1
"148",1942,37,8,10,9,3450,15,15,0,1,0,15,1,0.991,0.009,0,15,1
"149",2712,37,8,9,7,1199,18,17,1,0,0,18,1,1,0,0,18,1
"150",1,2,9,5,5,905,15,15,1,0,0,15,1,1,0,0,15,1
"151",56,2,9,3,5,4431,16,16,1,0,0,16,1,1,0,0,16,1
"152",345,3,9,26,26,1668,23,23,1,0,0,23,0.949,1,0,0,23,0.965
"153",359,3,9,26,32,1497,21,21,1,0,0,21,1,1,0,0,21,1
"154",369,3,9,30,26,1050,22,22,1,0,0,22,1,1,0,0,22,1
"155",747,4,9,20,20,4007,31,31,1,0,0,31,1,0.981,0,0.019,31,1
"156",821,5,9,1,1,3366,12,12,1,0,0,12,1,1,0,0,12,1
"157",963,5,9,2,2,838,10,10,1,0,0,10,0.948,1,0,0,10,0.956
"158",1148,5,9,2,7,1235,11,11,1,0,0,11,1,1,0,0,11,1
"159",1219,5,9,4,4,1003,9,9,1,0,0,9,0.947,1,0,0,9,0.947
"160",1672,6,9,15,15,1025,19,18,1,0,0,18,0.689,1,0,0,18,0.681
"161",1696,6,9,15,15,2308,18,18,1,0,0,18,0.689,1,0,0,18,0.681
"162",1971,7,9,24,24,1322,6,6,1,0,0,6,0.894,1,0,0,6,0.906
"163",1996,7,9,21,21,1154,7,7,1,0,0,7,0.954,1,0,0,7,0.945
"164",2077,7,9,22,19,982,8,8,1,0,0,8,1,1,0,0,8,1
"165",2278,7,9,29,21,3220,2,2,1,0,0,2,1,1,0,0,2,1
"166",2341,7,9,24,28,1591,5,6,1,0,0,6,0.894,1,0,0,6,0.906
"167",2563,7,9,27,29,2598,3,3,1,0,0,3,1,1,0,0,3,1
"168",2673,7,9,31,31,1644,4,4,1,0,0,4,1,1,0,0,4,1
"169",2972,8,9,33,33,1166,1,1,1,0,0,1,1,0.986,0,0.014,1,1
"170",3119,9,9,7,34,2025,28,25,1,0,0,28,0.333,0.761,0,0.239,28,0.352
"171",3163,10,9,18,18,1770,33,33,1,0,0,33,1,1,0,0,33,1
"172",3217,10,9,23,23,1141,32,32,1,0,0,32,1,1,0,0,32,1
"173",3609,11,9,8,35,3458,26,26,1,0,0,26,0.704,0.946,0,0.054,26,0.693
"174",3696,11,9,8,34,2135,25,26,1,0,0,26,0.704,0.761,0,0.239,26,0.693
"175",3742,12,9,16,38,1105,30,28,1,0,0,30,0.906,1,0,0,30,0.943
"176",3769,12,9,14,37,1330,29,27,1,0,0,29,0.979,1,0,0,29,0.963
"177",4095,13,9,19,39,1570,27,29,1,0,0,27,0.389,0.936,0,0.064,27,0.386
"178",4269,14,9,17,16,1860,24,24,1,0,0,24,0.949,1,0,0,24,0.966
"179",4523,15,9,12,13,1429,14,14,1,0,0,14,1,1,0,0,14,1
"180",4586,15,9,9,9,2871,13,13,1,0,0,13,1,1,0,0,13,1
"181",4913,16,9,13,13,1411,17,17,1,0,0,17,1,1,0,0,17,1
"182",5183,17,9,10,10,1442,20,20,1,0,0,20,0.773,1,0,0,20,0.785
"183",1,1,10,3,16,513,3,3,1,0,0,3,1,0.179,0.772,0.049,3,1
"184",42,2,10,1,8,760,2,1,0,0,1,2,1,0.08,0.84,0.08,2,1
"185",57,3,10,4,16,750,7,4,1,0,0,7,1,0.179,0.772,0.049,7,1
"186",66,4,10,6,15,2572,1,6,1,0,0,1,0.997,0.202,0.636,0.162,1,0.992
"187",108,5,10,11,2,9095,12,11,1,0,0,12,0.72,0.851,0.134,0.015,12,0.661
"188",111,5,10,12,2,11583,8,12,1,0,0,8,0.687,0.851,0.134,0.015,8,0.74
"189",136,5,10,11,1,2214,11,11,1,0,0,12,0.72,0.769,0.215,0.015,12,0.661
"190",174,5,10,12,2,886,9,12,1,0,0,8,0.687,0.851,0.134,0.015,8,0.74
"191",265,5,10,9,5,663,10,9,1,0,0,9,0.405,0.931,0.042,0.028,9,0.476
"192",436,7,10,15,11,1328,13,15,1,0,0,13,1,0.523,0.409,0.068,13,1
"193",446,7,10,14,11,12098,14,14,1,0,0,14,1,0.523,0.409,0.068,14,1
"194",448,7,10,13,11,7872,15,13,1,0,0,15,1,0.523,0.409,0.068,15,1
"195",664,10,10,5,8,646,4,5,0,0,1,4,0.997,0.08,0.84,0.08,4,0.991
"196",689,12,10,7,9,8932,6,7,1,0,0,6,1,0.469,0.438,0.094,6,1
"197",796,14,10,2,4,1088,5,2,0,0,1,5,1,0.395,0.566,0.039,5,1
"198",1,1,11,18,13,1916,4,1,0,0,1,4,1,0.444,0.492,0.065,4,1
"199",51,2,11,22,22,4518,8,2,0,0,1,8,0.874,0.333,0.577,0.089,8,0.862
"200",141,3,11,9,9,6511,6,3,0,0,1,6,1,0.362,0.596,0.043,6,1
"201",331,6,11,2,2,1049,10,4,0,0,1,10,1,0.203,0.684,0.114,10,1
"202",336,7,11,16,16,21909,21,22,1,0,0,21,0.922,0.801,0.14,0.059,21,0.826
"203",367,7,11,15,15,1079,22,21,1,0,0,22,0.801,0.727,0.157,0.116,22,0.733
"204",567,8,11,10,18,1590,7,5,0,0,1,7,1,0.275,0.64,0.084,7,1
"205",609,9,11,17,17,3003,2,6,1,0,0,2,1,0.39,0.512,0.098,2,1
"206",662,11,11,19,21,1725,5,7,1,0,0,5,1,0.626,0.302,0.072,5,1
"207",752,14,11,1,1,2342,3,8,0,0,1,3,0.952,0.213,0.7,0.087,3,0.974
"208",760,14,11,1,9,7136,9,8,1,0,0,3,0.952,0.362,0.596,0.043,3,0.974
"209",884,15,11,8,8,235,1,9,0,1,0,9,0.928,0.574,0.348,0.078,9,0.946
"210",929,17,11,11,11,5611,13,13,1,0,0,13,1,0.78,0.13,0.089,13,1
"211",966,17,11,12,12,12453,14,14,1,0,0,14,1,0.81,0.095,0.095,14,1
"212",1261,20,11,3,4,5543,17,16,0,0,1,17,0.955,0.82,0.139,0.041,17,0.894
"213",1275,20,11,4,4,1833,16,20,1,0,0,16,0.985,0.82,0.139,0.041,16,0.962
"214",1316,20,11,3,4,1410,19,16,1,0,0,17,0.955,0.82,0.139,0.041,17,0.894
"215",1436,20,11,21,7,1398,15,15,1,0,0,15,1,0.915,0.068,0.017,15,1
"216",1464,20,11,5,5,868,18,17,1,0,0,20,0.823,0.959,0.014,0.027,20,0.72
"217",1483,20,11,5,5,5176,20,17,1,0,0,20,0.823,0.959,0.014,0.027,20,0.72
"218",1859,21,11,20,20,2667,11,10,1,0,0,11,1,0.578,0.383,0.039,11,1
"219",2109,27,11,14,14,2742,12,12,0,0,1,12,1,0.645,0.315,0.04,12,1
"220",1,1,12,8,8,1622,24,4,1,0,0,3,0.433,0.39,0.537,0.073,3,0.39
"221",20,1,12,4,4,1541,18,9,1,0,0,18,0.505,1,0,0,18,0.491
"222",111,1,12,5,5,3694,22,5,1,0,0,22,0.385,0.845,0.121,0.034,22,0.325
"223",112,1,12,9,9,6223,20,6,1,0,0,20,0.47,0.387,0.516,0.097,20,0.413
"224",137,1,12,9,9,1468,21,6,1,0,0,20,0.47,0.387,0.516,0.097,20,0.413
"225",195,1,12,5,5,1824,19,5,1,0,0,22,0.385,0.845,0.121,0.034,22,0.325
"226",294,1,12,7,7,5766,23,3,1,0,0,23,0.706,0.564,0.359,0.077,23,0.558
"227",384,2,12,26,26,3881,12,1,0,0,1,16,0.468,0,0.933,0.067,16,0.486
"228",411,3,12,17,17,1519,5,20,0,0,1,5,0.366,0.085,0.835,0.079,5,0.341
"229",456,4,12,28,28,2557,15,14,1,0,0,15,0.336,0.019,0.904,0.077,15,0.391
"230",479,6,12,20,20,728,11,22,0,0,1,4,0.438,0.186,0.762,0.052,4,0.484
"231",500,7,12,18,18,1844,4,21,0,0,1,5,0.286,0.245,0.704,0.05,5,0.348
"232",564,9,12,28,28,1010,16,14,1,0,0,15,0.336,0.019,0.904,0.077,15,0.391
"233",568,9,12,28,28,286,14,14,0,1,0,15,0.336,0.019,0.904,0.077,15,0.391
"234",596,11,12,10,10,1007,3,26,1,0,0,3,0.318,0.302,0.563,0.135,3,0.392
"235",671,12,12,14,14,4404,6,13,1,0,0,6,0.376,0.11,0.83,0.06,6,0.39
"236",732,80,12,15,15,1263,2,16,0,1,0,6,0.309,0.162,0.714,0.124,6,0.256
"237",763,14,12,10,10,1511,9,26,1,0,0,3,0.318,0.302,0.563,0.135,3,0.392
"238",778,15,12,23,23,2130,1,23,0,0,1,1,0.661,0.25,0.643,0.107,1,0.59
"239",789,16,12,12,12,675,10,27,1,0,0,10,0.189,0.343,0.598,0.059,10,0.312
"240",1001,23,12,15,15,1556,8,16,1,0,0,6,0.309,0.162,0.714,0.124,6,0.256
"241",1112,28,12,25,25,7040,27,12,1,0,0,27,1,0.153,0.788,0.059,27,1
"242",1204,29,12,1,1,10726,25,11,1,0,0,25,0.475,0.723,0.213,0.064,25,0.382
"243",1234,29,12,1,1,2460,26,11,1,0,0,25,0.475,0.723,0.213,0.064,25,0.382
"244",1480,36,12,22,22,6477,7,24,0,0,1,7,0.979,0.873,0.113,0.014,7,0.958
"245",1589,39,12,12,12,2784,28,27,1,0,0,10,0.189,0.343,0.598,0.059,10,0.312
"246",1654,40,12,13,13,2105,13,18,0,0,1,13,0.42,0.177,0.761,0.062,13,0.364
"247",2134,56,12,21,21,894,17,2,1,0,0,17,0.808,0.284,0.672,0.045,17,0.664
"248",1,1,13,1,18,1422,8,1,0,0,1,0.049,0.878,0.073,8,0.647,8,0.697
"249",34,3,13,2,14,5385,2,2,1,0,0,0.286,0.621,0.093,2,0.519,2,0.416
"250",92,6,13,4,16,2564,6,4,0,0,1,0.157,0.817,0.026,11,0.559,11,0.6
"251",114,7,13,10,11,2261,5,10,0,0,1,0.402,0.424,0.174,5,0.616,5,0.686
"252",152,9,13,6,5,2696,3,6,1,0,0,0.516,0.319,0.165,3,1,3,1
"253",162,10,13,7,13,2734,16,7,0,0,1,0.113,0.78,0.107,16,1,16,1
"254",178,11,13,8,18,2786,1,8,1,0,0,0.049,0.878,0.073,2,0.519,2,0.416
"255",240,14,13,18,16,1298,18,18,0,0,1,0.157,0.817,0.026,18,1,18,1
"256",291,17,13,9,17,2668,11,9,0,0,1,0,0.923,0.077,11,0.559,11,0.6
"257",358,22,13,12,2,1723,7,12,0,0,1,0.771,0.125,0.104,15,0.869,15,0.718
"258",369,23,13,2,14,3077,9,2,0,0,1,0.286,0.621,0.093,9,0.507,9,0.468
"259",405,25,13,11,13,1969,17,11,1,0,0,0.113,0.78,0.107,17,1,17,1
"260",726,40,13,12,2,3167,15,12,0,0,1,0.771,0.125,0.104,15,0.869,15,0.718
"261",742,47,13,16,2,1153,13,16,1,0,0,0.771,0.125,0.104,13,1,13,1
"262",852,47,13,15,1,14321,12,15,0,0,1,0.725,0.147,0.127,12,1,12,1
"263",1350,68,13,13,12,1715,10,13,1,0,0,0.356,0.339,0.305,10,1,10,1
"264",1369,69,13,3,4,1398,4,3,1,0,0,0.505,0.344,0.151,4,1,4,1
"265",1502,76,13,17,3,11799,14,17,0,0,1,0.47,0.35,0.18,14,1,14,1
"266",1,1,14,2,3,1998,3,2,0,0,1,3,0.133,0.341,0.42,0.239,3,0.211
"267",13,2,14,4,17,2431,8,4,0,0,1,8,0.429,0.386,0.357,0.256,8,0.455
"268",36,4,14,5,19,1127,4,5,1,0,0,9,0.343,0.47,0.356,0.174,9,0.327
"269",40,5,14,3,1,3519,2,3,0,0,1,2,0.562,0.286,0.432,0.282,2,0.584
"270",102,8,14,1,3,3523,7,1,0,0,1,7,0.219,0.341,0.42,0.239,7,0.205
"271",149,11,14,4,5,983,6,4,0,0,1,8,0.429,0.374,0.416,0.211,8,0.455
"272",188,14,14,7,17,2019,9,7,1,0,0,9,0.316,0.386,0.357,0.256,9,0.429
"273",457,31,14,7,17,4544,1,7,0,0,1,9,0.316,0.386,0.357,0.256,9,0.429
"274",501,36,14,9,2,5485,5,9,0,0,1,5,0.778,0.362,0.434,0.204,5,0.757
"275",570,41,14,13,12,693,14,13,1,0,0,14,1,1,0,0,14,1
"276",633,41,14,12,9,1303,12,12,1,0,0,12,1,1,0,0,12,1
"277",653,41,14,11,11,2574,13,11,1,0,0,13,1,1,0,0,13,1
"278",773,41,14,10,12,1204,11,10,1,0,0,11,1,1,0,0,11,1
"279",2438,98,14,20,7,3025,10,20,1,0,0,10,1,0.701,0.093,0.206,10,1
"280",2473,99,14,14,16,1791,20,14,1,0,0,20,0.512,0.993,0,0.007,20,0.657
"281",2550,99,14,14,16,2493,18,14,1,0,0,20,0.512,0.993,0,0.007,20,0.657
"282",2563,99,14,14,16,8177,19,14,1,0,0,20,0.512,0.993,0,0.007,20,0.657
"283",2900,120,14,19,10,1554,16,19,1,0,0,16,0.648,1,0,0,16,0.694
"284",2903,120,14,19,10,2046,17,19,1,0,0,16,0.648,1,0,0,16,0.694
"285",3067,120,14,18,10,4097,15,18,1,0,0,15,0.687,1,0,0,15,0.624
"286",1,1,15,14,13,1958,10,4,0,0,1,10,1,0.144,0.77,0.086,10,1
"287",33,2,15,39,39,2688,17,16,1,0,0,17,0.906,0.41,0.434,0.156,17,0.929
"288",82,4,15,9,8,1222,9,1,1,0,0,1,0.366,0.024,0.859,0.118,1,0.455
"289",94,5,15,45,45,2225,5,5,1,0,0,5,0.315,0.365,0.5,0.135,5,0.364
"290",108,5,15,10,45,665,8,10,0,1,0,8,0.418,0.365,0.5,0.135,8,0.39
"291",151,6,15,7,5,2665,6,9,1,0,0,9,0.315,0.741,0.069,0.19,9,0.325
"292",166,8,15,9,9,2162,1,1,0,0,1,1,0.366,0.108,0.823,0.069,1,0.455
"293",193,9,15,28,28,1664,12,11,1,0,0,12,0.838,0.511,0.178,0.311,12,0.878
"294",219,10,15,20,20,2255,36,33,1,0,0,36,1,0.588,0.263,0.149,36,1
"295",233,11,15,23,23,3793,15,15,1,0,0,15,0.77,0.519,0.23,0.252,15,0.737
"296",250,13,15,29,16,1678,42,38,1,0,0,42,1,0.988,0,0.012,42,1
"297",251,13,15,16,16,3665,43,40,1,0,0,43,1,0.988,0,0.012,43,1
