"seccion","munn.x","edon.x","edo.x","disfed1979.x","disfed1997.x","disfed2006.x","disfed2018.x","disloc2012.x","disloc2018.x","cab","nota.x","X","munn.y","edon.y","edo.y","disfed1979.y","disfed1997.y","disfed2006.y","disfed2018.y","disloc2012.y","disloc2018.y","nota.y","escenario1","escenario2","escenario3","pri_clv1","pri_clv2","juanZepedaPerez1","lorenzoLopezMendez1a","lorenzoLopezMendez1b","antonioPerezGomez1","leonardoLopezPerez1","magdalenaGironLopez1","JoseDomingoVazquezLopez1a","JoseDomingoVazquezLopez1b","esc1_priCLV1","esc2_priCLV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
1158,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1158,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823,0.823,24,1
1159,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1159,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823,0.823,24,1
1160,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1160,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823,0.823,24,1
1161,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1161,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823,0.823,24,1
1162,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1162,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823,0.823,24,1
1163,77,7,"cps",2,5,5,5,5,5,"San Cristóbal de las Casas","0",1163,77,7,"cps",2,5,5,5,5,1,NA,24,24,1,22,1,"D","I","N","24","24","24","24","24",0,0,5,0.823,0.823,24,1
1164,77,7,"cps",2,5,5,11,5,22,"Chamula","munn=77",1164,77,7,"cps",2,5,5,11,5,5,"munn=77",21,21,5,22,5,"21","21","21","21","21","21","21","21",0,0,22,0.541,0.412,21,0.784
1165,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1165,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,1,0.6,0.174,15,0.185
1166,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1166,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,1,0.6,0.174,15,0.185
1167,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1167,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,1,0.6,0.174,15,0.185
1168,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1168,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,1,0.6,0.174,15,0.185
1169,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1169,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,1,0.6,0.174,15,0.185
1170,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1170,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,1,0.6,0.174,15,0.185
1171,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1171,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,1,0.6,0.174,15,0.185
1172,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1172,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,1,0.6,0.174,15,0.185
1173,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1173,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,1,0.6,0.174,15,0.185
1174,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1174,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,1,0.6,0.174,15,0.185
1175,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1175,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,1,0.6,0.174,15,0.185
1176,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1176,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,1,0.6,0.174,15,0.185
1177,78,7,"cps",1,4,4,4,13,2,"Tuxtla Gutiérrez","0",1177,78,7,"cps",1,4,4,4,13,9,NA,1,1,9,11,9,"1","1","1","1","1","1","1","1",0,0,1,0.6,0.174,15,0.185
1178,79,7,"cps",9,3,2,5,21,4,"Yajalón","0",1178,79,7,"cps",9,3,2,5,21,2,NA,18,18,2,17,2,"A","H","L","18","18","X","18","18",0,0,7,0.579,0.274,17,0.694
1179,79,7,"cps",9,3,2,5,21,4,"Yajalón","0",1179,79,7,"cps",9,3,2,5,21,2,NA,18,18,2,17,2,"A","H","L","18","18","X","18","18",0,0,7,0.579,0.274,17,0.694
1180,79,7,"cps",9,3,2,5,21,4,"Yajalón","0",1180,79,7,"cps",9,3,2,5,21,2,NA,18,18,2,17,2,"A","H","L","18","18","X","18","18",0,0,7,0.579,0.274,17,0.694
1181,79,7,"cps",9,3,2,5,21,4,"Yajalón","0",1181,79,7,"cps",9,3,2,5,21,2,NA,18,18,2,17,2,"A","H","L","18","18","X","18","18",0,0,7,0.579,0.274,17,0.694
1182,79,7,"cps",9,3,2,5,21,4,"Yajalón","0",1182,79,7,"cps",9,3,2,5,21,2,NA,18,18,2,17,2,"A","H","L","18","18","X","18","18",0,0,7,0.579,0.274,17,0.694
1183,79,7,"cps",9,3,2,5,21,4,"Yajalón","0",1183,79,7,"cps",9,3,2,5,21,2,NA,18,18,2,17,2,"A","H","L","18","18","X","18","18",0,0,7,0.579,0.274,17,0.694
1184,79,7,"cps",9,3,2,5,21,4,"Yajalón","0",1184,79,7,"cps",9,3,2,5,21,2,NA,18,18,2,17,2,"A","H","L","18","18","X","18","18",0,0,7,0.579,0.274,17,0.694
1185,79,7,"cps",9,3,2,5,21,4,"Yajalón","0",1185,79,7,"cps",9,3,2,5,21,2,NA,18,18,2,17,2,"A","H","L","18","18","X","18","18",0,0,7,0.579,0.274,17,0.694
1186,79,7,"cps",9,3,2,5,21,4,"Yajalón","0",1186,79,7,"cps",9,3,2,5,21,2,NA,18,18,2,17,2,"A","H","L","18","18","X","18","18",0,0,7,0.579,0.274,17,0.694
1187,80,7,"cps",2,6,6,5,4,3,"Chiapa de Corzo","0",1187,80,7,"cps",2,6,6,5,4,16,NA,1,1,16,2,16,"1","1","1","1","1","1","1","1",0,0,3,0.6,0.455,1,0.491
1188,80,7,"cps",2,6,6,5,4,3,"Chiapa de Corzo","0",1188,80,7,"cps",2,6,6,5,4,16,NA,1,1,16,2,16,"1","1","1","1","1","1","1","1",0,0,3,0.6,0.455,1,0.491
1189,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1189,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,23,0.325,0.515,8,0.416
1190,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1190,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,23,0.325,0.515,8,0.416
1191,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1191,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,23,0.325,0.515,8,0.416
1192,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1192,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,23,0.325,0.515,8,0.416
1193,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1193,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,23,0.325,0.515,8,0.416
1194,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1194,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,23,0.325,0.515,8,0.416
1195,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1195,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,23,0.325,0.515,8,0.416
1196,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1196,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,23,0.325,0.515,8,0.416
1197,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1197,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,23,0.325,0.515,8,0.416
1198,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1198,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,23,0.325,0.515,8,0.416
1199,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1199,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,23,0.325,0.515,8,0.416
1200,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1200,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,23,0.325,0.515,8,0.416
1201,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1201,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,23,0.325,0.515,8,0.416
1202,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1202,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,23,0.325,0.515,8,0.416
1203,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1203,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,23,0.325,0.515,8,0.416
1204,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1204,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,23,0.325,0.515,8,0.416
1205,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1205,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,23,0.325,0.515,8,0.416
1206,81,7,"cps",7,10,11,13,17,23,"Villa Corzo","0",1206,81,7,"cps",7,10,11,13,17,7,NA,5,5,7,8,7,"5","5","5","5","5","5","5","5",0,0,23,0.325,0.515,8,0.416
1207,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1207,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537,0.537,22,1
1208,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1208,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537,0.537,22,1
1209,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1209,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537,0.537,22,1
1210,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1210,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537,0.537,22,1
1211,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1211,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537,0.537,22,1
1212,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1212,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537,0.537,22,1
1213,117,7,"cps",9,2,2,2,10,8,"Simojovel","munn=82",1213,117,7,"cps",9,2,2,2,10,4,"munn=82",22,22,4,12,4,"22","22","22","22","T","22","22","22",0,0,8,0.537,0.537,22,1
1214,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1214,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537,0.537,22,1
1215,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1215,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537,0.537,22,1
1216,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1216,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537,0.537,22,1
1217,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1217,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537,0.537,22,1
1218,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1218,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537,0.537,22,1
1219,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1219,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537,0.537,22,1
1220,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1220,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537,0.537,22,1
1221,82,7,"cps",9,2,2,2,10,8,"Simojovel","0",1221,82,7,"cps",9,2,2,2,10,4,NA,22,22,4,12,4,"22","22","Q","22","T","22","22","22",0,0,8,0.537,0.537,22,1
1222,83,7,"cps",9,3,2,3,7,4,"Yajalón","0",1222,83,7,"cps",9,3,2,3,7,2,NA,17,17,2,17,2,"B","17","17","17","17","W","17","17",1,0,7,0.313,0.274,17,0.694
1223,83,7,"cps",9,3,2,3,7,4,"Yajalón","0",1223,83,7,"cps",9,3,2,3,7,2,NA,17,17,2,17,2,"B","17","17","17","17","W","17","17",1,0,7,0.313,0.274,17,0.694
1224,83,7,"cps",9,3,2,3,7,4,"Yajalón","0",1224,83,7,"cps",9,3,2,3,7,2,NA,17,17,2,17,2,"B","17","17","17","17","W","17","17",1,0,7,0.313,0.274,17,0.694
1225,83,7,"cps",9,3,2,3,7,4,"Yajalón","0",1225,83,7,"cps",9,3,2,3,7,2,NA,17,17,2,17,2,"B","17","17","17","17","W","17","17",1,0,7,0.313,0.274,17,0.694
1226,84,7,"cps",3,8,8,8,4,6,"Comitán","0",1226,84,7,"cps",3,8,8,8,4,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
1227,84,7,"cps",3,8,8,8,4,6,"Comitán","0",1227,84,7,"cps",3,8,8,8,4,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
1228,84,7,"cps",3,8,8,8,4,6,"Comitán","0",1228,84,7,"cps",3,8,8,8,4,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
1229,84,7,"cps",3,8,8,8,4,6,"Comitán","0",1229,84,7,"cps",3,8,8,8,4,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
1230,84,7,"cps",3,8,8,8,4,6,"Comitán","0",1230,84,7,"cps",3,8,8,8,4,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
1231,84,7,"cps",3,8,8,8,4,6,"Comitán","0",1231,84,7,"cps",3,8,8,8,4,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
1232,84,7,"cps",3,8,8,8,4,6,"Comitán","0",1232,84,7,"cps",3,8,8,8,4,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
1233,85,7,"cps",9,2,4,4,12,12,"Pichucalco","0",1233,85,7,"cps",9,2,4,4,12,12,NA,4,4,12,5,12,"4","4","P","4","4","4","4","4",0,0,12,0.655,0.53,4,0.543
1234,85,7,"cps",9,2,4,4,12,12,"Pichucalco","0",1234,85,7,"cps",9,2,4,4,12,12,NA,4,4,12,5,12,"4","4","P","4","4","4","4","4",0,0,12,0.655,0.53,4,0.543
1235,85,7,"cps",9,2,4,4,12,12,"Pichucalco","0",1235,85,7,"cps",9,2,4,4,12,12,NA,4,4,12,5,12,"4","4","P","4","4","4","4","4",0,0,12,0.655,0.53,4,0.543
1236,86,7,"cps",4,6,6,2,3,11,"Bochil","0",1236,86,7,"cps",4,6,6,2,3,11,NA,23,23,11,11,11,"23","23","23","23","23","23","23","23",0,0,11,0.169,0.416,23,0.524
1237,86,7,"cps",4,6,6,2,3,11,"Bochil","0",1237,86,7,"cps",4,6,6,2,3,11,NA,23,23,11,11,11,"23","23","23","23","23","23","23","23",0,0,11,0.169,0.416,23,0.524
1238,86,7,"cps",4,6,6,2,3,11,"Bochil","0",1238,86,7,"cps",4,6,6,2,3,11,NA,23,23,11,11,11,"23","23","23","23","23","23","23","23",0,0,11,0.169,0.416,23,0.524
1239,86,7,"cps",4,6,6,2,3,11,"Bochil","0",1239,86,7,"cps",4,6,6,2,3,11,NA,23,23,11,11,11,"23","23","23","23","23","23","23","23",0,0,11,0.169,0.416,23,0.524
1240,87,7,"cps",1,4,6,6,3,14,"Cintalapa","0",1240,87,7,"cps",1,4,6,6,3,21,NA,10,10,21,23,21,"10","10","10","10","10","10","10","10",0,0,14,0.278,0.809,13,0.43
1241,87,7,"cps",1,4,6,6,3,14,"Cintalapa","0",1241,87,7,"cps",1,4,6,6,3,21,NA,10,10,21,23,21,"10","10","10","10","10","10","10","10",0,0,14,0.278,0.809,13,0.43
1242,87,7,"cps",1,4,6,6,3,14,"Cintalapa","0",1242,87,7,"cps",1,4,6,6,3,21,NA,10,10,21,23,21,"10","10","10","10","10","10","10","10",0,0,14,0.278,0.809,13,0.43
1243,87,7,"cps",1,4,6,6,3,14,"Cintalapa","0",1243,87,7,"cps",1,4,6,6,3,21,NA,10,10,21,23,21,"10","10","10","10","10","10","10","10",0,0,14,0.278,0.809,13,0.43
1244,87,7,"cps",1,4,6,6,3,14,"Cintalapa","0",1244,87,7,"cps",1,4,6,6,3,21,NA,10,10,21,23,21,"10","10","10","10","10","10","10","10",0,0,14,0.278,0.809,13,0.43
1245,87,7,"cps",1,4,6,6,3,14,"Cintalapa","0",1245,87,7,"cps",1,4,6,6,3,21,NA,10,10,21,23,21,"10","10","10","10","10","10","10","10",0,0,14,0.278,0.809,13,0.43
1246,87,7,"cps",1,4,6,6,3,14,"Cintalapa","0",1246,87,7,"cps",1,4,6,6,3,21,NA,10,10,21,23,21,"10","10","10","10","10","10","10","10",0,0,14,0.278,0.809,13,0.43
1247,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1247,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1248,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1248,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1249,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1249,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1250,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1250,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1251,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1251,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1252,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1252,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1253,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1253,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1254,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1254,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1255,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1255,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1256,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1256,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1257,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1257,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1258,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1258,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1259,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1259,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1260,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1260,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1261,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1261,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1262,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1262,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1263,88,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1263,88,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7,12,0.331
1264,89,7,"cps",4,2,4,4,12,12,"Pichucalco","0",1264,89,7,"cps",4,2,4,4,12,12,NA,4,4,12,5,12,"4","4","4","4","4","4","4","4",0,0,12,0.655,0.53,4,0.543
1265,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1265,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,18,14,"12","12","12","12","12","12","12","12",0,0,18,0.538,0.485,12,0.392
1266,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1266,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,18,14,"12","12","12","12","12","12","12","12",0,0,18,0.538,0.485,12,0.392
1267,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1267,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,18,14,"12","12","12","12","12","12","12","12",0,0,18,0.538,0.485,12,0.392
1268,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1268,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538,0.485,12,0.392
1269,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1269,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538,0.485,12,0.392
1270,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1270,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538,0.485,12,0.392
1271,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1271,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538,0.485,12,0.392
1272,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1272,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538,0.485,12,0.392
1273,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1273,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538,0.485,12,0.392
1274,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1274,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538,0.485,12,0.392
1275,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1275,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538,0.485,12,0.392
1276,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1276,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538,0.485,12,0.392
1277,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1277,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538,0.485,12,0.392
1278,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1278,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538,0.485,12,0.392
1279,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1279,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538,0.485,12,0.392
1280,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1280,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538,0.485,12,0.392
1281,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1281,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538,0.485,12,0.392
1282,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1282,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538,0.485,12,0.392
1283,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1283,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538,0.485,12,0.392
1284,90,7,"cps",5,12,12,12,18,19,"Tapachula","0",1284,90,7,"cps",5,12,12,12,18,14,NA,12,12,14,13,14,"12","12","12","12","12","12","12","12",0,0,18,0.538,0.485,12,0.392
