"seccion","munn","edon","disloc2018","disloc2015","pobtot","esc1","esc3","SQ","dsi_pob"
764,27,24,11,10,665,2,3,10,0.905619200229599
765,27,24,11,10,144,2,3,10,0.905619200229599
766,27,24,11,10,268,2,3,10,0.905619200229599
767,27,24,11,10,547,2,3,10,0.905619200229599
768,27,24,11,10,132,2,3,10,0.905619200229599
769,27,24,11,10,404,2,3,10,0.905619200229599
770,27,24,11,10,173,2,3,10,0.905619200229599
771,27,24,11,10,350,2,3,10,0.905619200229599
772,27,24,11,10,443,2,3,10,0.905619200229599
773,28,24,2,5,13064,14,10,5,0.84711309883557
774,28,24,5,5,12282,14,8,5,0.84711309883557
775,28,24,5,5,16125,14,8,5,0.84711309883557
776,28,24,5,5,7275,14,8,5,0.84711309883557
777,28,24,2,5,1791,14,10,5,0.84711309883557
778,28,24,2,5,4117,14,10,5,0.84711309883557
779,28,24,2,5,6552,14,10,5,0.84711309883557
780,28,24,2,5,3382,14,10,5,0.84711309883557
781,28,24,5,5,5796,14,8,5,0.84711309883557
782,28,24,5,5,2975,14,8,5,0.84711309883557
783,28,24,2,5,4118,14,10,5,0.84711309883557
784,28,24,2,5,2068,14,10,5,0.84711309883557
785,28,24,2,5,2252,14,10,5,0.84711309883557
786,28,24,2,5,4848,14,10,5,0.84711309883557
787,28,24,7,5,12057,14,9,5,0.84711309883557
788,28,24,2,5,1262,14,10,5,0.84711309883557
789,28,24,2,5,2256,14,10,5,0.84711309883557
790,28,24,2,5,2732,14,10,5,0.84711309883557
791,28,24,5,5,3497,14,8,5,0.84711309883557
792,28,24,5,5,4474,14,8,5,0.84711309883557
793,28,24,2,5,1694,14,10,5,0.84711309883557
794,28,24,2,5,3079,14,10,5,0.84711309883557
795,28,24,2,5,3376,14,10,5,0.84711309883557
796,28,24,2,5,3450,14,10,5,0.84711309883557
797,28,24,7,5,2542,14,9,5,0.84711309883557
798,28,24,7,5,1521,12,9,7,0.249361955099405
799,28,24,2,5,1198,14,10,5,0.84711309883557
800,28,24,2,5,1491,14,10,5,0.84711309883557
801,28,24,2,5,1512,14,10,5,0.84711309883557
802,28,24,2,5,1453,14,10,5,0.84711309883557
803,28,24,2,5,3220,14,10,5,0.84711309883557
804,28,24,2,5,913,14,10,5,0.84711309883557
805,28,24,7,5,10192,14,9,5,0.84711309883557
806,28,24,2,5,1016,14,10,5,0.84711309883557
807,28,24,2,5,1180,14,10,5,0.84711309883557
808,28,24,5,5,2832,14,8,5,0.84711309883557
809,28,24,5,7,2032,14,8,5,0.84711309883557
810,28,24,2,7,2516,14,10,5,0.84711309883557
811,28,24,2,5,820,14,10,5,0.84711309883557
812,28,24,2,5,1716,14,10,5,0.84711309883557
813,28,24,2,5,1537,14,10,5,0.84711309883557
814,28,24,2,5,1403,14,10,5,0.84711309883557
815,28,24,2,5,1522,14,10,5,0.84711309883557
816,28,24,2,5,2070,14,10,5,0.84711309883557
817,28,24,2,5,1278,14,10,5,0.84711309883557
818,28,24,2,5,743,14,10,5,0.84711309883557
819,28,24,2,5,995,14,10,5,0.84711309883557
820,28,24,2,5,930,14,10,5,0.84711309883557
821,28,24,2,5,3111,14,10,5,0.84711309883557
822,28,24,2,7,1631,10,10,7,0.451239380428995
823,28,24,2,7,1198,10,10,7,0.451239380428995
824,28,24,2,7,2016,10,10,7,0.451239380428995
825,28,24,2,7,1479,10,10,7,0.451239380428995
826,28,24,2,7,1605,10,10,7,0.451239380428995
827,28,24,2,7,1281,10,10,7,0.451239380428995
828,28,24,7,7,2848,10,9,7,0.451239380428995
829,28,24,7,7,2496,10,9,7,0.451239380428995
830,28,24,7,7,2502,10,9,7,0.451239380428995
831,28,24,7,7,1986,10,9,7,0.451239380428995
832,28,24,7,7,1540,10,9,7,0.451239380428995
833,28,24,7,7,1546,10,9,7,0.451239380428995
834,28,24,7,7,2123,10,9,7,0.451239380428995
835,28,24,2,7,2083,10,10,7,0.451239380428995
836,28,24,2,7,938,10,10,7,0.451239380428995
837,28,24,2,7,1509,10,10,7,0.451239380428995
838,28,24,2,6,1448,11,10,9,0.631778815944048
839,28,24,2,6,1612,11,10,9,0.631778815944048
840,28,24,2,6,1461,11,10,9,0.631778815944048
841,28,24,2,6,1019,14,10,5,0.84711309883557
842,28,24,2,7,2082,10,10,7,0.451239380428995
843,28,24,2,7,2130,10,10,7,0.451239380428995
844,28,24,2,7,3727,10,10,7,0.451239380428995
845,28,24,7,7,1175,10,9,7,0.451239380428995
846,28,24,7,7,2574,10,9,7,0.451239380428995
847,28,24,7,7,3459,10,9,7,0.451239380428995
848,28,24,7,7,1902,10,9,7,0.451239380428995
849,28,24,2,6,1085,10,10,7,0.451239380428995
850,28,24,2,6,978,10,10,7,0.451239380428995
851,28,24,2,6,1562,11,10,9,0.631778815944048
852,28,24,2,6,979,11,10,9,0.631778815944048
853,28,24,2,6,592,10,10,7,0.451239380428995
854,28,24,2,6,1108,10,10,7,0.451239380428995
855,28,24,2,6,833,10,10,7,0.451239380428995
856,28,24,2,6,1158,10,10,7,0.451239380428995
857,28,24,2,7,3240,10,10,7,0.451239380428995
858,28,24,2,7,1649,10,10,7,0.451239380428995
