"seccion","munn","edon","disloc2017","disloc2013","pobtot","esc1","esc3","SQ","dsi_pob"
247,1,25,8,4,986,21,8,6,0.212660697788868
248,1,25,8,4,2202,21,8,6,0.212660697788868
249,1,25,8,4,495,21,8,6,0.212660697788868
250,1,25,8,4,474,21,8,6,0.212660697788868
251,1,25,8,4,479,21,8,6,0.212660697788868
252,1,25,8,4,5275,21,8,6,0.212660697788868
253,1,25,8,4,919,21,8,6,0.212660697788868
254,1,25,8,4,899,21,8,6,0.212660697788868
255,1,25,3,4,874,19,3,4,0.402935226076802
256,1,25,8,4,1489,21,8,6,0.212660697788868
257,1,25,3,4,686,22,3,3,0.237898829483039
258,1,25,3,4,752,22,3,3,0.237898829483039
259,1,25,3,4,554,22,3,3,0.237898829483039
260,1,25,7,4,1881,22,7,3,0.237898829483039
261,1,25,3,4,749,22,3,3,0.237898829483039
262,1,25,3,4,554,22,3,3,0.237898829483039
263,1,25,3,4,383,22,3,3,0.237898829483039
264,1,25,3,4,316,22,3,3,0.237898829483039
265,1,25,3,4,677,22,3,3,0.237898829483039
266,1,25,3,4,177,22,3,3,0.237898829483039
267,1,25,3,4,929,22,3,3,0.237898829483039
268,1,25,3,4,133,22,3,3,0.237898829483039
269,1,25,3,4,1559,19,3,4,0.402935226076802
270,1,25,3,4,549,19,3,4,0.402935226076802
271,1,25,3,4,1283,19,3,4,0.402935226076802
272,1,25,3,4,179,19,3,4,0.402935226076802
273,1,25,3,4,2700,19,3,4,0.402935226076802
274,1,25,7,3,235,22,7,3,0.237898829483039
275,1,25,3,4,284,19,3,4,0.402935226076802
276,1,25,3,4,700,19,3,4,0.402935226076802
277,1,25,3,4,941,19,3,4,0.402935226076802
278,1,25,3,4,466,19,3,4,0.402935226076802
279,1,25,3,4,1086,19,3,4,0.402935226076802
280,1,25,3,4,729,19,3,4,0.402935226076802
281,1,25,3,4,1623,19,3,4,0.402935226076802
282,1,25,3,4,1638,19,3,4,0.402935226076802
283,1,25,8,3,1675,21,8,6,0.212660697788868
284,1,25,8,3,720,21,8,6,0.212660697788868
285,1,25,8,3,833,21,8,6,0.212660697788868
286,1,25,8,3,494,21,8,6,0.212660697788868
287,1,25,9,3,622,21,9,6,0.212660697788868
288,1,25,9,3,453,21,9,6,0.212660697788868
289,1,25,9,3,422,21,9,6,0.212660697788868
290,1,25,9,3,1746,21,9,6,0.212660697788868
291,1,25,9,3,816,24,9,3,0.376307419414031
292,1,25,9,3,690,24,9,3,0.376307419414031
293,1,25,3,3,809,19,3,4,0.402935226076802
294,1,25,3,3,946,19,3,4,0.402935226076802
295,1,25,3,3,563,19,3,4,0.402935226076802
