"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2016","disloc2013","X","edon.y","munn.y","escenario1","escenario2","escenario3","panal_cnv1","pri_clv1","pan_cnv2","esc1_panalCNV1","esc1_priCLV1","esc2_panCNV2","SQ","dsiSQ_E1","dsiSQ_E3"
489,1,1,"ags",1,2,2,2,8,13,484,1,1,8,8,8,8,5,8,1,0,1,13,0.321,0.321
490,1,1,"ags",1,2,2,2,8,13,485,1,1,8,8,8,8,5,8,1,0,1,13,0.321,0.321
491,1,1,"ags",1,2,2,2,8,13,486,1,1,8,8,8,8,5,8,1,0,1,13,0.321,0.321
492,1,1,"ags",1,2,2,2,8,12,487,1,1,8,8,8,8,5,8,1,0,1,13,0.321,0.321
493,1,1,"ags",1,2,2,2,7,12,488,1,1,7,7,7,7,4,7,1,0,1,12,0.522,0.522
494,1,1,"ags",1,2,2,2,7,12,489,1,1,7,7,7,7,4,7,1,0,1,12,0.522,0.522
495,1,1,"ags",1,2,2,2,7,12,490,1,1,7,7,7,7,4,7,1,0,1,12,0.522,0.522
496,1,1,"ags",1,2,2,2,7,12,491,1,1,7,7,7,7,4,7,1,0,1,12,0.522,0.522
497,1,1,"ags",1,2,2,2,7,12,492,1,1,7,7,7,7,4,7,1,0,1,12,0.522,0.522
498,1,1,"ags",1,2,2,2,8,12,493,1,1,8,8,8,8,5,8,1,0,1,13,0.321,0.321
499,1,1,"ags",1,2,2,2,8,13,494,1,1,8,8,8,8,5,8,1,0,1,13,0.321,0.321
500,1,1,"ags",1,2,2,2,8,13,495,1,1,8,8,8,8,5,8,1,0,1,13,0.321,0.321
501,1,1,"ags",1,2,2,2,8,13,496,1,1,8,8,8,8,5,8,1,0,1,13,0.321,0.321
502,1,1,"ags",1,2,2,2,8,13,497,1,1,8,8,8,8,5,8,1,0,1,13,0.321,0.321
503,1,1,"ags",1,2,2,2,8,13,498,1,1,8,8,8,8,5,8,1,0,1,13,0.321,0.321
504,1,1,"ags",1,2,2,2,8,13,499,1,1,8,8,8,8,5,8,1,0,1,13,0.321,0.321
505,1,1,"ags",1,2,2,2,8,13,500,1,1,8,8,8,8,5,8,1,0,1,13,0.321,0.321
506,1,1,"ags",1,2,2,2,8,13,501,1,1,8,8,8,8,5,8,1,0,1,13,0.321,0.321
507,1,1,"ags",1,2,2,2,8,13,502,1,1,8,8,8,8,5,8,1,0,1,13,0.321,0.321
508,1,1,"ags",1,2,2,2,5,12,503,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
509,1,1,"ags",1,2,2,2,5,12,504,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
510,1,1,"ags",1,2,2,2,5,12,505,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
511,1,1,"ags",1,2,2,2,8,13,506,1,1,8,8,8,8,5,8,1,0,1,13,0.321,0.321
512,1,1,"ags",1,2,2,2,5,13,507,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
513,1,1,"ags",1,2,2,2,5,12,508,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
514,1,1,"ags",1,3,2,2,15,14,509,1,1,15,15,15,15,12,15,1,0,1,14,0.278,0.278
515,1,1,"ags",1,3,2,2,15,14,510,1,1,15,15,15,15,12,15,1,0,1,14,0.278,0.278
516,1,1,"ags",1,3,2,2,9,14,511,1,1,9,9,9,15,6,9,0,0,1,16,0.322,0.322
517,1,1,"ags",1,3,2,2,15,14,512,1,1,15,15,15,15,12,15,1,0,1,14,0.278,0.278
518,1,1,"ags",1,3,2,2,15,14,513,1,1,15,15,15,15,12,15,1,0,1,14,0.278,0.278
519,1,1,"ags",1,3,2,2,15,14,514,1,1,15,15,15,15,12,15,1,0,1,14,0.278,0.278
520,1,1,"ags",1,3,2,2,15,14,515,1,1,15,15,15,15,12,15,1,0,1,14,0.278,0.278
521,1,1,"ags",1,3,2,2,15,14,516,1,1,15,15,15,15,12,15,1,0,1,14,0.278,0.278
522,1,1,"ags",1,3,2,2,9,14,517,1,1,9,9,9,15,6,9,0,0,1,16,0.322,0.322
523,1,1,"ags",1,3,2,2,9,14,518,1,1,9,9,9,15,6,9,0,0,1,16,0.322,0.322
524,1,1,"ags",1,3,2,2,9,14,519,1,1,9,9,9,5,6,9,0,0,1,16,0.322,0.322
525,1,1,"ags",1,3,2,2,9,18,520,1,1,9,9,9,15,6,9,0,0,1,16,0.322,0.322
526,1,1,"ags",1,3,2,2,15,18,521,1,1,15,15,15,15,12,15,1,0,1,14,0.278,0.278
527,1,1,"ags",1,3,2,2,15,18,522,1,1,15,15,15,15,12,15,1,0,1,14,0.278,0.278
528,1,1,"ags",1,3,2,2,15,18,523,1,1,15,15,15,15,3,15,1,0,1,14,0.278,0.278
529,1,1,"ags",1,3,2,2,9,18,524,1,1,9,9,9,5,6,9,0,0,1,16,0.322,0.322
530,1,1,"ags",1,3,2,2,9,14,525,1,1,9,9,9,5,6,9,0,0,1,16,0.322,0.322
531,1,1,"ags",1,3,2,2,9,18,526,1,1,9,9,9,5,6,9,0,0,1,16,0.322,0.322
532,1,1,"ags",1,3,2,2,9,18,527,1,1,9,9,9,5,3,9,0,0,1,16,0.322,0.322
533,1,1,"ags",1,3,2,2,9,18,528,1,1,9,9,9,5,3,9,0,0,1,16,0.322,0.322
534,1,1,"ags",1,3,2,3,6,18,529,1,1,6,6,6,5,3,6,0,0,1,18,0.594,0.594
535,1,1,"ags",1,3,2,3,6,18,530,1,1,6,6,6,6,3,6,1,0,1,18,0.594,0.594
536,1,1,"ags",1,3,2,3,6,18,531,1,1,6,6,6,6,3,6,1,0,1,18,0.594,0.594
537,1,1,"ags",1,3,2,3,6,18,532,1,1,6,6,6,6,3,6,1,0,1,18,0.594,0.594
538,1,1,"ags",1,3,2,3,6,18,533,1,1,6,6,6,6,3,6,1,0,1,18,0.594,0.594
539,1,1,"ags",1,3,2,3,6,18,534,1,1,6,6,6,6,3,6,1,0,1,18,0.594,0.594
540,1,1,"ags",1,3,2,3,6,18,535,1,1,6,6,6,6,3,6,1,0,1,18,0.594,0.594
541,1,1,"ags",1,3,2,3,6,18,536,1,1,6,6,6,6,3,6,1,0,1,18,0.594,0.594
542,1,1,"ags",1,3,2,3,6,18,537,1,1,6,6,6,6,3,6,1,0,1,18,0.594,0.594
543,1,1,"ags",1,3,2,3,6,18,538,1,1,6,6,6,6,3,6,1,0,1,18,0.594,0.594
544,1,1,"ags",1,3,2,3,6,18,539,1,1,6,6,6,6,3,6,1,0,1,18,0.594,0.594
545,1,1,"ags",1,3,2,3,6,18,540,1,1,6,6,6,6,3,6,1,0,1,18,0.594,0.594
546,1,1,"ags",1,3,2,3,6,18,541,1,1,6,6,6,6,3,6,1,0,1,18,0.594,0.594
547,1,1,"ags",1,3,2,3,6,18,542,1,1,6,6,6,6,3,6,1,0,1,18,0.594,0.594
548,1,1,"ags",2,2,2,2,5,13,543,1,1,5,5,5,9,2,5,0,0,1,16,0.327,0.327
549,1,1,"ags",2,2,2,2,5,13,544,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
550,1,1,"ags",2,2,2,2,5,13,545,1,1,5,5,5,9,2,5,0,0,1,16,0.327,0.327
551,1,1,"ags",2,2,2,2,5,13,546,1,1,5,5,5,9,2,5,0,0,1,16,0.327,0.327
552,1,1,"ags",2,2,2,2,5,13,547,1,1,5,5,5,9,2,5,0,0,1,16,0.327,0.327
553,1,1,"ags",2,2,2,2,5,13,548,1,1,5,5,5,9,2,5,0,0,1,16,0.327,0.327
554,1,1,"ags",2,2,2,2,5,13,549,1,1,5,5,5,9,2,5,0,0,1,16,0.327,0.327
555,1,1,"ags",2,2,2,2,5,13,550,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
556,1,1,"ags",2,2,2,2,5,13,551,1,1,5,5,5,9,2,5,0,0,1,16,0.327,0.327
557,1,1,"ags",2,2,2,2,5,13,552,1,1,5,5,5,9,2,5,0,0,1,16,0.327,0.327
558,1,1,"ags",2,2,2,2,9,13,553,1,1,9,9,9,9,6,9,1,0,1,16,0.322,0.322
559,1,1,"ags",2,2,2,2,9,16,554,1,1,9,9,9,9,6,9,1,0,1,16,0.322,0.322
560,1,1,"ags",2,2,2,2,5,16,555,1,1,5,5,5,9,2,5,0,0,1,16,0.327,0.327
561,1,1,"ags",2,2,2,2,9,16,556,1,1,9,9,9,9,6,9,1,0,1,16,0.322,0.322
562,1,1,"ags",2,2,2,2,9,16,557,1,1,9,9,9,9,6,9,1,0,1,16,0.322,0.322
563,1,1,"ags",2,2,2,2,9,16,558,1,1,9,9,9,9,6,9,1,0,1,16,0.322,0.322
564,1,1,"ags",2,2,2,2,9,16,559,1,1,9,9,9,9,6,9,1,0,1,16,0.322,0.322
565,1,1,"ags",2,2,2,2,9,16,560,1,1,9,9,9,9,6,9,1,0,1,16,0.322,0.322
566,1,1,"ags",2,2,2,2,9,16,561,1,1,9,9,9,9,6,9,1,0,1,16,0.322,0.322
567,1,1,"ags",2,2,2,2,9,16,562,1,1,9,9,9,9,6,9,1,0,1,16,0.322,0.322
568,1,1,"ags",2,2,2,2,9,16,563,1,1,9,9,9,9,6,9,1,0,1,16,0.322,0.322
569,1,1,"ags",2,2,2,2,9,16,564,1,1,9,9,9,9,6,9,1,0,1,16,0.322,0.322
570,1,1,"ags",2,2,2,2,9,16,565,1,1,9,9,9,9,6,9,1,0,1,16,0.322,0.322
571,1,1,"ags",2,2,2,2,9,16,566,1,1,9,9,9,9,6,9,1,0,1,16,0.322,0.322
572,1,1,"ags",2,2,2,2,5,16,567,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
573,1,1,"ags",2,2,2,2,5,12,568,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
574,1,1,"ags",2,2,2,2,7,12,569,1,1,7,7,7,7,4,7,1,0,1,12,0.522,0.522
575,1,1,"ags",2,2,2,2,7,12,570,1,1,7,7,7,7,4,7,1,0,1,12,0.522,0.522
576,1,1,"ags",2,2,2,2,5,16,571,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
577,1,1,"ags",2,2,2,2,5,16,572,1,1,5,5,5,5,3,5,1,0,1,16,0.327,0.327
578,1,1,"ags",2,2,2,2,5,16,573,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
579,1,1,"ags",2,2,2,2,5,16,574,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
580,1,1,"ags",2,2,2,2,5,16,575,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
581,1,1,"ags",2,2,2,2,5,16,576,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
582,1,1,"ags",2,2,2,2,5,16,577,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
583,1,1,"ags",2,2,2,2,5,16,578,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
584,1,1,"ags",2,2,2,2,5,16,579,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
585,1,1,"ags",2,2,2,2,5,16,580,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
586,1,1,"ags",2,2,2,2,5,16,581,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
587,1,1,"ags",2,2,2,2,5,16,582,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
588,1,1,"ags",2,2,2,2,5,16,583,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
589,1,1,"ags",2,2,2,2,5,16,584,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
590,1,1,"ags",2,2,2,2,5,16,585,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
591,1,1,"ags",2,2,2,2,5,16,586,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
592,1,1,"ags",2,2,2,2,5,14,587,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
593,1,1,"ags",2,2,2,2,5,14,588,1,1,5,5,5,5,2,5,1,0,1,16,0.327,0.327
594,1,1,"ags",1,2,2,2,16,14,589,1,1,16,16,16,16,13,16,1,0,1,14,0.25,0.25
595,1,1,"ags",1,2,2,2,16,14,590,1,1,16,16,16,16,13,16,1,0,1,14,0.25,0.25
596,1,1,"ags",1,2,2,2,16,14,591,1,1,16,16,16,16,13,16,1,0,1,14,0.25,0.25
597,1,1,"ags",1,2,2,2,7,14,592,1,1,7,7,7,7,4,7,1,0,1,12,0.522,0.522
598,1,1,"ags",1,2,2,2,16,14,593,1,1,16,16,16,16,13,16,1,0,1,14,0.25,0.25
599,1,1,"ags",1,2,2,2,16,14,594,1,1,16,16,16,16,13,16,1,0,1,14,0.25,0.25
600,1,1,"ags",1,2,2,2,16,14,595,1,1,16,16,16,16,13,16,1,0,1,14,0.25,0.25
601,1,1,"ags",1,2,2,2,16,14,596,1,1,16,16,16,16,13,16,1,0,1,14,0.25,0.25
602,1,1,"ags",1,2,2,2,7,14,597,1,1,7,7,7,7,4,7,1,0,1,12,0.522,0.522
603,1,1,"ags",1,2,2,2,16,14,598,1,1,16,16,16,16,13,16,1,0,1,14,0.25,0.25
604,1,1,"ags",1,2,2,2,7,14,599,1,1,7,7,7,7,4,7,1,0,1,12,0.522,0.522
605,1,1,"ags",1,2,2,2,16,14,600,1,1,16,16,16,16,13,16,1,0,1,14,0.25,0.25
606,1,1,"ags",1,2,2,2,16,14,601,1,1,16,16,16,16,13,16,1,0,1,14,0.25,0.25
607,1,1,"ags",1,2,2,2,16,14,602,1,1,16,16,16,16,13,16,1,0,1,14,0.25,0.25
