"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2012","cab","X","edon.y","munn.y","escenario1","escenario2","escenario3_jge","escenario3","mc_clv1","pan_iee1","pri_clv1","pan_clv2","prd_clv2","prd_cnv2","esc1_priCLV1","esc1_panIEE1","esc1_mcCLV1","esc2_panCLV2","esc2_prdCLV2","esc2_prdCNV2","E1","dsiE1_E3"
368,7,17,"mor",1,1,1,1,2,4,"cuernavaca",368,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,10,0.876
369,7,17,"mor",1,1,1,1,2,4,"cuernavaca",369,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,10,0.876
370,7,17,"mor",1,1,1,1,2,4,"cuernavaca",370,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,10,0.876
371,7,17,"mor",1,1,1,1,2,4,"cuernavaca",371,17,7,10,10,9,9,3,1,10,10,9,9,1,0,0,1,0,0,10,0.876
372,7,17,"mor",1,1,1,1,2,4,"cuernavaca",372,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,10,0.876
373,7,17,"mor",1,1,1,1,2,4,"cuernavaca",373,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
374,7,17,"mor",1,1,1,1,2,4,"cuernavaca",374,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
375,7,17,"mor",1,1,1,1,2,4,"cuernavaca",375,17,7,10,10,9,9,4,3,10,10,9,9,1,0,0,1,0,0,10,0.876
376,7,17,"mor",1,1,1,1,2,4,"cuernavaca",376,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,10,0.876
377,7,17,"mor",1,1,1,1,2,4,"cuernavaca",377,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,10,0.876
378,7,17,"mor",1,1,1,1,2,4,"cuernavaca",378,17,7,10,10,9,9,3,1,10,10,9,9,1,0,0,1,0,0,10,0.876
379,7,17,"mor",1,1,1,1,2,4,"cuernavaca",379,17,7,10,10,9,9,3,1,10,10,9,9,1,0,0,1,0,0,10,0.876
380,7,17,"mor",1,1,1,1,2,4,"cuernavaca",380,17,7,10,10,9,9,4,1,9,10,9,9,0,0,0,1,0,0,10,0.876
381,7,17,"mor",1,1,1,1,2,4,"cuernavaca",381,17,7,10,10,9,9,4,3,9,10,9,9,0,0,0,1,0,0,10,0.876
382,7,17,"mor",1,1,1,1,2,4,"cuernavaca",382,17,7,10,10,9,9,4,3,10,10,9,9,1,0,0,1,0,0,10,0.876
383,7,17,"mor",1,1,1,1,2,4,"cuernavaca",383,17,7,10,10,9,9,4,3,9,10,9,9,0,0,0,1,0,0,10,0.876
384,7,17,"mor",1,1,1,1,2,4,"cuernavaca",384,17,7,10,10,9,9,4,1,9,10,9,9,0,0,0,1,0,0,10,0.876
385,7,17,"mor",1,1,1,1,2,4,"cuernavaca",385,17,7,10,10,9,9,4,3,7,10,9,9,0,0,0,1,0,0,10,0.876
386,7,17,"mor",1,1,1,1,2,4,"cuernavaca",386,17,7,10,10,9,9,4,3,7,10,9,9,0,0,0,1,0,0,10,0.876
387,7,17,"mor",1,1,2,2,5,4,"temixco",387,17,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
388,7,17,"mor",1,1,2,2,5,4,"temixco",388,17,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
389,7,17,"mor",1,1,1,1,2,1,"cuernavaca",389,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,10,0.876
390,7,17,"mor",1,1,1,1,1,1,"cuernavaca",390,17,7,8,8,8,8,5,3,10,8,8,8,0,0,0,1,1,1,8,0.936
391,8,17,"mor",3,2,2,2,8,5,"xochitepec",391,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,5,1
392,8,17,"mor",3,2,2,2,8,5,"xochitepec",392,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,5,1
393,8,17,"mor",3,2,2,2,8,5,"xochitepec",393,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,5,1
394,8,17,"mor",3,2,2,2,8,5,"xochitepec",394,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,5,1
395,8,17,"mor",3,2,2,2,8,5,"xochitepec",395,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,5,1
396,8,17,"mor",3,2,2,2,8,5,"xochitepec",396,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,5,1
397,8,17,"mor",3,2,2,2,8,5,"xochitepec",397,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,5,1
398,8,17,"mor",3,2,2,2,8,5,"xochitepec",398,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,5,1
399,8,17,"mor",3,2,2,2,8,5,"xochitepec",399,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,5,1
400,8,17,"mor",3,2,2,2,8,5,"xochitepec",400,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,5,1
401,8,17,"mor",3,2,2,2,8,5,"xochitepec",401,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,5,1
402,8,17,"mor",3,2,2,2,8,5,"xochitepec",402,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,5,1
403,8,17,"mor",3,2,2,2,8,5,"xochitepec",403,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,5,1
404,8,17,"mor",3,2,2,2,8,5,"xochitepec",404,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,5,1
405,8,17,"mor",3,2,2,2,8,5,"xochitepec",405,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,5,1
406,8,17,"mor",3,2,2,2,8,5,"xochitepec",406,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,5,1
407,8,17,"mor",3,2,2,2,8,5,"xochitepec",407,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,5,1
408,8,17,"mor",3,2,2,2,8,5,"xochitepec",408,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,5,1
409,8,17,"mor",3,2,2,2,8,5,"xochitepec",409,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,5,1
410,8,17,"mor",3,2,2,2,8,5,"xochitepec",410,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,5,1
411,8,17,"mor",3,2,2,2,8,5,"xochitepec",411,17,8,5,5,4,4,9,4,11,12,4,4,0,0,0,0,0,0,5,1
412,9,17,"mor",3,1,3,5,3,1,"tepoztlán",412,17,9,9,9,10,10,5,3,6,7,10,10,0,0,0,0,0,0,9,0.844
413,9,17,"mor",3,1,3,5,3,1,"tepoztlán",413,17,9,9,9,10,10,5,3,6,7,10,10,0,0,0,0,0,0,9,0.844
414,9,17,"mor",3,1,3,5,3,1,"tepoztlán",414,17,9,9,9,10,10,5,3,6,7,10,10,0,0,0,0,0,0,9,0.844
415,9,17,"mor",3,1,3,5,3,1,"tepoztlán",415,17,9,9,9,10,10,5,3,6,7,10,10,0,0,0,0,0,0,9,0.844
416,9,17,"mor",3,1,3,5,3,1,"tepoztlán",416,17,9,9,9,10,10,5,3,6,7,10,10,0,0,0,0,0,0,9,0.844
417,9,17,"mor",3,1,3,5,3,1,"tepoztlán",417,17,9,9,9,10,10,5,3,6,7,10,10,0,0,0,0,0,0,9,0.844
418,9,17,"mor",3,1,3,5,3,1,"tepoztlán",418,17,9,9,9,10,10,5,3,6,7,10,10,0,0,0,0,0,0,9,0.844
419,9,17,"mor",3,1,3,5,3,1,"tepoztlán",419,17,9,9,9,10,10,5,3,6,7,10,10,0,0,0,0,0,0,9,0.844
420,9,17,"mor",3,1,3,5,3,1,"tepoztlán",420,17,9,9,9,10,10,5,3,6,7,10,10,0,0,0,0,0,0,9,0.844
421,9,17,"mor",3,1,3,5,3,1,"tepoztlán",421,17,9,9,9,10,10,5,3,6,7,10,10,0,0,0,0,0,0,9,0.844
422,9,17,"mor",3,1,3,5,3,1,"tepoztlán",422,17,9,9,9,10,10,5,3,6,7,10,10,0,0,0,0,0,0,9,0.844
423,10,17,"mor",2,3,5,5,10,18,"ayala",423,17,10,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,3,0.742
424,10,17,"mor",2,3,5,5,10,18,"ayala",424,17,10,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,3,0.742
425,10,17,"mor",2,3,5,5,10,18,"ayala",425,17,10,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,3,0.742
426,10,17,"mor",2,3,5,5,10,18,"ayala",426,17,10,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,3,0.742
427,10,17,"mor",2,3,5,5,10,18,"ayala",427,17,10,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,3,0.742
428,10,17,"mor",2,3,5,5,10,18,"ayala",428,17,10,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,3,0.742
429,10,17,"mor",2,3,5,5,10,18,"ayala",429,17,10,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,3,0.742
430,10,17,"mor",2,3,5,5,10,18,"ayala",430,17,10,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,3,0.742
431,11,17,"mor",3,2,2,2,6,6,"jiutepec",431,17,11,6,6,6,6,6,1,8,9,6,6,0,0,1,0,1,1,6,1
432,11,17,"mor",3,2,2,2,6,6,"jiutepec",432,17,11,6,6,6,6,6,1,8,9,6,6,0,0,1,0,1,1,6,1
433,11,17,"mor",3,2,2,2,6,6,"jiutepec",433,17,11,6,6,6,6,6,1,8,9,6,6,0,0,1,0,1,1,6,1
434,11,17,"mor",3,2,2,2,6,6,"jiutepec",434,17,11,6,6,6,6,3,1,8,9,6,6,0,0,0,0,1,1,6,1
435,11,17,"mor",3,2,2,2,6,6,"jiutepec",435,17,11,6,6,6,6,6,1,8,9,6,6,0,0,1,0,1,1,6,1
436,11,17,"mor",3,2,2,2,6,6,"jiutepec",436,17,11,6,6,6,6,6,1,8,9,6,6,0,0,1,0,1,1,6,1
437,11,17,"mor",3,2,2,2,6,6,"jiutepec",437,17,11,6,6,6,6,6,1,8,9,6,6,0,0,1,0,1,1,6,1
438,11,17,"mor",3,2,2,2,6,6,"jiutepec",438,17,11,6,6,6,6,6,1,8,9,6,6,0,0,1,0,1,1,6,1
439,11,17,"mor",3,2,2,2,6,6,"jiutepec",439,17,11,6,6,6,6,6,1,8,9,6,6,0,0,1,0,1,1,6,1
440,11,17,"mor",3,2,2,2,6,6,"jiutepec",440,17,11,6,6,6,6,3,1,8,9,6,6,0,0,0,0,1,1,6,1
441,11,17,"mor",3,2,2,2,6,6,"jiutepec",441,17,11,6,6,6,6,3,1,8,9,6,6,0,0,0,0,1,1,6,1
442,11,17,"mor",3,2,2,2,6,6,"jiutepec",442,17,11,6,6,6,6,3,1,8,9,6,6,0,0,0,0,1,1,6,1
443,11,17,"mor",3,2,2,2,6,6,"jiutepec",443,17,11,6,6,6,6,3,1,8,9,6,6,0,0,0,0,1,1,6,1
444,11,17,"mor",3,2,2,2,6,6,"jiutepec",444,17,11,6,6,6,6,6,1,8,9,6,6,0,0,1,0,1,1,6,1
445,11,17,"mor",3,2,2,2,6,6,"jiutepec",445,17,11,6,6,6,6,6,1,8,9,6,6,0,0,1,0,1,1,6,1
446,11,17,"mor",3,2,2,2,6,6,"jiutepec",446,17,11,6,6,6,6,3,1,8,9,6,6,0,0,0,0,1,1,6,1
447,11,17,"mor",3,2,2,2,6,6,"jiutepec",447,17,11,6,6,6,6,6,1,8,9,6,6,0,0,1,0,1,1,6,1
448,11,17,"mor",3,2,2,2,6,7,"jiutepec",448,17,11,6,6,6,6,6,1,9,9,6,6,0,0,1,0,1,1,6,1
449,11,17,"mor",3,2,2,2,6,7,"jiutepec",449,17,11,6,6,6,6,6,1,9,9,6,6,0,0,1,0,1,1,6,1
450,11,17,"mor",3,2,2,2,6,7,"jiutepec",450,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,1
451,11,17,"mor",3,2,2,2,6,6,"jiutepec",451,17,11,6,6,6,6,3,4,8,9,6,6,0,0,0,0,1,1,6,1
452,11,17,"mor",3,2,2,2,6,6,"jiutepec",452,17,11,6,6,6,6,3,4,8,9,6,6,0,0,0,0,1,1,6,1
453,11,17,"mor",3,2,2,2,6,6,"jiutepec",453,17,11,6,6,6,6,3,4,8,11,6,6,0,0,0,0,1,1,6,1
454,11,17,"mor",3,2,2,2,6,6,"jiutepec",454,17,11,6,6,6,6,3,1,8,11,6,6,0,0,0,0,1,1,6,1
455,11,17,"mor",3,2,2,2,12,6,"yautepec",455,17,11,7,7,7,7,3,4,8,11,7,7,0,0,0,0,1,1,7,1
456,11,17,"mor",3,2,2,2,12,6,"yautepec",456,17,11,7,7,7,7,3,4,9,11,7,7,0,0,0,0,1,1,7,1
457,11,17,"mor",3,2,2,2,6,6,"jiutepec",457,17,11,6,6,6,6,3,4,9,11,6,6,0,0,0,0,1,1,6,1
458,11,17,"mor",3,2,2,2,6,6,"jiutepec",458,17,11,6,6,6,6,3,1,8,11,6,6,0,0,0,0,1,1,6,1
459,11,17,"mor",3,2,2,2,6,6,"jiutepec",459,17,11,6,6,6,6,3,1,8,9,6,6,0,0,0,0,1,1,6,1
460,11,17,"mor",3,2,2,2,6,6,"jiutepec",460,17,11,6,6,6,6,3,1,8,9,6,6,0,0,0,0,1,1,6,1
461,11,17,"mor",3,2,2,2,6,6,"jiutepec",461,17,11,6,6,6,6,3,1,8,9,6,6,0,0,0,0,1,1,6,1
462,11,17,"mor",3,2,2,2,6,6,"jiutepec",462,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,1
463,11,17,"mor",3,2,2,2,6,6,"jiutepec",463,17,11,6,6,6,6,6,1,9,9,6,6,0,0,1,0,1,1,6,1
464,11,17,"mor",3,2,2,2,6,6,"jiutepec",464,17,11,6,6,6,6,3,4,9,11,6,6,0,0,0,0,1,1,6,1
465,11,17,"mor",3,2,2,2,12,6,"yautepec",465,17,11,7,7,7,7,3,4,9,11,7,7,0,0,0,0,1,1,7,1
466,11,17,"mor",3,2,2,2,6,7,"jiutepec",466,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,1
467,11,17,"mor",3,2,2,2,6,7,"jiutepec",467,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,1
468,11,17,"mor",3,2,2,2,6,7,"jiutepec",468,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,1
469,11,17,"mor",3,2,2,2,6,7,"jiutepec",469,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,1
470,11,17,"mor",3,2,2,2,6,7,"jiutepec",470,17,11,6,6,6,6,6,1,9,9,6,6,0,0,1,0,1,1,6,1
471,11,17,"mor",3,2,2,2,6,7,"jiutepec",471,17,11,6,6,6,6,6,1,9,9,6,6,0,0,1,0,1,1,6,1
472,11,17,"mor",3,2,2,2,6,7,"jiutepec",472,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,1
473,11,17,"mor",3,2,2,2,6,7,"jiutepec",473,17,11,6,6,6,6,6,1,9,9,6,6,0,0,1,0,1,1,6,1
474,11,17,"mor",3,2,2,2,6,7,"jiutepec",474,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,1
475,11,17,"mor",3,2,2,2,6,7,"jiutepec",475,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,1
476,11,17,"mor",3,2,2,2,12,7,"yautepec",476,17,11,7,7,7,7,3,4,9,11,7,7,0,0,0,0,1,1,7,1
477,11,17,"mor",3,2,2,2,6,7,"jiutepec",477,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,1
478,11,17,"mor",3,2,2,2,6,7,"jiutepec",478,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,1
479,11,17,"mor",3,2,2,2,6,7,"jiutepec",479,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,1
480,11,17,"mor",3,2,2,2,6,7,"jiutepec",480,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,1
481,11,17,"mor",3,2,2,2,6,7,"jiutepec",481,17,11,6,6,6,6,3,1,9,9,6,6,0,0,0,0,1,1,6,1
482,11,17,"mor",3,2,2,2,6,7,"jiutepec",482,17,11,6,6,6,6,3,1,9,11,6,6,0,0,0,0,1,1,6,1
483,11,17,"mor",3,2,2,2,6,7,"jiutepec",483,17,11,6,6,6,6,3,1,9,11,6,6,0,0,0,0,1,1,6,1
484,11,17,"mor",3,2,2,2,6,7,"jiutepec",484,17,11,6,6,6,6,3,4,9,11,6,6,0,0,0,0,1,1,6,1
485,11,17,"mor",3,2,2,2,6,7,"jiutepec",485,17,11,6,6,6,6,3,4,9,11,6,6,0,0,0,0,1,1,6,1
486,11,17,"mor",3,2,2,2,6,7,"jiutepec",486,17,11,6,6,6,6,3,4,9,11,6,6,0,0,0,0,1,1,6,1
487,11,17,"mor",3,2,2,2,12,6,"yautepec",487,17,11,7,7,7,7,3,4,8,11,7,7,0,0,0,0,1,1,7,1
488,11,17,"mor",3,2,2,2,12,7,"yautepec",488,17,11,7,7,7,7,3,4,9,11,7,7,0,0,0,0,1,1,7,1
489,11,17,"mor",3,2,2,2,12,7,"yautepec",489,17,11,7,7,7,7,3,4,9,11,7,7,0,0,0,0,1,1,7,1
490,11,17,"mor",3,2,2,2,12,7,"yautepec",490,17,11,7,7,7,7,3,4,9,11,7,7,0,0,0,0,1,1,7,1
491,11,17,"mor",3,2,2,2,12,7,"yautepec",491,17,11,7,7,7,7,3,4,9,11,7,7,0,0,0,0,1,1,7,1
492,11,17,"mor",3,2,2,2,12,7,"yautepec",492,17,11,7,7,7,7,3,4,9,11,7,7,0,0,0,0,1,1,7,1
493,11,17,"mor",3,2,2,2,12,7,"yautepec",493,17,11,7,7,7,7,3,4,9,11,7,7,0,0,0,0,1,1,7,1
494,11,17,"mor",3,2,2,2,12,7,"yautepec",494,17,11,7,7,7,7,3,4,9,11,7,7,0,0,0,0,1,1,7,1
495,11,17,"mor",3,2,2,2,12,7,"yautepec",495,17,11,7,7,7,7,3,4,9,11,7,7,0,0,0,0,1,1,7,1
496,11,17,"mor",3,2,2,2,12,7,"yautepec",496,17,11,7,7,7,7,3,4,9,11,7,7,0,0,0,0,1,1,7,1
497,11,17,"mor",3,2,2,2,6,7,"jiutepec",497,17,11,6,6,6,6,3,4,11,11,6,6,0,0,0,0,1,1,6,1
498,11,17,"mor",3,2,2,2,6,7,"jiutepec",498,17,11,6,6,6,6,3,4,11,11,6,6,0,0,0,0,1,1,6,1
499,11,17,"mor",3,2,2,2,6,7,"jiutepec",499,17,11,6,6,6,6,3,4,11,11,6,6,0,0,0,0,1,1,6,1
500,11,17,"mor",3,2,2,2,6,7,"jiutepec",500,17,11,6,6,6,6,3,4,9,11,6,6,0,0,0,0,1,1,6,1
501,12,17,"mor",4,4,4,4,11,11,"jojutla",501,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
502,12,17,"mor",4,4,4,4,11,11,"jojutla",502,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
503,12,17,"mor",4,4,4,4,11,11,"jojutla",503,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
504,12,17,"mor",4,4,4,4,11,11,"jojutla",504,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
505,12,17,"mor",4,4,4,4,11,11,"jojutla",505,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
506,12,17,"mor",4,4,4,4,11,11,"jojutla",506,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
507,12,17,"mor",4,4,4,4,11,11,"jojutla",507,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
508,12,17,"mor",4,4,4,4,11,11,"jojutla",508,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
509,12,17,"mor",4,4,4,4,11,11,"jojutla",509,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
510,12,17,"mor",4,4,4,4,11,11,"jojutla",510,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
511,12,17,"mor",4,4,4,4,11,11,"jojutla",511,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
512,12,17,"mor",4,4,4,4,11,11,"jojutla",512,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
513,12,17,"mor",4,4,4,4,11,11,"jojutla",513,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
514,12,17,"mor",4,4,4,4,11,11,"jojutla",514,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
515,12,17,"mor",4,4,4,4,11,11,"jojutla",515,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
516,12,17,"mor",4,4,4,4,11,11,"jojutla",516,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
517,12,17,"mor",4,4,4,4,11,11,"jojutla",517,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
518,12,17,"mor",4,4,4,4,11,11,"jojutla",518,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
519,12,17,"mor",4,4,4,4,11,11,"jojutla",519,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
520,12,17,"mor",4,4,4,4,11,11,"jojutla",520,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
521,12,17,"mor",4,4,4,4,11,11,"jojutla",521,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
522,12,17,"mor",4,4,4,4,11,11,"jojutla",522,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
523,12,17,"mor",4,4,4,4,11,11,"jojutla",523,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
524,12,17,"mor",4,4,4,4,11,11,"jojutla",524,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
525,12,17,"mor",4,4,4,4,11,11,"jojutla",525,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
526,12,17,"mor",4,4,4,4,11,11,"jojutla",526,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
527,12,17,"mor",4,4,4,4,11,11,"jojutla",527,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
528,12,17,"mor",4,4,4,4,11,11,"jojutla",528,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
529,12,17,"mor",4,4,4,4,11,11,"jojutla",529,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
530,12,17,"mor",4,4,4,4,11,11,"jojutla",530,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
531,12,17,"mor",4,4,4,4,11,11,"jojutla",531,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
532,12,17,"mor",4,4,4,4,11,11,"jojutla",532,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
533,12,17,"mor",4,4,4,4,11,11,"jojutla",533,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
534,12,17,"mor",4,4,4,4,11,11,"jojutla",534,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
535,12,17,"mor",4,4,4,4,11,11,"jojutla",535,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
536,12,17,"mor",4,4,4,4,11,11,"jojutla",536,17,12,1,1,2,2,8,10,12,1,2,2,0,0,0,1,0,0,2,0.434
537,13,17,"mor",2,3,5,5,10,18,"ayala",537,17,13,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,3,0.742
538,13,17,"mor",2,3,5,5,10,18,"ayala",538,17,13,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,3,0.742
539,13,17,"mor",2,3,5,5,10,18,"ayala",539,17,13,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,3,0.742
540,13,17,"mor",2,3,5,5,10,18,"ayala",540,17,13,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,3,0.742
541,13,17,"mor",2,3,5,5,10,18,"ayala",541,17,13,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,3,0.742
542,13,17,"mor",2,3,5,5,10,18,"ayala",542,17,13,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,3,0.742
543,13,17,"mor",2,3,5,5,10,18,"ayala",543,17,13,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,3,0.742
544,13,17,"mor",2,3,5,5,10,18,"ayala",544,17,13,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,3,0.742
545,13,17,"mor",2,3,5,5,10,18,"ayala",545,17,13,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,3,0.742
546,13,17,"mor",2,3,5,5,10,18,"ayala",546,17,13,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,3,0.742
547,13,17,"mor",2,3,5,5,10,18,"ayala",547,17,13,2,2,3,3,11,9,5,3,3,3,0,0,0,0,0,0,3,0.742
548,14,17,"mor",4,4,4,4,9,8,"puente de ixtla",548,17,14,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,1,0.434
549,14,17,"mor",4,4,4,4,9,8,"puente de ixtla",549,17,14,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,1,0.434
550,14,17,"mor",4,4,4,4,9,8,"puente de ixtla",550,17,14,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,1,0.434
551,14,17,"mor",4,4,4,4,9,8,"puente de ixtla",551,17,14,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,1,0.434
552,14,17,"mor",4,4,4,4,9,8,"puente de ixtla",552,17,14,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,1,0.434
553,14,17,"mor",4,4,4,4,9,8,"puente de ixtla",553,17,14,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,1,0.434
554,14,17,"mor",4,4,4,4,9,8,"puente de ixtla",554,17,14,1,1,1,1,10,6,1,1,1,1,1,0,0,1,1,1,1,0.434
555,15,17,"mor",4,4,4,4,5,8,"temixco",555,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,4,0.838
556,15,17,"mor",4,4,4,4,5,8,"temixco",556,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,4,0.838
557,15,17,"mor",4,4,4,4,5,8,"temixco",557,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,4,0.838
558,15,17,"mor",4,4,4,4,5,8,"temixco",558,17,15,4,4,5,5,10,6,7,4,5,5,0,0,0,1,0,0,4,0.838
