"seccion","X.x","munn.x","edon.x","disloc2015","disloc2017","disfed2017","X.y","edon.y","munn.y","escenario1","escenario2","escenario3","mc_clv1","panal_clv1","pan_clv1","prd_clv1","pt_clv1","pvem_clv1","pan_clv2","esc1_mcCLV1","esc1_panalCLV1","esc1_panCLV1","esc1_prdCLV1","esc1_pvemCLV1","esc2_panCLV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
403,399,50,31,1,14,5,399,31,50,11,14,14,10,12,14,14,11,13,14,0,0,0,0,0,1,5,0.645,0.681,11,0.756
404,400,50,31,1,14,5,400,31,50,11,14,14,10,12,14,12,11,13,14,0,0,0,0,0,1,5,0.645,0.681,11,0.756
405,401,50,31,1,14,5,401,31,50,11,14,14,10,12,14,14,11,13,14,0,0,0,0,0,1,5,0.645,0.681,11,0.756
406,402,50,31,1,14,5,402,31,50,11,14,14,10,12,14,14,11,13,14,0,0,0,0,0,1,5,0.645,0.681,11,0.756
407,403,50,31,1,14,5,403,31,50,11,14,14,13,12,14,14,11,11,14,0,0,0,0,1,1,5,0.645,0.681,11,0.756
408,404,50,31,1,14,5,404,31,50,11,14,14,13,12,14,14,11,11,14,0,0,0,0,1,1,5,0.645,0.681,11,0.756
409,405,50,31,1,10,5,405,31,50,11,10,10,13,12,10,10,11,11,10,0,0,0,0,1,1,2,0.645,0.405,12,0.867
410,406,50,31,3,10,4,406,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
411,407,50,31,3,10,4,407,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
412,408,50,31,3,10,4,408,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
413,409,50,31,3,10,4,409,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
414,410,50,31,3,10,4,410,31,50,12,10,10,12,15,10,15,12,14,10,1,0,0,0,0,1,2,0.484,0.405,12,0.867
415,411,50,31,3,10,4,411,31,50,12,10,10,12,15,10,15,12,14,10,1,0,0,0,0,1,2,0.484,0.405,12,0.867
416,412,50,31,3,10,4,412,31,50,14,10,10,12,15,10,15,14,14,10,0,0,0,0,1,1,2,0.351,0.405,12,0.867
417,413,50,31,3,10,4,413,31,50,14,10,10,12,15,10,15,14,14,10,0,0,0,0,1,1,2,0.351,0.405,12,0.867
418,414,50,31,3,10,4,414,31,50,14,10,10,12,15,10,15,14,14,10,0,0,0,0,1,1,2,0.351,0.405,12,0.867
419,415,50,31,3,10,4,415,31,50,12,10,10,12,15,10,15,12,11,10,1,0,0,0,0,1,2,0.484,0.405,12,0.867
420,416,50,31,3,10,4,416,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
421,417,50,31,3,10,4,417,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
422,418,50,31,2,10,4,418,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
423,419,50,31,2,10,4,419,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
424,420,50,31,2,10,4,420,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
425,421,50,31,2,10,4,421,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
426,422,50,31,2,10,4,422,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
427,423,50,31,2,10,5,423,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
428,424,50,31,1,10,5,424,31,50,11,10,10,13,12,10,10,11,11,10,0,0,0,0,1,1,2,0.645,0.405,12,0.867
429,425,50,31,1,10,5,425,31,50,11,10,10,13,12,10,10,11,11,10,0,0,0,0,1,1,2,0.645,0.405,12,0.867
430,426,50,31,1,10,5,426,31,50,11,10,10,13,12,10,10,11,11,10,0,0,0,0,1,1,2,0.645,0.405,12,0.867
431,427,50,31,1,10,5,427,31,50,11,10,10,13,12,10,10,11,11,10,0,0,0,0,1,1,2,0.645,0.405,12,0.867
432,428,50,31,1,10,5,428,31,50,15,10,10,13,12,10,10,15,11,10,0,0,0,0,0,1,2,0.495,0.405,12,0.867
433,429,50,31,1,12,5,429,31,50,15,12,12,10,12,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
434,430,50,31,1,12,5,430,31,50,15,12,12,10,12,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
435,431,50,31,1,12,5,431,31,50,15,12,12,10,12,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
436,432,50,31,1,12,5,432,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
437,433,50,31,1,12,5,433,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
438,434,50,31,1,12,5,434,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
439,435,50,31,1,14,5,435,31,50,15,14,14,10,14,14,12,15,13,14,0,0,0,0,0,1,5,0.495,0.681,11,0.756
440,436,50,31,1,14,5,436,31,50,15,14,14,10,14,14,12,15,13,14,0,0,0,0,0,1,5,0.495,0.681,11,0.756
441,437,50,31,1,14,5,437,31,50,15,14,14,10,14,14,12,15,13,14,0,0,0,0,0,1,5,0.495,0.681,11,0.756
442,438,50,31,1,14,5,438,31,50,15,14,14,10,14,14,12,15,13,14,0,0,0,0,0,1,5,0.495,0.681,11,0.756
443,439,50,31,1,14,5,439,31,50,15,14,14,10,14,14,12,15,13,14,0,0,0,0,0,1,5,0.495,0.681,11,0.756
444,440,50,31,1,14,5,440,31,50,15,14,14,10,14,14,12,15,13,14,0,0,0,0,0,1,5,0.495,0.681,11,0.756
445,441,50,31,1,14,5,441,31,50,15,14,14,10,14,14,12,15,13,14,0,0,0,0,0,1,5,0.495,0.681,11,0.756
446,442,50,31,1,14,5,442,31,50,15,14,14,10,14,14,12,15,13,14,0,0,0,0,0,1,5,0.495,0.681,11,0.756
447,443,50,31,1,12,5,443,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
448,444,50,31,1,12,5,444,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
449,445,50,31,1,12,5,445,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
450,446,50,31,1,12,5,446,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
451,447,50,31,1,12,5,447,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
452,448,50,31,1,12,5,448,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
453,449,50,31,1,12,5,449,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
454,450,50,31,1,12,5,450,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
455,451,50,31,1,12,5,451,31,50,15,12,12,13,14,12,10,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
456,452,50,31,1,12,5,452,31,50,15,12,12,13,14,12,10,15,11,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
457,453,50,31,1,10,5,453,31,50,15,10,10,13,12,10,10,15,11,10,0,0,0,0,0,1,2,0.495,0.405,12,0.867
458,454,50,31,1,10,5,454,31,50,12,10,10,13,12,10,10,12,11,10,0,1,0,0,0,1,2,0.484,0.405,12,0.867
459,455,50,31,2,10,4,455,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
460,456,50,31,2,10,4,456,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
461,457,50,31,2,10,4,457,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
462,458,50,31,2,10,4,458,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
463,459,50,31,2,10,4,459,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
464,460,50,31,2,10,4,460,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
465,461,50,31,7,10,4,461,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
466,462,50,31,7,10,4,462,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
467,463,50,31,7,10,4,463,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
468,464,50,31,7,10,4,464,31,50,12,10,10,12,15,10,15,12,11,10,1,0,0,0,0,1,2,0.484,0.405,12,0.867
469,465,50,31,3,13,4,465,31,50,14,13,13,12,13,13,15,14,14,13,0,0,0,0,1,1,3,0.351,0.376,14,0.863
470,466,50,31,3,13,4,466,31,50,14,13,13,12,13,13,15,14,14,13,0,0,0,0,1,1,3,0.351,0.376,14,0.863
471,467,50,31,3,13,4,467,31,50,14,13,13,12,13,13,15,14,14,13,0,0,0,0,1,1,3,0.351,0.376,14,0.863
472,468,50,31,3,13,4,468,31,50,14,13,13,12,13,13,15,14,14,13,0,0,0,0,1,1,3,0.351,0.376,14,0.863
473,469,50,31,3,13,4,469,31,50,14,13,13,12,13,13,15,14,14,13,0,0,0,0,1,1,3,0.351,0.376,14,0.863
475,470,50,31,3,13,4,470,31,50,14,13,13,12,13,13,15,14,14,13,0,0,0,0,1,1,3,0.351,0.376,14,0.863
476,471,50,31,7,13,4,471,31,50,14,13,13,12,13,13,11,14,14,13,0,0,0,0,1,1,3,0.351,0.376,14,0.863
477,472,50,31,7,13,4,472,31,50,14,13,13,12,13,13,11,14,14,13,0,0,0,0,1,1,3,0.351,0.376,14,0.863
478,473,50,31,7,10,4,473,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
479,474,50,31,7,10,4,474,31,50,12,10,10,13,15,10,15,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
480,475,50,31,7,10,4,475,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
481,476,50,31,1,12,5,476,31,50,15,12,12,13,14,12,10,15,11,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
482,477,50,31,1,12,5,477,31,50,15,12,12,13,14,12,10,15,11,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
483,478,50,31,1,12,5,478,31,50,15,12,12,13,14,12,10,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
484,479,50,31,1,12,5,479,31,50,15,12,12,13,14,12,10,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
485,480,50,31,1,12,5,480,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
486,481,50,31,1,12,5,481,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
487,482,50,31,1,12,5,482,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
488,483,50,31,1,12,5,483,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
489,484,50,31,1,12,5,484,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
490,485,50,31,1,12,5,485,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
491,486,50,31,1,12,5,486,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
492,487,50,31,1,12,5,487,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
493,488,50,31,1,12,5,488,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
494,489,50,31,1,12,5,489,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
495,490,50,31,1,12,5,490,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
496,491,50,31,1,12,5,491,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
497,492,50,31,1,12,5,492,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
498,493,50,31,7,10,4,493,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
499,494,50,31,7,10,4,494,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
500,495,50,31,7,10,4,495,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
501,496,50,31,2,10,4,496,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
502,497,50,31,2,12,4,497,31,50,12,12,12,13,15,12,10,12,11,12,0,0,1,0,0,1,1,0.484,0.363,15,0.787
503,498,50,31,2,12,4,498,31,50,12,12,12,13,14,12,10,12,11,12,0,0,1,0,0,1,1,0.484,0.363,15,0.787
504,499,50,31,2,12,5,499,31,50,15,12,12,13,14,12,10,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
505,500,50,31,2,12,5,500,31,50,15,12,12,13,14,12,10,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
506,501,50,31,1,12,5,501,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
507,502,50,31,1,12,5,502,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
508,503,50,31,1,12,5,503,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
509,504,50,31,1,12,5,504,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
510,505,50,31,1,12,5,505,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
511,506,50,31,1,12,5,506,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
512,507,50,31,1,12,5,507,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
513,508,50,31,1,12,5,508,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
514,509,50,31,6,12,5,509,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
515,510,50,31,6,12,5,510,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
516,511,50,31,2,12,5,511,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
517,512,50,31,2,12,5,512,31,50,15,12,12,13,14,12,10,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
518,513,50,31,2,12,5,513,31,50,15,12,12,13,14,12,10,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
519,514,50,31,2,12,4,514,31,50,12,12,12,13,14,12,10,12,11,12,0,0,1,0,0,1,1,0.484,0.363,15,0.787
520,515,50,31,2,12,4,515,31,50,12,12,12,13,15,12,10,12,11,12,0,0,1,0,0,1,1,0.484,0.363,15,0.787
521,516,50,31,2,10,4,516,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
522,517,50,31,2,10,4,517,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
523,518,50,31,2,10,4,518,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
524,519,50,31,2,10,4,519,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
525,520,50,31,2,12,4,520,31,50,12,12,12,13,15,12,10,12,11,12,0,0,1,0,0,1,1,0.484,0.363,15,0.787
526,521,50,31,2,12,5,521,31,50,15,12,12,13,14,12,10,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
527,522,50,31,2,12,5,522,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
528,523,50,31,2,12,5,523,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
529,524,50,31,6,12,5,524,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
530,525,50,31,6,12,5,525,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
531,526,50,31,6,12,5,526,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
532,527,50,31,6,12,5,527,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
533,528,50,31,6,12,5,528,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
534,529,50,31,2,12,5,529,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
535,530,50,31,2,12,5,530,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
536,531,50,31,2,12,5,531,31,50,15,12,12,13,14,12,10,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
537,532,50,31,2,12,4,532,31,50,15,12,12,13,14,12,10,15,10,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
538,533,50,31,2,12,4,533,31,50,15,12,12,13,14,12,10,15,10,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
539,534,50,31,2,12,4,534,31,50,12,12,12,13,15,12,10,12,11,12,0,0,1,0,0,1,1,0.484,0.363,15,0.787
540,535,50,31,2,10,4,535,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
541,536,50,31,2,11,4,536,31,50,12,11,11,13,15,11,10,12,10,11,0,0,0,0,0,1,7,0.484,0.297,10,0.857
542,537,50,31,2,11,4,537,31,50,12,11,11,13,15,11,10,12,10,11,0,0,0,0,0,1,7,0.484,0.297,10,0.857
543,538,50,31,2,12,4,538,31,50,15,12,12,13,14,12,10,15,10,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
544,539,50,31,2,11,4,539,31,50,10,11,11,11,10,11,10,10,10,11,0,1,0,1,1,1,7,0.269,0.297,10,0.857
545,540,50,31,2,11,4,540,31,50,10,11,11,11,10,11,10,10,10,11,0,1,0,1,1,1,7,0.269,0.297,10,0.857
546,541,50,31,2,12,4,541,31,50,15,12,12,11,14,12,10,15,10,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
547,542,50,31,2,12,5,542,31,50,15,12,12,10,14,12,10,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
548,543,50,31,2,12,5,543,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
549,544,50,31,2,12,5,544,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
550,545,50,31,2,12,5,545,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
551,546,50,31,6,12,5,546,31,50,15,12,12,10,14,12,12,15,13,12,0,0,0,0,0,1,1,0.495,0.363,15,0.787
552,547,50,31,6,12,5,547,31,50,15,12,12,10,14,12,12,15,15,12,0,0,0,0,1,1,1,0.495,0.363,15,0.787
553,548,50,31,6,12,5,548,31,50,15,12,12,10,14,12,12,15,15,12,0,0,0,0,1,1,1,0.495,0.363,15,0.787
554,549,50,31,6,12,5,549,31,50,15,12,12,10,14,12,12,15,15,12,0,0,0,0,1,1,1,0.495,0.363,15,0.787
555,550,50,31,6,12,5,550,31,50,15,12,12,10,14,12,12,15,15,12,0,0,0,0,1,1,1,0.495,0.363,15,0.787
556,551,50,31,6,12,4,551,31,50,10,12,12,11,14,12,10,10,10,12,0,0,0,1,1,1,1,0.269,0.363,15,0.787
557,552,50,31,6,12,4,552,31,50,10,12,12,11,14,12,10,10,10,12,0,0,0,1,1,1,1,0.269,0.363,15,0.787
558,553,50,31,6,12,4,553,31,50,10,12,12,11,10,12,10,10,10,12,0,1,0,1,1,1,1,0.269,0.363,15,0.787
559,554,50,31,6,12,4,554,31,50,10,12,12,11,10,12,10,10,10,12,0,1,0,1,1,1,1,0.269,0.363,15,0.787
560,555,50,31,7,11,4,555,31,50,10,11,11,11,10,11,10,10,10,11,0,1,0,1,1,1,7,0.269,0.297,10,0.857
561,556,50,31,7,11,4,556,31,50,10,11,11,11,10,11,10,10,10,11,0,1,0,1,1,1,7,0.269,0.297,10,0.857
562,557,50,31,7,11,4,557,31,50,10,11,11,11,10,11,10,10,10,11,0,1,0,1,1,1,7,0.269,0.297,10,0.857
563,558,50,31,7,11,4,558,31,50,10,11,11,11,10,11,10,10,10,11,0,1,0,1,1,1,7,0.269,0.297,10,0.857
564,559,50,31,7,11,4,559,31,50,10,11,11,11,10,11,11,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
565,560,50,31,7,11,4,560,31,50,10,11,11,11,10,11,12,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
566,561,50,31,6,11,4,561,31,50,10,11,11,11,10,11,12,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
567,562,50,31,6,11,4,562,31,50,10,11,11,11,10,11,12,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
568,563,50,31,6,11,4,563,31,50,10,11,11,11,10,11,12,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
569,564,50,31,6,12,5,564,31,50,15,12,12,10,14,12,12,15,15,12,0,0,0,0,1,1,1,0.495,0.363,15,0.787
570,565,50,31,6,12,5,565,31,50,15,12,12,10,14,12,12,15,15,12,0,0,0,0,1,1,1,0.495,0.363,15,0.787
571,566,50,31,6,11,4,566,31,50,10,11,11,11,10,11,12,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
572,567,50,31,6,11,4,567,31,50,10,11,11,11,10,11,12,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
573,568,50,31,6,11,4,568,31,50,10,11,11,11,10,11,12,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
574,569,50,31,7,11,4,569,31,50,10,11,11,11,10,11,11,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
575,570,50,31,7,11,4,570,31,50,10,11,11,11,10,11,11,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
576,571,50,31,7,11,4,571,31,50,10,11,11,11,10,11,11,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
577,572,50,31,6,11,4,572,31,50,10,11,11,11,10,11,12,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
578,573,50,31,6,11,4,573,31,50,10,11,11,11,10,11,12,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
579,574,50,31,6,11,4,574,31,50,10,11,11,11,10,11,12,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
580,575,50,31,7,11,4,575,31,50,10,11,11,11,10,11,11,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
581,576,50,31,7,11,4,576,31,50,10,11,11,11,10,11,11,10,10,11,0,1,0,0,1,1,7,0.269,0.297,10,0.857
582,577,50,31,2,10,4,577,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
583,578,50,31,2,10,4,578,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
584,579,50,31,2,10,4,579,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
585,580,50,31,2,10,4,580,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
586,581,50,31,2,10,4,581,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
587,582,50,31,2,10,4,582,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
588,583,50,31,7,10,4,583,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
589,584,50,31,2,10,4,584,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
590,585,50,31,2,10,4,585,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
591,586,50,31,2,10,4,586,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
592,587,50,31,2,10,4,587,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
593,588,50,31,2,10,4,588,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
594,589,50,31,2,10,4,589,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
595,590,50,31,2,10,4,590,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
596,591,50,31,2,10,4,591,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
597,592,50,31,2,10,4,592,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
598,593,50,31,7,10,4,593,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
599,594,50,31,2,10,4,594,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
600,595,50,31,2,10,4,595,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
601,596,50,31,2,10,4,596,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
602,597,50,31,2,10,4,597,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
603,598,50,31,2,10,4,598,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
604,599,50,31,2,10,4,599,31,50,12,10,10,13,15,10,10,12,11,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
605,600,50,31,2,10,4,600,31,50,12,10,10,13,15,10,10,12,10,10,0,0,0,0,0,1,2,0.484,0.405,12,0.867
