"seccion","X.x","munn.x","edon.x","disloc2015","disloc2017","disfed2017","X.y","edon.y","munn.y","escenario1","escenario2","escenario3","mc_clv1","panal_clv1","pan_clv1","prd_clv1","pt_clv1","pvem_clv1","pan_clv2","esc1_mcCLV1","esc1_panalCLV1","esc1_panCLV1","esc1_prdCLV1","esc1_pvemCLV1","esc2_panCLV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
811,804,76,31,14,7,1,804,31,76,8,9,7,5,4,9,4,8,1,7,0,0,0,0,0,0,15,0.343,0.315,9,0.349
812,805,76,31,14,7,1,805,31,76,8,9,7,5,4,9,4,8,1,7,0,0,0,0,0,0,15,0.343,0.315,9,0.349
813,806,76,31,14,7,1,806,31,76,8,9,7,5,4,9,4,8,1,7,0,0,0,0,0,0,15,0.343,0.315,9,0.349
814,807,76,31,14,7,1,807,31,76,8,9,7,5,4,9,4,8,1,7,0,0,0,0,0,0,15,0.343,0.315,9,0.349
815,808,76,31,14,7,1,808,31,76,8,9,7,5,4,9,4,8,1,7,0,0,0,0,0,0,15,0.343,0.315,9,0.349
816,809,76,31,14,7,1,809,31,76,8,9,7,5,4,9,4,8,1,7,0,0,0,0,0,0,15,0.343,0.315,9,0.349
817,810,77,31,15,5,3,810,31,77,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
818,811,77,31,15,5,3,811,31,77,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
819,812,78,31,15,5,2,812,31,78,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
820,813,78,31,15,5,2,813,31,78,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
821,814,78,31,15,5,2,814,31,78,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
822,815,78,31,15,5,2,815,31,78,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
823,816,78,31,15,5,2,816,31,78,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
824,817,78,31,15,5,2,817,31,78,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
825,818,78,31,15,5,2,818,31,78,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
826,819,79,31,12,3,1,819,31,79,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
827,820,79,31,12,3,1,820,31,79,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
828,821,79,31,12,3,1,821,31,79,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
829,822,79,31,12,3,1,822,31,79,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
830,823,79,31,12,3,1,823,31,79,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
831,824,79,31,12,3,1,824,31,79,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
832,825,79,31,12,3,1,825,31,79,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
833,826,79,31,12,3,1,826,31,79,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
834,827,79,31,12,3,1,827,31,79,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
835,828,79,31,12,3,1,828,31,79,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
836,829,79,31,12,3,1,829,31,79,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
837,830,79,31,12,3,1,830,31,79,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
838,831,79,31,12,3,1,831,31,79,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
839,832,79,31,12,3,1,832,31,79,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
840,833,79,31,12,3,1,833,31,79,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
841,834,79,31,12,3,1,834,31,79,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
842,835,79,31,12,3,1,835,31,79,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
843,836,79,31,12,3,1,836,31,79,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
844,837,79,31,12,3,1,837,31,79,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
845,838,79,31,12,3,1,838,31,79,7,5,3,6,6,5,3,7,8,3,0,0,0,0,0,0,12,0.423,0.961,7,0.436
846,839,80,31,14,7,1,839,31,80,8,9,7,5,4,9,4,8,1,7,0,0,0,0,0,0,15,0.343,0.315,9,0.349
847,840,80,31,14,7,1,840,31,80,8,9,7,5,4,9,4,8,1,7,0,0,0,0,0,0,15,0.343,0.315,9,0.349
848,841,80,31,14,7,1,841,31,80,8,9,7,5,4,9,4,8,1,7,0,0,0,0,0,0,15,0.343,0.315,9,0.349
849,842,80,31,14,7,1,842,31,80,8,9,7,5,4,9,4,8,1,7,0,0,0,0,0,0,15,0.343,0.315,9,0.349
851,843,81,31,15,8,3,843,31,81,9,3,8,2,5,3,6,9,3,8,0,0,0,0,0,0,11,0.342,0.675,1,0.862
852,844,81,31,15,8,3,844,31,81,9,3,8,2,5,3,6,9,3,8,0,0,0,0,0,0,11,0.342,0.675,1,0.862
853,845,81,31,15,8,3,845,31,81,9,3,8,2,5,3,6,9,3,8,0,0,0,0,0,0,11,0.342,0.675,1,0.862
854,846,81,31,15,8,3,846,31,81,9,3,8,2,5,3,6,9,3,8,0,0,0,0,0,0,11,0.342,0.675,1,0.862
855,847,82,31,9,4,2,847,31,82,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
856,848,82,31,9,4,2,848,31,82,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
857,849,82,31,9,4,2,849,31,82,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
858,850,82,31,9,4,2,850,31,82,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
859,851,83,31,9,4,2,851,31,83,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
860,852,83,31,9,4,2,852,31,83,3,7,4,9,7,7,9,3,7,4,0,0,0,0,0,0,9,0.891,0.933,3,0.953
861,853,84,31,10,5,3,853,31,84,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
862,854,84,31,10,5,3,854,31,84,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
863,855,84,31,10,5,3,855,31,84,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
864,856,84,31,10,5,3,856,31,84,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
865,857,84,31,10,5,3,857,31,84,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
866,858,84,31,10,5,3,858,31,84,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
867,859,85,31,11,6,3,859,31,85,4,2,6,1,9,2,5,4,2,6,0,0,0,0,0,0,10,0.478,0.478,4,1
868,860,85,31,11,6,3,860,31,85,4,2,6,1,9,2,5,4,2,6,0,0,0,0,0,0,10,0.478,0.478,4,1
869,861,85,31,11,6,3,861,31,85,4,2,6,1,9,2,5,4,2,6,0,0,0,0,0,0,10,0.478,0.478,4,1
870,862,85,31,11,6,3,862,31,85,4,2,6,1,9,2,5,4,2,6,0,0,0,0,0,0,10,0.478,0.478,4,1
871,863,85,31,11,6,3,863,31,85,4,2,6,1,9,2,5,4,2,6,0,0,0,0,0,0,10,0.478,0.478,4,1
872,864,85,31,11,6,3,864,31,85,4,2,6,1,9,2,5,4,2,6,0,0,0,0,0,0,10,0.478,0.478,4,1
873,865,85,31,11,6,3,865,31,85,4,2,6,1,9,2,5,4,2,6,0,0,0,0,0,0,10,0.478,0.478,4,1
874,866,85,31,11,6,3,866,31,85,4,2,6,1,9,2,5,4,2,6,0,0,0,0,0,0,10,0.478,0.478,4,1
875,867,86,31,15,5,3,867,31,86,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
876,868,86,31,15,5,3,868,31,86,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
877,869,86,31,15,5,3,869,31,86,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
878,870,87,31,8,1,2,870,31,87,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.392,0.967,5,0.361
879,871,87,31,8,1,2,871,31,87,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.392,0.967,5,0.361
880,872,88,31,15,5,2,872,31,88,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
881,873,88,31,15,5,2,873,31,88,6,6,5,8,7,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
882,874,89,31,13,9,1,874,31,89,7,5,9,6,4,5,1,7,8,9,0,0,0,0,0,0,13,0.423,0.899,5,0.353
883,875,89,31,13,9,1,875,31,89,7,5,9,6,4,5,1,7,8,9,0,0,0,0,0,0,13,0.423,0.899,5,0.353
884,876,89,31,13,9,1,876,31,89,7,5,9,6,4,5,1,7,8,9,0,0,0,0,0,0,13,0.423,0.899,5,0.353
885,877,89,31,13,9,1,877,31,89,7,5,9,6,4,5,1,7,8,9,0,0,0,0,0,0,13,0.423,0.899,5,0.353
886,878,89,31,13,9,1,878,31,89,7,5,9,6,4,5,1,7,8,9,0,0,0,0,0,0,13,0.423,0.899,5,0.353
887,879,89,31,13,9,1,879,31,89,7,5,9,6,4,5,1,7,8,9,0,0,0,0,0,0,13,0.423,0.899,5,0.353
888,880,89,31,13,9,1,880,31,89,7,5,9,6,4,5,1,7,8,9,0,0,0,0,0,0,13,0.423,0.899,5,0.353
889,881,89,31,13,9,1,881,31,89,7,5,9,6,4,5,1,7,8,9,0,0,0,0,0,0,13,0.423,0.899,5,0.353
890,882,89,31,13,9,1,882,31,89,7,5,9,6,4,5,1,7,8,9,0,0,0,0,0,0,13,0.423,0.899,5,0.353
891,883,89,31,13,9,1,883,31,89,7,5,9,6,4,5,1,7,8,9,0,0,0,0,0,0,13,0.423,0.899,5,0.353
892,884,89,31,13,9,1,884,31,89,7,5,9,6,4,5,1,7,8,9,0,0,0,0,0,0,13,0.423,0.899,5,0.353
893,885,89,31,13,9,1,885,31,89,7,5,9,6,4,5,1,7,8,9,0,0,0,0,0,0,13,0.423,0.899,5,0.353
894,886,89,31,13,9,1,886,31,89,7,5,9,6,4,5,1,7,8,9,0,0,0,0,0,0,13,0.423,0.899,5,0.353
895,887,89,31,13,9,1,887,31,89,7,5,9,6,4,5,1,7,8,9,0,0,0,0,0,0,13,0.423,0.899,5,0.353
896,888,89,31,13,9,1,888,31,89,7,5,9,6,4,5,1,7,8,9,0,0,0,0,0,0,13,0.423,0.899,5,0.353
897,889,89,31,13,9,1,889,31,89,7,5,9,6,4,5,1,7,8,9,0,0,0,0,0,0,13,0.423,0.899,5,0.353
898,890,90,31,14,2,2,890,31,90,8,9,2,5,4,9,4,8,1,2,0,0,0,0,0,0,14,0.343,0.212,2,0.596
899,891,90,31,14,2,2,891,31,90,8,9,2,5,4,9,4,8,1,2,0,0,0,0,0,0,14,0.343,0.212,2,0.596
900,892,90,31,14,2,2,892,31,90,8,9,2,5,4,9,4,8,1,2,0,0,0,0,0,0,14,0.343,0.212,2,0.596
901,893,91,31,15,7,3,893,31,91,9,3,7,2,5,3,6,9,3,7,0,0,0,0,0,0,15,0.342,0.315,9,0.349
902,894,91,31,15,7,3,894,31,91,9,3,7,2,5,3,6,9,3,7,0,0,0,0,0,0,15,0.342,0.315,9,0.349
903,895,91,31,15,7,3,895,31,91,9,3,7,2,5,3,6,9,3,7,0,0,0,0,0,0,15,0.342,0.315,9,0.349
904,896,91,31,15,7,3,896,31,91,9,3,7,2,5,3,6,9,3,7,0,0,0,0,0,0,15,0.342,0.315,9,0.349
905,897,91,31,15,7,3,897,31,91,9,3,7,2,5,3,6,9,3,7,0,0,0,0,0,0,15,0.342,0.315,9,0.349
906,898,91,31,15,7,3,898,31,91,9,3,7,2,5,3,6,9,3,7,0,0,0,0,0,0,15,0.342,0.315,9,0.349
907,899,91,31,15,7,3,899,31,91,9,3,7,2,5,3,6,9,3,7,0,0,0,0,0,0,15,0.342,0.315,9,0.349
908,900,92,31,15,8,3,900,31,92,1,1,8,7,8,1,6,1,3,8,0,0,1,0,0,0,11,0.765,0.675,1,0.862
909,901,92,31,15,8,3,901,31,92,1,1,8,7,8,1,6,1,3,8,0,0,1,0,0,0,11,0.765,0.675,1,0.862
910,902,92,31,15,8,3,902,31,92,1,1,8,7,8,1,6,1,3,8,0,0,1,0,0,0,11,0.765,0.675,1,0.862
911,903,92,31,15,8,3,903,31,92,1,1,8,7,8,1,6,1,3,8,0,0,1,0,0,0,11,0.765,0.675,1,0.862
912,904,93,31,14,5,2,904,31,93,2,4,5,3,3,4,2,2,1,5,0,0,0,1,0,0,15,0.21,0.237,6,0.748
913,905,93,31,14,5,2,905,31,93,2,4,5,3,3,4,2,2,1,5,0,0,0,1,0,0,15,0.21,0.237,6,0.748
914,906,93,31,14,5,2,906,31,93,2,4,5,3,3,4,2,2,1,5,0,0,0,1,0,0,15,0.21,0.237,6,0.748
915,907,93,31,14,5,2,907,31,93,2,4,5,3,3,4,2,2,1,5,0,0,0,1,0,0,15,0.21,0.237,6,0.748
916,908,93,31,14,5,2,908,31,93,2,4,5,3,3,4,2,2,1,5,0,0,0,1,0,0,15,0.21,0.237,6,0.748
917,909,93,31,14,5,2,909,31,93,2,4,5,3,3,4,2,2,1,5,0,0,0,1,0,0,15,0.21,0.237,6,0.748
918,910,93,31,14,5,2,910,31,93,2,4,5,3,3,4,2,2,1,5,0,0,0,1,0,0,15,0.21,0.237,6,0.748
919,911,93,31,14,5,2,911,31,93,2,4,5,3,3,4,2,2,1,5,0,0,0,1,0,0,15,0.21,0.237,6,0.748
920,912,93,31,14,5,2,912,31,93,2,4,5,3,3,4,2,2,1,5,0,0,0,1,0,0,15,0.21,0.237,6,0.748
921,913,93,31,14,5,2,913,31,93,2,4,5,3,3,4,2,2,1,5,0,0,0,1,0,0,15,0.21,0.237,6,0.748
922,914,94,31,12,3,1,914,31,94,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
923,915,94,31,12,3,1,915,31,94,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
924,916,94,31,12,3,1,916,31,94,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
925,917,94,31,12,3,1,917,31,94,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
926,918,95,31,14,2,2,918,31,95,2,4,2,3,3,4,2,2,1,2,0,0,0,1,0,0,14,0.21,0.212,2,0.596
927,919,95,31,14,2,2,919,31,95,2,4,2,3,3,4,2,2,1,2,0,0,0,1,0,0,14,0.21,0.212,2,0.596
928,920,95,31,14,2,2,920,31,95,2,4,2,3,3,4,2,2,1,2,0,0,0,1,0,0,14,0.21,0.212,2,0.596
929,921,95,31,14,2,2,921,31,95,2,4,2,3,3,4,2,2,1,2,0,0,0,1,0,0,14,0.21,0.212,2,0.596
930,922,95,31,14,2,2,922,31,95,2,4,2,3,3,4,2,2,1,2,0,0,0,1,0,0,14,0.21,0.212,2,0.596
931,923,95,31,14,2,2,923,31,95,2,4,2,3,3,4,2,2,1,2,0,0,0,1,0,0,14,0.21,0.212,2,0.596
932,924,96,31,10,6,3,924,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
933,925,96,31,10,6,3,925,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
934,926,96,31,10,6,3,926,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
935,927,96,31,10,6,3,927,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
936,928,96,31,10,6,3,928,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
937,929,96,31,10,6,3,929,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
938,930,96,31,10,6,3,930,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
939,931,96,31,10,6,3,931,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
940,932,96,31,10,6,3,932,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
941,933,96,31,10,6,3,933,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
942,934,96,31,10,6,3,934,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
943,935,96,31,10,6,3,935,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
944,936,96,31,10,6,3,936,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
945,937,96,31,10,6,3,937,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
946,938,96,31,10,6,3,938,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
947,939,96,31,10,6,3,939,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
948,940,96,31,10,6,3,940,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
949,941,96,31,10,6,3,941,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
950,942,96,31,10,6,3,942,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
951,943,96,31,10,6,3,943,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
952,944,96,31,10,6,3,944,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
953,945,96,31,10,6,3,945,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
954,946,96,31,10,6,3,946,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
955,947,96,31,10,6,3,947,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
956,948,96,31,10,6,3,948,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
957,949,96,31,10,6,3,949,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
958,950,96,31,10,6,3,950,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
959,951,96,31,10,6,3,951,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
960,952,96,31,10,6,3,952,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
961,953,96,31,10,6,3,953,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
962,954,96,31,10,6,3,954,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
963,955,96,31,10,6,3,955,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
964,956,96,31,10,6,3,956,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
965,957,96,31,10,6,3,957,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
966,958,96,31,10,6,3,958,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
967,959,96,31,10,6,3,959,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
968,960,96,31,10,6,3,960,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
969,961,96,31,10,6,3,961,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
970,962,96,31,10,6,3,962,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
971,963,96,31,10,6,3,963,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
972,964,96,31,10,6,3,964,31,96,4,2,6,1,9,2,5,4,5,6,0,0,0,0,0,0,10,0.478,0.478,4,1
973,965,97,31,15,5,3,965,31,97,6,6,5,8,5,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
974,966,97,31,15,5,3,966,31,97,6,6,5,8,5,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
975,967,97,31,15,5,3,967,31,97,6,6,5,8,5,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
976,968,97,31,15,5,3,968,31,97,6,6,5,8,5,6,7,6,7,5,0,0,1,0,0,0,15,0.268,0.237,6,0.748
977,969,98,31,12,3,1,969,31,98,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
978,970,98,31,12,3,1,970,31,98,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
979,971,98,31,12,3,1,971,31,98,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
980,972,98,31,12,3,1,972,31,98,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
981,973,98,31,12,3,1,973,31,98,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
982,974,98,31,12,3,1,974,31,98,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
983,975,98,31,12,3,1,975,31,98,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
984,976,98,31,12,3,1,976,31,98,9,3,3,2,6,3,3,9,3,3,0,0,0,0,0,1,12,0.342,0.961,7,0.436
985,977,99,31,15,7,3,977,31,99,9,3,7,2,5,3,6,9,3,7,0,0,0,0,0,0,15,0.342,0.315,9,0.349
986,978,99,31,15,7,3,978,31,99,9,3,7,2,5,3,6,9,3,7,0,0,0,0,0,0,15,0.342,0.315,9,0.349
987,979,99,31,15,7,3,979,31,99,9,3,7,2,5,3,6,9,3,7,0,0,0,0,0,0,15,0.342,0.315,9,0.349
988,980,100,31,8,1,2,980,31,100,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.392,0.967,5,0.361
989,981,100,31,8,1,2,981,31,100,5,8,1,4,2,8,8,5,6,1,0,0,0,0,0,0,8,0.392,0.967,5,0.361
990,982,101,31,8,1,1,982,31,101,8,9,1,5,1,9,8,8,4,1,0,0,0,1,0,0,8,0.343,0.967,5,0.361
991,983,101,31,8,1,1,983,31,101,8,9,1,5,1,9,8,8,4,1,0,0,0,1,0,0,8,0.343,0.967,5,0.361
992,984,101,31,8,1,1,984,31,101,8,9,1,5,1,9,8,8,4,1,0,0,0,1,0,0,8,0.343,0.967,5,0.361
993,985,101,31,8,1,1,985,31,101,8,9,1,5,1,9,8,8,4,1,0,0,0,1,0,0,8,0.343,0.967,5,0.361
994,986,101,31,8,1,1,986,31,101,8,9,1,5,1,9,8,8,4,1,0,0,0,1,0,0,8,0.343,0.967,5,0.361
995,987,101,31,8,1,1,987,31,101,8,9,1,5,1,9,8,8,4,1,0,0,0,1,0,0,8,0.343,0.967,5,0.361
996,988,101,31,8,1,1,988,31,101,8,9,1,5,1,9,8,8,4,1,0,0,0,1,0,0,8,0.343,0.967,5,0.361
997,989,101,31,8,1,1,989,31,101,8,9,1,5,1,9,8,8,4,1,0,0,0,1,0,0,8,0.343,0.967,5,0.361
998,990,101,31,8,1,1,990,31,101,8,9,1,5,1,9,8,8,4,1,0,0,0,1,0,0,8,0.343,0.967,5,0.361
999,991,101,31,8,1,1,991,31,101,8,9,1,5,1,9,8,8,4,1,0,0,0,1,0,0,8,0.343,0.967,5,0.361
1000,992,101,31,8,1,1,992,31,101,8,9,1,5,1,9,8,8,4,1,0,0,0,1,0,0,8,0.343,0.967,5,0.361
1001,993,101,31,8,1,1,993,31,101,8,9,1,5,1,9,8,8,4,1,0,0,0,1,0,0,8,0.343,0.967,5,0.361
1002,994,101,31,8,1,1,994,31,101,8,9,1,5,1,9,8,8,4,1,0,0,0,1,0,0,8,0.343,0.967,5,0.361
1003,995,101,31,8,1,1,995,31,101,8,9,1,5,1,9,8,8,4,1,0,0,0,1,0,0,8,0.343,0.967,5,0.361
1004,996,101,31,8,1,1,996,31,101,8,9,1,5,1,9,8,8,4,1,0,0,0,1,0,0,8,0.343,0.967,5,0.361
1005,997,101,31,8,1,1,997,31,101,8,9,1,5,1,9,8,8,4,1,0,0,0,1,0,0,8,0.343,0.967,5,0.361
1006,998,101,31,8,1,1,998,31,101,8,9,1,5,1,9,8,8,4,1,0,0,0,1,0,0,8,0.343,0.967,5,0.361
1007,999,101,31,8,1,1,999,31,101,8,9,1,5,1,9,8,8,4,1,0,0,0,1,0,0,8,0.343,0.967,5,0.361
1008,1000,101,31,8,1,1,1000,31,101,8,9,1,5,1,9,8,8,4,1,0,0,0,1,0,0,8,0.343,0.967,5,0.361
1009,1001,101,31,8,1,1,1001,31,101,8,9,1,5,1,9,8,8,4,1,0,0,0,1,0,0,8,0.343,0.967,5,0.361
1010,1002,102,31,11,8,3,1002,31,102,1,1,8,7,8,1,6,1,2,8,0,0,1,0,0,0,11,0.765,0.675,1,0.862
1011,1003,102,31,11,8,3,1003,31,102,1,1,8,7,8,1,6,1,2,8,0,0,1,0,0,0,11,0.765,0.675,1,0.862
1012,1004,102,31,11,8,3,1004,31,102,1,1,8,7,8,1,6,1,2,8,0,0,1,0,0,0,11,0.765,0.675,1,0.862
1013,1005,102,31,11,8,3,1005,31,102,1,1,8,7,8,1,6,1,2,8,0,0,1,0,0,0,11,0.765,0.675,1,0.862
1014,1006,102,31,11,8,3,1006,31,102,1,1,8,7,8,1,6,1,2,8,0,0,1,0,0,0,11,0.765,0.675,1,0.862
