"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","mun","disloc2005","disloc2011","disloc2017","lisnom08","X","edon.y","munn.y","escenario1","escenario2","escenario3","criterio8","cab","morena_clv1","panal_clv1","pan_clv1","prd_clv1","pri_iee1","pvem_clv1","iee2","mc_clv2","morena_clv2","morena_iee2","panal_clv2","panal_iee2","pan_clv2","pan_iee2","pes_clv2","pes_iee2","ph_clv2","ph_iee2","prd_clv2","pri_clv2","pri_iee2","pt_clv2","pt_iee2","pvem_clv2","pvem_iee2","prd_iee2","esc1_morCLV1","esc1_panalCLV1","esc1_panCLV1","esc1_prdCLV1","esc1_priIEE1","esc1_pvemCLV1","esc2_IEE2","esc2_mcCLV2","esc2_morCLV2","esc2_morIEE2","esc2_panalCLV2","esc2_panalIEE2","esc2_panCLV2","esc2_panIEE2","esc2_pesCLV2","esc2_pesIEE2","esc2_phCLV2","esc2_phIEE2","esc2_prdCLV2","esc2_priIEE2","esc2_ptCLV2","esc2_ptIEE2","esc2_pvemCLV2","esc2_pvemIEE2","esc2_prdIEE2","SQ","dsiSQ_E1","dsiSQ_E3"
1067,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,521,95,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1068,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,622,96,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1069,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,586,97,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1070,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,405,98,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1071,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,551,99,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1072,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,548,100,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1073,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,693,101,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1074,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,433,102,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1075,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,680,103,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1076,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,663,104,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1077,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,389,105,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1078,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,581,106,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1079,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,533,107,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1080,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,413,108,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1081,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,639,109,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1082,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,614,110,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1083,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,569,111,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1084,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,458,112,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1085,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,465,113,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1086,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,467,114,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1087,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,470,115,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1088,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,719,116,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1089,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,584,117,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1090,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,597,118,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1091,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,623,382,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1092,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,399,383,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1093,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,696,384,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1094,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,510,385,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1095,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,541,386,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1096,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,715,387,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1097,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,600,388,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1098,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,589,389,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1099,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,469,390,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1100,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,501,391,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1101,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,688,392,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1102,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,608,393,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1103,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,563,394,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1104,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,660,395,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1105,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,442,396,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1106,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,402,397,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1107,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,428,398,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1108,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,488,399,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1109,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,723,400,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1110,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,438,401,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1111,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,736,402,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1112,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,482,403,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1113,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,532,404,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1114,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,427,405,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1115,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,644,406,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1116,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,513,407,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1117,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,620,408,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1118,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,722,409,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1119,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,214,410,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1120,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,227,411,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1121,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,215,412,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1122,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,586,413,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1123,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,91,414,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1124,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,118,415,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1125,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,520,416,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1126,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,255,417,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1127,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,501,418,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1128,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,750,419,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1129,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,400,420,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1130,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,733,421,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1131,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,451,422,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1132,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,601,423,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1133,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,449,424,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1134,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,211,425,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1135,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,419,426,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1136,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,583,427,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1137,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,542,428,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1138,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,422,429,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1139,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,422,430,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1140,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,735,431,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1141,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,704,432,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1142,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,696,433,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1143,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,437,434,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1144,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,392,435,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1145,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,113,436,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
1146,33,5,"coa",7,2,2,2,"San Pedro",13,10,4,498,437,5,33,2,2,4,4,"san pedro",3,3,12,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412,0.443
