"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","mun","disloc2005","disloc2011","disloc2017","lisnom08","X","edon.y","munn.y","escenario1","escenario2","escenario3","criterio8","cab","morena_clv1","panal_clv1","pan_clv1","prd_clv1","pri_iee1","pvem_clv1","iee2","mc_clv2","morena_clv2","morena_iee2","panal_clv2","panal_iee2","pan_clv2","pan_iee2","pes_clv2","pes_iee2","ph_clv2","ph_iee2","prd_clv2","pri_clv2","pri_iee2","pt_clv2","pt_iee2","pvem_clv2","pvem_iee2","prd_iee2","esc1_morCLV1","esc1_panalCLV1","esc1_panCLV1","esc1_prdCLV1","esc1_priIEE1","esc1_pvemCLV1","esc2_IEE2","esc2_mcCLV2","esc2_morCLV2","esc2_morIEE2","esc2_panalCLV2","esc2_panalIEE2","esc2_panCLV2","esc2_panIEE2","esc2_pesCLV2","esc2_pesIEE2","esc2_phCLV2","esc2_phIEE2","esc2_prdCLV2","esc2_priIEE2","esc2_ptCLV2","esc2_ptIEE2","esc2_pvemCLV2","esc2_pvemIEE2","esc2_prdIEE2","SQ","dsiSQ_E1","dsiSQ_E3"
985,30,5,"coa",1,7,4,7,"Saltillo",1,3,16,615,1484,5,30,15,15,15,16,"saltillo",14,14,16,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0.4,0.553
986,30,5,"coa",1,7,4,7,"Saltillo",1,3,16,558,1485,5,30,15,15,15,16,"saltillo",14,14,16,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0.4,0.553
987,30,5,"coa",1,7,7,7,"Saltillo",1,3,16,649,1486,5,30,15,15,15,16,"saltillo",14,14,16,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0.4,0.553
988,30,5,"coa",1,7,4,7,"Saltillo",1,3,16,630,1487,5,30,15,15,15,16,"saltillo",14,14,16,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0.4,0.553
989,30,5,"coa",1,7,4,7,"Saltillo",1,3,16,633,1488,5,30,15,15,15,16,"saltillo",14,14,16,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0.4,0.553
990,30,5,"coa",1,7,4,7,"Saltillo",1,3,16,522,1489,5,30,15,15,15,16,"saltillo",14,14,16,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0.4,0.553
991,30,5,"coa",1,7,4,7,"Saltillo",1,3,16,537,1490,5,30,15,15,15,16,"saltillo",14,14,16,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0.4,0.553
993,30,5,"coa",1,7,4,7,"Saltillo",1,2,16,741,1491,5,30,15,15,15,16,"saltillo",14,14,16,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0.4,0.553
994,30,5,"coa",1,7,4,4,"Saltillo",1,2,16,723,1492,5,30,15,15,15,16,"saltillo",13,13,16,13,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0.4,0.553
995,30,5,"coa",1,7,4,7,"Saltillo",1,2,16,499,1493,5,30,15,15,15,16,"saltillo",14,14,16,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0.4,0.553
996,30,5,"coa",1,7,4,7,"Saltillo",1,2,16,506,1494,5,30,15,15,15,16,"saltillo",14,14,16,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0.4,0.553
997,30,5,"coa",1,7,4,7,"Saltillo",1,2,16,390,1495,5,30,15,15,15,16,"saltillo",14,14,16,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0.4,0.553
998,30,5,"coa",1,7,4,7,"Saltillo",1,2,16,598,1496,5,30,15,15,15,16,"saltillo",14,14,16,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0.4,0.553
999,30,5,"coa",1,7,4,7,"Saltillo",1,2,16,378,1497,5,30,15,15,15,16,"saltillo",14,14,16,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0.4,0.553
1000,30,5,"coa",5,7,7,7,"Saltillo",4,4,16,238,1498,5,30,16,16,15,16,"saltillo",12,12,13,12,12,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1001,30,5,"coa",5,7,7,7,"Saltillo",4,4,16,379,1499,5,30,16,16,15,16,"saltillo",12,12,13,12,12,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1002,30,5,"coa",5,7,7,7,"Saltillo",4,4,16,614,1500,5,30,16,16,15,16,"saltillo",12,12,13,12,12,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1003,30,5,"coa",5,7,7,7,"Saltillo",1,2,16,124,1501,5,30,16,16,15,16,"saltillo",12,12,13,12,12,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1004,30,5,"coa",5,7,7,7,"Saltillo",1,2,16,407,1502,5,30,16,16,15,16,"saltillo",12,12,13,12,12,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1005,30,5,"coa",5,7,4,7,"Saltillo",1,2,16,535,1503,5,30,16,16,15,16,"saltillo",12,12,13,12,12,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1006,30,5,"coa",5,7,4,7,"Saltillo",1,2,16,660,1504,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1007,30,5,"coa",5,7,7,7,"Saltillo",1,2,16,291,1505,5,30,16,16,15,16,"saltillo",12,12,13,12,12,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1008,30,5,"coa",5,7,7,7,"Saltillo",1,2,16,341,1506,5,30,16,16,15,16,"saltillo",12,12,13,12,12,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1009,30,5,"coa",5,7,7,7,"Saltillo",1,2,16,661,1507,5,30,16,16,15,16,"saltillo",12,12,13,12,12,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1010,30,5,"coa",5,7,7,7,"Saltillo",1,2,16,284,1508,5,30,16,16,15,16,"saltillo",12,12,13,12,12,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1011,30,5,"coa",5,7,7,7,"Saltillo",1,2,16,572,1509,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1012,30,5,"coa",5,7,4,7,"Saltillo",1,2,16,146,1510,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1013,30,5,"coa",5,7,4,7,"Saltillo",1,2,16,236,1511,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1014,30,5,"coa",5,7,4,7,"Saltillo",1,2,16,505,1512,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1015,30,5,"coa",5,7,4,7,"Saltillo",1,2,16,335,1513,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1016,30,5,"coa",5,7,4,7,"Saltillo",1,2,16,264,1514,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1017,30,5,"coa",5,7,7,7,"Saltillo",1,2,16,120,1515,5,30,16,16,15,16,"saltillo",12,12,13,12,12,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1018,30,5,"coa",5,7,7,7,"Saltillo",1,2,16,114,1516,5,30,16,16,15,16,"saltillo",12,12,13,12,12,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1019,30,5,"coa",5,7,7,7,"Saltillo",1,2,16,235,1517,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1020,30,5,"coa",5,7,7,7,"Saltillo",1,2,16,158,1518,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1021,30,5,"coa",5,7,4,7,"Saltillo",1,2,16,146,1519,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1022,30,5,"coa",5,7,4,7,"Saltillo",1,2,16,221,1520,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1023,30,5,"coa",5,7,7,7,"Saltillo",1,2,16,273,1521,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1024,30,5,"coa",5,7,7,7,"Saltillo",1,2,16,112,1522,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1025,30,5,"coa",5,7,7,7,"Saltillo",1,2,16,304,1523,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1026,30,5,"coa",5,7,4,7,"Saltillo",1,2,16,344,1524,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1027,30,5,"coa",5,7,4,7,"Saltillo",1,2,16,171,1525,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1028,30,5,"coa",5,7,4,7,"Saltillo",1,2,16,134,1526,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1029,30,5,"coa",5,7,4,7,"Saltillo",1,2,16,295,1527,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1030,30,5,"coa",5,7,7,7,"Saltillo",1,2,16,158,1528,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1031,30,5,"coa",5,7,7,7,"Saltillo",1,2,16,445,1529,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1032,30,5,"coa",5,7,7,7,"Saltillo",1,2,16,135,1530,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1033,30,5,"coa",5,7,4,7,"Saltillo",1,2,16,297,1531,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1034,30,5,"coa",5,7,4,7,"Saltillo",1,2,16,204,1532,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1035,30,5,"coa",5,7,7,7,"Saltillo",1,2,16,192,1533,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1036,30,5,"coa",5,7,4,7,"Saltillo",1,2,16,202,1534,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1037,30,5,"coa",5,7,4,7,"Saltillo",1,2,16,84,1535,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1038,30,5,"coa",5,7,4,7,"Saltillo",1,2,16,369,1536,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1039,30,5,"coa",5,7,4,7,"Saltillo",1,2,16,483,1537,5,30,16,16,15,16,"saltillo",14,14,13,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.214,0.553
1040,31,5,"coa",3,3,2,2,"San Buenaventura",14,13,4,479,365,5,31,1,1,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.401,0.443
1041,31,5,"coa",3,3,2,2,"San Buenaventura",14,13,4,580,366,5,31,1,1,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.401,0.443
1042,31,5,"coa",3,3,2,2,"San Buenaventura",14,13,4,504,367,5,31,1,1,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.401,0.443
1043,31,5,"coa",3,3,2,2,"San Buenaventura",14,13,4,557,368,5,31,1,1,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.401,0.443
1044,31,5,"coa",3,3,2,2,"San Buenaventura",14,13,4,550,369,5,31,1,1,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.401,0.443
1045,31,5,"coa",3,3,2,2,"San Buenaventura",14,13,4,735,370,5,31,1,1,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.401,0.443
1046,31,5,"coa",3,3,2,2,"San Buenaventura",14,13,4,500,371,5,31,1,1,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.401,0.443
1047,31,5,"coa",3,3,2,2,"San Buenaventura",14,13,4,708,372,5,31,1,1,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.401,0.443
1048,31,5,"coa",3,3,2,2,"San Buenaventura",14,13,4,503,373,5,31,1,1,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.401,0.443
1049,31,5,"coa",3,3,2,2,"San Buenaventura",14,13,4,527,374,5,31,1,1,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.401,0.443
1050,31,5,"coa",3,3,2,2,"San Buenaventura",14,13,4,382,375,5,31,1,1,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.401,0.443
1051,31,5,"coa",3,3,2,2,"San Buenaventura",14,13,4,489,376,5,31,1,1,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.401,0.443
1052,31,5,"coa",3,3,2,2,"San Buenaventura",14,13,4,451,377,5,31,1,1,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.401,0.443
1054,31,5,"coa",3,3,2,2,"San Buenaventura",14,13,4,240,378,5,31,1,1,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.401,0.443
1055,31,5,"coa",3,3,2,2,"San Buenaventura",14,13,4,464,379,5,31,1,1,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.401,0.443
1056,31,5,"coa",3,3,2,2,"San Buenaventura",14,13,4,447,380,5,31,1,1,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.401,0.443
1057,31,5,"coa",3,3,2,2,"San Buenaventura",14,13,4,344,381,5,31,1,1,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.401,0.443
1058,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,410,86,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1059,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,548,87,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1060,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,716,88,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1061,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,568,89,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1062,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,548,90,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1063,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,598,91,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1064,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,505,92,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1065,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,411,93,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
1066,32,5,"coa",7,3,2,1,"San Juan de Sabinas",18,13,3,462,94,5,32,6,6,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.556,0.551
