"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","mun","disloc2015","disloc2018","X","edon.y","munn.y","escenario1","escenario2","escenario3","morena_clv1","pan_cnv1","pes_clv1","prd_clv1","pri_clv1","pvem_clv1","mc_clv2","pan_cnv2","pes_clv2","prd_cnv2","pri_clv2","pvem_clv2","esc1_morCLV1","esc1_panCNV1","esc1_pesCLV1","esc1_prdCLV1","esc1_priCLV1","esc1_pvemCLV1","esc2_mcCLV2","esc2_panCNV2","esc2_pesCLV2","esc2_prdCNV2","esc2_priCLV2","esc2_pvemCLV2","SQ","dsiSQ_E1"
1339,40,19,"nl",3,10,10,10,"monterrey",7,6,1300,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,7,0.345
1340,40,19,"nl",3,10,10,10,"monterrey",7,6,1301,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,7,0.345
1341,40,19,"nl",3,10,10,10,"monterrey",7,6,1302,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,7,0.345
1342,40,19,"nl",3,10,10,10,"monterrey",7,6,1303,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,7,0.345
1343,40,19,"nl",3,10,10,10,"monterrey",7,6,1304,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,7,0.345
1344,40,19,"nl",3,10,10,10,"monterrey",7,6,1305,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,7,0.345
1345,40,19,"nl",3,10,10,10,"monterrey",7,6,1306,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,7,0.345
1346,40,19,"nl",3,10,10,10,"monterrey",7,6,1307,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,7,0.345
1347,40,19,"nl",3,10,10,10,"monterrey",7,6,1308,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,7,0.345
1348,40,19,"nl",3,10,10,10,"monterrey",7,6,1309,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,7,0.345
1349,40,19,"nl",3,10,10,10,"monterrey",8,6,1310,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,7,0.345
1350,40,19,"nl",3,10,10,10,"monterrey",8,8,1311,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,21,17,0,1,0,0,0,1,1,1,1,0,0,1,8,0.823
1351,40,19,"nl",3,10,10,10,"monterrey",7,8,1312,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,21,17,0,1,0,0,0,1,1,1,1,0,0,1,8,0.823
1352,40,19,"nl",3,10,10,10,"monterrey",7,8,1313,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,21,17,0,1,0,0,0,1,1,1,1,0,0,1,8,0.823
1353,40,19,"nl",3,10,10,10,"monterrey",7,8,1314,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,21,17,0,1,0,0,0,1,1,1,1,0,0,1,8,0.823
1354,40,19,"nl",3,10,10,10,"monterrey",7,8,1315,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,21,17,0,1,0,0,0,1,1,1,1,0,0,1,8,0.823
1355,40,19,"nl",3,10,10,10,"monterrey",8,8,1316,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,21,17,0,1,0,0,0,1,1,1,1,0,0,1,8,0.823
1356,40,19,"nl",3,10,10,10,"monterrey",8,8,1317,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,21,17,0,1,0,0,0,1,1,1,1,0,0,1,8,0.823
1357,40,19,"nl",3,10,10,10,"monterrey",8,8,1318,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,21,17,0,1,0,0,0,1,1,1,1,0,0,1,8,0.823
1358,40,19,"nl",3,10,10,10,"monterrey",8,8,1319,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,21,17,0,1,0,0,0,1,1,1,1,0,0,1,8,0.823
1359,40,19,"nl",3,10,10,10,"monterrey",8,8,1320,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,21,17,0,1,0,0,0,1,1,1,1,0,0,1,8,0.823
1360,40,19,"nl",3,10,10,10,"monterrey",8,8,1321,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,21,17,0,1,0,0,0,1,1,1,1,0,0,1,8,0.823
1361,40,19,"nl",3,10,10,10,"monterrey",8,6,1322,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,7,0.345
1362,40,19,"nl",3,10,10,10,"monterrey",8,8,1323,19,40,17,17,17,23,17,23,23,23,17,18,17,17,20,21,17,0,1,0,0,0,1,0,1,1,0,0,1,8,0.823
1363,40,19,"nl",3,10,10,10,"monterrey",8,8,1324,19,40,17,17,17,23,17,23,23,23,17,18,17,17,20,21,17,0,1,0,0,0,1,0,1,1,0,0,1,8,0.823
1364,40,19,"nl",3,10,10,10,"monterrey",7,6,1325,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,7,0.345
1365,40,19,"nl",3,10,10,10,"monterrey",7,6,1326,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,7,0.345
1366,40,19,"nl",3,10,10,10,"monterrey",7,6,1327,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,7,0.345
1367,40,19,"nl",3,10,10,10,"monterrey",7,6,1328,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,7,0.345
1368,40,19,"nl",3,10,10,10,"monterrey",7,6,1329,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,7,0.345
1369,40,19,"nl",3,10,10,10,"monterrey",7,6,1330,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,7,0.345
1370,40,19,"nl",3,10,10,10,"monterrey",8,6,1331,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,7,0.345
1371,40,19,"nl",3,10,10,10,"monterrey",8,6,1332,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,7,0.345
1372,40,19,"nl",3,10,10,10,"monterrey",7,6,1333,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,7,0.345
1373,40,19,"nl",3,10,10,10,"monterrey",7,6,1334,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,7,0.345
1374,40,19,"nl",3,10,10,10,"monterrey",8,8,1335,19,40,17,17,17,23,17,23,23,23,17,18,17,17,20,21,17,0,1,0,0,0,1,0,1,1,0,0,1,8,0.823
1375,40,19,"nl",3,10,10,10,"monterrey",8,8,1336,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1376,40,19,"nl",3,10,10,10,"monterrey",8,8,1337,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1377,40,19,"nl",3,10,10,10,"monterrey",8,8,1338,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,21,17,0,1,0,0,0,1,1,1,1,0,0,1,8,0.823
1378,40,19,"nl",3,10,10,10,"monterrey",8,8,1339,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1379,40,19,"nl",3,10,10,10,"monterrey",8,8,1340,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,21,17,0,1,0,0,0,1,1,1,1,0,0,1,8,0.823
1380,40,19,"nl",3,10,10,10,"monterrey",8,8,1341,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1381,40,19,"nl",3,10,10,10,"monterrey",8,8,1342,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1382,40,19,"nl",3,10,10,10,"monterrey",8,8,1343,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1383,40,19,"nl",3,10,10,10,"monterrey",8,8,1344,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1384,40,19,"nl",3,10,10,10,"monterrey",8,8,1345,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1385,40,19,"nl",3,10,10,10,"monterrey",8,8,1346,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1386,40,19,"nl",3,10,10,10,"monterrey",8,8,1347,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1387,40,19,"nl",3,10,10,10,"monterrey",8,8,1348,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1388,40,19,"nl",3,10,10,10,"monterrey",8,8,1349,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1389,40,19,"nl",3,10,10,10,"monterrey",8,8,1350,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1390,40,19,"nl",3,10,10,10,"monterrey",8,8,1351,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1391,40,19,"nl",3,10,10,10,"monterrey",8,8,1352,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1392,40,19,"nl",3,10,10,10,"monterrey",8,8,1353,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1393,40,19,"nl",3,10,10,10,"monterrey",8,8,1354,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1394,40,19,"nl",3,10,10,10,"monterrey",8,8,1355,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1395,40,19,"nl",3,10,10,10,"monterrey",8,8,1356,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1396,40,19,"nl",3,10,10,10,"monterrey",8,8,1357,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1397,40,19,"nl",3,10,10,10,"monterrey",8,8,1358,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1398,40,19,"nl",3,10,10,10,"monterrey",8,8,1359,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1399,40,19,"nl",3,10,10,10,"monterrey",8,6,1360,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,17,18,1,1,1,1,1,1,1,1,1,0,0,1,7,0.345
1400,40,19,"nl",3,10,10,10,"monterrey",8,6,1361,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,17,18,1,1,1,1,1,1,1,1,1,0,0,1,7,0.345
1401,40,19,"nl",3,10,10,10,"monterrey",8,8,1362,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1402,40,19,"nl",3,10,10,10,"monterrey",8,8,1363,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1403,40,19,"nl",3,10,10,10,"monterrey",8,8,1364,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1404,40,19,"nl",3,10,10,10,"monterrey",8,8,1365,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1405,40,19,"nl",3,10,10,10,"monterrey",8,8,1366,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1406,40,19,"nl",3,10,10,10,"monterrey",8,8,1367,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1407,40,19,"nl",3,10,10,10,"monterrey",8,8,1368,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1408,40,19,"nl",3,10,10,10,"monterrey",8,8,1369,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1409,40,19,"nl",3,10,10,10,"monterrey",8,8,1370,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1410,40,19,"nl",3,10,10,10,"monterrey",8,8,1371,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1411,40,19,"nl",3,10,10,10,"monterrey",8,8,1372,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1412,40,19,"nl",3,10,10,10,"monterrey",8,8,1373,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1413,40,19,"nl",3,10,10,10,"monterrey",8,8,1374,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1414,40,19,"nl",3,10,10,10,"monterrey",8,8,1375,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1415,40,19,"nl",3,10,10,10,"monterrey",8,8,1376,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1416,40,19,"nl",3,10,10,10,"monterrey",8,8,1377,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1417,40,19,"nl",3,10,10,10,"monterrey",8,8,1378,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1418,40,19,"nl",3,10,10,10,"monterrey",8,8,1379,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1419,40,19,"nl",3,10,10,10,"monterrey",8,8,1380,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1420,40,19,"nl",3,10,10,10,"monterrey",8,8,1381,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1421,40,19,"nl",3,10,10,10,"monterrey",8,8,1382,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1422,40,19,"nl",3,10,10,10,"monterrey",8,8,1383,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1423,40,19,"nl",3,10,10,10,"monterrey",8,8,1384,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1424,40,19,"nl",3,10,10,10,"monterrey",8,8,1385,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1425,40,19,"nl",3,10,10,10,"monterrey",8,8,1386,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1426,40,19,"nl",3,10,10,10,"monterrey",8,8,1387,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1427,40,19,"nl",3,10,10,10,"monterrey",8,8,1388,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1428,40,19,"nl",3,10,10,10,"monterrey",8,8,1389,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1429,40,19,"nl",3,10,10,10,"monterrey",8,8,1390,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1430,40,19,"nl",3,10,10,10,"monterrey",8,8,1391,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1431,40,19,"nl",3,10,10,10,"monterrey",8,8,1392,19,40,17,17,17,23,17,23,23,23,17,17,17,17,20,17,17,0,1,0,0,0,1,1,1,1,0,1,1,8,0.823
1432,40,19,"nl",7,5,5,5,"monterrey",1,1,1393,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1433,40,19,"nl",7,5,5,5,"monterrey",1,1,1394,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1434,40,19,"nl",7,5,5,5,"monterrey",1,1,1395,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1435,40,19,"nl",7,5,5,5,"monterrey",1,1,1396,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1436,40,19,"nl",7,5,5,5,"monterrey",1,1,1397,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1437,40,19,"nl",7,5,5,5,"monterrey",1,1,1398,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1438,40,19,"nl",7,5,5,5,"monterrey",1,1,1399,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1439,40,19,"nl",7,5,5,5,"monterrey",1,1,1400,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1440,40,19,"nl",7,5,5,5,"monterrey",1,1,1401,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1441,40,19,"nl",7,5,5,5,"monterrey",1,1,1402,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1442,40,19,"nl",7,5,5,5,"monterrey",1,1,1403,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1443,40,19,"nl",7,5,5,5,"monterrey",1,1,1404,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1444,40,19,"nl",7,5,5,5,"monterrey",1,1,1405,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1445,40,19,"nl",7,5,5,5,"monterrey",1,1,1406,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1446,40,19,"nl",7,5,5,5,"monterrey",1,1,1407,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1447,40,19,"nl",7,5,5,5,"monterrey",1,1,1408,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1448,40,19,"nl",7,5,5,5,"monterrey",1,1,1409,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1449,40,19,"nl",7,5,5,5,"monterrey",1,1,1410,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1450,40,19,"nl",7,5,5,5,"monterrey",1,1,1411,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1451,40,19,"nl",7,5,5,5,"monterrey",1,1,1412,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1452,40,19,"nl",7,5,5,5,"monterrey",1,1,1413,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1453,40,19,"nl",7,5,5,5,"monterrey",1,2,1414,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1454,40,19,"nl",7,5,5,5,"monterrey",1,2,1415,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1455,40,19,"nl",7,5,5,5,"monterrey",1,2,1416,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1456,40,19,"nl",7,5,5,5,"monterrey",1,2,1417,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1457,40,19,"nl",7,5,5,5,"monterrey",1,2,1418,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1458,40,19,"nl",7,5,5,5,"monterrey",1,1,1419,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1459,40,19,"nl",7,5,5,5,"monterrey",1,1,1420,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1460,40,19,"nl",7,5,5,5,"monterrey",1,1,1421,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1461,40,19,"nl",7,5,5,5,"monterrey",1,1,1422,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1462,40,19,"nl",7,5,5,5,"monterrey",1,1,1423,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1463,40,19,"nl",7,5,6,6,"monterrey",1,1,1424,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
1464,40,19,"nl",7,5,6,6,"monterrey",1,3,1425,19,40,21,21,21,20,21,20,20,20,21,21,21,21,17,18,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1465,40,19,"nl",7,5,6,6,"monterrey",1,3,1426,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,18,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1466,40,19,"nl",7,5,6,6,"monterrey",1,3,1427,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1467,40,19,"nl",7,5,5,5,"monterrey",1,2,1428,19,40,22,22,22,16,22,16,16,16,22,22,22,22,24,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1468,40,19,"nl",7,5,5,5,"monterrey",1,2,1429,19,40,22,22,22,16,22,16,16,16,22,22,22,22,24,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1469,40,19,"nl",7,5,5,5,"monterrey",1,2,1430,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1470,40,19,"nl",7,5,5,5,"monterrey",2,2,1431,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1471,40,19,"nl",7,5,5,5,"monterrey",2,2,1432,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1472,40,19,"nl",7,5,5,5,"monterrey",2,2,1433,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1473,40,19,"nl",7,5,5,5,"monterrey",2,2,1434,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1474,40,19,"nl",7,5,5,5,"monterrey",2,2,1435,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1475,40,19,"nl",7,5,5,5,"monterrey",2,2,1436,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1476,40,19,"nl",7,5,5,5,"monterrey",2,2,1437,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1477,40,19,"nl",7,5,5,5,"monterrey",2,2,1438,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1478,40,19,"nl",7,5,5,5,"monterrey",2,2,1439,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1479,40,19,"nl",7,5,5,5,"monterrey",2,2,1440,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1480,40,19,"nl",7,5,5,5,"monterrey",2,2,1441,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
