"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","mun","disloc2015","disloc2018","X","edon.y","munn.y","escenario1","escenario2","escenario3","morena_clv1","pan_cnv1","pes_clv1","prd_clv1","pri_clv1","pvem_clv1","mc_clv2","pan_cnv2","pes_clv2","prd_cnv2","pri_clv2","pvem_clv2","esc1_morCLV1","esc1_panCNV1","esc1_pesCLV1","esc1_prdCLV1","esc1_priCLV1","esc1_pvemCLV1","esc2_mcCLV2","esc2_panCNV2","esc2_pesCLV2","esc2_prdCNV2","esc2_priCLV2","esc2_pvemCLV2","SQ","dsiSQ_E1"
1481,40,19,"nl",7,5,6,6,"monterrey",1,3,1442,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1482,40,19,"nl",7,5,6,6,"monterrey",1,3,1443,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1483,40,19,"nl",7,5,6,6,"monterrey",1,3,1444,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1484,40,19,"nl",7,5,6,6,"monterrey",1,3,1445,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1485,40,19,"nl",7,5,6,6,"monterrey",1,3,1446,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1486,40,19,"nl",7,5,6,6,"monterrey",1,3,1447,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1487,40,19,"nl",7,5,6,6,"monterrey",1,3,1448,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1488,40,19,"nl",7,5,6,6,"monterrey",1,3,1449,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1489,40,19,"nl",7,5,6,6,"monterrey",1,3,1450,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1490,40,19,"nl",7,5,6,6,"monterrey",1,3,1451,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1491,40,19,"nl",7,5,6,6,"monterrey",1,3,1452,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1492,40,19,"nl",7,5,6,6,"monterrey",1,3,1453,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1493,40,19,"nl",7,5,6,6,"monterrey",1,3,1454,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1494,40,19,"nl",7,5,6,6,"monterrey",1,3,1455,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1495,40,19,"nl",7,5,5,5,"monterrey",2,2,1456,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1496,40,19,"nl",7,5,5,5,"monterrey",2,2,1457,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1497,40,19,"nl",7,5,5,5,"monterrey",2,2,1458,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1498,40,19,"nl",7,5,5,5,"monterrey",2,2,1459,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1499,40,19,"nl",7,5,5,5,"monterrey",2,2,1460,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1500,40,19,"nl",7,5,5,5,"monterrey",2,2,1461,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1501,40,19,"nl",7,5,6,6,"monterrey",1,2,1462,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1502,40,19,"nl",7,5,6,6,"monterrey",1,3,1463,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,19,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1503,40,19,"nl",7,5,6,6,"monterrey",1,3,1464,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1504,40,19,"nl",7,5,6,6,"monterrey",1,3,1465,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1505,40,19,"nl",7,5,6,6,"monterrey",1,3,1466,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1506,40,19,"nl",7,6,6,6,"monterrey",1,3,1467,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1507,40,19,"nl",7,6,6,6,"monterrey",1,3,1468,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1508,40,19,"nl",7,6,6,6,"monterrey",1,3,1469,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1509,40,19,"nl",7,6,6,6,"monterrey",1,3,1470,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1510,40,19,"nl",7,6,6,6,"monterrey",3,3,1471,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1511,40,19,"nl",7,6,6,6,"monterrey",3,3,1472,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1512,40,19,"nl",7,6,6,6,"monterrey",3,3,1473,19,40,21,21,21,20,21,20,20,20,21,21,21,21,19,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1513,40,19,"nl",7,6,6,6,"monterrey",3,2,1474,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1514,40,19,"nl",7,6,6,6,"monterrey",3,2,1475,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1515,40,19,"nl",7,5,6,6,"monterrey",3,3,1476,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,19,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1516,40,19,"nl",7,6,6,6,"monterrey",3,2,1477,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1517,40,19,"nl",7,5,5,5,"monterrey",2,2,1478,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1518,40,19,"nl",7,5,5,5,"monterrey",2,2,1479,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1519,40,19,"nl",7,5,5,5,"monterrey",2,2,1480,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1520,40,19,"nl",7,5,5,5,"monterrey",2,2,1481,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1521,40,19,"nl",7,5,5,5,"monterrey",2,2,1482,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1522,40,19,"nl",7,5,5,5,"monterrey",2,2,1483,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1523,40,19,"nl",7,5,5,5,"monterrey",2,2,1484,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1524,40,19,"nl",7,5,5,5,"monterrey",2,2,1485,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1525,40,19,"nl",7,5,5,5,"monterrey",2,2,1486,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1526,40,19,"nl",7,6,6,6,"monterrey",3,2,1487,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1527,40,19,"nl",7,6,6,6,"monterrey",3,2,1488,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1528,40,19,"nl",7,6,6,6,"monterrey",3,3,1489,19,40,21,21,21,20,21,20,20,20,21,21,21,21,19,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1529,40,19,"nl",7,6,6,6,"monterrey",1,3,1490,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1530,40,19,"nl",7,6,6,6,"monterrey",1,3,1491,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1531,40,19,"nl",7,6,6,6,"monterrey",1,3,1492,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1532,40,19,"nl",7,6,6,6,"monterrey",1,3,1493,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1533,40,19,"nl",7,6,6,6,"monterrey",1,3,1494,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1534,40,19,"nl",7,6,6,6,"monterrey",1,3,1495,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1535,40,19,"nl",7,6,6,6,"monterrey",1,3,1496,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1536,40,19,"nl",7,6,6,6,"monterrey",1,3,1497,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1537,40,19,"nl",7,6,6,6,"monterrey",1,3,1498,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1538,40,19,"nl",7,6,6,6,"monterrey",3,3,1499,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1539,40,19,"nl",7,6,6,6,"monterrey",3,3,1500,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1540,40,19,"nl",7,6,6,6,"monterrey",3,2,1501,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1541,40,19,"nl",7,6,6,6,"monterrey",3,2,1502,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1542,40,19,"nl",7,6,6,6,"monterrey",3,2,1503,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1543,40,19,"nl",7,6,6,6,"monterrey",3,2,1504,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1544,40,19,"nl",7,5,5,5,"monterrey",2,2,1505,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1545,40,19,"nl",7,5,5,5,"monterrey",2,2,1506,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1546,40,19,"nl",7,5,5,5,"monterrey",2,2,1507,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1547,40,19,"nl",7,5,5,5,"monterrey",2,2,1508,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1548,40,19,"nl",7,5,5,5,"monterrey",2,2,1509,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1549,40,19,"nl",7,5,5,5,"monterrey",2,11,1510,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166
1550,40,19,"nl",7,5,5,5,"monterrey",2,11,1511,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166
1551,40,19,"nl",7,5,5,5,"monterrey",2,11,1512,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166
1552,40,19,"nl",7,5,5,5,"monterrey",2,11,1513,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166
1553,40,19,"nl",7,5,5,5,"monterrey",2,2,1514,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1554,40,19,"nl",7,5,5,5,"monterrey",2,2,1515,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1555,40,19,"nl",7,5,5,5,"monterrey",2,2,1516,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1556,40,19,"nl",7,5,5,5,"monterrey",2,2,1517,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1557,40,19,"nl",7,6,6,6,"monterrey",3,2,1518,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1558,40,19,"nl",7,6,6,6,"monterrey",3,2,1519,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1559,40,19,"nl",7,6,6,6,"monterrey",3,2,1520,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1560,40,19,"nl",7,6,6,6,"monterrey",3,2,1521,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1561,40,19,"nl",7,6,6,6,"monterrey",3,2,1522,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1562,40,19,"nl",7,6,6,6,"monterrey",3,2,1523,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1563,40,19,"nl",7,6,6,6,"monterrey",3,2,1524,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1564,40,19,"nl",7,6,6,6,"monterrey",3,2,1525,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1565,40,19,"nl",7,6,6,6,"monterrey",3,2,1526,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1566,40,19,"nl",7,6,6,6,"monterrey",3,2,1527,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1567,40,19,"nl",7,6,6,6,"monterrey",3,3,1528,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1568,40,19,"nl",7,6,6,6,"monterrey",3,3,1529,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1569,40,19,"nl",7,6,6,6,"monterrey",3,3,1530,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1570,40,19,"nl",7,6,6,6,"monterrey",1,3,1531,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1571,40,19,"nl",7,6,6,6,"monterrey",1,3,1532,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1572,40,19,"nl",7,6,6,6,"monterrey",1,3,1533,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1573,40,19,"nl",7,6,6,6,"monterrey",1,3,1534,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1574,40,19,"nl",7,6,6,6,"monterrey",4,3,1535,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1575,40,19,"nl",7,6,6,6,"monterrey",4,3,1536,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1576,40,19,"nl",7,6,6,6,"monterrey",4,3,1537,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1577,40,19,"nl",7,6,6,6,"monterrey",4,3,1538,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1578,40,19,"nl",7,6,6,6,"monterrey",3,3,1539,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1579,40,19,"nl",7,6,6,6,"monterrey",3,3,1540,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1580,40,19,"nl",7,6,6,6,"monterrey",3,3,1541,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1581,40,19,"nl",7,6,6,6,"monterrey",3,3,1542,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1582,40,19,"nl",7,6,6,6,"monterrey",3,2,1543,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1583,40,19,"nl",7,6,6,6,"monterrey",3,2,1544,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1584,40,19,"nl",7,6,6,6,"monterrey",3,2,1545,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1585,40,19,"nl",7,6,6,6,"monterrey",3,2,1546,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1586,40,19,"nl",7,6,6,6,"monterrey",3,2,1547,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1587,40,19,"nl",7,6,6,6,"monterrey",3,2,1548,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1588,40,19,"nl",7,5,5,5,"monterrey",2,2,1549,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1589,40,19,"nl",7,5,5,5,"monterrey",2,2,1550,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1590,40,19,"nl",7,5,5,5,"monterrey",2,11,1551,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166
1591,40,19,"nl",7,5,5,5,"monterrey",2,11,1552,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166
1592,40,19,"nl",7,5,5,5,"monterrey",2,11,1553,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166
1593,40,19,"nl",7,5,5,5,"monterrey",2,2,1554,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1594,40,19,"nl",7,6,7,6,"monterrey",3,2,1555,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1595,40,19,"nl",7,6,7,6,"monterrey",3,2,1556,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1596,40,19,"nl",7,6,6,6,"monterrey",3,2,1557,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1597,40,19,"nl",7,6,6,6,"monterrey",3,3,1558,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1598,40,19,"nl",7,6,6,6,"monterrey",4,3,1559,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1599,40,19,"nl",7,6,6,6,"monterrey",4,3,1560,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1600,40,19,"nl",7,6,6,6,"monterrey",4,3,1561,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1601,40,19,"nl",7,6,6,6,"monterrey",4,3,1562,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1602,40,19,"nl",7,6,6,6,"monterrey",4,3,1563,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
1603,40,19,"nl",7,6,6,6,"monterrey",4,4,1564,19,40,20,20,20,17,20,17,17,17,20,20,20,20,18,23,20,0,1,0,0,0,1,1,1,1,0,0,1,4,0.438
1604,40,19,"nl",7,6,6,6,"monterrey",4,4,1565,19,40,20,20,20,17,20,17,17,17,20,20,20,20,18,20,20,0,1,0,0,0,1,1,1,1,0,1,1,4,0.438
1605,40,19,"nl",7,6,6,6,"monterrey",4,4,1566,19,40,20,20,20,17,20,17,17,17,20,20,20,20,24,23,20,0,1,0,0,0,1,1,1,1,0,0,1,4,0.438
1606,40,19,"nl",7,6,7,6,"monterrey",3,2,1567,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1607,40,19,"nl",7,6,7,6,"monterrey",3,2,1568,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1608,40,19,"nl",7,6,7,6,"monterrey",3,2,1569,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376
1609,40,19,"nl",7,6,7,6,"monterrey",3,4,1570,19,40,20,20,20,17,20,17,17,17,20,20,20,20,18,20,20,0,1,0,0,0,1,1,1,1,0,1,1,4,0.438
1610,40,19,"nl",7,6,7,6,"monterrey",3,4,1571,19,40,20,20,20,17,20,17,17,17,20,20,20,20,18,20,20,0,1,0,0,0,1,1,1,1,0,1,1,4,0.438
1611,40,19,"nl",7,6,7,6,"monterrey",3,4,1572,19,40,20,20,20,17,20,17,17,17,20,20,20,20,18,20,20,0,1,0,0,0,1,1,1,1,0,1,1,4,0.438
1612,40,19,"nl",8,5,5,5,"monterrey",2,11,1573,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166
1613,40,19,"nl",8,5,5,5,"monterrey",2,11,1574,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166
1614,40,19,"nl",8,5,5,5,"monterrey",2,11,1575,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166
1615,40,19,"nl",8,5,5,5,"monterrey",2,11,1576,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166
1616,40,19,"nl",8,5,5,5,"monterrey",2,11,1577,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166
1617,40,19,"nl",8,5,5,5,"monterrey",2,11,1578,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166
1618,40,19,"nl",8,5,5,5,"monterrey",2,11,1579,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166
1619,40,19,"nl",8,5,5,5,"monterrey",2,11,1580,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166
1620,40,19,"nl",8,5,5,5,"monterrey",2,11,1581,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166
1621,40,19,"nl",8,5,5,5,"monterrey",2,11,1582,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166
1622,40,19,"nl",8,5,7,6,"monterrey",2,11,1583,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166
