"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2011","X","edon.y","munn.y","escenario1","escenario2","escenario3","mc_clv1","mc_iee1","morena_clv1","morena_iee1","prd_clv1","prd_iee1","pri_clv1","pt_clv1","mc_clv2","morena_clv2","panal_clv2","pan_clv2","pes_clv2","ph_iee2","prd_clv2","pri_clv2","prs_iee2","pt_clv2","pvem_clv2","esc1_mcCLV1","esc1_mcIEE1","esc1_morCLV1","esc1_morIEE1","esc1_prdCLV1","esc1_prdIEE1","esc1_priCLV1","esc1_ptCLV1","esc2_mcCLV2","esc2_morCLV2","esc2_panalCLV2","esc2_panCLV2","esc2_pesCLV2","esc2_phIEE2","esc2_prdCLV2","esc2_priCLV2","esc2_prsIEE2","esc2_ptCLV2","esc2_pvemCLV2","E1","dsiE1_E3"
132,3,3,"bcs",1,2,2,2,12,1,128,3,3,12,12,12,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,12,1
133,3,3,"bcs",1,2,2,2,12,1,129,3,3,12,12,12,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,12,1
134,3,3,"bcs",1,2,2,2,12,1,130,3,3,12,12,12,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,12,1
135,3,3,"bcs",1,2,2,1,11,1,131,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11,1
136,3,3,"bcs",1,2,2,1,11,1,132,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11,1
137,3,3,"bcs",1,2,2,1,11,1,133,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11,1
138,3,3,"bcs",1,2,2,1,11,1,134,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11,1
139,3,3,"bcs",1,2,2,1,11,1,135,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11,1
140,3,3,"bcs",1,2,2,1,11,1,136,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11,1
141,3,3,"bcs",1,2,2,1,11,1,137,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11,1
142,3,3,"bcs",1,2,2,1,11,1,138,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11,1
143,3,3,"bcs",1,2,2,1,11,1,139,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11,1
144,3,3,"bcs",1,2,2,1,11,1,140,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11,1
145,3,3,"bcs",1,2,2,1,11,1,141,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11,1
146,3,3,"bcs",1,2,2,1,11,1,142,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11,1
147,3,3,"bcs",1,2,2,1,11,1,143,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11,1
148,3,3,"bcs",1,2,2,1,11,1,144,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11,1
149,3,3,"bcs",1,2,2,1,11,1,145,3,3,11,11,11,15,15,15,15,15,15,7,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11,1
150,3,3,"bcs",1,2,2,1,11,1,146,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11,1
151,3,3,"bcs",1,2,2,1,11,1,147,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11,1
152,3,3,"bcs",1,2,2,2,12,1,148,3,3,12,12,12,15,15,15,15,15,15,14,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,12,1
153,3,3,"bcs",1,2,2,2,12,1,149,3,3,12,12,12,15,15,15,15,15,15,14,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,12,1
154,3,3,"bcs",1,2,2,2,12,1,150,3,3,12,12,12,15,15,15,15,15,15,14,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,12,1
155,3,3,"bcs",1,2,2,2,12,1,151,3,3,12,12,12,15,15,15,15,15,15,7,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,12,1
156,3,3,"bcs",1,2,2,2,12,1,152,3,3,12,12,12,15,15,15,15,15,15,14,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,12,1
157,3,3,"bcs",1,2,2,2,12,1,153,3,3,12,12,12,15,15,15,15,15,15,7,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,12,1
158,3,3,"bcs",1,2,2,2,12,1,154,3,3,12,12,12,15,15,15,15,15,15,7,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,12,1
159,3,3,"bcs",1,2,2,1,11,2,155,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11,1
160,3,3,"bcs",1,2,2,1,11,2,156,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11,1
161,3,3,"bcs",1,2,2,1,11,2,157,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11,1
162,3,3,"bcs",1,2,2,1,11,2,158,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11,1
163,3,3,"bcs",1,2,2,1,11,2,159,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11,1
164,3,3,"bcs",1,2,2,1,11,2,160,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11,1
165,3,3,"bcs",1,2,2,1,11,2,161,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11,1
166,3,3,"bcs",1,2,2,1,11,2,162,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,12,12,12,12,16,12,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11,1
167,3,3,"bcs",1,2,2,1,11,2,163,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,12,12,12,12,16,12,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11,1
168,3,3,"bcs",1,2,2,1,11,2,164,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,12,12,12,12,16,12,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11,1
169,3,3,"bcs",1,2,2,1,11,2,165,3,3,11,11,11,15,15,15,15,15,15,12,15,12,12,11,15,15,15,15,11,15,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11,1
170,3,3,"bcs",1,2,2,1,11,2,166,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,13,12,12,12,12,13,12,11,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11,1
171,3,3,"bcs",1,2,2,1,11,2,167,3,3,11,11,11,14,14,14,14,14,14,7,14,11,11,13,12,12,12,12,13,12,11,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11,1
172,3,3,"bcs",1,2,2,1,11,2,168,3,3,11,11,11,14,14,14,14,14,14,7,14,11,11,13,12,12,12,12,13,12,11,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11,1
173,3,3,"bcs",1,2,2,1,11,2,169,3,3,11,11,11,14,14,14,14,14,14,7,14,11,11,13,12,12,12,12,13,12,11,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11,1
174,3,3,"bcs",1,2,2,1,11,2,170,3,3,11,11,11,14,14,14,14,14,14,7,14,11,11,13,12,12,12,12,13,12,11,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11,1
175,3,3,"bcs",1,2,2,1,16,2,171,3,3,16,16,16,14,14,14,14,14,14,7,14,11,11,13,12,12,12,12,13,12,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
176,3,3,"bcs",1,2,2,1,11,2,172,3,3,11,11,11,14,14,14,14,14,14,7,14,11,11,13,12,12,12,12,13,12,11,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11,1
177,3,3,"bcs",1,2,2,1,11,2,173,3,3,11,11,11,14,14,14,14,14,14,7,14,11,11,13,12,12,12,12,13,12,11,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11,1
178,3,3,"bcs",1,2,2,1,11,2,174,3,3,11,11,11,14,14,14,14,14,14,7,14,11,11,13,12,12,12,12,13,12,11,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11,1
179,3,3,"bcs",1,2,2,1,16,2,175,3,3,16,16,16,14,14,14,14,14,14,7,14,11,11,13,12,12,12,12,13,12,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
180,3,3,"bcs",1,2,2,1,16,2,176,3,3,16,16,16,14,14,14,14,14,14,7,14,11,11,13,12,12,12,12,13,12,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
181,3,3,"bcs",1,2,2,1,16,2,177,3,3,16,16,16,14,14,14,14,14,14,7,14,14,14,13,12,12,12,12,13,12,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
182,3,3,"bcs",1,2,2,1,16,2,178,3,3,16,16,16,14,14,14,14,14,14,7,14,14,14,13,12,12,12,12,13,12,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
183,3,3,"bcs",1,2,2,1,16,2,179,3,3,16,16,16,14,14,14,14,14,14,7,14,14,14,13,12,12,12,12,13,12,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
184,3,3,"bcs",1,2,1,1,15,3,180,3,3,15,15,15,14,14,14,14,14,14,2,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
185,3,3,"bcs",1,2,1,1,15,3,181,3,3,15,15,15,14,14,14,14,14,14,2,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
186,3,3,"bcs",1,2,1,1,13,3,182,3,3,13,13,13,14,14,14,14,14,14,2,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
187,3,3,"bcs",1,2,1,1,15,3,183,3,3,15,15,15,14,14,14,14,14,14,12,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
188,3,3,"bcs",1,2,2,1,11,3,184,3,3,11,11,11,14,14,14,14,14,14,12,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11,1
189,3,3,"bcs",1,2,2,1,13,3,185,3,3,13,13,13,14,14,14,14,14,14,2,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
190,3,3,"bcs",1,2,1,1,13,3,186,3,3,13,13,13,14,14,14,14,14,14,2,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
191,3,3,"bcs",1,2,1,1,13,3,187,3,3,13,13,13,12,12,12,12,12,12,2,12,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
192,3,3,"bcs",1,2,2,1,13,3,188,3,3,13,13,13,12,12,12,12,12,12,2,12,11,11,16,12,12,12,12,16,12,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
193,3,3,"bcs",1,2,2,1,13,3,189,3,3,13,13,13,14,14,14,14,14,14,2,14,11,11,16,12,12,12,12,16,12,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
194,3,3,"bcs",1,2,2,1,13,3,190,3,3,13,13,13,12,12,12,12,12,12,2,12,11,11,16,12,12,12,12,16,12,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
195,3,3,"bcs",1,2,2,1,13,3,191,3,3,13,13,13,14,14,14,14,14,14,2,14,11,11,16,12,12,12,12,16,12,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
196,3,3,"bcs",1,2,2,1,13,3,192,3,3,13,13,13,14,14,14,14,14,14,2,14,11,11,16,12,12,12,12,16,12,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
197,3,3,"bcs",1,2,2,1,13,3,193,3,3,13,13,13,12,12,12,12,12,12,7,12,11,11,13,12,12,12,12,13,12,11,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,13,1
198,3,3,"bcs",1,2,2,1,13,3,194,3,3,13,13,13,14,14,14,14,14,14,7,14,11,11,13,12,12,12,12,13,12,11,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,13,1
199,3,3,"bcs",1,2,2,1,13,3,195,3,3,13,13,13,14,14,14,14,14,14,7,14,11,11,13,12,12,12,12,13,12,11,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,13,1
200,3,3,"bcs",1,2,2,1,13,3,196,3,3,13,13,13,14,14,14,14,14,14,7,14,11,11,13,12,12,12,12,13,12,11,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,13,1
201,3,3,"bcs",1,2,2,1,13,3,197,3,3,13,13,13,14,14,14,14,14,14,7,14,11,11,13,12,12,12,12,13,12,11,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,13,1
202,3,3,"bcs",1,2,2,1,16,3,198,3,3,16,16,16,12,12,12,12,12,12,7,12,14,14,13,13,13,13,13,13,13,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
203,3,3,"bcs",1,2,2,1,16,3,199,3,3,16,16,16,14,14,14,14,14,14,7,14,14,14,13,12,12,12,12,13,12,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
204,3,3,"bcs",1,2,2,1,16,3,200,3,3,16,16,16,14,14,14,14,14,14,7,14,14,14,13,12,12,12,12,13,12,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
205,3,3,"bcs",1,2,2,1,16,3,201,3,3,16,16,16,12,12,12,12,12,12,7,12,14,14,13,13,13,13,13,13,13,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
206,3,3,"bcs",1,2,2,1,16,3,202,3,3,16,16,16,13,13,13,13,13,13,7,13,14,14,13,13,13,13,13,13,13,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
207,3,3,"bcs",1,2,1,1,15,5,203,3,3,15,15,15,14,14,14,14,14,14,2,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
208,3,3,"bcs",1,2,1,1,15,5,204,3,3,15,15,15,14,14,14,14,14,14,2,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
209,3,3,"bcs",1,2,1,1,15,5,205,3,3,15,15,15,12,12,12,12,12,12,2,12,13,13,16,14,14,14,14,16,14,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
210,3,3,"bcs",1,2,1,1,15,5,206,3,3,15,15,15,11,11,11,11,11,11,2,11,13,13,15,14,14,14,14,15,14,13,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,15,1
211,3,3,"bcs",1,2,1,1,13,5,207,3,3,13,13,13,12,12,12,12,12,12,2,12,13,13,16,14,14,14,14,16,14,13,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,13,1
212,3,3,"bcs",1,2,1,1,13,5,208,3,3,13,13,13,12,12,12,12,12,12,2,12,13,13,16,14,14,14,14,16,14,13,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,13,1
213,3,3,"bcs",1,2,1,1,13,5,209,3,3,13,13,13,14,14,14,14,14,14,2,14,11,11,16,14,14,14,14,16,14,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
214,3,3,"bcs",1,2,1,1,13,5,210,3,3,13,13,13,12,12,12,12,12,12,2,12,13,13,16,14,14,14,14,16,14,13,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,13,1
215,3,3,"bcs",1,2,1,1,13,5,211,3,3,13,13,13,12,12,12,12,12,12,2,12,13,13,16,14,14,14,14,16,14,13,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,13,1
216,3,3,"bcs",1,2,1,1,13,5,212,3,3,13,13,13,12,12,12,12,12,12,2,12,13,13,16,14,14,14,14,16,14,13,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,13,1
217,3,3,"bcs",1,2,1,1,13,5,213,3,3,13,13,13,11,11,11,11,11,11,11,11,13,13,15,14,14,14,14,15,14,13,15,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,13,1
218,3,3,"bcs",1,2,1,1,15,5,214,3,3,15,15,15,11,11,11,11,11,11,11,11,15,15,15,11,11,11,11,15,11,15,15,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,15,1
219,3,3,"bcs",1,2,1,1,13,5,215,3,3,13,13,13,12,12,12,12,12,12,2,12,13,13,16,14,14,14,14,16,14,13,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,13,1
220,3,3,"bcs",1,2,1,1,13,5,216,3,3,13,13,13,12,12,12,12,12,12,2,12,13,13,16,14,14,14,14,16,14,13,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,13,1
221,3,3,"bcs",1,2,1,1,13,5,217,3,3,13,13,13,12,12,12,12,12,12,2,12,13,13,16,14,14,14,14,16,14,13,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,13,1
222,3,3,"bcs",1,2,1,1,13,5,218,3,3,13,13,13,12,12,12,12,12,12,11,12,13,13,15,12,12,12,12,15,12,13,15,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,13,1
223,3,3,"bcs",1,2,1,1,13,5,219,3,3,13,13,13,12,12,12,12,12,12,2,12,13,13,16,12,12,12,12,16,12,13,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,13,1
224,3,3,"bcs",1,2,1,1,13,5,220,3,3,13,13,13,12,12,12,12,12,12,2,12,13,13,16,12,12,12,12,16,12,13,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,13,1
225,3,3,"bcs",1,2,1,1,13,5,221,3,3,13,13,13,12,12,12,12,12,12,2,12,13,13,16,12,12,12,12,16,12,13,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,13,1
226,3,3,"bcs",1,2,1,1,13,4,222,3,3,13,13,13,12,12,12,12,12,12,2,12,13,13,15,12,12,12,12,15,12,13,15,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,13,1
227,3,3,"bcs",1,2,1,1,13,4,223,3,3,13,13,13,12,12,12,12,12,12,11,12,13,13,15,12,12,12,12,15,12,13,15,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,13,1
228,3,3,"bcs",1,2,1,1,13,4,224,3,3,13,13,13,11,11,11,11,11,11,11,11,15,15,15,12,12,12,12,15,12,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
229,3,3,"bcs",1,2,1,1,13,4,225,3,3,13,13,13,12,12,12,12,12,12,11,12,13,13,15,12,12,12,12,15,12,13,15,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,13,1
230,3,3,"bcs",1,2,1,1,13,4,226,3,3,13,13,13,12,12,12,12,12,12,2,12,13,13,13,12,12,12,12,13,12,13,13,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,13,1
231,3,3,"bcs",1,2,1,1,13,4,227,3,3,13,13,13,12,12,12,12,12,12,2,12,13,13,13,12,12,12,12,13,12,13,13,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,13,1
232,3,3,"bcs",1,2,1,1,16,4,228,3,3,16,16,16,12,12,12,12,12,12,2,12,13,13,13,12,12,12,12,13,12,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
233,3,3,"bcs",1,2,1,1,16,4,229,3,3,16,16,16,12,12,12,12,12,12,2,12,13,13,13,12,12,12,12,13,12,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
234,3,3,"bcs",1,2,1,1,16,4,230,3,3,16,16,16,12,12,12,12,12,12,11,12,13,13,13,12,12,12,12,13,12,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
235,3,3,"bcs",1,2,1,1,16,4,231,3,3,16,16,16,11,11,11,11,11,11,11,11,15,15,15,13,13,13,13,15,13,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
236,3,3,"bcs",1,2,1,1,16,4,232,3,3,16,16,16,12,12,12,12,12,12,11,12,15,15,15,13,13,13,13,15,13,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
237,3,3,"bcs",1,2,1,1,16,4,233,3,3,16,16,16,12,12,12,12,12,12,11,12,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
238,3,3,"bcs",1,2,1,1,16,4,234,3,3,16,16,16,12,12,12,12,12,12,11,12,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
239,3,3,"bcs",1,2,1,1,16,4,235,3,3,16,16,16,12,12,12,12,12,12,11,12,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
240,3,3,"bcs",1,2,1,1,16,4,236,3,3,16,16,16,11,11,11,11,11,11,11,11,15,15,15,13,13,13,13,15,13,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
241,3,3,"bcs",1,2,1,1,16,4,237,3,3,16,16,16,11,11,11,11,11,11,11,11,15,15,15,13,13,13,13,15,13,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
242,3,3,"bcs",1,2,1,1,16,4,238,3,3,16,16,16,12,12,12,12,12,12,7,12,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
243,3,3,"bcs",1,2,1,1,16,4,239,3,3,16,16,16,12,12,12,12,12,12,7,12,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
244,3,3,"bcs",1,2,1,1,16,4,240,3,3,16,16,16,12,12,12,12,12,12,7,12,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
245,3,3,"bcs",1,2,1,1,16,4,241,3,3,16,16,16,12,12,12,12,12,12,7,12,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
246,3,3,"bcs",1,2,1,1,16,4,242,3,3,16,16,16,13,13,13,13,13,13,11,13,14,14,14,13,13,13,13,14,13,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
247,3,3,"bcs",1,2,1,1,16,4,243,3,3,16,16,16,13,13,13,13,13,13,7,13,14,14,14,13,13,13,13,14,13,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
248,3,3,"bcs",1,2,2,1,16,4,244,3,3,16,16,16,12,12,12,12,12,12,7,12,14,14,13,13,13,13,13,13,13,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
