"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2011","X","edon.y","munn.y","escenario1","escenario2","escenario3","mc_clv1","mc_iee1","morena_clv1","morena_iee1","prd_clv1","prd_iee1","pri_clv1","pt_clv1","mc_clv2","morena_clv2","panal_clv2","pan_clv2","pes_clv2","ph_iee2","prd_clv2","pri_clv2","prs_iee2","pt_clv2","pvem_clv2","esc1_mcCLV1","esc1_mcIEE1","esc1_morCLV1","esc1_morIEE1","esc1_prdCLV1","esc1_prdIEE1","esc1_priCLV1","esc1_ptCLV1","esc2_mcCLV2","esc2_morCLV2","esc2_panalCLV2","esc2_panCLV2","esc2_pesCLV2","esc2_phIEE2","esc2_prdCLV2","esc2_priCLV2","esc2_prsIEE2","esc2_ptCLV2","esc2_pvemCLV2","SQ","dsiSQ_E1","dsiSQ_E3"
378,4,3,"bcs",1,2,2,2,7,8,369,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.435,0.435
379,4,3,"bcs",1,2,2,2,7,8,370,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.435,0.435
380,4,3,"bcs",1,2,2,2,7,8,371,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.435,0.435
381,4,3,"bcs",1,2,2,2,7,8,372,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.435,0.435
382,4,3,"bcs",1,2,2,2,7,8,373,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.435,0.435
383,4,3,"bcs",1,2,2,2,7,8,374,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.435,0.435
384,4,3,"bcs",1,2,2,2,7,8,375,3,4,7,7,7,10,10,10,10,10,10,3,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.435,0.435
385,4,3,"bcs",1,2,2,2,7,8,376,3,4,7,7,7,10,10,10,10,10,10,3,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.435,0.435
386,4,3,"bcs",1,2,2,2,7,8,377,3,4,7,7,7,10,10,10,10,10,10,3,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.435,0.435
387,4,3,"bcs",1,2,2,2,7,8,378,3,4,7,7,7,10,10,10,10,10,10,3,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.435,0.435
388,4,3,"bcs",1,2,2,2,7,8,379,3,4,7,7,7,10,10,10,10,10,10,15,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.435,0.435
389,4,3,"bcs",1,2,2,2,7,8,380,3,4,7,7,7,10,10,10,10,10,10,3,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.435,0.435
390,4,3,"bcs",1,2,2,2,7,8,381,3,4,7,7,7,10,10,10,10,10,10,3,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.435,0.435
391,4,3,"bcs",1,2,2,2,7,8,382,3,4,7,7,7,10,10,10,10,10,10,3,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.435,0.435
392,4,3,"bcs",1,2,2,2,7,8,383,3,4,7,7,7,10,10,10,10,10,10,3,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.435,0.435
393,4,3,"bcs",1,2,2,2,7,8,384,3,4,7,7,7,10,10,10,10,10,10,3,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.435,0.435
394,4,3,"bcs",1,2,2,2,9,8,385,3,4,9,9,9,5,5,5,5,5,5,15,5,9,9,9,5,5,5,5,9,5,9,9,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.067,0.067
395,4,3,"bcs",1,2,2,2,5,8,386,3,4,5,5,5,6,6,6,6,6,6,3,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.15,0.15
396,4,3,"bcs",1,2,2,2,5,8,387,3,4,5,5,5,6,6,6,6,6,6,3,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.15,0.15
397,4,3,"bcs",1,2,2,2,5,8,388,3,4,5,5,5,6,6,6,6,6,6,3,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.15,0.15
398,4,3,"bcs",1,2,2,2,5,8,389,3,4,5,5,5,6,6,6,6,6,6,3,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.15,0.15
399,4,3,"bcs",1,2,2,2,5,8,390,3,4,5,5,5,6,6,6,6,6,6,3,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.15,0.15
400,4,3,"bcs",1,2,2,2,5,8,391,3,4,5,5,5,6,6,6,6,6,6,3,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.15,0.15
401,4,3,"bcs",1,2,2,2,5,8,392,3,4,5,5,5,6,6,6,6,6,6,3,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.15,0.15
402,4,3,"bcs",1,2,2,2,5,8,393,3,4,5,5,5,6,6,6,6,6,6,3,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.15,0.15
403,4,3,"bcs",1,2,2,2,6,8,394,3,4,6,6,6,7,7,7,7,7,7,4,7,6,6,6,7,7,7,7,6,7,6,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.319,0.319
404,4,3,"bcs",1,2,2,2,6,8,395,3,4,6,6,6,7,7,7,7,7,7,4,7,6,6,6,7,7,7,7,6,7,6,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.319,0.319
405,4,3,"bcs",1,2,2,2,6,8,396,3,4,6,6,6,7,7,7,7,7,7,4,7,6,6,6,7,7,7,7,6,7,6,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.319,0.319
406,4,3,"bcs",1,2,2,2,6,8,397,3,4,6,6,6,7,7,7,7,7,7,4,7,6,6,6,7,7,7,7,6,7,6,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.319,0.319
407,4,3,"bcs",1,2,2,2,6,8,398,3,4,6,6,6,7,7,7,7,7,7,4,7,6,6,6,7,7,7,7,6,7,6,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.319,0.319
408,4,3,"bcs",1,2,2,2,6,8,399,3,4,6,6,6,7,7,7,7,7,7,4,7,6,6,6,7,7,7,7,6,7,6,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.319,0.319
409,4,3,"bcs",1,2,2,2,6,8,400,3,4,6,6,6,7,7,7,7,7,7,4,7,6,6,6,7,7,7,7,6,7,6,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.319,0.319
410,4,3,"bcs",1,2,2,2,6,8,401,3,4,6,6,6,7,7,7,7,7,7,4,7,6,6,6,7,7,7,7,6,7,6,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.319,0.319
411,4,3,"bcs",1,2,2,2,6,8,402,3,4,6,6,6,7,7,7,7,7,7,4,7,6,6,6,7,7,7,7,6,7,6,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,8,0.319,0.319
412,4,3,"bcs",1,2,2,2,10,7,403,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
413,4,3,"bcs",1,2,2,2,10,7,404,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
414,4,3,"bcs",1,2,2,2,10,7,405,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
415,4,3,"bcs",1,2,2,2,10,7,406,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
416,4,3,"bcs",1,2,2,2,10,7,407,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
417,4,3,"bcs",1,2,2,2,10,7,408,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
418,4,3,"bcs",1,2,2,2,10,7,409,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
419,4,3,"bcs",1,2,2,2,10,7,410,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
420,4,3,"bcs",1,2,2,2,10,7,411,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
421,4,3,"bcs",1,2,2,2,10,7,412,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
422,4,3,"bcs",1,2,2,2,10,7,413,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
423,4,3,"bcs",1,2,2,2,10,7,414,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
424,4,3,"bcs",1,2,2,2,10,7,415,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
425,4,3,"bcs",1,2,2,2,10,7,416,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
426,4,3,"bcs",1,2,2,2,10,7,417,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
427,4,3,"bcs",1,2,2,2,10,7,418,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
428,4,3,"bcs",1,2,2,2,10,7,419,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
429,4,3,"bcs",1,2,2,2,10,7,420,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
430,4,3,"bcs",1,2,2,2,10,7,421,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
431,4,3,"bcs",1,2,2,2,10,7,422,3,4,10,10,10,9,9,9,9,9,9,10,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
432,4,3,"bcs",1,2,2,2,10,7,423,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
433,4,3,"bcs",1,2,2,2,10,7,424,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
434,4,3,"bcs",1,2,2,2,10,7,425,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
435,4,3,"bcs",1,2,2,2,10,7,426,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
436,4,3,"bcs",1,2,2,2,10,7,427,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
437,4,3,"bcs",1,2,2,2,10,7,428,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
438,4,3,"bcs",1,2,2,2,10,7,429,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
439,4,3,"bcs",1,2,2,2,10,7,430,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,0.689,0.689
440,3,3,"bcs",1,2,1,1,15,4,431,3,3,15,15,15,11,11,11,11,11,11,11,11,15,15,15,11,11,11,11,15,11,15,15,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,0.412,0.412
441,3,3,"bcs",1,2,1,1,16,4,432,3,3,16,16,16,13,13,13,13,13,13,11,13,14,14,14,11,11,11,11,14,11,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.295,0.295
442,3,3,"bcs",1,2,1,1,15,4,433,3,3,15,15,15,11,11,11,11,11,11,11,11,15,15,15,11,11,11,11,15,11,15,15,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,0.412,0.412
443,3,3,"bcs",1,2,1,1,16,4,434,3,3,16,16,16,11,11,11,11,11,11,11,11,15,15,14,11,11,11,11,14,11,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.295,0.295
444,3,3,"bcs",1,2,1,1,16,4,435,3,3,16,16,16,13,13,13,13,13,13,11,13,14,14,14,11,11,11,11,14,11,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.295,0.295
445,3,3,"bcs",1,2,1,1,15,4,436,3,3,15,15,15,11,11,11,11,11,11,11,11,15,15,15,11,11,11,11,15,11,15,15,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,0.412,0.412
446,3,3,"bcs",1,2,1,1,15,4,437,3,3,15,15,15,11,11,11,11,11,11,11,11,15,15,15,11,11,11,11,15,11,15,15,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,0.412,0.412
447,3,3,"bcs",1,2,1,1,16,4,438,3,3,16,16,16,11,11,11,11,11,11,11,11,15,15,14,11,11,11,11,14,11,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.295,0.295
448,3,3,"bcs",1,2,1,1,16,4,439,3,3,16,16,16,13,13,13,13,13,13,11,13,15,15,14,11,11,11,11,14,11,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.295,0.295
449,3,3,"bcs",1,2,1,1,16,4,440,3,3,16,16,16,11,11,11,11,11,11,11,11,15,15,14,11,11,11,11,14,11,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.295,0.295
450,3,3,"bcs",1,2,1,1,16,4,441,3,3,16,16,16,13,13,13,13,13,13,11,13,15,15,14,11,11,11,11,14,11,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.295,0.295
451,3,3,"bcs",1,2,1,1,15,4,442,3,3,15,15,15,11,11,11,11,11,11,11,11,15,15,14,11,11,11,11,14,11,15,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,0.412,0.412
452,3,3,"bcs",1,2,1,1,15,4,443,3,3,15,15,15,11,11,11,11,11,11,5,11,15,15,14,11,11,11,11,14,11,15,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,0.412,0.412
453,3,3,"bcs",1,2,1,1,15,4,444,3,3,15,15,15,13,13,13,13,13,13,11,13,14,14,14,11,11,11,11,14,11,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.412,0.412
454,3,3,"bcs",1,2,1,1,15,4,445,3,3,15,15,15,13,13,13,13,13,13,11,13,15,15,14,11,11,11,11,14,11,15,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,0.412,0.412
455,3,3,"bcs",1,2,1,1,15,4,446,3,3,15,15,15,13,13,13,13,13,13,11,13,15,15,14,11,11,11,11,14,11,15,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,0.412,0.412
456,3,3,"bcs",1,2,1,1,14,4,447,3,3,14,14,14,13,13,13,13,13,13,5,13,14,14,14,13,13,13,13,14,13,14,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,4,0.417,0.417
457,3,3,"bcs",1,2,1,1,14,4,448,3,3,14,14,14,13,13,13,13,13,13,5,13,14,14,14,13,13,13,13,14,13,14,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,4,0.417,0.417
458,3,3,"bcs",1,2,1,1,15,4,449,3,3,15,15,15,13,13,13,13,13,13,5,13,15,15,14,11,11,11,11,14,11,15,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,0.412,0.412
459,3,3,"bcs",1,2,1,1,15,4,450,3,3,15,15,15,13,13,13,13,13,13,5,13,15,15,14,11,11,11,11,14,11,15,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,0.412,0.412
460,3,3,"bcs",1,2,1,1,14,4,451,3,3,14,14,14,13,13,13,13,13,13,5,13,15,15,14,11,11,11,11,14,11,15,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,0.417,0.417
461,3,3,"bcs",1,2,1,1,14,4,452,3,3,14,14,14,13,13,13,13,13,13,5,13,14,14,14,13,13,13,13,14,13,14,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,4,0.417,0.417
462,3,3,"bcs",1,2,1,1,15,4,453,3,3,15,15,15,11,11,11,11,11,11,11,11,15,15,15,11,11,11,11,15,11,15,15,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,0.412,0.412
463,3,3,"bcs",1,2,1,1,14,4,454,3,3,14,14,14,13,13,13,13,13,13,5,13,14,14,14,11,11,11,11,14,11,14,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,4,0.417,0.417
464,3,3,"bcs",1,2,1,1,14,4,455,3,3,14,14,14,13,13,13,13,13,13,5,13,14,14,14,13,13,13,13,14,13,14,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,4,0.417,0.417
465,3,3,"bcs",1,2,1,1,15,4,456,3,3,15,15,15,11,11,11,11,11,11,11,11,15,15,15,11,11,11,11,15,11,15,15,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,0.412,0.412
466,3,3,"bcs",1,2,1,1,14,4,457,3,3,14,14,14,13,13,13,13,13,13,5,13,15,15,14,11,11,11,11,14,11,15,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,0.417,0.417
467,3,3,"bcs",1,2,1,1,14,4,458,3,3,14,14,14,13,13,13,13,13,13,5,13,14,14,14,11,11,11,11,14,11,14,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,4,0.417,0.417
468,3,3,"bcs",1,2,1,1,14,4,459,3,3,14,14,14,13,13,13,13,13,13,5,13,14,14,14,13,13,13,13,14,13,14,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,4,0.417,0.417
469,3,3,"bcs",1,2,1,1,14,4,460,3,3,14,14,14,13,13,13,13,13,13,5,13,15,15,14,11,11,11,11,14,11,15,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,0.417,0.417
470,3,3,"bcs",1,2,1,1,14,4,461,3,3,14,14,14,16,16,16,16,16,16,8,16,15,15,14,16,16,16,16,14,16,15,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,0.417,0.417
471,3,3,"bcs",1,2,1,1,14,4,462,3,3,14,14,14,13,13,13,13,13,13,5,13,15,15,14,11,11,11,11,14,11,15,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,0.417,0.417
472,3,3,"bcs",1,2,1,1,14,4,463,3,3,14,14,14,13,13,13,13,13,13,5,13,14,14,14,13,13,13,13,14,13,14,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,4,0.417,0.417
473,3,3,"bcs",1,2,1,1,14,4,464,3,3,14,14,14,13,13,13,13,13,13,8,13,14,14,14,13,13,13,13,14,13,14,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,4,0.417,0.417
474,3,3,"bcs",1,2,1,1,14,4,465,3,3,14,14,14,13,13,13,13,13,13,5,13,14,14,14,13,13,13,13,14,13,14,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,4,0.417,0.417
475,3,3,"bcs",1,2,1,1,14,4,466,3,3,14,14,14,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.417,0.417
476,3,3,"bcs",1,2,1,1,14,4,467,3,3,14,14,14,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.417,0.417
477,3,3,"bcs",1,2,1,1,14,4,468,3,3,14,14,14,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.417,0.417
478,3,3,"bcs",1,2,1,1,16,4,469,3,3,16,16,16,13,13,13,13,13,13,5,13,14,14,14,13,13,13,13,14,13,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.295,0.295
479,3,3,"bcs",1,2,1,1,14,4,470,3,3,14,14,14,13,13,13,13,13,13,5,13,14,14,14,13,13,13,13,14,13,14,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,4,0.417,0.417
480,3,3,"bcs",1,2,1,1,14,4,471,3,3,14,14,14,13,13,13,13,13,13,5,13,14,14,14,13,13,13,13,14,13,14,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,4,0.417,0.417
481,3,3,"bcs",1,2,1,1,14,4,472,3,3,14,14,14,13,13,13,13,13,13,5,13,14,14,14,13,13,13,13,14,13,14,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,4,0.417,0.417
482,3,3,"bcs",1,2,1,1,14,4,473,3,3,14,14,14,13,13,13,13,13,13,5,13,14,14,14,13,13,13,13,14,13,14,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,4,0.417,0.417
483,3,3,"bcs",1,2,1,1,14,4,474,3,3,14,14,14,13,13,13,13,13,13,5,13,14,14,14,13,13,13,13,14,13,14,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,4,0.417,0.417
484,3,3,"bcs",1,2,1,1,14,4,475,3,3,14,14,14,13,13,13,13,13,13,5,13,14,14,14,13,13,13,13,14,13,14,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,4,0.417,0.417
485,3,3,"bcs",1,2,1,1,14,4,476,3,3,14,14,14,13,13,13,13,13,13,5,13,14,14,14,13,13,13,13,14,13,14,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,4,0.417,0.417
486,3,3,"bcs",1,2,1,1,14,4,477,3,3,14,14,14,13,13,13,13,13,13,5,13,14,14,14,13,13,13,13,14,13,14,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,4,0.417,0.417
487,3,3,"bcs",1,2,1,1,14,4,478,3,3,14,14,14,13,13,13,13,13,13,5,13,14,14,12,13,13,13,13,12,13,14,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,0.417,0.417
488,3,3,"bcs",1,2,1,1,14,4,479,3,3,14,14,14,16,16,16,16,16,16,5,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.417,0.417
489,3,3,"bcs",1,2,1,1,14,4,480,3,3,14,14,14,16,16,16,16,16,16,5,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.417,0.417
