"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","mun","disloc2005","disloc2011","disloc2017","lisnom08","X","edon.y","munn.y","escenario1","escenario2","escenario3","criterio8","cab","morena_clv1","panal_clv1","pan_clv1","prd_clv1","pri_iee1","pvem_clv1","iee2","mc_clv2","morena_clv2","morena_iee2","panal_clv2","panal_iee2","pan_clv2","pan_iee2","pes_clv2","pes_iee2","ph_clv2","ph_iee2","prd_clv2","pri_clv2","pri_iee2","pt_clv2","pt_iee2","pvem_clv2","pvem_iee2","prd_iee2","esc1_morCLV1","esc1_panalCLV1","esc1_panCLV1","esc1_prdCLV1","esc1_priIEE1","esc1_pvemCLV1","esc2_IEE2","esc2_mcCLV2","esc2_morCLV2","esc2_morIEE2","esc2_panalCLV2","esc2_panalIEE2","esc2_panCLV2","esc2_panIEE2","esc2_pesCLV2","esc2_pesIEE2","esc2_phCLV2","esc2_phIEE2","esc2_prdCLV2","esc2_priIEE2","esc2_ptCLV2","esc2_ptIEE2","esc2_pvemCLV2","esc2_pvemIEE2","esc2_prdIEE2","SQ","dsiSQ_E1"
376,18,5,"coa",3,3,3,3,"Monclova",16,12,5,566,541,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
377,18,5,"coa",3,3,3,3,"Monclova",16,12,5,705,542,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
378,18,5,"coa",3,3,3,3,"Monclova",16,12,5,613,543,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
379,18,5,"coa",3,3,3,3,"Monclova",16,12,5,667,544,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
380,18,5,"coa",3,3,3,3,"Monclova",16,12,5,695,545,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
381,18,5,"coa",3,3,3,3,"Monclova",16,12,5,506,546,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
382,18,5,"coa",3,3,3,3,"Monclova",15,11,6,654,195,5,18,4,4,2,6,"frontera",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
383,18,5,"coa",3,3,3,3,"Monclova",16,11,6,507,196,5,18,4,4,2,6,"frontera",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
384,18,5,"coa",3,3,3,3,"Monclova",16,11,6,648,197,5,18,4,4,2,6,"frontera",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
385,18,5,"coa",3,3,3,3,"Monclova",15,11,6,706,198,5,18,4,4,2,6,"frontera",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
386,18,5,"coa",3,3,3,3,"Monclova",15,11,6,631,199,5,18,4,4,2,6,"frontera",2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
387,18,5,"coa",3,3,3,3,"Monclova",15,11,6,739,200,5,18,4,4,2,6,"frontera",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
388,18,5,"coa",3,3,3,3,"Monclova",15,11,6,384,201,5,18,4,4,2,6,"frontera",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
389,18,5,"coa",3,3,3,3,"Monclova",15,11,6,417,202,5,18,4,4,2,6,"frontera",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
390,18,5,"coa",3,3,3,3,"Monclova",15,11,5,601,547,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
391,18,5,"coa",3,3,3,3,"Monclova",16,12,5,462,548,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
392,18,5,"coa",3,3,3,3,"Monclova",16,12,5,540,549,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
393,18,5,"coa",3,3,3,3,"Monclova",15,12,5,382,550,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
394,18,5,"coa",3,3,3,3,"Monclova",15,12,5,465,551,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
395,18,5,"coa",3,3,3,3,"Monclova",15,12,5,416,552,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
396,18,5,"coa",3,3,3,3,"Monclova",15,12,5,552,553,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
397,18,5,"coa",3,3,3,3,"Monclova",15,12,5,381,554,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
398,18,5,"coa",3,3,3,3,"Monclova",15,12,5,623,555,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
399,18,5,"coa",3,3,3,3,"Monclova",15,12,5,641,556,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
400,18,5,"coa",3,3,3,3,"Monclova",15,12,5,737,557,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
401,18,5,"coa",3,3,3,3,"Monclova",15,12,5,734,558,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
402,18,5,"coa",3,3,3,3,"Monclova",15,11,5,570,559,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
403,18,5,"coa",3,3,3,3,"Monclova",15,11,5,487,560,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
404,18,5,"coa",3,3,3,3,"Monclova",15,11,6,656,203,5,18,4,4,2,6,"frontera",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
405,18,5,"coa",3,3,3,3,"Monclova",15,11,6,639,204,5,18,4,4,2,6,"frontera",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
406,18,5,"coa",3,3,3,3,"Monclova",15,11,6,606,205,5,18,4,4,2,6,"frontera",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
407,18,5,"coa",3,3,3,3,"Monclova",15,11,6,667,206,5,18,4,4,2,6,"frontera",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
408,18,5,"coa",3,3,3,3,"Monclova",15,11,5,597,561,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
409,18,5,"coa",3,3,3,3,"Monclova",15,12,5,532,562,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
410,18,5,"coa",3,3,3,3,"Monclova",15,12,5,458,563,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
411,18,5,"coa",3,3,3,3,"Monclova",15,12,5,455,564,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
412,18,5,"coa",3,3,3,3,"Monclova",15,12,5,527,565,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
413,18,5,"coa",3,3,3,3,"Monclova",15,12,5,719,566,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
414,18,5,"coa",3,3,3,3,"Monclova",15,12,5,457,567,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
415,18,5,"coa",3,3,3,3,"Monclova",15,12,5,725,568,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
416,18,5,"coa",3,3,3,3,"Monclova",15,12,5,501,569,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
417,18,5,"coa",3,3,3,3,"Monclova",15,11,6,443,207,5,18,4,4,2,6,"frontera",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
418,18,5,"coa",3,3,3,3,"Monclova",15,11,6,650,208,5,18,4,4,2,6,"frontera",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
419,18,5,"coa",3,3,3,3,"Monclova",15,12,6,744,209,5,18,4,4,2,6,"frontera",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
420,18,5,"coa",3,3,3,3,"Monclova",15,12,6,533,210,5,18,4,4,2,6,"frontera",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
421,18,5,"coa",3,3,3,3,"Monclova",15,12,5,587,570,5,18,6,6,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.556
422,18,5,"coa",3,3,3,3,"Monclova",15,12,5,697,571,5,18,4,4,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
423,18,5,"coa",3,3,3,3,"Monclova",15,12,6,297,211,5,18,2,2,2,6,"frontera",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
424,18,5,"coa",3,3,3,3,"Monclova",15,12,6,554,212,5,18,4,4,2,6,"frontera",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
425,18,5,"coa",3,3,3,3,"Monclova",15,12,6,537,213,5,18,4,4,2,6,"frontera",2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
426,18,5,"coa",3,3,3,3,"Monclova",15,12,6,443,214,5,18,4,4,2,6,"frontera",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
427,18,5,"coa",3,3,3,3,"Monclova",15,12,6,563,215,5,18,4,4,2,6,"frontera",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
428,18,5,"coa",3,3,3,3,"Monclova",15,12,6,580,216,5,18,4,4,2,6,"frontera",2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
429,18,5,"coa",3,3,3,3,"Monclova",15,12,6,613,217,5,18,4,4,2,6,"frontera",2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
430,18,5,"coa",3,3,3,3,"Monclova",15,12,6,576,218,5,18,4,4,2,6,"frontera",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.448
431,18,5,"coa",3,3,3,3,"Monclova",15,12,6,621,219,5,18,2,2,2,6,"frontera",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
432,18,5,"coa",3,3,3,3,"Monclova",15,12,6,591,220,5,18,2,2,2,6,"frontera",2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
433,18,5,"coa",3,3,3,3,"Monclova",15,12,6,743,221,5,18,2,2,2,6,"frontera",2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
434,18,5,"coa",3,3,3,3,"Monclova",15,12,6,653,222,5,18,2,2,2,6,"frontera",2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
435,18,5,"coa",3,3,3,3,"Monclova",15,12,5,673,572,5,18,2,2,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412
436,18,5,"coa",3,3,3,3,"Monclova",15,12,6,657,223,5,18,2,2,2,6,"frontera",2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
437,18,5,"coa",3,3,3,3,"Monclova",15,12,6,518,224,5,18,2,2,2,6,"frontera",2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
438,18,5,"coa",3,3,3,3,"Monclova",15,12,6,598,225,5,18,2,2,2,6,"frontera",2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
439,18,5,"coa",3,3,3,3,"Monclova",15,12,6,570,226,5,18,2,2,2,6,"frontera",2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
440,18,5,"coa",3,3,3,3,"Monclova",15,12,5,658,573,5,18,2,2,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412
441,18,5,"coa",3,3,3,3,"Monclova",15,12,6,470,227,5,18,2,2,2,6,"frontera",2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
442,18,5,"coa",3,3,3,3,"Monclova",16,12,5,242,574,5,18,6,6,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.556
443,18,5,"coa",3,3,3,3,"Monclova",16,12,5,60,575,5,18,6,6,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.556
444,19,5,"coa",4,1,1,1,"Morelos",17,14,1,483,303,5,19,5,5,3,1,"acuña",4,4,10,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.798
445,19,5,"coa",4,1,1,1,"Morelos",17,14,1,575,304,5,19,5,5,3,1,"acuña",4,4,10,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.798
446,19,5,"coa",4,1,1,1,"Morelos",17,14,1,604,305,5,19,5,5,3,1,"acuña",4,4,10,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.798
447,19,5,"coa",4,1,1,1,"Morelos",17,14,1,534,306,5,19,5,5,3,1,"acuña",4,4,10,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.798
448,19,5,"coa",4,1,1,1,"Morelos",17,14,1,407,307,5,19,5,5,3,1,"acuña",4,4,10,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.798
449,19,5,"coa",4,1,1,1,"Morelos",17,14,1,402,308,5,19,5,5,3,1,"acuña",4,4,10,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.798
450,20,5,"coa",7,1,2,2,"Múzquiz",18,13,3,668,1,5,20,1,1,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0.401
451,20,5,"coa",7,1,2,2,"Múzquiz",18,13,3,684,2,5,20,1,1,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0.401
452,20,5,"coa",7,1,2,2,"Múzquiz",18,13,3,711,3,5,20,1,1,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0.401
453,20,5,"coa",7,1,2,2,"Múzquiz",18,13,3,708,4,5,20,1,1,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0.401
454,20,5,"coa",7,1,2,2,"Múzquiz",18,13,3,532,5,5,20,1,1,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0.401
455,20,5,"coa",7,1,2,2,"Múzquiz",18,13,3,559,6,5,20,1,1,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0.401
456,20,5,"coa",7,1,2,2,"Múzquiz",18,13,3,406,7,5,20,1,1,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0.401
457,20,5,"coa",7,1,2,2,"Múzquiz",18,13,3,680,8,5,20,1,1,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0.401
458,20,5,"coa",7,1,2,2,"Múzquiz",18,13,3,731,9,5,20,1,1,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0.401
459,20,5,"coa",7,1,2,2,"Múzquiz",18,13,3,619,10,5,20,1,1,1,3,"sabinas",5,5,11,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,0.401
