"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2016","cab.x","disloc2013","X","edon.y","munn.y","escenario1","escenario2","escenario3","criterio8","mc_clv1","panal_cnv1","panal_cnv2","pan_clv2","cab.y","esc1_mcCLV1","esc1_panalCNV1","esc2_panalCNV2","SQ","dsiSQ_E1","dsiSQ_E3"
544,39,29,"tla",2,1,1,1,3,"xalostoc",17,544,29,39,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394
545,39,29,"tla",2,1,1,1,3,"xalostoc",17,545,29,39,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394
546,39,29,"tla",2,1,1,1,3,"xalostoc",17,546,29,39,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394
547,40,29,"tla",2,2,3,3,5,"yauhquemehcan",12,547,29,40,10,10,12,5,12,10,11,12,"yauhquemehcan",0,1,0,12,0.222,0.588
548,40,29,"tla",2,2,3,3,5,"yauhquemehcan",12,548,29,40,10,10,12,5,12,10,11,12,"yauhquemehcan",0,1,0,12,0.222,0.588
549,40,29,"tla",2,2,3,3,5,"yauhquemehcan",12,549,29,40,10,10,12,5,12,10,11,12,"yauhquemehcan",0,1,0,12,0.222,0.588
550,40,29,"tla",2,2,3,3,5,"yauhquemehcan",12,550,29,40,10,10,12,5,12,10,11,12,"yauhquemehcan",0,1,0,12,0.222,0.588
551,57,29,"tla",2,2,3,3,5,"yauhquemehcan",12,551,29,57,10,10,12,5,12,4,7,12,"yauhquemehcan",0,0,0,12,0.222,0.588
552,57,29,"tla",2,2,3,3,5,"yauhquemehcan",12,552,29,57,10,10,12,5,12,4,7,12,"yauhquemehcan",0,0,0,12,0.222,0.588
553,40,29,"tla",2,2,3,3,5,"yauhquemehcan",12,553,29,40,10,10,12,5,12,10,11,12,"yauhquemehcan",0,1,0,12,0.222,0.588
554,40,29,"tla",2,2,3,3,5,"yauhquemehcan",12,554,29,40,10,10,12,5,12,10,11,12,"yauhquemehcan",0,1,0,12,0.222,0.588
555,40,29,"tla",2,2,3,3,5,"yauhquemehcan",12,555,29,40,10,10,12,5,12,10,11,12,"yauhquemehcan",0,1,0,12,0.222,0.588
556,40,29,"tla",2,2,3,3,5,"yauhquemehcan",12,556,29,40,10,10,12,5,12,10,11,12,"yauhquemehcan",0,1,0,12,0.222,0.588
557,40,29,"tla",2,2,3,3,5,"yauhquemehcan",12,557,29,40,10,10,12,5,12,10,11,12,"yauhquemehcan",0,1,0,12,0.222,0.588
558,41,29,"tla",1,3,3,2,12,"teolocholco",7,558,29,41,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356
559,41,29,"tla",1,3,3,2,12,"teolocholco",7,559,29,41,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356
560,41,29,"tla",1,3,3,2,12,"teolocholco",7,560,29,41,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356
561,41,29,"tla",1,3,3,2,12,"teolocholco",7,561,29,41,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356
562,41,29,"tla",1,3,3,2,12,"teolocholco",7,562,29,41,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356
563,41,29,"tla",1,3,3,2,12,"teolocholco",7,563,29,41,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356
564,41,29,"tla",1,3,3,2,12,"teolocholco",7,564,29,41,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356
565,41,29,"tla",1,3,3,2,12,"teolocholco",7,565,29,41,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356
566,41,29,"tla",1,3,3,2,12,"teolocholco",7,566,29,41,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356
567,41,29,"tla",1,3,3,2,12,"teolocholco",7,567,29,41,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356
568,41,29,"tla",1,3,3,2,12,"teolocholco",7,568,29,41,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356
569,41,29,"tla",1,3,3,2,12,"teolocholco",7,569,29,41,11,11,7,12,7,6,8,7,"teolocholco",0,0,0,7,0.55,0.356
570,42,29,"tla",1,3,3,3,13,"zacatelco",8,570,29,42,11,11,8,13,8,6,8,8,"zacatelco",0,0,0,8,0.55,0.656
571,42,29,"tla",1,3,3,3,13,"zacatelco",8,571,29,42,11,11,8,13,8,6,8,8,"zacatelco",0,0,0,8,0.55,0.656
572,42,29,"tla",1,3,3,3,13,"zacatelco",8,572,29,42,11,11,8,13,8,6,8,8,"zacatelco",0,0,0,8,0.55,0.656
573,42,29,"tla",1,3,3,3,13,"zacatelco",8,573,29,42,11,11,8,13,8,6,8,8,"zacatelco",0,0,0,8,0.55,0.656
574,42,29,"tla",1,3,3,3,13,"zacatelco",8,574,29,42,11,11,8,13,8,6,8,8,"zacatelco",0,0,0,8,0.55,0.656
575,43,29,"tla",2,1,1,3,5,"yauhquemehcan",15,575,29,43,4,4,12,5,12,10,11,12,"yauhquemehcan",0,0,0,12,0.413,0.588
576,43,29,"tla",2,1,1,3,5,"yauhquemehcan",15,576,29,43,4,4,12,5,12,10,11,12,"yauhquemehcan",0,0,0,12,0.413,0.588
577,43,29,"tla",2,1,1,3,5,"yauhquemehcan",15,577,29,43,4,4,12,5,12,10,11,12,"yauhquemehcan",0,0,0,12,0.413,0.588
578,43,29,"tla",2,1,1,3,5,"yauhquemehcan",15,578,29,43,4,4,12,5,12,10,11,12,"yauhquemehcan",0,0,0,12,0.413,0.588
579,43,29,"tla",2,1,1,3,5,"yauhquemehcan",15,579,29,43,4,4,12,5,12,10,11,12,"yauhquemehcan",0,0,0,12,0.413,0.588
580,43,29,"tla",2,1,1,3,5,"yauhquemehcan",15,580,29,43,4,4,12,5,12,10,11,12,"yauhquemehcan",0,0,0,12,0.413,0.588
581,43,29,"tla",2,1,1,3,5,"yauhquemehcan",15,581,29,43,4,4,12,5,12,10,11,12,"yauhquemehcan",0,0,0,12,0.413,0.588
582,43,29,"tla",2,1,1,3,5,"yauhquemehcan",15,582,29,43,4,4,12,5,12,10,11,12,"yauhquemehcan",0,0,0,12,0.413,0.588
583,43,29,"tla",2,1,1,3,5,"yauhquemehcan",15,583,29,43,4,4,12,5,12,10,11,12,"yauhquemehcan",0,0,0,12,0.413,0.588
584,43,29,"tla",2,1,1,3,5,"yauhquemehcan",15,584,29,43,4,4,12,5,12,10,11,12,"yauhquemehcan",0,0,0,12,0.413,0.588
585,43,29,"tla",2,1,1,3,5,"yauhquemehcan",15,585,29,43,4,4,12,5,12,10,11,12,"yauhquemehcan",0,0,0,12,0.413,0.588
586,59,29,"tla",1,3,3,3,13,"zacatelco",8,586,29,59,6,6,8,13,8,11,10,8,"zacatelco",0,0,0,8,0.486,0.656
587,59,29,"tla",1,3,3,3,13,"zacatelco",8,587,29,59,6,6,8,13,8,11,10,8,"zacatelco",0,0,0,8,0.486,0.656
588,44,29,"tla",1,3,3,3,13,"zacatelco",8,588,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656
589,44,29,"tla",1,3,3,3,13,"zacatelco",8,589,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656
590,44,29,"tla",1,3,3,3,13,"zacatelco",8,590,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656
591,44,29,"tla",1,3,3,3,13,"zacatelco",8,591,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656
592,44,29,"tla",1,3,3,3,13,"zacatelco",8,592,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656
593,44,29,"tla",1,3,3,3,13,"zacatelco",8,593,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656
594,44,29,"tla",1,3,3,3,13,"zacatelco",8,594,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656
595,44,29,"tla",1,3,3,3,13,"zacatelco",8,595,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656
596,44,29,"tla",1,3,3,3,13,"zacatelco",8,596,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656
597,44,29,"tla",1,3,3,3,13,"zacatelco",8,597,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656
598,44,29,"tla",1,3,3,3,13,"zacatelco",8,598,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656
599,44,29,"tla",1,3,3,3,13,"zacatelco",8,599,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656
600,44,29,"tla",1,3,3,3,13,"zacatelco",8,600,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656
601,44,29,"tla",1,3,3,3,13,"zacatelco",8,601,29,44,2,2,8,13,8,2,9,8,"zacatelco",0,1,0,8,0.327,0.656
602,48,29,"tla",1,3,3,3,13,"zacatelco",9,602,29,48,11,11,8,13,8,6,8,8,"zacatelco",0,0,0,8,0.55,0.656
603,48,29,"tla",1,3,3,3,13,"zacatelco",9,603,29,48,11,11,8,13,8,6,8,8,"zacatelco",0,0,0,8,0.55,0.656
604,48,29,"tla",1,3,3,3,13,"zacatelco",9,604,29,48,11,11,8,13,8,6,8,8,"zacatelco",0,0,0,8,0.55,0.656
605,48,29,"tla",1,3,3,3,13,"zacatelco",9,605,29,48,11,11,8,13,8,6,8,8,"zacatelco",0,0,0,8,0.55,0.656
606,55,29,"tla",0,1,1,1,3,"xalostoc",17,606,29,55,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394
607,54,29,"tla",0,1,1,1,3,"xalostoc",17,607,29,54,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394
608,54,29,"tla",0,1,1,1,3,"xalostoc",17,608,29,54,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394
