"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2012","cab","X","edon.y","munn.y","escenario1","escenario2","escenario3_jge","escenario3","mc_clv1","pan_iee1","pri_clv1","pan_clv2","prd_clv2","prd_cnv2","esc1_priCLV1","esc1_panIEE1","esc1_mcCLV1","esc2_panCLV2","esc2_prdCLV2","esc2_prdCNV2","SQ","dsiSQ_E1","dsiSQ_E3"
178,6,17,"mor",2,3,3,3,7,15,"cuautla",178,17,6,12,12,12,12,1,7,4,6,12,12,0,0,0,0,1,1,15,0.482,0.536
179,6,17,"mor",2,3,3,3,7,15,"cuautla",179,17,6,12,12,12,12,1,7,4,6,12,12,0,0,0,0,1,1,15,0.482,0.536
180,6,17,"mor",2,3,3,3,7,15,"cuautla",180,17,6,12,12,12,12,1,7,3,6,12,12,0,0,0,0,1,1,15,0.482,0.536
181,6,17,"mor",2,3,3,3,4,14,"yecapixtla",181,17,6,12,12,11,12,2,8,4,5,11,12,0,0,0,0,0,1,17,0.482,0.642
182,6,17,"mor",2,3,3,3,7,14,"cuautla",182,17,6,12,12,12,12,2,8,4,6,12,12,0,0,0,0,1,1,15,0.482,0.536
183,6,17,"mor",2,3,3,3,7,14,"cuautla",183,17,6,12,12,12,12,2,8,4,6,12,12,0,0,0,0,1,1,15,0.482,0.536
184,6,17,"mor",2,3,3,3,7,14,"cuautla",184,17,6,12,12,12,12,2,8,4,6,12,12,0,0,0,0,1,1,15,0.482,0.536
185,6,17,"mor",2,3,3,3,7,15,"cuautla",185,17,6,12,12,12,12,2,8,4,6,12,12,0,0,0,0,1,1,15,0.482,0.536
186,6,17,"mor",2,3,3,3,7,15,"cuautla",186,17,6,12,12,12,12,2,8,4,6,12,12,0,0,0,0,1,1,15,0.482,0.536
187,6,17,"mor",2,3,3,3,7,15,"cuautla",187,17,6,11,11,12,11,1,7,3,6,12,11,0,0,0,0,0,1,15,0.589,0.536
188,7,17,"mor",1,1,1,1,2,1,"cuernavaca",188,17,7,10,10,9,9,5,3,10,8,9,9,1,0,0,0,0,0,4,0.342,0.409
189,7,17,"mor",1,1,1,1,1,1,"cuernavaca",189,17,7,10,10,8,8,5,3,10,8,8,8,1,0,0,0,0,0,2,0.342,0.326
190,7,17,"mor",1,1,1,1,1,1,"cuernavaca",190,17,7,8,8,8,8,5,3,10,8,8,8,0,0,0,1,1,1,2,0.33,0.326
191,7,17,"mor",1,1,1,1,1,1,"cuernavaca",191,17,7,8,8,8,8,5,3,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
192,7,17,"mor",1,1,1,1,1,1,"cuernavaca",192,17,7,8,8,8,8,6,3,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
193,7,17,"mor",1,1,1,1,1,1,"cuernavaca",193,17,7,8,8,8,8,5,3,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
194,7,17,"mor",1,1,1,1,1,2,"cuernavaca",194,17,7,8,8,8,8,5,3,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
195,7,17,"mor",1,1,1,1,1,2,"cuernavaca",195,17,7,8,8,8,8,5,3,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
196,7,17,"mor",1,1,1,1,1,2,"cuernavaca",196,17,7,8,8,8,8,5,3,8,8,8,8,1,0,0,1,1,1,2,0.33,0.326
197,7,17,"mor",1,1,1,1,1,2,"cuernavaca",197,17,7,8,8,8,8,5,2,8,8,8,8,1,0,0,1,1,1,2,0.33,0.326
198,7,17,"mor",1,1,1,1,1,2,"cuernavaca",198,17,7,8,8,8,8,6,2,8,8,8,8,1,0,0,1,1,1,2,0.33,0.326
199,7,17,"mor",1,1,1,1,1,2,"cuernavaca",199,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
200,7,17,"mor",1,1,1,1,1,1,"cuernavaca",200,17,7,8,8,8,8,6,3,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
201,7,17,"mor",1,1,1,1,1,1,"cuernavaca",201,17,7,8,8,8,8,6,3,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
202,7,17,"mor",1,1,1,1,1,1,"cuernavaca",202,17,7,8,8,8,8,5,3,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
203,7,17,"mor",1,1,1,1,1,1,"cuernavaca",203,17,7,8,8,8,8,5,3,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
204,7,17,"mor",1,1,1,1,1,1,"cuernavaca",204,17,7,8,8,8,8,5,3,10,8,8,8,0,0,0,1,1,1,2,0.33,0.326
205,7,17,"mor",1,1,1,1,1,1,"cuernavaca",205,17,7,10,10,8,8,5,3,10,8,8,8,1,0,0,0,0,0,2,0.342,0.326
206,7,17,"mor",1,1,1,1,2,1,"cuernavaca",206,17,7,10,10,9,9,5,3,10,8,9,9,1,0,0,0,0,0,4,0.342,0.409
207,7,17,"mor",1,1,1,1,2,1,"cuernavaca",207,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
208,7,17,"mor",1,1,1,1,2,1,"cuernavaca",208,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
209,7,17,"mor",1,1,1,1,2,1,"cuernavaca",209,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
210,7,17,"mor",1,1,1,1,2,1,"cuernavaca",210,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
211,7,17,"mor",1,1,1,1,2,1,"cuernavaca",211,17,7,10,10,9,9,5,3,10,8,9,9,1,0,0,0,0,0,4,0.342,0.409
212,7,17,"mor",1,1,1,1,1,1,"cuernavaca",212,17,7,10,10,8,8,5,3,10,8,8,8,1,0,0,0,0,0,2,0.342,0.326
213,7,17,"mor",1,1,1,1,1,1,"cuernavaca",213,17,7,8,8,8,8,5,3,10,8,8,8,0,0,0,1,1,1,2,0.33,0.326
214,7,17,"mor",1,1,1,1,1,1,"cuernavaca",214,17,7,8,8,8,8,5,3,10,8,8,8,0,0,0,1,1,1,2,0.33,0.326
215,7,17,"mor",1,1,1,1,1,1,"cuernavaca",215,17,7,8,8,8,8,6,3,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
216,7,17,"mor",1,1,1,1,1,1,"cuernavaca",216,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
217,7,17,"mor",1,1,1,1,1,1,"cuernavaca",217,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
218,7,17,"mor",1,1,1,1,1,1,"cuernavaca",218,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
219,7,17,"mor",1,1,1,1,1,2,"cuernavaca",219,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
220,7,17,"mor",1,1,1,1,1,2,"cuernavaca",220,17,7,8,8,8,8,6,2,8,8,8,8,1,0,0,1,1,1,2,0.33,0.326
221,7,17,"mor",1,1,1,1,1,2,"cuernavaca",221,17,7,8,8,8,8,6,2,8,8,8,8,1,0,0,1,1,1,2,0.33,0.326
222,7,17,"mor",1,1,1,1,1,2,"cuernavaca",222,17,7,8,8,8,8,5,2,8,8,8,8,1,0,0,1,1,1,2,0.33,0.326
223,7,17,"mor",1,1,1,1,1,2,"cuernavaca",223,17,7,8,8,8,8,5,2,8,8,8,8,1,0,0,1,1,1,2,0.33,0.326
224,7,17,"mor",1,1,1,1,1,2,"cuernavaca",224,17,7,8,8,8,8,6,2,8,8,8,8,1,0,0,1,1,1,2,0.33,0.326
225,7,17,"mor",1,1,1,1,1,2,"cuernavaca",225,17,7,8,8,8,8,5,2,8,8,8,8,1,0,0,1,1,1,2,0.33,0.326
226,7,17,"mor",1,1,1,1,1,2,"cuernavaca",226,17,7,8,8,8,8,5,2,8,8,8,8,1,0,0,1,1,1,2,0.33,0.326
227,7,17,"mor",1,1,1,1,1,2,"cuernavaca",227,17,7,8,8,8,8,6,2,8,8,8,8,1,0,0,1,1,1,2,0.33,0.326
228,7,17,"mor",1,1,1,1,1,2,"cuernavaca",228,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
229,7,17,"mor",1,1,1,1,1,2,"cuernavaca",229,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
230,7,17,"mor",1,1,1,1,1,2,"cuernavaca",230,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
231,7,17,"mor",1,1,1,1,1,1,"cuernavaca",231,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
232,7,17,"mor",1,1,1,1,1,1,"cuernavaca",232,17,7,8,8,8,8,5,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
233,7,17,"mor",1,1,1,1,1,1,"cuernavaca",233,17,7,8,8,8,8,5,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
234,7,17,"mor",1,1,1,1,1,1,"cuernavaca",234,17,7,8,8,8,8,5,3,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
235,7,17,"mor",1,1,1,1,1,1,"cuernavaca",235,17,7,8,8,8,8,5,3,10,8,8,8,0,0,0,1,1,1,2,0.33,0.326
236,7,17,"mor",1,1,1,1,1,1,"cuernavaca",236,17,7,8,8,8,8,5,3,10,8,8,8,0,0,0,1,1,1,2,0.33,0.326
237,7,17,"mor",1,1,1,1,1,1,"cuernavaca",237,17,7,8,8,8,8,5,3,10,8,8,8,0,0,0,1,1,1,2,0.33,0.326
238,7,17,"mor",1,1,1,1,2,1,"cuernavaca",238,17,7,10,10,9,9,5,3,10,8,9,9,1,0,0,0,0,0,4,0.342,0.409
239,7,17,"mor",1,1,1,1,2,1,"cuernavaca",239,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
240,7,17,"mor",1,1,1,1,2,1,"cuernavaca",240,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
241,7,17,"mor",1,1,1,1,2,1,"cuernavaca",241,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
242,7,17,"mor",1,1,1,1,2,1,"cuernavaca",242,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
243,7,17,"mor",1,1,1,1,2,1,"cuernavaca",243,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
244,7,17,"mor",1,1,1,1,2,3,"cuernavaca",244,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
245,7,17,"mor",1,1,1,1,1,3,"cuernavaca",245,17,7,8,8,8,8,5,2,10,8,8,8,0,0,0,1,1,1,2,0.33,0.326
246,7,17,"mor",1,1,1,1,1,3,"cuernavaca",246,17,7,8,8,8,8,6,2,10,8,8,8,0,0,0,1,1,1,2,0.33,0.326
247,7,17,"mor",1,1,1,1,1,3,"cuernavaca",247,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
248,7,17,"mor",1,1,1,1,1,3,"cuernavaca",248,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
249,7,17,"mor",1,1,1,1,1,3,"cuernavaca",249,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
250,7,17,"mor",1,1,1,1,1,3,"cuernavaca",250,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
251,7,17,"mor",1,1,1,1,1,2,"cuernavaca",251,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
252,7,17,"mor",1,1,1,1,1,2,"cuernavaca",252,17,7,8,8,8,8,6,2,8,8,8,8,1,0,0,1,1,1,2,0.33,0.326
253,7,17,"mor",1,1,1,1,1,2,"cuernavaca",253,17,7,8,8,8,8,5,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
254,7,17,"mor",1,1,1,1,1,2,"cuernavaca",254,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
255,7,17,"mor",1,1,1,1,1,2,"cuernavaca",255,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
256,7,17,"mor",1,1,1,1,3,2,"tepoztlán",256,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,13,0.171,0.174
257,7,17,"mor",1,1,1,1,3,2,"tepoztlán",257,17,7,9,9,10,10,6,2,8,9,10,10,0,0,0,1,0,0,13,0.171,0.174
258,7,17,"mor",1,1,1,1,3,2,"tepoztlán",258,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,13,0.171,0.174
259,7,17,"mor",1,1,1,1,3,2,"tepoztlán",259,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,13,0.171,0.174
260,7,17,"mor",1,1,1,1,3,2,"tepoztlán",260,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,13,0.171,0.174
261,7,17,"mor",1,1,1,1,3,2,"tepoztlán",261,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,13,0.171,0.174
262,7,17,"mor",1,1,1,1,1,2,"cuernavaca",262,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
263,7,17,"mor",1,1,1,1,1,2,"cuernavaca",263,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
264,7,17,"mor",1,1,1,1,1,2,"cuernavaca",264,17,7,8,8,8,8,4,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
265,7,17,"mor",1,1,1,1,1,2,"cuernavaca",265,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
266,7,17,"mor",1,1,1,1,1,3,"cuernavaca",266,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
267,7,17,"mor",1,1,1,1,1,3,"cuernavaca",267,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
268,7,17,"mor",1,1,1,1,1,3,"cuernavaca",268,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
269,7,17,"mor",1,1,1,1,1,3,"cuernavaca",269,17,7,8,8,8,8,6,2,10,8,8,8,0,0,0,1,1,1,2,0.33,0.326
270,7,17,"mor",1,1,1,1,1,3,"cuernavaca",270,17,7,8,8,8,8,6,2,10,8,8,8,0,0,0,1,1,1,2,0.33,0.326
271,7,17,"mor",1,1,1,1,2,3,"cuernavaca",271,17,7,10,10,9,9,6,2,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
272,7,17,"mor",1,1,1,1,2,1,"cuernavaca",272,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
273,7,17,"mor",1,1,1,1,2,3,"cuernavaca",273,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
274,7,17,"mor",1,1,1,1,2,3,"cuernavaca",274,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
275,7,17,"mor",1,1,1,1,2,3,"cuernavaca",275,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
276,7,17,"mor",1,1,1,1,2,3,"cuernavaca",276,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
277,7,17,"mor",1,1,1,1,2,3,"cuernavaca",277,17,7,10,10,9,9,4,2,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
278,7,17,"mor",1,1,1,1,1,3,"cuernavaca",278,17,7,8,8,8,8,6,2,10,8,8,8,0,0,0,1,1,1,2,0.33,0.326
279,7,17,"mor",1,1,1,1,1,3,"cuernavaca",279,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
280,7,17,"mor",1,1,1,1,1,3,"cuernavaca",280,17,7,8,8,8,8,4,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
281,7,17,"mor",1,1,1,1,1,2,"cuernavaca",281,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
282,7,17,"mor",1,1,1,1,3,2,"tepoztlán",282,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,13,0.171,0.174
283,7,17,"mor",1,1,1,1,3,2,"tepoztlán",283,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,13,0.171,0.174
284,7,17,"mor",1,1,1,1,3,2,"tepoztlán",284,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,13,0.171,0.174
285,7,17,"mor",1,1,1,1,3,2,"tepoztlán",285,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,13,0.171,0.174
286,7,17,"mor",1,1,1,1,3,2,"tepoztlán",286,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,13,0.171,0.174
287,7,17,"mor",1,1,1,1,3,2,"tepoztlán",287,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,13,0.171,0.174
288,7,17,"mor",1,1,1,1,3,2,"tepoztlán",288,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,13,0.171,0.174
289,7,17,"mor",1,1,1,1,1,2,"cuernavaca",289,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
290,7,17,"mor",1,1,1,1,1,2,"cuernavaca",290,17,7,8,8,8,8,6,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
291,7,17,"mor",1,1,1,1,1,2,"cuernavaca",291,17,7,8,8,8,8,4,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
292,7,17,"mor",1,1,1,1,1,3,"cuernavaca",292,17,7,8,8,8,8,4,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
293,7,17,"mor",1,1,1,1,1,3,"cuernavaca",293,17,7,8,8,8,8,4,2,6,8,8,8,0,0,0,1,1,1,2,0.33,0.326
294,7,17,"mor",1,1,1,1,2,3,"cuernavaca",294,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
295,7,17,"mor",1,1,1,1,2,3,"cuernavaca",295,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
296,7,17,"mor",1,1,1,1,2,3,"cuernavaca",296,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
297,7,17,"mor",1,1,1,1,2,3,"cuernavaca",297,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
298,7,17,"mor",1,1,1,1,2,3,"cuernavaca",298,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
299,7,17,"mor",1,1,1,1,2,3,"cuernavaca",299,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
300,7,17,"mor",1,1,1,1,2,3,"cuernavaca",300,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
301,7,17,"mor",1,1,1,1,2,3,"cuernavaca",301,17,7,10,10,9,9,4,2,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
302,7,17,"mor",1,1,1,1,1,3,"cuernavaca",302,17,7,8,8,8,8,4,2,6,10,8,8,0,0,0,0,1,1,2,0.33,0.326
303,7,17,"mor",1,1,1,1,1,3,"cuernavaca",303,17,7,8,8,8,8,4,2,6,10,8,8,0,0,0,0,1,1,2,0.33,0.326
304,7,17,"mor",1,1,1,1,1,3,"cuernavaca",304,17,7,8,8,8,8,4,2,6,10,8,8,0,0,0,0,1,1,2,0.33,0.326
305,7,17,"mor",1,1,1,1,3,2,"tepoztlán",305,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,13,0.171,0.174
306,7,17,"mor",1,1,1,1,3,2,"tepoztlán",306,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,13,0.171,0.174
307,7,17,"mor",1,1,1,1,3,2,"tepoztlán",307,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,13,0.171,0.174
308,7,17,"mor",1,1,1,1,3,2,"tepoztlán",308,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,13,0.171,0.174
309,7,17,"mor",1,1,1,1,3,2,"tepoztlán",309,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,13,0.171,0.174
310,7,17,"mor",1,1,1,1,3,2,"tepoztlán",310,17,7,9,9,10,10,6,2,6,9,10,10,0,0,0,1,0,0,13,0.171,0.174
311,7,17,"mor",1,1,1,1,2,3,"cuernavaca",311,17,7,8,8,9,9,4,2,6,10,9,9,0,0,0,0,0,0,4,0.33,0.409
312,7,17,"mor",1,1,1,1,2,3,"cuernavaca",312,17,7,8,8,9,9,4,2,6,10,9,9,0,0,0,0,0,0,4,0.33,0.409
313,7,17,"mor",1,1,1,1,2,3,"cuernavaca",313,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
314,7,17,"mor",1,1,1,1,2,3,"cuernavaca",314,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
315,7,17,"mor",1,1,1,1,2,3,"cuernavaca",315,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
316,7,17,"mor",1,1,1,1,2,1,"cuernavaca",316,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
317,7,17,"mor",1,1,1,1,2,1,"cuernavaca",317,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
318,7,17,"mor",1,1,1,1,2,3,"cuernavaca",318,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
319,7,17,"mor",1,1,1,1,2,3,"cuernavaca",319,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
320,7,17,"mor",1,1,1,1,2,1,"cuernavaca",320,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
321,7,17,"mor",1,1,1,1,2,3,"cuernavaca",321,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
322,7,17,"mor",1,1,1,1,2,3,"cuernavaca",322,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
323,7,17,"mor",1,1,1,1,2,3,"cuernavaca",323,17,7,10,10,9,9,4,2,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
324,7,17,"mor",1,1,1,1,2,3,"cuernavaca",324,17,7,10,10,9,9,4,2,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
325,7,17,"mor",1,1,1,1,2,3,"cuernavaca",325,17,7,10,10,9,9,4,2,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
326,7,17,"mor",1,1,1,1,2,3,"cuernavaca",326,17,7,10,10,9,9,4,2,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
327,7,17,"mor",1,1,1,1,2,4,"cuernavaca",327,17,7,10,10,9,9,4,2,6,10,9,9,0,0,0,1,0,0,4,0.342,0.409
328,7,17,"mor",1,1,1,1,2,4,"cuernavaca",328,17,7,9,9,9,9,3,2,6,10,9,9,0,0,0,0,1,1,4,0.171,0.409
329,7,17,"mor",1,1,1,1,2,4,"cuernavaca",329,17,7,9,9,9,9,3,2,6,10,9,9,0,0,0,0,1,1,4,0.171,0.409
330,7,17,"mor",1,1,1,1,2,4,"cuernavaca",330,17,7,9,9,9,9,3,2,6,10,9,9,0,0,0,0,1,1,4,0.171,0.409
331,7,17,"mor",1,1,1,1,3,4,"tepoztlán",331,17,7,9,9,10,10,3,2,6,10,10,10,0,0,0,0,0,0,13,0.171,0.174
332,7,17,"mor",1,1,1,1,3,4,"tepoztlán",332,17,7,9,9,10,10,6,1,6,9,10,10,0,0,0,1,0,0,13,0.171,0.174
333,7,17,"mor",1,1,1,1,3,4,"tepoztlán",333,17,7,9,9,10,10,6,1,6,9,10,10,0,0,0,1,0,0,13,0.171,0.174
334,7,17,"mor",1,1,1,1,3,4,"tepoztlán",334,17,7,9,9,10,10,6,1,6,9,10,10,0,0,0,1,0,0,13,0.171,0.174
335,7,17,"mor",1,1,1,1,3,4,"tepoztlán",335,17,7,9,9,10,10,6,1,9,9,10,10,1,0,0,1,0,0,13,0.171,0.174
336,7,17,"mor",1,1,1,1,3,4,"tepoztlán",336,17,7,9,9,10,10,6,1,9,9,10,10,1,0,0,1,0,0,13,0.171,0.174
337,7,17,"mor",1,1,1,1,3,4,"tepoztlán",337,17,7,9,9,10,10,6,1,9,9,10,10,1,0,0,1,0,0,13,0.171,0.174
338,7,17,"mor",1,1,1,1,3,4,"tepoztlán",338,17,7,9,9,10,10,6,1,9,9,10,10,1,0,0,1,0,0,13,0.171,0.174
339,7,17,"mor",1,1,1,1,3,4,"tepoztlán",339,17,7,9,9,10,10,6,1,9,9,10,10,1,0,0,1,0,0,13,0.171,0.174
340,7,17,"mor",1,1,1,1,3,4,"tepoztlán",340,17,7,9,9,10,10,6,1,9,9,10,10,1,0,0,1,0,0,13,0.171,0.174
341,7,17,"mor",1,1,1,1,3,4,"tepoztlán",341,17,7,9,9,10,10,3,1,9,9,10,10,1,0,0,1,0,0,13,0.171,0.174
342,7,17,"mor",1,1,1,1,3,4,"tepoztlán",342,17,7,9,9,10,10,6,1,6,9,10,10,0,0,0,1,0,0,13,0.171,0.174
343,7,17,"mor",1,1,1,1,2,4,"cuernavaca",343,17,7,9,9,9,9,3,1,6,10,9,9,0,0,0,0,1,1,4,0.171,0.409
344,7,17,"mor",1,1,1,1,2,4,"cuernavaca",344,17,7,9,9,9,9,3,1,6,10,9,9,0,0,0,0,1,1,4,0.171,0.409
345,7,17,"mor",1,1,1,1,2,4,"cuernavaca",345,17,7,10,10,9,9,4,2,6,10,9,9,0,0,0,1,0,0,4,0.342,0.409
346,7,17,"mor",1,1,1,1,2,3,"cuernavaca",346,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
347,7,17,"mor",1,1,1,1,2,3,"cuernavaca",347,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
348,7,17,"mor",1,1,1,1,2,4,"cuernavaca",348,17,7,10,10,9,9,5,2,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
349,7,17,"mor",1,1,1,1,2,3,"cuernavaca",349,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
350,7,17,"mor",1,1,1,1,2,4,"cuernavaca",350,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
351,7,17,"mor",1,1,1,1,2,4,"cuernavaca",351,17,7,10,10,9,9,5,3,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
352,7,17,"mor",1,1,1,1,2,4,"cuernavaca",352,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
353,7,17,"mor",1,1,1,1,2,4,"cuernavaca",353,17,7,10,10,9,9,4,1,10,10,9,9,1,0,0,1,0,0,4,0.342,0.409
