"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2012","cab","X","edon.y","munn.y","escenario1","escenario2","escenario3_jge","escenario3","mc_clv1","pan_iee1","pri_clv1","pan_clv2","prd_clv2","prd_cnv2","esc1_priCLV1","esc1_panIEE1","esc1_mcCLV1","esc2_panCLV2","esc2_prdCLV2","esc2_prdCNV2","SQ","dsiSQ_E1","dsiSQ_E3"
711,24,17,"mor",4,4,5,3,10,10,"ayala",711,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
712,24,17,"mor",4,4,5,3,10,10,"ayala",712,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
713,24,17,"mor",4,4,5,3,10,10,"ayala",713,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
714,24,17,"mor",4,4,5,3,10,10,"ayala",714,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
715,24,17,"mor",4,4,5,3,10,10,"ayala",715,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
716,24,17,"mor",4,4,5,3,10,10,"ayala",716,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
717,24,17,"mor",4,4,5,3,10,10,"ayala",717,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
718,24,17,"mor",4,4,5,3,10,10,"ayala",718,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
719,24,17,"mor",4,4,5,3,10,10,"ayala",719,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
720,24,17,"mor",4,4,5,3,10,10,"ayala",720,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
721,24,17,"mor",4,4,5,3,10,10,"ayala",721,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
722,24,17,"mor",4,4,5,3,10,10,"ayala",722,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
723,24,17,"mor",4,4,5,3,10,10,"ayala",723,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
724,24,17,"mor",4,4,5,3,10,10,"ayala",724,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
725,24,17,"mor",4,4,5,3,10,10,"ayala",725,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
726,24,17,"mor",4,4,5,3,10,10,"ayala",726,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
727,24,17,"mor",4,4,5,3,10,10,"ayala",727,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
728,24,17,"mor",4,4,5,3,10,10,"ayala",728,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
729,24,17,"mor",4,4,5,3,10,10,"ayala",729,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
730,24,17,"mor",4,4,5,3,10,10,"ayala",730,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
731,24,17,"mor",4,4,5,3,10,10,"ayala",731,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
732,24,17,"mor",4,4,5,3,10,10,"ayala",732,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
733,24,17,"mor",4,4,5,3,10,10,"ayala",733,17,24,3,3,3,3,8,10,12,2,3,3,0,0,0,0,1,1,16,0.568,0.477
734,25,17,"mor",4,4,4,4,11,11,"jojutla",734,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
735,25,17,"mor",4,4,4,4,11,11,"jojutla",735,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
736,25,17,"mor",4,4,4,4,11,11,"jojutla",736,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
737,25,17,"mor",4,4,4,4,11,11,"jojutla",737,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
738,25,17,"mor",4,4,4,4,11,11,"jojutla",738,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
739,25,17,"mor",4,4,4,4,11,11,"jojutla",739,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
740,25,17,"mor",4,4,4,4,11,11,"jojutla",740,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
741,25,17,"mor",4,4,4,4,11,11,"jojutla",741,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
742,25,17,"mor",4,4,4,4,11,11,"jojutla",742,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
743,25,17,"mor",4,4,4,4,11,11,"jojutla",743,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
744,25,17,"mor",4,4,4,4,11,11,"jojutla",744,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
745,25,17,"mor",4,4,4,4,11,11,"jojutla",745,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
746,25,17,"mor",4,4,4,4,11,11,"jojutla",746,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
747,25,17,"mor",4,4,4,4,11,11,"jojutla",747,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
748,25,17,"mor",4,4,4,4,11,11,"jojutla",748,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
749,25,17,"mor",4,4,4,4,11,11,"jojutla",749,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
750,25,17,"mor",4,4,4,4,11,11,"jojutla",750,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
751,25,17,"mor",4,4,4,4,11,11,"jojutla",751,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
752,25,17,"mor",4,4,4,4,11,11,"jojutla",752,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
753,25,17,"mor",4,4,4,4,11,11,"jojutla",753,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
754,25,17,"mor",4,4,4,4,11,11,"jojutla",754,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
755,25,17,"mor",4,4,4,4,11,11,"jojutla",755,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
756,25,17,"mor",4,4,4,4,11,11,"jojutla",756,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
757,25,17,"mor",4,4,4,4,11,11,"jojutla",757,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
758,25,17,"mor",4,4,4,4,11,11,"jojutla",758,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
759,25,17,"mor",4,4,4,4,11,11,"jojutla",759,17,25,2,2,2,2,11,9,1,2,2,2,0,0,0,1,1,1,11,0.487,0.633
760,26,17,"mor",3,2,3,5,3,13,"tepoztlán",760,17,26,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,13,0.171,0.174
761,26,17,"mor",3,2,3,5,3,13,"tepoztlán",761,17,26,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,13,0.171,0.174
762,26,17,"mor",3,2,3,5,3,13,"tepoztlán",762,17,26,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,13,0.171,0.174
763,26,17,"mor",3,2,3,5,3,13,"tepoztlán",763,17,26,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,13,0.171,0.174
764,26,17,"mor",3,2,3,5,3,13,"tepoztlán",764,17,26,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,13,0.171,0.174
765,26,17,"mor",3,2,3,5,3,13,"tepoztlán",765,17,26,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,13,0.171,0.174
766,26,17,"mor",3,2,3,5,3,13,"tepoztlán",766,17,26,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,13,0.171,0.174
767,26,17,"mor",3,2,3,5,3,13,"tepoztlán",767,17,26,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,13,0.171,0.174
768,26,17,"mor",3,2,3,5,3,13,"tepoztlán",768,17,26,9,9,10,10,12,11,2,7,10,10,0,0,0,0,0,0,13,0.171,0.174
769,27,17,"mor",3,2,3,5,3,13,"tepoztlán",769,17,27,11,11,10,10,12,11,2,7,10,10,0,1,0,0,0,0,13,0.589,0.174
770,27,17,"mor",3,2,3,5,3,13,"tepoztlán",770,17,27,11,11,10,10,12,11,2,7,10,10,0,1,0,0,0,0,13,0.589,0.174
771,27,17,"mor",3,2,3,5,3,13,"tepoztlán",771,17,27,11,11,10,10,12,11,2,7,10,10,0,1,0,0,0,0,13,0.589,0.174
772,27,17,"mor",3,2,3,5,3,13,"tepoztlán",772,17,27,11,11,10,10,12,11,2,7,10,10,0,1,0,0,0,0,13,0.589,0.174
773,27,17,"mor",3,2,3,5,3,13,"tepoztlán",773,17,27,11,11,10,10,12,11,2,7,10,10,0,1,0,0,0,0,13,0.589,0.174
774,27,17,"mor",3,2,3,5,3,13,"tepoztlán",774,17,27,11,11,10,10,12,11,2,7,10,10,0,1,0,0,0,0,13,0.589,0.174
775,27,17,"mor",3,2,3,5,3,13,"tepoztlán",775,17,27,11,11,10,10,12,11,2,7,10,10,0,1,0,0,0,0,13,0.589,0.174
776,28,17,"mor",4,4,4,2,8,8,"xochitepec",776,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,8,0.28,0.28
777,28,17,"mor",4,4,4,2,8,8,"xochitepec",777,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,8,0.28,0.28
778,28,17,"mor",4,4,4,2,8,8,"xochitepec",778,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,8,0.28,0.28
779,28,17,"mor",4,4,4,2,8,8,"xochitepec",779,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,8,0.28,0.28
780,28,17,"mor",4,4,4,2,8,8,"xochitepec",780,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,8,0.28,0.28
781,28,17,"mor",4,4,4,2,8,8,"xochitepec",781,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,8,0.28,0.28
782,28,17,"mor",4,4,4,2,8,8,"xochitepec",782,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,8,0.28,0.28
783,28,17,"mor",4,4,4,2,8,8,"xochitepec",783,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,8,0.28,0.28
784,28,17,"mor",4,4,4,2,8,8,"xochitepec",784,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,8,0.28,0.28
785,28,17,"mor",4,4,4,2,8,8,"xochitepec",785,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,8,0.28,0.28
786,28,17,"mor",4,4,4,2,8,8,"xochitepec",786,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,8,0.28,0.28
787,28,17,"mor",4,4,4,2,8,8,"xochitepec",787,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,8,0.28,0.28
788,28,17,"mor",4,4,4,2,8,8,"xochitepec",788,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,8,0.28,0.28
789,28,17,"mor",4,4,4,2,8,8,"xochitepec",789,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,8,0.28,0.28
790,28,17,"mor",4,4,4,2,8,8,"xochitepec",790,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,8,0.28,0.28
791,28,17,"mor",4,4,4,2,8,8,"xochitepec",791,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,8,0.28,0.28
792,28,17,"mor",4,4,4,2,8,8,"xochitepec",792,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,8,0.28,0.28
793,28,17,"mor",4,4,4,2,8,8,"xochitepec",793,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,8,0.28,0.28
794,28,17,"mor",4,4,4,2,8,8,"xochitepec",794,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,8,0.28,0.28
795,28,17,"mor",4,4,4,2,8,8,"xochitepec",795,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,8,0.28,0.28
796,28,17,"mor",4,4,4,2,8,8,"xochitepec",796,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,8,0.28,0.28
797,28,17,"mor",4,4,4,2,8,8,"xochitepec",797,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,8,0.28,0.28
798,28,17,"mor",4,4,4,2,8,8,"xochitepec",798,17,28,5,5,4,4,9,5,11,12,4,4,0,1,0,0,0,0,8,0.28,0.28
799,29,17,"mor",3,2,5,5,12,12,"yautepec",799,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
800,29,17,"mor",3,2,5,5,12,12,"yautepec",800,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,12,0.369,0.369
801,29,17,"mor",3,2,5,5,12,12,"yautepec",801,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,12,0.369,0.369
802,29,17,"mor",3,2,5,5,12,12,"yautepec",802,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,12,0.369,0.369
803,29,17,"mor",3,2,5,5,12,12,"yautepec",803,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
804,29,17,"mor",3,2,5,5,12,12,"yautepec",804,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
805,29,17,"mor",3,2,5,5,12,12,"yautepec",805,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
806,29,17,"mor",3,2,5,5,12,12,"yautepec",806,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
807,29,17,"mor",3,2,5,5,12,12,"yautepec",807,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,12,0.369,0.369
808,29,17,"mor",3,2,5,5,12,12,"yautepec",808,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
809,29,17,"mor",3,2,5,5,12,12,"yautepec",809,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
810,29,17,"mor",3,2,5,5,12,12,"yautepec",810,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
811,29,17,"mor",3,2,5,5,12,12,"yautepec",811,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
812,29,17,"mor",3,2,5,5,12,12,"yautepec",812,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
813,29,17,"mor",3,2,5,5,12,12,"yautepec",813,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
814,29,17,"mor",3,2,5,5,12,12,"yautepec",814,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
815,29,17,"mor",3,2,5,5,12,12,"yautepec",815,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
816,29,17,"mor",3,2,5,5,12,12,"yautepec",816,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
817,29,17,"mor",3,2,5,5,12,12,"yautepec",817,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
818,29,17,"mor",3,2,5,5,12,12,"yautepec",818,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
819,29,17,"mor",3,2,5,5,12,12,"yautepec",819,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
820,29,17,"mor",3,2,5,5,12,12,"yautepec",820,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
821,29,17,"mor",3,2,5,5,12,12,"yautepec",821,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
822,29,17,"mor",3,2,5,5,12,12,"yautepec",822,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
823,29,17,"mor",3,2,5,5,12,12,"yautepec",823,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
824,29,17,"mor",3,2,5,5,12,12,"yautepec",824,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
825,29,17,"mor",3,2,5,5,12,12,"yautepec",825,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
826,29,17,"mor",3,2,5,5,12,12,"yautepec",826,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
827,29,17,"mor",3,2,5,5,12,12,"yautepec",827,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
828,29,17,"mor",3,2,5,5,12,13,"yautepec",828,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,12,0.369,0.369
829,29,17,"mor",3,2,5,5,12,13,"yautepec",829,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,12,0.369,0.369
830,29,17,"mor",3,2,5,5,12,13,"yautepec",830,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,12,0.369,0.369
831,29,17,"mor",3,2,5,5,12,13,"yautepec",831,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,12,0.369,0.369
832,29,17,"mor",3,2,5,5,12,13,"yautepec",832,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,12,0.369,0.369
833,29,17,"mor",3,2,5,5,12,13,"yautepec",833,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,12,0.369,0.369
834,29,17,"mor",3,2,5,5,12,13,"yautepec",834,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,12,0.369,0.369
835,29,17,"mor",3,2,5,5,12,13,"yautepec",835,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,12,0.369,0.369
836,29,17,"mor",3,2,5,5,12,13,"yautepec",836,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,12,0.369,0.369
837,29,17,"mor",3,2,5,5,12,13,"yautepec",837,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,12,0.369,0.369
838,29,17,"mor",3,2,5,5,12,13,"yautepec",838,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,12,0.369,0.369
839,29,17,"mor",3,2,5,5,12,13,"yautepec",839,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,12,0.369,0.369
840,29,17,"mor",3,2,5,5,12,13,"yautepec",840,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,12,0.369,0.369
841,29,17,"mor",3,2,5,5,12,13,"yautepec",841,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,12,0.369,0.369
842,29,17,"mor",3,2,5,5,12,13,"yautepec",842,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,12,0.369,0.369
843,29,17,"mor",3,2,5,5,12,13,"yautepec",843,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,12,0.369,0.369
844,29,17,"mor",3,2,5,5,12,13,"yautepec",844,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,12,0.369,0.369
845,29,17,"mor",3,2,5,5,12,13,"yautepec",845,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,12,0.369,0.369
846,29,17,"mor",3,2,5,5,12,13,"yautepec",846,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,12,0.369,0.369
847,29,17,"mor",3,2,5,5,12,13,"yautepec",847,17,29,7,7,7,7,7,12,2,7,7,7,0,0,1,1,1,1,12,0.369,0.369
848,29,17,"mor",3,2,5,5,12,12,"yautepec",848,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
849,29,17,"mor",3,2,5,5,12,12,"yautepec",849,17,29,7,7,7,7,7,12,2,11,7,7,0,0,1,0,1,1,12,0.369,0.369
850,30,17,"mor",3,3,3,5,4,17,"yecapixtla",850,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
851,30,17,"mor",3,3,3,5,4,17,"yecapixtla",851,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
852,30,17,"mor",3,3,3,5,4,17,"yecapixtla",852,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
853,30,17,"mor",3,3,3,5,4,17,"yecapixtla",853,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
854,30,17,"mor",3,3,3,5,4,17,"yecapixtla",854,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
855,30,17,"mor",3,3,3,5,4,17,"yecapixtla",855,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
856,30,17,"mor",3,3,3,5,4,17,"yecapixtla",856,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
857,30,17,"mor",3,3,3,5,4,17,"yecapixtla",857,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
858,30,17,"mor",3,3,3,5,4,17,"yecapixtla",858,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
859,30,17,"mor",3,3,3,5,4,17,"yecapixtla",859,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
860,30,17,"mor",3,3,3,5,4,17,"yecapixtla",860,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
861,30,17,"mor",3,3,3,5,4,17,"yecapixtla",861,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
862,30,17,"mor",3,3,3,5,4,17,"yecapixtla",862,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
863,30,17,"mor",3,3,3,5,4,17,"yecapixtla",863,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
864,30,17,"mor",3,3,3,5,4,17,"yecapixtla",864,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
865,30,17,"mor",3,3,3,5,4,17,"yecapixtla",865,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
866,30,17,"mor",3,3,3,5,4,17,"yecapixtla",866,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
867,30,17,"mor",3,3,3,5,4,17,"yecapixtla",867,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
868,30,17,"mor",3,3,3,5,4,17,"yecapixtla",868,17,30,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
869,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",869,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
870,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",870,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
871,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",871,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
872,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",872,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
873,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",873,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
874,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",874,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
875,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",875,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
876,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",876,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
877,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",877,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
878,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",878,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
879,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",879,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
880,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",880,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
881,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",881,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
882,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",882,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
883,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",883,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
884,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",884,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
885,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",885,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
886,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",886,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
887,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",887,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
888,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",888,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
889,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",889,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
