"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","cab","mun","disloc2005","disloc2017","demarc2008","X","edon.y","munn.y","escenario1","escenario2","escenario3","pan_clv1","pri_clv1","esc1_panCLV1","esc1_priCLV1","E1","dsiE1_E3"
866,20,18,"nay",3,2,3,3,"sta maria del oro","yesca",6,13,20.01,857,18,20,18,17,17,17,17,0,0,18,0.337
867,20,18,"nay",3,2,3,3,"sta maria del oro","yesca",6,13,20.05,858,18,20,18,17,17,17,17,0,0,18,0.337
868,20,18,"nay",3,2,3,3,"sta maria del oro","yesca",6,13,20.03,859,18,20,18,17,17,17,17,0,0,18,0.337
869,20,18,"nay",3,2,3,3,"sta maria del oro","yesca",6,13,20.03,860,18,20,18,17,17,17,17,0,0,18,0.337
870,20,18,"nay",3,2,3,3,"sta maria del oro","yesca",6,13,20.04,861,18,20,18,17,17,17,17,0,0,18,0.337
872,20,18,"nay",3,2,3,3,"sta maria del oro","yesca",6,13,20.01,862,18,20,18,17,17,17,17,0,0,18,0.337
873,20,18,"nay",3,2,3,3,"sta maria del oro","yesca",6,13,20.02,863,18,20,18,17,17,17,17,0,0,18,0.337
874,20,18,"nay",3,2,3,3,"sta maria del oro","yesca",6,13,20.02,864,18,20,18,17,17,17,17,0,0,18,0.337
875,20,18,"nay",3,2,3,3,"sta maria del oro","yesca",6,13,20.04,865,18,20,18,17,17,17,17,0,0,18,0.337
876,20,18,"nay",3,2,3,3,"sta maria del oro","yesca",6,13,20.04,866,18,20,18,17,17,17,17,0,0,18,0.337
878,20,18,"nay",3,2,3,3,"sta maria del oro","yesca",6,13,20.01,867,18,20,18,17,17,17,17,0,0,18,0.337
879,17,18,"nay",1,2,2,2,"tepic","tepic",2,9,17.03,868,18,17,8,9,9,9,9,0,0,9,0.378
880,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,869,18,17,4,8,8,8,8,0,0,4,0.925
881,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,870,18,17,4,8,8,8,8,0,0,4,0.925
882,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,871,18,17,4,8,8,11,8,0,0,4,0.925
883,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,872,18,17,4,8,8,8,8,0,0,4,0.925
884,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,873,18,17,4,8,8,8,8,0,0,4,0.925
885,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,874,18,17,4,8,8,8,8,0,0,4,0.925
886,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,875,18,17,4,8,8,8,8,0,0,4,0.925
887,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,876,18,17,4,8,8,8,8,0,0,4,0.925
888,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,877,18,17,4,8,8,8,8,0,0,4,0.925
889,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,878,18,17,4,8,8,8,8,0,0,4,0.925
890,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,879,18,17,4,8,8,8,8,0,0,4,0.925
891,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,880,18,17,4,8,8,8,8,0,0,4,0.925
892,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,881,18,17,4,8,8,8,8,0,0,4,0.925
893,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,882,18,17,4,8,8,8,8,0,0,4,0.925
894,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,883,18,17,4,8,8,8,8,0,0,4,0.925
895,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,884,18,17,4,8,8,8,8,0,0,4,0.925
896,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,885,18,17,4,8,8,8,8,0,0,4,0.925
897,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,886,18,17,4,8,8,11,8,0,0,4,0.925
898,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,887,18,17,4,8,8,8,8,0,0,4,0.925
899,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,888,18,17,4,8,8,8,8,0,0,4,0.925
900,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,889,18,17,4,8,8,8,8,0,0,4,0.925
901,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,890,18,17,4,8,8,8,8,0,0,4,0.925
902,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,891,18,17,4,8,8,8,8,0,0,4,0.925
903,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,892,18,17,4,8,8,8,8,0,0,4,0.925
904,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,893,18,17,4,8,8,8,8,0,0,4,0.925
905,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,894,18,17,4,8,8,8,8,0,0,4,0.925
906,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,895,18,17,4,8,8,8,8,0,0,4,0.925
907,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,896,18,17,4,8,8,8,8,0,0,4,0.925
908,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,897,18,17,4,8,8,8,8,0,0,4,0.925
909,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,898,18,17,4,8,8,8,8,0,0,4,0.925
910,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,899,18,17,4,8,8,8,8,0,0,4,0.925
911,17,18,"nay",1,2,2,2,"tepic","tepic",5,6,17.01,900,18,17,8,11,11,11,11,0,0,8,0.329
912,17,18,"nay",1,2,2,2,"tepic","tepic",5,6,17.01,901,18,17,8,11,11,11,11,0,0,8,0.329
913,17,18,"nay",1,2,2,2,"tepic","tepic",5,6,17.01,902,18,17,9,11,11,11,11,0,0,8,0.329
914,17,18,"nay",1,2,2,2,"tepic","tepic",5,6,17.01,903,18,17,9,11,11,11,11,0,0,8,0.329
915,17,18,"nay",1,2,2,2,"tepic","tepic",5,6,17.01,904,18,17,8,11,11,11,11,0,0,8,0.329
916,17,18,"nay",1,2,2,2,"tepic","tepic",5,6,17.01,905,18,17,8,11,11,11,11,0,0,8,0.329
917,17,18,"nay",1,2,2,2,"tepic","tepic",5,6,17.01,906,18,17,7,11,11,11,11,0,0,8,0.329
918,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.09,907,18,17,7,11,11,11,11,0,0,8,0.329
919,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.09,908,18,17,9,11,11,11,11,0,0,8,0.329
920,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.09,909,18,17,9,11,11,11,11,0,0,8,0.329
921,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.09,910,18,17,9,11,11,9,11,1,0,8,0.329
922,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.09,911,18,17,9,11,11,11,11,0,0,8,0.329
923,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,912,18,17,6,7,7,7,7,0,0,6,0.532
924,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,913,18,17,6,7,7,7,7,0,0,6,0.532
925,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,914,18,17,6,7,7,7,7,0,0,6,0.532
926,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,915,18,17,6,7,7,7,7,0,0,6,0.532
927,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,916,18,17,6,7,7,7,7,0,0,6,0.532
928,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,917,18,17,6,7,7,7,7,0,0,6,0.532
929,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,918,18,17,6,7,7,7,7,0,0,6,0.532
930,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,919,18,17,6,7,7,7,7,0,0,6,0.532
931,17,18,"nay",1,2,2,2,"tepic","tepic",1,7,17.06,920,18,17,5,5,5,5,5,1,1,5,0.5
932,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,921,18,17,5,7,7,7,7,0,0,6,0.532
933,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,922,18,17,5,7,7,7,7,0,0,6,0.532
934,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,923,18,17,5,7,7,7,7,0,0,6,0.532
935,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,924,18,17,5,7,7,7,7,0,0,6,0.532
936,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,925,18,17,5,7,7,5,7,1,0,6,0.532
937,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,926,18,17,5,7,7,7,7,0,0,6,0.532
938,17,18,"nay",1,2,2,2,"tepic","tepic",1,7,17.06,927,18,17,5,5,5,5,5,1,1,5,0.5
939,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,928,18,17,5,7,7,5,7,1,0,6,0.532
940,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,929,18,17,5,7,7,5,7,1,0,6,0.532
941,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,930,18,17,5,7,7,5,7,1,0,6,0.532
942,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,931,18,17,5,7,7,7,7,0,0,6,0.532
943,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,932,18,17,6,7,7,7,7,0,0,6,0.532
944,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,933,18,17,6,7,7,7,7,0,0,6,0.532
945,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,934,18,17,10,5,5,5,5,0,0,5,0.5
946,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,935,18,17,10,5,5,5,5,0,0,5,0.5
947,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,936,18,17,10,5,5,5,5,0,0,5,0.5
948,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,937,18,17,5,5,5,5,5,1,1,5,0.5
949,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,938,18,17,10,5,5,5,5,0,0,5,0.5
950,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,939,18,17,5,5,5,5,5,1,1,5,0.5
951,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,940,18,17,10,5,5,5,5,0,0,5,0.5
952,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,941,18,17,10,5,5,5,5,0,0,5,0.5
953,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,942,18,17,10,5,5,5,5,0,0,5,0.5
954,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,943,18,17,10,5,5,5,5,0,0,5,0.5
955,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,944,18,17,5,5,5,5,5,1,1,5,0.5
956,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,945,18,17,10,5,5,5,5,0,0,5,0.5
957,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,946,18,17,5,5,5,5,5,1,1,5,0.5
958,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,947,18,17,5,5,5,5,5,1,1,5,0.5
959,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,948,18,17,5,5,5,5,5,1,1,5,0.5
960,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,949,18,17,5,5,5,5,5,1,1,5,0.5
961,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,950,18,17,10,5,5,5,5,0,0,5,0.5
962,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,951,18,17,5,5,5,5,5,1,1,5,0.5
963,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,952,18,17,5,5,5,5,5,1,1,5,0.5
964,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,953,18,17,5,5,5,5,5,1,1,5,0.5
965,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,954,18,17,5,5,5,5,5,1,1,5,0.5
966,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,955,18,17,5,5,5,5,5,1,1,5,0.5
967,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,956,18,17,5,5,5,5,5,1,1,5,0.5
968,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,957,18,17,5,5,5,5,5,1,1,5,0.5
969,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,958,18,17,5,5,5,5,5,1,1,5,0.5
970,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,959,18,17,5,5,5,5,5,1,1,5,0.5
971,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,960,18,17,5,5,5,5,5,1,1,5,0.5
