"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2016","cab","disloc2013","X","edon.y","munn.y","escenario1","escenario2","escenario3","panal_cnv1","pri_clv1","mc_clv2","panal_cnv2","pan_clv2","pan_cnv2","pri_clv2","esc1_panalCNV1","esc1_priCLV1","esc2_mcCLV2","esc2_panalCNV2","esc2_panCLV2","esc2_panCNV2","esc2_priCLV2","SQ","dsiSQ_E1","dsiSQ_E3"
2481,52,8,"cua",6,5,5,5,11,"meoqui",10,2435,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531
2482,52,8,"cua",6,5,5,5,11,"meoqui",10,2436,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531
2483,52,8,"cua",6,5,5,5,11,"meoqui",10,2437,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531
2484,52,8,"cua",6,5,5,5,11,"meoqui",10,2438,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531
2485,52,8,"cua",6,5,5,5,11,"meoqui",10,2439,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531
2486,52,8,"cua",6,5,5,5,11,"meoqui",10,2440,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531
2487,52,8,"cua",6,5,5,5,11,"meoqui",10,2441,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531
2488,52,8,"cua",6,5,5,5,11,"meoqui",10,2442,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531
2489,52,8,"cua",6,5,5,5,11,"meoqui",10,2443,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531
2490,52,8,"cua",6,5,5,5,11,"meoqui",10,2444,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531
2491,52,8,"cua",6,5,5,5,11,"meoqui",10,2445,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531
2492,52,8,"cua",6,5,5,5,11,"meoqui",10,2446,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531
2493,52,8,"cua",6,5,5,5,11,"meoqui",10,2447,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531
2495,52,8,"cua",6,5,5,5,11,"meoqui",10,2448,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531
2498,52,8,"cua",6,5,5,5,11,"meoqui",10,2449,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531
2499,52,8,"cua",6,5,5,5,11,"meoqui",10,2450,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531
2500,52,8,"cua",6,5,5,5,11,"meoqui",10,2451,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531
2501,52,8,"cua",6,5,5,5,11,"meoqui",10,2452,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531
2502,52,8,"cua",6,5,5,5,11,"meoqui",10,2453,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531
2503,52,8,"cua",6,5,5,5,11,"meoqui",10,2454,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531
2504,52,8,"cua",6,5,5,5,11,"meoqui",10,2455,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531
2505,52,8,"cua",6,5,5,5,11,"meoqui",10,2456,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531
2507,52,8,"cua",6,5,5,5,11,"meoqui",10,2457,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531
2508,52,8,"cua",6,5,5,5,11,"meoqui",10,2458,8,52,1,1,1,3,1,2,1,3,2,1,0,1,0,1,0,0,1,10,0.531,0.531
2509,53,8,"cua",9,1,1,2,11,"meoqui",1,2459,8,53,1,1,1,1,1,13,1,3,13,1,1,1,0,1,0,0,1,10,0.531,0.531
2510,53,8,"cua",9,1,1,2,11,"meoqui",1,2460,8,53,1,1,1,1,1,13,1,3,13,1,1,1,0,1,0,0,1,10,0.531,0.531
2511,53,8,"cua",9,1,1,2,11,"meoqui",1,2461,8,53,1,1,1,1,1,13,1,3,13,1,1,1,0,1,0,0,1,10,0.531,0.531
2512,53,8,"cua",9,1,1,2,11,"meoqui",1,2462,8,53,1,1,1,1,1,13,1,3,13,1,1,1,0,1,0,0,1,10,0.531,0.531
2513,53,8,"cua",9,1,1,2,11,"meoqui",1,2463,8,53,1,1,1,1,1,13,1,3,13,1,1,1,0,1,0,0,1,10,0.531,0.531
2514,53,8,"cua",9,1,1,2,11,"meoqui",1,2464,8,53,1,1,1,1,1,13,1,3,13,1,1,1,0,1,0,0,1,10,0.531,0.531
2515,53,8,"cua",9,1,1,2,11,"meoqui",1,2465,8,53,1,1,1,1,1,13,1,3,13,1,1,1,0,1,0,0,1,10,0.531,0.531
2516,53,8,"cua",9,1,1,2,11,"meoqui",1,2466,8,53,1,1,1,1,1,13,1,3,13,1,1,1,0,1,0,0,1,10,0.531,0.531
2517,53,8,"cua",9,1,1,2,11,"meoqui",1,2467,8,53,1,1,1,1,1,13,1,3,13,1,1,1,0,1,0,0,1,10,0.531,0.531
2518,54,8,"cua",10,7,7,7,14,"cuauhtémoc",11,2468,8,54,5,7,7,2,7,7,5,7,4,7,0,0,1,0,1,0,1,13,0.386,0.921
2519,54,8,"cua",10,7,7,7,14,"cuauhtémoc",11,2469,8,54,5,7,7,2,7,7,5,7,4,7,0,0,1,0,1,0,1,13,0.386,0.921
2520,54,8,"cua",10,7,7,7,14,"cuauhtémoc",11,2470,8,54,5,7,7,2,7,7,5,7,4,7,0,0,1,0,1,0,1,13,0.386,0.921
2521,54,8,"cua",10,7,7,7,14,"cuauhtémoc",11,2471,8,54,5,7,7,2,7,7,5,7,4,7,0,0,1,0,1,0,1,13,0.386,0.921
2522,54,8,"cua",10,7,7,7,14,"cuauhtémoc",11,2472,8,54,5,7,7,2,7,7,5,7,4,7,0,0,1,0,1,0,1,13,0.386,0.921
2523,54,8,"cua",10,7,7,7,14,"cuauhtémoc",11,2473,8,54,5,7,7,2,7,7,5,7,4,7,0,0,1,0,1,0,1,13,0.386,0.921
2524,54,8,"cua",10,7,7,7,14,"cuauhtémoc",11,2474,8,54,5,7,7,2,7,7,5,7,4,7,0,0,1,0,1,0,1,13,0.386,0.921
2525,54,8,"cua",10,7,7,7,14,"cuauhtémoc",11,2475,8,54,5,7,7,2,7,7,5,7,4,7,0,0,1,0,1,0,1,13,0.386,0.921
2526,54,8,"cua",10,7,7,7,14,"cuauhtémoc",11,2476,8,54,5,7,7,2,7,7,5,7,4,7,0,0,1,0,1,0,1,13,0.386,0.921
2527,54,8,"cua",10,7,7,7,14,"cuauhtémoc",11,2477,8,54,5,7,7,2,7,7,5,7,4,7,0,0,1,0,1,0,1,13,0.386,0.921
2528,55,8,"cua",10,5,5,5,19,"delicias",10,2478,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866
2529,55,8,"cua",10,5,5,5,19,"delicias",10,2479,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866
2530,55,8,"cua",10,5,5,5,19,"delicias",10,2480,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866
2531,55,8,"cua",10,5,5,5,19,"delicias",10,2481,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866
2532,55,8,"cua",10,5,5,5,19,"delicias",10,2482,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866
2533,55,8,"cua",10,5,5,5,19,"delicias",10,2483,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866
2534,55,8,"cua",10,5,5,5,19,"delicias",10,2484,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866
2535,55,8,"cua",10,5,5,5,19,"delicias",10,2485,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866
2536,55,8,"cua",10,5,5,5,19,"delicias",10,2486,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866
2537,55,8,"cua",10,5,5,5,19,"delicias",10,2487,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866
2538,55,8,"cua",10,5,5,5,19,"delicias",10,2488,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866
2539,55,8,"cua",10,5,5,5,19,"delicias",10,2489,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866
2540,55,8,"cua",10,5,5,5,19,"delicias",10,2490,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866
2541,55,8,"cua",10,5,5,5,19,"delicias",10,2491,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866
2542,55,8,"cua",10,5,5,5,19,"delicias",10,2492,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866
2543,55,8,"cua",10,5,5,5,19,"delicias",10,2493,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866
2544,55,8,"cua",10,5,5,5,19,"delicias",10,2494,8,55,2,8,8,1,8,22,1,2,22,8,0,0,0,0,0,0,1,20,0.492,0.866
2545,56,8,"cua",10,9,9,9,21,"hidalgo del parral",22,2495,8,56,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2546,56,8,"cua",10,9,9,9,21,"hidalgo del parral",22,2496,8,56,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2547,56,8,"cua",10,9,9,9,21,"hidalgo del parral",22,2497,8,56,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2548,56,8,"cua",10,9,9,9,21,"hidalgo del parral",22,2498,8,56,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2549,57,8,"cua",10,7,9,9,21,"hidalgo del parral",14,2499,8,57,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2550,57,8,"cua",10,7,9,9,21,"hidalgo del parral",14,2500,8,57,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2552,57,8,"cua",10,7,9,9,21,"hidalgo del parral",14,2501,8,57,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2553,57,8,"cua",10,7,9,9,21,"hidalgo del parral",14,2502,8,57,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2554,57,8,"cua",10,7,9,9,21,"hidalgo del parral",14,2503,8,57,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2555,57,8,"cua",10,7,9,9,21,"hidalgo del parral",14,2504,8,57,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2556,57,8,"cua",10,7,9,9,21,"hidalgo del parral",14,2505,8,57,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2557,57,8,"cua",10,7,9,9,21,"hidalgo del parral",14,2506,8,57,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2558,57,8,"cua",10,7,9,9,21,"hidalgo del parral",14,2507,8,57,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2559,58,8,"cua",10,5,5,5,20,"camargo",12,2508,8,58,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885
2560,58,8,"cua",10,5,5,5,20,"camargo",12,2509,8,58,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885
2561,58,8,"cua",10,5,5,5,20,"camargo",12,2510,8,58,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885
2562,58,8,"cua",10,5,5,5,20,"camargo",12,2511,8,58,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885
2563,58,8,"cua",10,5,5,5,20,"camargo",12,2512,8,58,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885
2564,58,8,"cua",10,5,5,5,20,"camargo",12,2513,8,58,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885
2565,58,8,"cua",10,5,5,5,20,"camargo",12,2514,8,58,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885
2566,59,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2515,8,59,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2567,59,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2516,8,59,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2568,59,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2517,8,59,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2569,59,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2518,8,59,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2570,59,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2519,8,59,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2571,59,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2520,8,59,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2572,59,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2521,8,59,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2573,59,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2522,8,59,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2574,59,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2523,8,59,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2575,59,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2524,8,59,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2576,59,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2525,8,59,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2577,59,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2526,8,59,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2578,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2527,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677
2579,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2528,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677
2580,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2529,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677
2581,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2530,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677
2582,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2531,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677
2583,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2532,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677
2584,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2533,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677
2585,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2534,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677
2586,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2535,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677
2587,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2536,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677
2588,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2537,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677
2589,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2538,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677
2590,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2539,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677
2591,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2540,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677
2592,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2541,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677
2593,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2542,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677
2594,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2543,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677
2595,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2544,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677
2596,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2545,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677
2597,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2546,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677
2598,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2547,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677
2599,60,8,"cua",2,9,9,9,21,"hidalgo del parral",22,2548,8,60,3,5,5,2,5,2,2,5,2,5,0,0,0,0,1,0,1,22,0.734,0.677
2601,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2549,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2602,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2550,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2603,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2551,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2604,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2552,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2605,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2553,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2606,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2554,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2607,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2555,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2608,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2556,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2609,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2557,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2610,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2558,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2611,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2559,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2612,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2560,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2613,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2561,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2614,61,8,"cua",10,7,9,9,21,"hidalgo del parral",10,2562,8,61,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677
2615,62,8,"cua",6,5,5,5,20,"camargo",12,2563,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2616,62,8,"cua",6,5,5,5,20,"camargo",12,2564,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2617,62,8,"cua",6,5,5,5,20,"camargo",12,2565,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2618,62,8,"cua",6,5,5,5,20,"camargo",12,2566,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2619,62,8,"cua",6,5,5,5,20,"camargo",12,2567,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2620,62,8,"cua",6,5,5,5,20,"camargo",12,2568,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2621,62,8,"cua",6,5,5,5,20,"camargo",12,2569,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2622,62,8,"cua",6,5,5,5,20,"camargo",12,2570,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2623,62,8,"cua",6,5,5,5,20,"camargo",12,2571,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2624,62,8,"cua",6,5,5,5,20,"camargo",12,2572,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2625,62,8,"cua",6,5,5,5,20,"camargo",12,2573,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2626,62,8,"cua",6,5,5,5,20,"camargo",12,2574,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2627,62,8,"cua",6,5,5,5,20,"camargo",12,2575,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2628,62,8,"cua",6,5,5,5,20,"camargo",12,2576,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2630,62,8,"cua",6,5,5,5,20,"camargo",12,2577,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2631,62,8,"cua",6,5,5,5,20,"camargo",12,2578,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2632,62,8,"cua",6,5,5,5,20,"camargo",12,2579,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2633,62,8,"cua",6,5,5,5,20,"camargo",12,2580,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2634,62,8,"cua",6,5,5,5,20,"camargo",12,2581,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2635,62,8,"cua",6,5,5,5,20,"camargo",12,2582,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2636,62,8,"cua",6,5,5,5,20,"camargo",12,2583,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2637,62,8,"cua",6,5,5,5,20,"camargo",12,2584,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2638,62,8,"cua",6,5,5,5,20,"camargo",12,2585,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2639,62,8,"cua",6,5,5,5,20,"camargo",12,2586,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2640,62,8,"cua",6,5,5,5,20,"camargo",12,2587,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2641,62,8,"cua",6,5,5,5,20,"camargo",12,2588,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2642,62,8,"cua",6,5,5,5,20,"camargo",12,2589,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2643,62,8,"cua",6,5,5,5,20,"camargo",12,2590,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2644,62,8,"cua",6,5,5,5,20,"camargo",12,2591,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2645,62,8,"cua",6,5,5,5,20,"camargo",12,2592,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2646,62,8,"cua",6,5,5,5,20,"camargo",12,2593,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2647,62,8,"cua",6,5,5,5,20,"camargo",12,2594,8,62,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885
2648,63,8,"cua",5,1,7,7,13,"guerrero",11,2595,8,63,5,4,4,5,4,4,4,1,4,4,1,0,1,1,0,1,1,14,0.386,0.415
2649,63,8,"cua",5,1,7,7,13,"guerrero",11,2596,8,63,5,4,4,5,4,4,4,1,4,4,1,0,1,1,0,1,1,14,0.386,0.415
2650,63,8,"cua",5,1,7,7,13,"guerrero",11,2597,8,63,5,4,4,5,4,4,4,1,4,4,1,0,1,1,0,1,1,14,0.386,0.415
2651,63,8,"cua",5,1,7,7,13,"guerrero",11,2598,8,63,5,4,4,5,4,4,4,1,4,4,1,0,1,1,0,1,1,14,0.386,0.415
2652,63,8,"cua",5,1,7,7,13,"guerrero",11,2599,8,63,5,4,4,5,4,4,4,1,4,4,1,0,1,1,0,1,1,14,0.386,0.415
2653,63,8,"cua",5,1,7,7,13,"guerrero",11,2600,8,63,5,4,4,5,4,4,4,1,4,4,1,0,1,1,0,1,1,14,0.386,0.415
2654,63,8,"cua",5,1,7,7,13,"guerrero",11,2601,8,63,5,4,4,5,4,4,4,1,4,4,1,0,1,1,0,1,1,14,0.386,0.415
2655,63,8,"cua",5,1,7,7,13,"guerrero",11,2602,8,63,5,4,4,5,4,4,4,1,4,4,1,0,1,1,0,1,1,14,0.386,0.415
2656,63,8,"cua",5,1,7,7,13,"guerrero",11,2603,8,63,5,4,4,5,4,4,4,1,4,4,1,0,1,1,0,1,1,14,0.386,0.415
