"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2012","X","edon.y","munn.y","escenario1","escenario2","escenario3","morena_iee1","pan_cnv1","pan_iee1","esc1_morIEE1","esc1_panCNV1","esc1_panIEE1","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
451,9,4,"cam",1,2,2,2,19,13,448,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
452,9,4,"cam",1,2,2,2,19,13,449,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
453,9,4,"cam",1,2,2,2,19,13,450,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
454,9,4,"cam",1,2,2,2,19,13,451,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
455,9,4,"cam",1,2,2,2,19,13,452,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
456,9,4,"cam",1,2,2,2,19,13,453,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
457,9,4,"cam",1,2,2,2,19,13,454,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
458,9,4,"cam",1,2,2,2,19,13,455,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
459,9,4,"cam",1,2,2,2,19,13,456,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
460,9,4,"cam",1,2,2,2,19,13,457,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
461,9,4,"cam",1,2,2,2,19,13,458,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
462,9,4,"cam",1,2,2,2,19,13,459,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
463,9,4,"cam",1,2,2,2,19,13,460,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
464,9,4,"cam",1,2,2,2,19,13,461,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
465,9,4,"cam",1,2,2,2,19,13,462,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
466,9,4,"cam",1,2,2,2,19,13,463,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
467,9,4,"cam",1,2,2,2,18,21,464,4,9,21,18,18,18,18,18,0,0,0,21,1,1,21,1
468,9,4,"cam",1,2,2,2,18,21,465,4,9,21,18,18,18,18,18,0,0,0,21,1,1,21,1
469,9,4,"cam",1,2,2,2,18,21,466,4,9,21,18,18,18,18,18,0,0,0,21,1,1,21,1
470,9,4,"cam",1,2,2,2,18,21,467,4,9,21,18,18,18,18,18,0,0,0,21,1,1,21,1
471,9,4,"cam",1,2,2,2,19,13,468,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
472,3,4,"cam",1,2,2,2,14,20,469,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
473,3,4,"cam",1,2,2,2,14,20,470,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
474,3,4,"cam",1,2,2,2,14,20,471,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
475,9,4,"cam",1,2,2,2,19,13,472,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
476,9,4,"cam",1,2,2,2,19,13,473,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
477,9,4,"cam",1,2,2,2,19,13,474,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
478,3,4,"cam",1,2,2,2,14,20,475,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
479,3,4,"cam",1,2,2,2,14,20,476,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
480,9,4,"cam",1,2,2,2,19,13,477,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
481,9,4,"cam",1,2,2,2,19,13,478,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
482,9,4,"cam",1,2,2,2,19,13,479,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
483,3,4,"cam",1,2,2,2,14,20,480,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
484,3,4,"cam",1,2,2,2,14,20,481,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
485,9,4,"cam",1,2,2,2,19,13,482,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
486,3,4,"cam",1,2,2,2,14,20,483,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
487,3,4,"cam",1,2,2,2,14,20,484,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
488,3,4,"cam",1,2,2,2,14,20,485,4,3,16,14,14,13,14,13,0,0,0,20,0.356,0.34,16,0.931
489,9,4,"cam",1,2,2,2,19,13,486,4,9,20,19,19,17,19,17,0,0,0,13,1,1,20,1
490,10,4,"cam",0,2,2,2,4,14,487,4,10,4,4,4,3,4,3,0,1,0,14,1,1,4,1
491,3,4,"cam",1,2,2,2,14,12,488,4,3,14,14,14,16,14,13,0,1,0,20,0.409,0.34,16,0.931
492,3,4,"cam",1,2,2,2,14,12,489,4,3,14,14,14,16,14,13,0,1,0,20,0.409,0.34,16,0.931
493,3,4,"cam",1,2,2,2,15,12,490,4,3,14,15,15,16,15,16,0,0,0,12,0.409,0.123,19,0.381
494,3,4,"cam",1,2,2,2,15,12,491,4,3,15,15,15,16,15,16,0,1,0,12,0.56,0.123,19,0.381
495,3,4,"cam",1,2,2,2,15,12,492,4,3,15,15,15,16,15,16,0,1,0,12,0.56,0.123,19,0.381
496,3,4,"cam",1,2,2,2,15,12,493,4,3,15,15,15,16,15,16,0,1,0,12,0.56,0.123,19,0.381
497,3,4,"cam",1,2,2,2,13,12,494,4,3,15,13,13,16,13,12,0,0,0,12,0.56,0.56,15,0.765
498,3,4,"cam",1,2,2,2,13,12,495,4,3,15,13,13,16,13,12,0,0,0,12,0.56,0.56,15,0.765
499,3,4,"cam",1,2,2,2,13,12,496,4,3,15,13,13,16,13,12,0,0,0,12,0.56,0.56,15,0.765
500,3,4,"cam",1,2,2,2,13,12,497,4,3,15,13,13,16,13,12,0,0,0,12,0.56,0.56,15,0.765
501,3,4,"cam",1,2,2,2,13,12,498,4,3,15,13,13,12,13,12,0,0,0,12,0.56,0.56,15,0.765
502,3,4,"cam",1,2,2,2,15,12,499,4,3,14,15,15,16,15,16,0,0,0,12,0.409,0.123,19,0.381
503,3,4,"cam",1,2,2,2,15,12,500,4,3,15,15,15,16,15,16,0,1,0,12,0.56,0.123,19,0.381
504,3,4,"cam",1,2,2,2,13,12,501,4,3,15,13,13,16,13,12,0,0,0,12,0.56,0.56,15,0.765
505,3,4,"cam",1,2,2,2,13,12,502,4,3,15,13,13,16,13,12,0,0,0,12,0.56,0.56,15,0.765
506,3,4,"cam",1,2,2,2,15,12,503,4,3,14,15,15,16,15,16,0,0,0,12,0.409,0.123,19,0.381
507,3,4,"cam",1,2,2,2,13,12,504,4,3,15,13,13,16,13,12,0,0,0,12,0.56,0.56,15,0.765
508,3,4,"cam",1,2,2,2,13,12,505,4,3,15,13,13,12,13,12,0,0,0,12,0.56,0.56,15,0.765
509,3,4,"cam",1,2,2,2,13,12,506,4,3,14,13,13,16,13,12,0,0,0,12,0.409,0.56,15,0.765
510,3,4,"cam",1,2,2,2,13,12,507,4,3,15,13,13,16,13,12,0,0,0,12,0.56,0.56,15,0.765
511,3,4,"cam",1,2,2,2,13,12,508,4,3,14,13,13,16,13,12,0,0,0,12,0.409,0.56,15,0.765
512,3,4,"cam",1,2,2,2,13,12,509,4,3,14,13,13,16,13,12,0,0,0,12,0.409,0.56,15,0.765
513,3,4,"cam",1,2,2,2,13,12,510,4,3,15,13,13,12,13,12,0,0,0,12,0.56,0.56,15,0.765
514,3,4,"cam",1,2,2,2,13,12,511,4,3,15,13,13,16,13,12,0,0,0,12,0.56,0.56,15,0.765
515,3,4,"cam",1,2,2,2,13,12,512,4,3,14,13,13,16,13,12,0,0,0,12,0.409,0.56,15,0.765
516,3,4,"cam",1,2,2,2,13,12,513,4,3,15,13,13,16,13,12,0,0,0,12,0.56,0.56,15,0.765
517,3,4,"cam",1,2,2,2,13,12,514,4,3,15,13,13,16,13,12,0,0,0,12,0.56,0.56,15,0.765
518,3,4,"cam",1,2,2,2,13,12,515,4,3,15,13,13,16,13,12,0,0,0,12,0.56,0.56,15,0.765
519,3,4,"cam",1,2,2,2,13,12,516,4,3,15,13,13,16,13,12,0,0,0,12,0.56,0.56,15,0.765
520,3,4,"cam",1,2,2,2,13,12,517,4,3,15,13,13,16,13,12,0,0,0,12,0.56,0.56,15,0.765
521,3,4,"cam",1,2,2,2,13,12,518,4,3,15,13,13,16,13,12,0,0,0,12,0.56,0.56,15,0.765
522,3,4,"cam",1,2,2,2,13,12,519,4,3,15,13,13,16,13,12,0,0,0,12,0.56,0.56,15,0.765
523,3,4,"cam",1,2,2,2,13,12,520,4,3,15,13,13,16,13,12,0,0,0,12,0.56,0.56,15,0.765
524,3,4,"cam",1,2,2,2,13,12,521,4,3,15,13,13,12,13,12,0,0,0,12,0.56,0.56,15,0.765
525,3,4,"cam",1,2,2,2,13,12,522,4,3,15,13,13,12,13,12,0,0,0,12,0.56,0.56,15,0.765
526,3,4,"cam",1,2,2,2,13,12,523,4,3,15,13,13,16,13,12,0,0,0,12,0.56,0.56,15,0.765
527,3,4,"cam",1,2,2,2,13,12,524,4,3,15,13,13,12,13,12,0,0,0,12,0.56,0.56,15,0.765
528,4,4,"cam",0,0,2,2,20,16,525,4,4,8,20,20,21,20,21,0,0,0,16,0.5,0.935,8,0.452
529,4,4,"cam",0,0,2,2,20,16,526,4,4,8,20,20,21,20,21,0,0,0,16,0.5,0.935,8,0.452
530,4,4,"cam",0,0,2,2,20,16,527,4,4,8,20,20,21,20,21,0,0,0,16,0.5,0.935,8,0.452
