"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2012","edon.y","munn.y","escenario1","escenario2","escenario3","mc_clv1","pan_clv1","mc_clv2","pan_cnv2","prd_clv2","pri_clv2","esc1_mcCLV1","esc1_panCLV1","esc1_mcCLV1.1","esc2_mcCLV2","esc2_panCNV2","esc2_prdCLV2","esc2_priCLV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
2052,73,14,"jal",5,4,1,1,3,1,14,73,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578,0.991,2,0.584
2053,73,14,"jal",5,4,1,1,3,1,14,73,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578,0.991,2,0.584
2054,73,14,"jal",5,4,1,1,3,1,14,73,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578,0.991,2,0.584
2055,74,14,"jal",7,2,3,2,1,3,14,74,7,9,1,9,9,1,9,7,1,0,0,0,0,1,0,0,3,0.481,0.941,7,0.205
2056,74,14,"jal",7,2,3,2,1,3,14,74,7,9,1,9,9,1,9,7,1,0,0,0,0,1,0,0,3,0.481,0.941,7,0.205
2057,74,14,"jal",7,2,3,2,1,3,14,74,7,9,1,9,9,1,9,7,1,0,0,0,0,1,0,0,3,0.481,0.941,7,0.205
2058,74,14,"jal",7,2,3,2,1,3,14,74,7,9,1,9,9,1,9,7,1,0,0,0,0,1,0,0,3,0.481,0.941,7,0.205
2059,74,14,"jal",7,2,3,2,1,3,14,74,7,9,1,9,9,1,9,7,1,0,0,0,0,1,0,0,3,0.481,0.941,7,0.205
2060,74,14,"jal",7,2,3,2,1,3,14,74,7,9,1,9,9,1,9,7,1,0,0,0,0,1,0,0,3,0.481,0.941,7,0.205
2061,74,14,"jal",7,2,3,2,1,3,14,74,7,9,1,9,9,1,9,7,1,0,0,0,0,1,0,0,3,0.481,0.941,7,0.205
2062,74,14,"jal",7,2,3,2,1,3,14,74,7,9,1,9,9,1,9,7,1,0,0,0,0,1,0,0,3,0.481,0.941,7,0.205
2063,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2064,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2065,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2066,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2067,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2068,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2069,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2070,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2071,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2072,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2073,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2074,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2075,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2076,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2077,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2078,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2079,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2080,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2081,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2082,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2083,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2084,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2085,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2086,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2087,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2088,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2089,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2090,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2091,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2092,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2093,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2094,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2095,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2096,75,14,"jal",6,2,2,2,9,2,14,75,5,9,9,9,9,9,9,7,9,0,0,0,1,1,0,1,2,0.757,1,5,0.757
2097,76,14,"jal",7,2,3,2,1,3,14,76,7,9,1,9,9,1,9,7,1,0,0,0,0,1,0,0,3,0.481,0.941,7,0.205
2098,76,14,"jal",7,2,3,2,1,3,14,76,7,9,1,9,9,1,9,7,1,0,0,0,0,1,0,0,3,0.481,0.941,7,0.205
2099,76,14,"jal",7,2,3,2,1,3,14,76,7,9,1,9,9,1,9,7,1,0,0,0,0,1,0,0,3,0.481,0.941,7,0.205
2100,76,14,"jal",7,2,3,2,1,3,14,76,7,9,1,9,9,1,9,7,1,0,0,0,0,1,0,0,3,0.481,0.941,7,0.205
2101,76,14,"jal",7,2,3,2,1,3,14,76,7,9,1,9,9,1,9,7,1,0,0,0,0,1,0,0,3,0.481,0.941,7,0.205
2102,76,14,"jal",7,2,3,2,1,3,14,76,7,9,1,9,9,1,9,7,1,0,0,0,0,1,0,0,3,0.481,0.941,7,0.205
2103,76,14,"jal",7,2,3,2,1,3,14,76,7,9,1,9,9,1,9,7,1,0,0,0,0,1,0,0,3,0.481,0.941,7,0.205
2104,76,14,"jal",7,2,3,2,1,3,14,76,7,9,1,9,9,1,9,7,1,0,0,0,0,1,0,0,3,0.481,0.941,7,0.205
2105,76,14,"jal",7,2,3,2,1,3,14,76,7,9,1,9,9,1,9,7,1,0,0,0,0,1,0,0,3,0.481,0.941,7,0.205
2106,76,14,"jal",7,2,3,2,1,3,14,76,7,9,1,9,9,1,9,7,1,0,0,0,0,1,0,0,3,0.481,0.941,7,0.205
2107,77,14,"jal",12,1,1,1,3,1,14,77,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578,0.991,2,0.584
2108,77,14,"jal",12,1,1,1,3,1,14,77,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578,0.991,2,0.584
2110,78,14,"jal",5,1,1,1,3,1,14,78,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578,0.991,2,0.584
2111,78,14,"jal",5,1,1,1,3,1,14,78,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578,0.991,2,0.584
2112,78,14,"jal",5,1,1,1,3,1,14,78,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578,0.991,2,0.584
2113,78,14,"jal",5,1,1,1,3,1,14,78,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578,0.991,2,0.584
2114,78,14,"jal",5,1,1,1,3,1,14,78,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578,0.991,2,0.584
2115,79,14,"jal",12,18,18,17,4,18,14,79,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.352,0.605,8,0.455
2116,79,14,"jal",12,18,18,17,4,18,14,79,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.352,0.605,8,0.455
2117,79,14,"jal",12,18,18,17,4,18,14,79,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.352,0.605,8,0.455
2118,79,14,"jal",12,18,18,17,4,18,14,79,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.352,0.605,8,0.455
2119,79,14,"jal",12,18,18,17,4,18,14,79,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.352,0.605,8,0.455
2120,79,14,"jal",12,18,18,17,4,18,14,79,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.352,0.605,8,0.455
2121,79,14,"jal",12,18,18,17,4,18,14,79,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.352,0.605,8,0.455
2122,79,14,"jal",12,18,18,17,4,18,14,79,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.352,0.605,8,0.455
2123,79,14,"jal",12,18,18,17,4,18,14,79,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.352,0.605,8,0.455
2124,79,14,"jal",12,18,18,17,4,18,14,79,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.352,0.605,8,0.455
2125,79,14,"jal",12,18,18,17,4,18,14,79,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.352,0.605,8,0.455
2126,79,14,"jal",12,18,18,17,4,18,14,79,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.352,0.605,8,0.455
2127,79,14,"jal",12,18,18,17,4,18,14,79,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.352,0.605,8,0.455
2128,79,14,"jal",12,18,18,17,4,18,14,79,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.352,0.605,8,0.455
2129,79,14,"jal",12,18,18,17,4,18,14,79,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.352,0.605,8,0.455
2130,79,14,"jal",12,18,18,17,4,18,14,79,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.352,0.605,8,0.455
2131,79,14,"jal",12,18,18,17,4,18,14,79,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.352,0.605,8,0.455
2132,80,14,"jal",7,3,3,3,1,3,14,80,7,1,1,1,1,1,1,4,1,0,0,0,1,1,0,1,3,0.481,0.941,7,0.205
2133,80,14,"jal",7,3,3,3,1,3,14,80,7,1,1,1,1,1,1,4,1,0,0,0,1,1,0,1,3,0.481,0.941,7,0.205
2134,80,14,"jal",7,3,3,3,1,3,14,80,7,1,1,1,1,1,1,4,1,0,0,0,1,1,0,1,3,0.481,0.941,7,0.205
2135,80,14,"jal",7,3,3,3,1,3,14,80,7,1,1,1,1,1,1,4,1,0,0,0,1,1,0,1,3,0.481,0.941,7,0.205
2136,80,14,"jal",7,3,3,3,1,3,14,80,7,1,1,1,1,1,1,4,1,0,0,0,1,1,0,1,3,0.481,0.941,7,0.205
2137,80,14,"jal",7,3,3,3,1,3,14,80,7,1,1,1,1,1,1,4,1,0,0,0,1,1,0,1,3,0.481,0.941,7,0.205
2138,80,14,"jal",7,3,3,3,1,3,14,80,7,1,1,1,1,1,1,4,1,0,0,0,1,1,0,1,3,0.481,0.941,7,0.205
2139,80,14,"jal",7,3,3,3,1,3,14,80,7,1,1,1,1,1,1,4,1,0,0,0,1,1,0,1,3,0.481,0.941,7,0.205
2140,80,14,"jal",7,3,3,3,1,3,14,80,7,1,1,1,1,1,1,4,1,0,0,0,1,1,0,1,3,0.481,0.941,7,0.205
2141,80,14,"jal",7,3,3,3,1,3,14,80,7,1,1,1,1,1,1,4,1,0,0,0,1,1,0,1,3,0.481,0.941,7,0.205
2142,80,14,"jal",7,3,3,3,1,3,14,80,7,1,1,1,1,1,1,4,1,0,0,0,1,1,0,1,3,0.481,0.941,7,0.205
2144,80,14,"jal",7,3,3,3,1,3,14,80,7,1,1,1,1,1,1,4,1,0,0,0,1,1,0,1,3,0.481,0.941,7,0.205
2145,80,14,"jal",7,3,3,3,1,3,14,80,7,1,1,1,1,1,1,4,1,0,0,0,1,1,0,1,3,0.481,0.941,7,0.205
2146,80,14,"jal",7,3,3,3,1,3,14,80,7,1,1,1,1,1,1,4,1,0,0,0,1,1,0,1,3,0.481,0.941,7,0.205
2147,80,14,"jal",7,3,3,3,1,3,14,80,7,1,1,1,1,1,1,4,1,0,0,0,1,1,0,1,3,0.481,0.941,7,0.205
2148,80,14,"jal",7,3,3,3,1,3,14,80,7,1,1,1,1,1,1,4,1,0,0,0,1,1,0,1,3,0.481,0.941,7,0.205
2149,80,14,"jal",7,3,3,3,1,3,14,80,7,1,1,1,1,1,1,4,1,0,0,0,1,1,0,1,3,0.481,0.941,7,0.205
2150,81,14,"jal",12,5,5,5,6,5,14,81,6,6,6,6,6,5,6,3,6,1,1,1,0,1,0,1,5,0.689,0.796,6,0.502
2151,81,14,"jal",12,5,5,5,6,5,14,81,6,6,6,6,6,5,6,3,6,1,1,1,0,1,0,1,5,0.689,0.796,6,0.502
2152,81,14,"jal",12,5,5,5,6,5,14,81,6,6,6,6,6,5,6,3,6,1,1,1,0,1,0,1,5,0.689,0.796,6,0.502
2153,81,14,"jal",12,5,5,5,6,5,14,81,6,6,6,6,6,5,6,3,6,1,1,1,0,1,0,1,5,0.689,0.796,6,0.502
2154,81,14,"jal",12,5,5,5,6,5,14,81,6,6,6,6,6,5,6,3,6,1,1,1,0,1,0,1,5,0.689,0.796,6,0.502
2155,81,14,"jal",12,5,5,5,6,5,14,81,6,6,6,6,6,5,6,3,6,1,1,1,0,1,0,1,5,0.689,0.796,6,0.502
2156,81,14,"jal",12,5,5,5,6,5,14,81,6,6,6,6,6,5,6,3,6,1,1,1,0,1,0,1,5,0.689,0.796,6,0.502
2157,82,14,"jal",5,1,1,1,3,1,14,82,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578,0.991,2,0.584
2158,82,14,"jal",5,1,1,1,3,1,14,82,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578,0.991,2,0.584
2159,82,14,"jal",5,1,1,1,3,1,14,82,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578,0.991,2,0.584
2160,82,14,"jal",5,1,1,1,3,1,14,82,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578,0.991,2,0.584
2161,82,14,"jal",5,1,1,1,3,1,14,82,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578,0.991,2,0.584
2162,83,14,"jal",10,17,19,19,5,19,14,83,4,5,5,3,5,4,5,20,5,0,0,0,0,1,0,1,19,0.293,0.593,9,0.327
2163,83,14,"jal",10,17,19,19,5,19,14,83,4,5,5,3,5,4,5,20,5,0,0,0,0,1,0,1,19,0.293,0.593,9,0.327
2164,83,14,"jal",10,17,19,19,5,19,14,83,4,5,5,3,5,4,5,20,5,0,0,0,0,1,0,1,19,0.293,0.593,9,0.327
2165,83,14,"jal",10,17,19,19,5,19,14,83,4,5,5,3,5,4,5,20,5,0,0,0,0,1,0,1,19,0.293,0.593,9,0.327
2166,83,14,"jal",10,17,19,19,5,19,14,83,4,5,5,3,5,4,5,20,5,0,0,0,0,1,0,1,19,0.293,0.593,9,0.327
2167,83,14,"jal",10,17,19,19,5,19,14,83,4,5,5,3,5,4,5,20,5,0,0,0,0,1,0,1,19,0.293,0.593,9,0.327
2168,83,14,"jal",10,17,19,19,5,19,14,83,4,5,5,3,5,4,5,20,5,0,0,0,0,1,0,1,19,0.293,0.593,9,0.327
2169,83,14,"jal",10,17,19,19,5,19,14,83,4,5,5,3,5,4,5,20,5,0,0,0,0,1,0,1,19,0.293,0.593,9,0.327
2170,83,14,"jal",10,17,19,19,5,19,14,83,4,5,5,3,5,4,5,20,5,0,0,0,0,1,0,1,19,0.293,0.593,9,0.327
2171,83,14,"jal",10,17,19,19,5,19,14,83,4,5,5,3,5,4,5,20,5,0,0,0,0,1,0,1,19,0.293,0.593,9,0.327
2172,83,14,"jal",10,17,19,19,5,19,14,83,4,5,5,3,5,4,5,20,5,0,0,0,0,1,0,1,19,0.293,0.593,9,0.327
2173,83,14,"jal",10,17,19,19,5,19,14,83,4,5,5,3,5,4,5,20,5,0,0,0,0,1,0,1,19,0.293,0.593,9,0.327
2174,83,14,"jal",10,17,19,19,5,19,14,83,4,5,5,3,5,4,5,20,5,0,0,0,0,1,0,1,19,0.293,0.593,9,0.327
2175,83,14,"jal",10,17,19,19,5,19,14,83,4,5,5,3,5,4,5,20,5,0,0,0,0,1,0,1,19,0.293,0.593,9,0.327
2176,83,14,"jal",10,17,19,19,5,19,14,83,4,5,5,3,5,4,5,20,5,0,0,0,0,1,0,1,19,0.293,0.593,9,0.327
2177,83,14,"jal",10,17,19,19,5,19,14,83,4,5,5,3,5,4,5,20,5,0,0,0,0,1,0,1,19,0.293,0.593,9,0.327
2178,83,14,"jal",10,17,19,19,5,19,14,83,4,5,5,3,5,4,5,20,5,0,0,0,0,1,0,1,19,0.293,0.593,9,0.327
2179,83,14,"jal",10,17,19,19,5,19,14,83,4,5,5,3,5,4,5,20,5,0,0,0,0,1,0,1,19,0.293,0.593,9,0.327
2180,83,14,"jal",10,17,19,19,5,19,14,83,4,5,5,3,5,4,5,20,5,0,0,0,0,1,0,1,19,0.293,0.593,9,0.327
2181,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2182,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2183,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2184,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2185,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2186,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2187,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2188,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2189,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2190,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2191,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2192,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2193,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2194,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2195,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2196,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2197,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2198,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2199,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2200,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2201,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2202,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2203,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2204,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2205,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2206,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2207,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2208,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2209,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2210,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2211,84,14,"jal",20,1,1,1,3,1,14,84,8,4,3,2,4,3,4,2,3,0,0,0,0,1,0,0,1,0.352,0.991,2,0.584
2212,85,14,"jal",11,5,5,5,6,5,14,85,6,6,6,6,6,5,6,3,6,1,1,1,0,1,0,1,5,0.689,0.796,6,0.502
2213,85,14,"jal",11,5,5,5,6,5,14,85,6,6,6,6,6,5,6,3,6,1,1,1,0,1,0,1,5,0.689,0.796,6,0.502
2214,85,14,"jal",11,5,5,5,6,5,14,85,6,6,6,6,6,5,6,3,6,1,1,1,0,1,0,1,5,0.689,0.796,6,0.502
2215,85,14,"jal",11,5,5,5,6,5,14,85,6,6,6,6,6,5,6,3,6,1,1,1,0,1,0,1,5,0.689,0.796,6,0.502
2216,85,14,"jal",11,5,5,5,6,5,14,85,6,6,6,6,6,5,6,3,6,1,1,1,0,1,0,1,5,0.689,0.796,6,0.502
2217,85,14,"jal",11,5,5,5,6,5,14,85,6,6,6,6,6,5,6,3,6,1,1,1,0,1,0,1,5,0.689,0.796,6,0.502
2218,85,14,"jal",11,5,5,5,6,5,14,85,6,6,6,6,6,5,6,3,6,1,1,1,0,1,0,1,5,0.689,0.796,6,0.502
2219,85,14,"jal",11,5,5,5,6,5,14,85,6,6,6,6,6,5,6,3,6,1,1,1,0,1,0,1,5,0.689,0.796,6,0.502
2220,85,14,"jal",11,5,5,5,6,5,14,85,6,6,6,6,6,5,6,3,6,1,1,1,0,1,0,1,5,0.689,0.796,6,0.502
2221,85,14,"jal",11,5,5,5,6,5,14,85,6,6,6,6,6,5,6,3,6,1,1,1,0,1,0,1,5,0.689,0.796,6,0.502
2222,85,14,"jal",11,5,5,5,6,5,14,85,6,6,6,6,6,5,6,3,6,1,1,1,0,1,0,1,5,0.689,0.796,6,0.502
2223,86,14,"jal",19,19,19,19,7,19,14,86,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.603,0.496,9,0.429
2224,86,14,"jal",19,19,19,19,7,19,14,86,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.603,0.496,9,0.429
2225,86,14,"jal",19,19,19,19,7,19,14,86,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.603,0.496,9,0.429
2226,86,14,"jal",19,19,19,19,7,19,14,86,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.603,0.496,9,0.429
2227,86,14,"jal",19,19,19,19,7,19,14,86,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.603,0.496,9,0.429
2228,86,14,"jal",19,19,19,19,7,19,14,86,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.603,0.496,9,0.429
2229,86,14,"jal",19,19,19,19,7,19,14,86,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.603,0.496,9,0.429
2230,86,14,"jal",19,19,19,19,7,19,14,86,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.603,0.496,9,0.429
2231,86,14,"jal",19,19,19,19,7,19,14,86,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.603,0.496,9,0.429
2232,86,14,"jal",19,19,19,19,7,19,14,86,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.603,0.496,9,0.429
2233,86,14,"jal",19,19,19,19,7,19,14,86,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.603,0.496,9,0.429
2234,86,14,"jal",19,19,19,19,7,19,14,86,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.603,0.496,9,0.429
2235,86,14,"jal",19,19,19,19,7,19,14,86,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.603,0.496,9,0.429
2236,86,14,"jal",19,19,19,19,7,19,14,86,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.603,0.496,9,0.429
2237,86,14,"jal",19,19,19,19,7,19,14,86,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.603,0.496,9,0.429
