"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2016","cab","disloc2013","X","edon.y","munn.y","escenario1","escenario2","escenario3","panal_cnv1","pri_clv1","mc_clv2","panal_cnv2","pan_clv2","pan_cnv2","pri_clv2","esc1_panalCNV1","esc1_priCLV1","esc2_mcCLV2","esc2_panalCNV2","esc2_panCLV2","esc2_panCNV2","esc2_priCLV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
1388,36,8,"cua",6,9,5,5,20,"camargo",12,1358,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1389,36,8,"cua",6,9,5,5,20,"camargo",12,1359,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1390,36,8,"cua",6,9,5,5,20,"camargo",12,1360,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1391,36,8,"cua",6,9,5,5,20,"camargo",12,1361,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1392,36,8,"cua",6,9,5,5,20,"camargo",12,1362,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1393,36,8,"cua",6,9,5,5,20,"camargo",12,1363,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1394,36,8,"cua",6,9,5,5,20,"camargo",12,1364,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1395,36,8,"cua",6,9,5,5,20,"camargo",12,1365,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1396,36,8,"cua",6,9,5,5,20,"camargo",12,1366,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1397,36,8,"cua",6,9,5,5,20,"camargo",12,1367,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1398,36,8,"cua",6,9,5,5,20,"camargo",12,1368,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1399,36,8,"cua",6,9,5,5,20,"camargo",12,1369,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1400,36,8,"cua",6,9,5,5,20,"camargo",12,1370,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1401,36,8,"cua",6,9,5,5,20,"camargo",12,1371,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1402,36,8,"cua",6,9,5,5,20,"camargo",12,1372,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1403,36,8,"cua",6,9,5,5,20,"camargo",12,1373,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1404,36,8,"cua",6,9,5,5,20,"camargo",12,1374,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1405,36,8,"cua",6,9,5,5,20,"camargo",12,1375,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1406,36,8,"cua",6,9,5,5,20,"camargo",12,1376,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1407,36,8,"cua",6,9,5,5,20,"camargo",12,1377,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1408,36,8,"cua",6,9,5,5,20,"camargo",12,1378,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1409,36,8,"cua",6,9,5,5,20,"camargo",12,1379,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1410,36,8,"cua",6,9,5,5,20,"camargo",12,1380,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1411,36,8,"cua",6,9,5,5,20,"camargo",12,1381,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1412,36,8,"cua",6,9,5,5,20,"camargo",12,1382,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1413,36,8,"cua",6,9,5,5,20,"camargo",12,1383,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1414,36,8,"cua",6,9,5,5,20,"camargo",12,1384,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1415,36,8,"cua",6,9,5,5,20,"camargo",12,1385,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1416,36,8,"cua",6,9,5,5,20,"camargo",12,1386,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1417,36,8,"cua",6,9,5,5,20,"camargo",12,1387,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1418,36,8,"cua",6,9,5,5,20,"camargo",12,1388,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1419,36,8,"cua",6,9,5,5,20,"camargo",12,1389,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1421,36,8,"cua",6,9,5,5,20,"camargo",12,1390,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1422,36,8,"cua",6,9,5,5,20,"camargo",12,1391,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1423,36,8,"cua",6,9,5,5,20,"camargo",12,1392,8,36,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
1424,37,8,"cua",3,2,2,3,2,"juárez",2,1393,8,37,16,16,16,16,16,20,16,22,20,16,1,1,0,1,0,0,1,6,0.264,0.264,16,1
1425,37,8,"cua",3,2,2,3,2,"juárez",2,1394,8,37,16,16,16,16,16,20,16,22,20,16,1,1,0,1,0,0,1,6,0.264,0.264,16,1
1426,37,8,"cua",3,2,2,3,2,"juárez",2,1395,8,37,16,16,16,16,16,20,16,22,20,16,1,1,0,1,0,0,1,6,0.264,0.264,16,1
1427,37,8,"cua",3,2,2,3,2,"juárez",2,1396,8,37,16,16,16,16,16,20,16,22,20,16,1,1,0,1,0,0,1,6,0.264,0.264,16,1
1428,37,8,"cua",3,2,2,3,2,"juárez",2,1397,8,37,16,16,16,16,16,20,16,22,20,16,1,1,0,1,0,0,1,6,0.264,0.264,16,1
1429,37,8,"cua",3,2,2,3,2,"juárez",2,1398,8,37,16,16,16,16,16,20,16,22,20,16,1,1,0,1,0,0,1,6,0.264,0.264,16,1
1430,37,8,"cua",3,2,2,3,2,"juárez",2,1399,8,37,16,16,16,16,16,20,16,22,20,16,1,1,0,1,0,0,1,6,0.264,0.264,16,1
1431,37,8,"cua",3,2,2,3,2,"juárez",2,1400,8,37,16,16,16,16,16,20,16,22,20,16,1,1,0,1,0,0,1,6,0.264,0.264,16,1
1432,37,8,"cua",3,2,2,3,2,"juárez",2,1401,8,37,16,16,16,16,16,20,16,22,20,16,1,1,0,1,0,0,1,6,0.264,0.264,16,1
1433,37,8,"cua",3,2,2,3,2,"juárez",2,1402,8,37,16,16,16,16,16,20,16,22,20,16,1,1,0,1,0,0,1,6,0.264,0.264,16,1
1434,37,8,"cua",3,2,2,3,2,"juárez",2,1403,8,37,16,16,16,16,16,20,16,22,20,16,1,1,0,1,0,0,1,6,0.264,0.264,16,1
1435,37,8,"cua",3,2,2,3,3,"juárez",2,1404,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1436,37,8,"cua",3,2,2,3,3,"juárez",2,1405,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1437,37,8,"cua",3,2,2,3,3,"juárez",2,1406,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1438,37,8,"cua",3,2,2,3,3,"juárez",2,1407,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1439,37,8,"cua",3,2,2,3,3,"juárez",2,1408,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1440,37,8,"cua",3,2,2,3,3,"juárez",2,1409,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1441,37,8,"cua",3,2,2,3,3,"juárez",2,1410,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1442,37,8,"cua",3,2,2,3,3,"juárez",2,1411,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1443,37,8,"cua",3,2,2,3,4,"juárez",2,1412,8,37,22,21,21,22,21,17,21,15,17,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1444,37,8,"cua",3,2,2,3,4,"juárez",2,1413,8,37,22,21,21,22,21,17,21,15,17,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1445,37,8,"cua",3,2,3,4,4,"juárez",3,1414,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1446,37,8,"cua",3,2,3,4,4,"juárez",3,1415,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1447,37,8,"cua",3,2,3,4,4,"juárez",3,1416,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1448,37,8,"cua",3,2,3,4,4,"juárez",3,1417,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1449,37,8,"cua",3,2,3,4,4,"juárez",3,1418,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1450,37,8,"cua",3,2,3,4,4,"juárez",3,1419,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1451,37,8,"cua",3,2,3,4,4,"juárez",3,1420,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1452,37,8,"cua",3,2,2,3,4,"juárez",2,1421,8,37,22,21,21,22,21,17,21,15,17,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1453,37,8,"cua",3,2,2,3,4,"juárez",2,1422,8,37,22,21,21,22,21,17,21,15,17,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1454,37,8,"cua",3,2,2,3,3,"juárez",2,1423,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1455,37,8,"cua",3,2,2,3,3,"juárez",2,1424,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1456,37,8,"cua",3,2,2,3,3,"juárez",2,1425,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1457,37,8,"cua",3,2,2,3,3,"juárez",2,1426,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1458,37,8,"cua",3,2,2,3,3,"juárez",2,1427,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1459,37,8,"cua",3,2,2,3,3,"juárez",2,1428,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1460,37,8,"cua",3,2,2,3,3,"juárez",2,1429,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1461,37,8,"cua",3,2,2,3,3,"juárez",2,1430,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1462,37,8,"cua",3,2,2,3,3,"juárez",2,1431,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1463,37,8,"cua",3,2,2,3,3,"juárez",2,1432,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1464,37,8,"cua",3,2,2,3,3,"juárez",2,1433,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1465,37,8,"cua",3,2,2,3,3,"juárez",2,1434,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1466,37,8,"cua",3,2,2,3,3,"juárez",2,1435,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1467,37,8,"cua",3,2,2,3,3,"juárez",2,1436,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1468,37,8,"cua",3,2,2,3,3,"juárez",2,1437,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1469,37,8,"cua",3,2,2,3,2,"juárez",2,1438,8,37,16,16,16,16,16,20,16,22,20,16,1,1,0,1,0,0,1,6,0.264,0.264,16,1
1470,37,8,"cua",3,2,2,3,2,"juárez",2,1439,8,37,16,16,16,16,16,20,16,22,20,16,1,1,0,1,0,0,1,6,0.264,0.264,16,1
1471,37,8,"cua",3,2,2,3,3,"juárez",2,1440,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1472,37,8,"cua",3,2,2,3,3,"juárez",2,1441,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1473,37,8,"cua",3,2,2,3,3,"juárez",2,1442,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1474,37,8,"cua",3,2,2,3,3,"juárez",2,1443,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1475,37,8,"cua",3,2,2,3,3,"juárez",2,1444,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1476,37,8,"cua",3,2,2,3,3,"juárez",2,1445,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1477,37,8,"cua",3,2,2,3,3,"juárez",2,1446,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1478,37,8,"cua",3,2,2,3,3,"juárez",2,1447,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1479,37,8,"cua",3,2,2,3,3,"juárez",2,1448,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1480,37,8,"cua",3,2,2,3,3,"juárez",2,1449,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1481,37,8,"cua",3,2,2,3,3,"juárez",2,1450,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1482,37,8,"cua",3,2,2,3,3,"juárez",2,1451,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1483,37,8,"cua",3,2,2,3,3,"juárez",2,1452,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1484,37,8,"cua",3,2,2,3,3,"juárez",2,1453,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1485,37,8,"cua",3,2,2,3,3,"juárez",2,1454,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1486,37,8,"cua",3,2,2,3,3,"juárez",2,1455,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1487,37,8,"cua",3,2,2,3,3,"juárez",2,1456,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1488,37,8,"cua",3,2,2,3,3,"juárez",2,1457,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1489,37,8,"cua",3,2,2,3,3,"juárez",2,1458,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1490,37,8,"cua",3,2,2,3,3,"juárez",2,1459,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1491,37,8,"cua",3,2,2,3,3,"juárez",2,1460,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1492,37,8,"cua",3,2,2,3,4,"juárez",2,1461,8,37,22,21,21,22,21,17,21,15,17,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1493,37,8,"cua",3,2,2,3,4,"juárez",2,1462,8,37,22,21,21,22,21,17,21,15,17,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1494,37,8,"cua",3,2,3,4,4,"juárez",3,1463,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1495,37,8,"cua",3,2,3,4,4,"juárez",3,1464,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1496,37,8,"cua",3,2,3,4,4,"juárez",3,1465,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1497,37,8,"cua",3,2,3,4,4,"juárez",3,1466,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1498,37,8,"cua",3,2,2,3,4,"juárez",2,1467,8,37,22,21,21,22,21,17,21,15,17,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1499,37,8,"cua",3,2,2,3,4,"juárez",2,1468,8,37,22,21,21,22,21,17,21,15,17,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1500,37,8,"cua",3,2,2,3,3,"juárez",2,1469,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1501,37,8,"cua",3,2,2,3,3,"juárez",2,1470,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1502,37,8,"cua",3,2,2,3,3,"juárez",2,1471,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1503,37,8,"cua",3,2,2,3,3,"juárez",2,1472,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1504,37,8,"cua",3,2,2,3,3,"juárez",2,1473,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1505,37,8,"cua",3,2,2,3,3,"juárez",2,1474,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1506,37,8,"cua",3,2,2,3,3,"juárez",2,1475,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1507,37,8,"cua",3,2,2,3,3,"juárez",2,1476,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1508,37,8,"cua",3,2,2,3,3,"juárez",2,1477,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1509,37,8,"cua",3,2,2,3,3,"juárez",2,1478,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1510,37,8,"cua",3,2,2,3,3,"juárez",2,1479,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1511,37,8,"cua",3,2,2,3,3,"juárez",2,1480,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1512,37,8,"cua",3,2,2,3,3,"juárez",2,1481,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1513,37,8,"cua",3,2,2,3,3,"juárez",2,1482,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1514,37,8,"cua",3,2,2,3,3,"juárez",2,1483,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1515,37,8,"cua",3,2,2,3,3,"juárez",2,1484,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1516,37,8,"cua",3,2,2,3,3,"juárez",2,1485,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1517,37,8,"cua",3,2,2,3,3,"juárez",2,1486,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1518,37,8,"cua",3,2,2,3,3,"juárez",2,1487,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1519,37,8,"cua",3,2,2,3,3,"juárez",2,1488,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1520,37,8,"cua",3,2,2,3,3,"juárez",2,1489,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1521,37,8,"cua",3,2,2,3,3,"juárez",2,1490,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1522,37,8,"cua",3,2,2,3,3,"juárez",2,1491,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1523,37,8,"cua",3,2,2,3,3,"juárez",2,1492,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1524,37,8,"cua",3,2,2,3,4,"juárez",2,1493,8,37,22,21,21,22,21,17,21,15,17,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1525,37,8,"cua",3,2,2,3,4,"juárez",2,1494,8,37,22,21,21,22,21,17,21,15,17,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1526,37,8,"cua",3,2,2,3,4,"juárez",2,1495,8,37,22,21,21,22,21,17,21,15,17,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1527,37,8,"cua",3,2,3,4,4,"juárez",3,1496,8,37,22,21,21,22,21,16,21,15,16,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1528,37,8,"cua",3,2,2,4,4,"juárez",2,1497,8,37,22,21,21,22,21,17,21,15,17,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1529,37,8,"cua",3,2,2,4,4,"juárez",2,1498,8,37,22,21,21,22,21,17,21,15,17,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1530,37,8,"cua",3,2,2,4,4,"juárez",2,1499,8,37,22,21,21,22,21,17,21,15,17,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1531,37,8,"cua",3,2,2,3,4,"juárez",2,1500,8,37,22,21,21,22,21,17,21,15,17,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1532,37,8,"cua",3,2,2,3,4,"juárez",2,1501,8,37,22,21,21,22,21,17,21,15,17,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1533,37,8,"cua",3,2,2,3,4,"juárez",2,1502,8,37,22,21,21,22,21,17,21,15,17,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1534,37,8,"cua",3,2,2,3,4,"juárez",2,1503,8,37,22,21,21,22,21,17,21,15,17,22,1,0,0,1,0,0,0,3,0.399,0.399,22,1
1535,37,8,"cua",3,2,2,3,3,"juárez",2,1504,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1536,37,8,"cua",3,2,2,3,3,"juárez",2,1505,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1537,37,8,"cua",3,2,2,3,3,"juárez",2,1506,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1538,37,8,"cua",3,2,2,3,3,"juárez",2,1507,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1539,37,8,"cua",3,2,2,3,3,"juárez",2,1508,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1540,37,8,"cua",3,2,2,3,3,"juárez",2,1509,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1541,37,8,"cua",3,2,2,3,3,"juárez",2,1510,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1542,37,8,"cua",3,2,2,3,3,"juárez",2,1511,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1543,37,8,"cua",3,2,2,3,3,"juárez",2,1512,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1544,37,8,"cua",3,2,2,3,3,"juárez",2,1513,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1545,37,8,"cua",3,2,2,3,3,"juárez",2,1514,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1546,37,8,"cua",3,2,2,3,3,"juárez",2,1515,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1547,37,8,"cua",3,2,2,3,3,"juárez",2,1516,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1548,37,8,"cua",3,2,2,3,3,"juárez",2,1517,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1549,37,8,"cua",3,2,2,3,3,"juárez",2,1518,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1550,37,8,"cua",3,2,2,3,3,"juárez",2,1519,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1551,37,8,"cua",3,2,2,3,3,"juárez",2,1520,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
1552,37,8,"cua",3,2,2,3,3,"juárez",2,1521,8,37,14,14,14,14,14,14,14,16,14,14,1,1,1,1,0,1,1,2,0.568,0.568,14,1
