"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","cab","mun","disloc2005","disloc2017","demarc2008","X","edon.y","munn.y","escenario1","escenario2","escenario3","pan_clv1","pri_clv1","esc1_panCLV1","esc1_priCLV1","SQ","dsiSQ_E3"
411,14,18,"nay",3,3,3,3,"sta maria del oro","sta maria del oro",3,13,14.02,410,18,14,10,17,17,17,17,0,0,3,0.194
412,14,18,"nay",3,3,3,3,"sta maria del oro","sta maria del oro",3,13,14.01,411,18,14,10,17,17,17,17,0,0,3,0.194
413,14,18,"nay",3,3,3,3,"sta maria del oro","sta maria del oro",3,13,14.05,412,18,14,10,17,17,17,17,0,0,3,0.194
414,14,18,"nay",3,3,3,3,"sta maria del oro","sta maria del oro",3,13,14.05,413,18,14,10,17,17,17,17,0,0,3,0.194
415,14,18,"nay",3,3,3,3,"sta maria del oro","sta maria del oro",3,13,14.05,414,18,14,10,17,17,17,17,0,0,3,0.194
416,14,18,"nay",3,3,3,3,"sta maria del oro","sta maria del oro",3,13,14.06,415,18,14,10,17,17,17,17,0,0,3,0.194
417,14,18,"nay",3,3,3,3,"sta maria del oro","sta maria del oro",3,13,14.05,416,18,14,10,17,17,17,17,0,0,3,0.194
418,14,18,"nay",3,3,3,3,"sta maria del oro","sta maria del oro",3,13,14.05,417,18,14,10,17,17,17,17,0,0,3,0.194
419,14,18,"nay",3,3,3,3,"sta maria del oro","sta maria del oro",3,13,14.06,418,18,14,10,17,17,17,17,0,0,3,0.194
420,14,18,"nay",3,3,3,3,"sta maria del oro","sta maria del oro",3,13,14.07,419,18,14,10,17,17,17,17,0,0,3,0.194
421,14,18,"nay",3,3,3,3,"sta maria del oro","sta maria del oro",3,13,14.07,420,18,14,10,17,17,17,17,0,0,3,0.194
422,14,18,"nay",3,3,3,3,"sta maria del oro","sta maria del oro",3,13,14.06,421,18,14,10,17,17,17,17,0,0,3,0.194
423,14,18,"nay",3,3,3,3,"sta maria del oro","sta maria del oro",3,13,14.03,422,18,14,10,17,17,17,17,0,0,3,0.194
424,14,18,"nay",3,3,3,3,"sta maria del oro","sta maria del oro",3,13,14.03,423,18,14,10,17,17,17,17,0,0,3,0.194
425,14,18,"nay",3,3,3,3,"sta maria del oro","sta maria del oro",3,13,14.07,424,18,14,10,17,17,17,17,0,0,3,0.194
426,14,18,"nay",3,3,3,3,"sta maria del oro","sta maria del oro",3,13,14.06,425,18,14,10,17,17,17,17,0,0,3,0.194
427,14,18,"nay",3,3,3,3,"sta maria del oro","sta maria del oro",3,13,14.03,426,18,14,10,17,17,17,17,0,0,3,0.194
428,14,18,"nay",3,3,3,3,"sta maria del oro","sta maria del oro",3,13,14.04,427,18,14,10,17,17,17,17,0,0,3,0.194
429,14,18,"nay",3,3,3,3,"sta maria del oro","sta maria del oro",3,13,14.03,428,18,14,10,17,17,17,17,0,0,3,0.194
430,14,18,"nay",3,3,3,3,"sta maria del oro","sta maria del oro",3,13,14.04,429,18,14,10,17,17,17,17,0,0,3,0.194
431,14,18,"nay",3,3,3,3,"sta maria del oro","sta maria del oro",3,13,14.04,430,18,14,10,17,17,17,17,0,0,3,0.194
432,14,18,"nay",3,3,3,3,"sta maria del oro","sta maria del oro",3,13,14.04,431,18,14,10,17,17,17,17,0,0,3,0.194
433,14,18,"nay",3,3,3,3,"sta maria del oro","sta maria del oro",3,13,14.04,432,18,14,10,17,17,17,17,0,0,3,0.194
434,14,18,"nay",3,3,3,3,"sta maria del oro","sta maria del oro",3,13,14.04,433,18,14,10,17,17,17,17,0,0,3,0.194
435,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",10,5,15.01,434,18,15,14,16,16,16,16,0,0,12,0.521
436,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",11,5,15.01,435,18,15,14,16,16,16,16,0,0,12,0.521
437,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",11,5,15.01,436,18,15,14,16,16,16,16,0,0,12,0.521
438,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",11,5,15.01,437,18,15,14,16,16,16,16,0,0,12,0.521
439,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",11,5,15.01,438,18,15,14,16,16,16,16,0,0,12,0.521
440,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",11,5,15.01,439,18,15,14,16,16,16,16,0,0,12,0.521
441,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",10,5,15.01,440,18,15,14,16,16,16,16,0,0,12,0.521
442,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",10,5,15.02,441,18,15,14,16,16,16,16,0,0,12,0.521
443,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",10,5,15.02,442,18,15,14,16,16,16,16,0,0,12,0.521
444,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",10,5,15.02,443,18,15,14,16,16,16,16,0,0,12,0.521
445,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",10,5,15.02,444,18,15,14,16,16,16,16,0,0,12,0.521
446,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",10,5,15.02,445,18,15,14,16,16,16,16,0,0,12,0.521
447,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",11,5,15.02,446,18,15,14,16,16,16,16,0,0,12,0.521
448,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",11,5,15.02,447,18,15,14,16,16,16,16,0,0,12,0.521
449,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",11,5,15.02,448,18,15,14,16,16,16,16,0,0,12,0.521
450,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",11,5,15.01,449,18,15,14,16,16,16,16,0,0,12,0.521
451,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",11,5,15.02,450,18,15,14,16,16,16,16,0,0,12,0.521
452,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",11,5,15.02,451,18,15,14,16,16,16,16,0,0,12,0.521
453,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",10,5,15.02,452,18,15,14,16,16,16,16,0,0,12,0.521
454,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",10,5,15.02,453,18,15,14,16,16,16,16,0,0,12,0.521
455,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",10,5,15.02,454,18,15,14,16,16,16,16,0,0,12,0.521
456,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",10,5,15.02,455,18,15,14,16,16,16,16,0,0,12,0.521
457,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",11,4,15.05,456,18,15,13,15,15,15,15,0,0,15,0.466
458,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",11,4,15.05,457,18,15,13,15,15,15,15,0,0,15,0.466
459,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",11,4,15.05,458,18,15,13,15,15,15,15,0,0,15,0.466
460,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",11,4,15.05,459,18,15,13,15,15,15,15,0,0,15,0.466
461,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",11,4,15.05,460,18,15,13,15,15,15,15,0,0,15,0.466
462,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",11,4,15.05,461,18,15,13,15,15,15,15,0,0,15,0.466
463,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",10,4,15.05,462,18,15,13,15,15,15,15,0,0,15,0.466
464,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",11,4,15.05,463,18,15,13,15,15,15,15,0,0,15,0.466
465,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",11,4,15.05,464,18,15,13,15,15,15,15,0,0,15,0.466
466,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",11,4,15.05,465,18,15,13,15,15,15,15,0,0,15,0.466
467,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",10,4,15.03,466,18,15,13,15,15,15,15,0,0,15,0.466
468,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",10,4,15.03,467,18,15,13,15,15,15,15,0,0,15,0.466
469,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",10,4,15.06,468,18,15,14,15,15,15,15,0,0,15,0.466
470,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",11,4,15.06,469,18,15,14,15,15,15,15,0,0,15,0.466
471,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",11,4,15.06,470,18,15,14,15,15,15,15,0,0,15,0.466
472,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",11,4,15.06,471,18,15,14,15,15,15,15,0,0,15,0.466
473,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",11,4,15.06,472,18,15,14,15,15,15,15,0,0,15,0.466
474,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",11,4,15.06,473,18,15,14,15,15,15,15,0,0,15,0.466
475,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",10,5,15.06,474,18,15,14,16,16,16,16,0,0,12,0.521
476,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.06,475,18,15,14,16,16,16,16,0,0,12,0.521
477,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.07,476,18,15,14,16,16,16,16,0,0,12,0.521
478,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.07,477,18,15,14,16,16,16,16,0,0,12,0.521
479,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.07,478,18,15,14,16,16,16,16,0,0,12,0.521
480,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.07,479,18,15,14,16,16,16,16,0,0,12,0.521
481,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.07,480,18,15,14,16,16,16,16,0,0,12,0.521
482,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.07,481,18,15,14,16,16,16,16,0,0,12,0.521
483,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.07,482,18,15,14,16,16,16,16,0,0,12,0.521
484,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.07,483,18,15,14,16,16,16,16,0,0,12,0.521
485,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.07,484,18,15,14,16,16,16,16,0,0,12,0.521
486,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.07,485,18,15,14,16,16,16,16,0,0,12,0.521
487,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",11,5,15.06,486,18,15,14,16,16,16,16,0,0,12,0.521
488,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",11,5,15.06,487,18,15,14,16,16,16,16,0,0,12,0.521
489,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",10,5,15.06,488,18,15,14,16,16,16,16,0,0,12,0.521
490,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",10,5,15.06,489,18,15,14,16,16,16,16,0,0,12,0.521
491,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",11,4,15.06,490,18,15,14,15,15,15,15,0,0,15,0.466
492,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",10,4,15.03,491,18,15,14,15,15,15,15,0,0,15,0.466
493,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",10,4,15.03,492,18,15,14,15,15,15,15,0,0,15,0.466
494,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",10,4,15.03,493,18,15,14,15,15,15,15,0,0,15,0.466
495,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",10,4,15.03,494,18,15,14,15,15,15,15,0,0,15,0.466
496,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",10,4,15.03,495,18,15,13,15,15,15,15,0,0,15,0.466
497,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",10,4,15.04,496,18,15,13,15,15,15,15,0,0,15,0.466
498,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",10,4,15.04,497,18,15,13,15,15,15,15,0,0,15,0.466
499,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",10,4,15.04,498,18,15,13,15,15,15,15,0,0,15,0.466
500,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",10,4,15.03,499,18,15,13,15,15,15,15,0,0,15,0.466
501,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",10,5,15.03,500,18,15,14,16,16,16,16,0,0,12,0.521
502,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",10,4,15.03,501,18,15,14,15,15,15,15,0,0,15,0.466
503,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",10,5,15.03,502,18,15,14,16,16,16,16,0,0,12,0.521
504,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",10,5,15.03,503,18,15,14,16,16,16,16,0,0,12,0.521
505,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",11,5,15.08,504,18,15,14,16,16,16,16,0,0,12,0.521
506,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",11,5,15.08,505,18,15,14,16,16,16,16,0,0,12,0.521
507,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",11,5,15.08,506,18,15,14,16,16,16,16,0,0,12,0.521
508,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",11,5,15.08,507,18,15,14,16,16,16,16,0,0,12,0.521
509,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.08,508,18,15,14,16,16,16,16,0,0,12,0.521
510,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.08,509,18,15,14,16,16,16,16,0,0,12,0.521
511,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.08,510,18,15,14,16,16,16,16,0,0,12,0.521
512,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.07,511,18,15,14,16,16,16,16,0,0,12,0.521
513,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.07,512,18,15,14,16,16,16,16,0,0,12,0.521
514,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.07,513,18,15,14,16,16,16,16,0,0,12,0.521
515,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.07,514,18,15,14,16,16,16,16,0,0,12,0.521
516,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.07,515,18,15,14,16,16,16,16,0,0,12,0.521
517,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.07,516,18,15,14,16,16,16,16,0,0,12,0.521
518,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.07,517,18,15,14,16,16,16,16,0,0,12,0.521
519,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.08,518,18,15,14,16,16,16,16,0,0,12,0.521
520,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",10,5,15.03,519,18,15,14,16,16,16,16,0,0,12,0.521
521,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.09,520,18,15,14,16,16,16,16,0,0,12,0.521
522,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.09,521,18,15,14,16,16,16,16,0,0,12,0.521
523,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.09,522,18,15,14,16,16,16,16,0,0,12,0.521
524,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.09,523,18,15,14,16,16,16,16,0,0,12,0.521
525,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.09,524,18,15,14,16,16,16,16,0,0,12,0.521
526,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.09,525,18,15,14,16,16,16,16,0,0,12,0.521
527,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.09,526,18,15,14,16,16,16,16,0,0,12,0.521
528,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.09,527,18,15,14,16,16,16,16,0,0,12,0.521
529,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.09,528,18,15,14,16,16,16,16,0,0,12,0.521
530,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.09,529,18,15,14,16,16,16,16,0,0,12,0.521
531,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.09,530,18,15,14,16,16,16,16,0,0,12,0.521
532,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",10,4,15.03,531,18,15,13,15,15,15,15,0,0,15,0.466
533,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.08,532,18,15,13,16,16,16,16,0,0,12,0.521
534,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",10,4,15.04,533,18,15,13,15,15,15,15,0,0,15,0.466
535,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",10,4,15.04,534,18,15,13,15,15,15,15,0,0,15,0.466
536,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",10,4,15.04,535,18,15,13,15,15,15,15,0,0,15,0.466
537,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",10,4,15.04,536,18,15,13,15,15,15,15,0,0,15,0.466
538,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",10,4,15.04,537,18,15,13,15,15,15,15,0,0,15,0.466
539,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",10,4,15.04,538,18,15,13,15,15,15,15,0,0,15,0.466
540,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",10,4,15.04,539,18,15,13,15,15,15,15,0,0,15,0.466
541,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",10,4,15.04,540,18,15,13,15,15,15,15,0,0,15,0.466
542,15,18,"nay",2,1,1,1,"tuxpan","santiago ixq",10,4,15.04,541,18,15,13,15,15,15,15,0,0,15,0.466
543,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.08,542,18,15,13,16,16,16,16,0,0,12,0.521
544,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.08,543,18,15,13,16,16,16,16,0,0,12,0.521
545,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.08,544,18,15,14,16,16,16,16,0,0,12,0.521
546,15,18,"nay",2,1,1,1,"santiago ixq","santiago ixq",12,5,15.08,545,18,15,14,16,16,16,16,0,0,12,0.521
547,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.03,546,18,16,2,2,2,2,2,1,1,17,0.685
548,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.03,547,18,16,1,2,2,2,2,0,0,17,0.685
549,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.02,548,18,16,1,2,2,2,2,0,0,17,0.685
550,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.01,549,18,16,1,2,2,2,2,0,0,17,0.685
551,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.01,550,18,16,1,2,2,2,2,0,0,17,0.685
552,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.02,551,18,16,1,2,2,2,2,0,0,17,0.685
553,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.03,552,18,16,2,2,2,2,2,1,1,17,0.685
554,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.03,553,18,16,2,2,2,2,2,1,1,17,0.685
555,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.03,554,18,16,1,2,2,2,2,0,0,17,0.685
556,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.03,555,18,16,1,2,2,2,2,0,0,17,0.685
557,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.03,556,18,16,1,2,2,2,2,0,0,17,0.685
558,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.02,557,18,16,1,2,2,2,2,0,0,17,0.685
559,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.01,558,18,16,1,2,2,2,2,0,0,17,0.685
560,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.02,559,18,16,1,2,2,2,2,0,0,17,0.685
561,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.02,560,18,16,2,2,2,2,2,1,1,17,0.685
562,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.02,561,18,16,2,2,2,2,2,1,1,17,0.685
563,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.02,562,18,16,2,2,2,2,2,1,1,17,0.685
564,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.01,563,18,16,2,2,2,2,2,1,1,17,0.685
565,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.04,564,18,16,1,2,2,2,2,0,0,17,0.685
566,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.04,565,18,16,1,2,2,2,2,0,0,17,0.685
567,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.04,566,18,16,1,2,2,2,2,0,0,17,0.685
568,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.04,567,18,16,1,2,2,2,2,0,0,17,0.685
569,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.04,568,18,16,1,2,2,2,2,0,0,17,0.685
570,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.01,569,18,16,1,2,2,2,2,0,0,17,0.685
571,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.07,570,18,16,2,2,2,2,2,1,1,17,0.685
572,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.07,571,18,16,2,2,2,2,2,1,1,17,0.685
573,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.07,572,18,16,2,2,2,2,2,1,1,17,0.685
574,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.07,573,18,16,2,2,2,2,2,1,1,17,0.685
575,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.07,574,18,16,2,2,2,2,2,1,1,17,0.685
576,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.07,575,18,16,2,2,2,2,2,1,1,17,0.685
577,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.05,576,18,16,2,2,2,2,2,1,1,17,0.685
578,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.05,577,18,16,2,2,2,2,2,1,1,17,0.685
579,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.04,578,18,16,2,2,2,2,2,1,1,17,0.685
580,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.04,579,18,16,2,2,2,2,2,1,1,17,0.685
581,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.05,580,18,16,2,2,2,2,2,1,1,17,0.685
582,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.04,581,18,16,2,2,2,2,2,1,1,17,0.685
583,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.05,582,18,16,2,2,2,2,2,1,1,17,0.685
584,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.05,583,18,16,2,2,2,2,2,1,1,17,0.685
585,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.05,584,18,16,2,2,2,2,2,1,1,17,0.685
586,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.05,585,18,16,2,2,2,2,2,1,1,17,0.685
587,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.06,586,18,16,2,2,2,2,2,1,1,17,0.685
588,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.06,587,18,16,2,2,2,2,2,1,1,17,0.685
589,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.06,588,18,16,2,2,2,2,2,1,1,17,0.685
590,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.06,589,18,16,2,2,2,2,2,1,1,17,0.685
591,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.06,590,18,16,2,2,2,2,2,1,1,17,0.685
592,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.06,591,18,16,2,2,2,2,2,1,1,17,0.685
593,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.06,592,18,16,2,2,2,2,2,1,1,17,0.685
594,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.06,593,18,16,2,2,2,2,2,1,1,17,0.685
595,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.06,594,18,16,2,2,2,2,2,1,1,17,0.685
596,16,18,"nay",2,1,1,1,"tecuala","tecuala",17,2,16.06,595,18,16,2,2,2,2,2,1,1,17,0.685
597,17,18,"nay",1,2,2,2,"tepic","tepic",5,6,17.01,596,18,17,8,11,11,11,11,0,0,4,0.323
598,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.01,597,18,17,9,9,9,11,9,0,1,5,0.644
599,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.01,598,18,17,9,9,9,11,9,0,1,5,0.644
600,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.01,599,18,17,8,9,9,9,9,0,0,5,0.644
601,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.01,600,18,17,8,9,9,9,9,0,0,5,0.644
602,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,601,18,17,8,9,9,9,9,0,0,5,0.644
603,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,602,18,17,8,9,9,9,9,0,0,5,0.644
604,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,603,18,17,8,9,9,9,9,0,0,5,0.644
605,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,604,18,17,8,9,9,9,9,0,0,5,0.644
606,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,605,18,17,8,9,9,9,9,0,0,5,0.644
607,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,606,18,17,8,9,9,9,9,0,0,5,0.644
610,17,18,"nay",1,2,2,2,"tepic","tepic",3,11,17.08,607,18,17,7,10,10,10,10,0,0,4,0.188
612,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,608,18,17,4,8,8,8,8,0,0,2,0.68
613,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,609,18,17,4,8,8,8,8,0,0,2,0.68
614,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,610,18,17,4,8,8,8,8,0,0,2,0.68
615,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,611,18,17,4,8,8,8,8,0,0,2,0.68
616,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,612,18,17,4,8,8,8,8,0,0,2,0.68
617,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,613,18,17,4,8,8,8,8,0,0,2,0.68
618,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,614,18,17,4,8,8,8,8,0,0,2,0.68
619,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,615,18,17,8,8,8,8,8,1,1,2,0.68
620,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,616,18,17,4,8,8,8,8,0,0,2,0.68
621,17,18,"nay",1,2,2,2,"tepic","tepic",2,9,17.03,617,18,17,8,9,9,9,9,0,0,5,0.644
622,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.03,618,18,17,8,9,9,9,9,0,0,5,0.644
623,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,619,18,17,8,9,9,9,9,0,0,5,0.644
624,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,620,18,17,8,9,9,9,9,0,0,5,0.644
625,17,18,"nay",1,2,2,2,"tepic","tepic",5,9,17.02,621,18,17,8,9,9,9,9,0,0,5,0.644
