"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","cab","mun","disloc2005","disloc2017","demarc2008","X","edon.y","munn.y","escenario1","escenario2","escenario3","pan_clv1","pri_clv1","esc1_panCLV1","esc1_priCLV1","SQ","dsiSQ_E3"
855,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.05,846,18,19,16,6,6,6,6,0,0,4,0.293
856,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.07,847,18,19,16,6,6,6,6,0,0,4,0.293
857,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.06,848,18,19,16,6,6,6,6,0,0,4,0.293
858,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.06,849,18,19,16,6,6,6,6,0,0,4,0.293
859,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.06,850,18,19,16,6,6,6,6,0,0,4,0.293
860,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.06,851,18,19,16,6,6,6,6,0,0,4,0.293
861,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.07,852,18,19,16,6,6,6,6,0,0,4,0.293
862,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.07,853,18,19,16,6,6,6,6,0,0,4,0.293
863,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.07,854,18,19,16,6,6,6,6,0,0,4,0.293
864,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.07,855,18,19,16,6,6,6,6,0,0,4,0.293
865,19,18,"nay",3,3,3,3,"xalisco","xalisco",4,14,19.06,856,18,19,16,6,6,6,6,0,0,4,0.293
866,20,18,"nay",3,2,3,3,"sta maria del oro","yesca",6,13,20.01,857,18,20,18,17,17,17,17,0,0,3,0.194
867,20,18,"nay",3,2,3,3,"sta maria del oro","yesca",6,13,20.05,858,18,20,18,17,17,17,17,0,0,3,0.194
868,20,18,"nay",3,2,3,3,"sta maria del oro","yesca",6,13,20.03,859,18,20,18,17,17,17,17,0,0,3,0.194
869,20,18,"nay",3,2,3,3,"sta maria del oro","yesca",6,13,20.03,860,18,20,18,17,17,17,17,0,0,3,0.194
870,20,18,"nay",3,2,3,3,"sta maria del oro","yesca",6,13,20.04,861,18,20,18,17,17,17,17,0,0,3,0.194
872,20,18,"nay",3,2,3,3,"sta maria del oro","yesca",6,13,20.01,862,18,20,18,17,17,17,17,0,0,3,0.194
873,20,18,"nay",3,2,3,3,"sta maria del oro","yesca",6,13,20.02,863,18,20,18,17,17,17,17,0,0,3,0.194
874,20,18,"nay",3,2,3,3,"sta maria del oro","yesca",6,13,20.02,864,18,20,18,17,17,17,17,0,0,3,0.194
875,20,18,"nay",3,2,3,3,"sta maria del oro","yesca",6,13,20.04,865,18,20,18,17,17,17,17,0,0,3,0.194
876,20,18,"nay",3,2,3,3,"sta maria del oro","yesca",6,13,20.04,866,18,20,18,17,17,17,17,0,0,3,0.194
878,20,18,"nay",3,2,3,3,"sta maria del oro","yesca",6,13,20.01,867,18,20,18,17,17,17,17,0,0,3,0.194
879,17,18,"nay",1,2,2,2,"tepic","tepic",2,9,17.03,868,18,17,8,9,9,9,9,0,0,5,0.644
880,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,869,18,17,4,8,8,8,8,0,0,2,0.68
881,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,870,18,17,4,8,8,8,8,0,0,2,0.68
882,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,871,18,17,4,8,8,11,8,0,0,2,0.68
883,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,872,18,17,4,8,8,8,8,0,0,2,0.68
884,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,873,18,17,4,8,8,8,8,0,0,2,0.68
885,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,874,18,17,4,8,8,8,8,0,0,2,0.68
886,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,875,18,17,4,8,8,8,8,0,0,2,0.68
887,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,876,18,17,4,8,8,8,8,0,0,2,0.68
888,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,877,18,17,4,8,8,8,8,0,0,2,0.68
889,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,878,18,17,4,8,8,8,8,0,0,2,0.68
890,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,879,18,17,4,8,8,8,8,0,0,2,0.68
891,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,880,18,17,4,8,8,8,8,0,0,2,0.68
892,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,881,18,17,4,8,8,8,8,0,0,2,0.68
893,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,882,18,17,4,8,8,8,8,0,0,2,0.68
894,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,883,18,17,4,8,8,8,8,0,0,2,0.68
895,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,884,18,17,4,8,8,8,8,0,0,2,0.68
896,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,885,18,17,4,8,8,8,8,0,0,2,0.68
897,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,886,18,17,4,8,8,11,8,0,0,2,0.68
898,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.03,887,18,17,4,8,8,8,8,0,0,2,0.68
899,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,888,18,17,4,8,8,8,8,0,0,2,0.68
900,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,889,18,17,4,8,8,8,8,0,0,2,0.68
901,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,890,18,17,4,8,8,8,8,0,0,2,0.68
902,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,891,18,17,4,8,8,8,8,0,0,2,0.68
903,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,892,18,17,4,8,8,8,8,0,0,2,0.68
904,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,893,18,17,4,8,8,8,8,0,0,2,0.68
905,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,894,18,17,4,8,8,8,8,0,0,2,0.68
906,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,895,18,17,4,8,8,8,8,0,0,2,0.68
907,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,896,18,17,4,8,8,8,8,0,0,2,0.68
908,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,897,18,17,4,8,8,8,8,0,0,2,0.68
909,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,898,18,17,4,8,8,8,8,0,0,2,0.68
910,17,18,"nay",1,2,2,2,"tepic","tepic",2,8,17.04,899,18,17,4,8,8,8,8,0,0,2,0.68
911,17,18,"nay",1,2,2,2,"tepic","tepic",5,6,17.01,900,18,17,8,11,11,11,11,0,0,4,0.323
912,17,18,"nay",1,2,2,2,"tepic","tepic",5,6,17.01,901,18,17,8,11,11,11,11,0,0,4,0.323
913,17,18,"nay",1,2,2,2,"tepic","tepic",5,6,17.01,902,18,17,9,11,11,11,11,0,0,4,0.323
914,17,18,"nay",1,2,2,2,"tepic","tepic",5,6,17.01,903,18,17,9,11,11,11,11,0,0,4,0.323
915,17,18,"nay",1,2,2,2,"tepic","tepic",5,6,17.01,904,18,17,8,11,11,11,11,0,0,4,0.323
916,17,18,"nay",1,2,2,2,"tepic","tepic",5,6,17.01,905,18,17,8,11,11,11,11,0,0,4,0.323
917,17,18,"nay",1,2,2,2,"tepic","tepic",5,6,17.01,906,18,17,7,11,11,11,11,0,0,4,0.323
918,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.09,907,18,17,7,11,11,11,11,0,0,4,0.323
919,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.09,908,18,17,9,11,11,11,11,0,0,4,0.323
920,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.09,909,18,17,9,11,11,11,11,0,0,4,0.323
921,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.09,910,18,17,9,11,11,9,11,1,0,4,0.323
922,17,18,"nay",1,2,2,2,"tepic","tepic",4,6,17.09,911,18,17,9,11,11,11,11,0,0,4,0.323
923,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,912,18,17,6,7,7,7,7,0,0,1,0.625
924,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,913,18,17,6,7,7,7,7,0,0,1,0.625
925,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,914,18,17,6,7,7,7,7,0,0,1,0.625
926,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,915,18,17,6,7,7,7,7,0,0,1,0.625
927,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,916,18,17,6,7,7,7,7,0,0,1,0.625
928,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,917,18,17,6,7,7,7,7,0,0,1,0.625
929,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,918,18,17,6,7,7,7,7,0,0,1,0.625
930,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,919,18,17,6,7,7,7,7,0,0,1,0.625
931,17,18,"nay",1,2,2,2,"tepic","tepic",1,7,17.06,920,18,17,5,5,5,5,5,1,1,3,0.416
932,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,921,18,17,5,7,7,7,7,0,0,1,0.625
933,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,922,18,17,5,7,7,7,7,0,0,1,0.625
934,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,923,18,17,5,7,7,7,7,0,0,1,0.625
935,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,924,18,17,5,7,7,7,7,0,0,1,0.625
936,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,925,18,17,5,7,7,5,7,1,0,1,0.625
937,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,926,18,17,5,7,7,7,7,0,0,1,0.625
938,17,18,"nay",1,2,2,2,"tepic","tepic",1,7,17.06,927,18,17,5,5,5,5,5,1,1,3,0.416
939,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,928,18,17,5,7,7,5,7,1,0,1,0.625
940,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,929,18,17,5,7,7,5,7,1,0,1,0.625
941,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,930,18,17,5,7,7,5,7,1,0,1,0.625
942,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,931,18,17,5,7,7,7,7,0,0,1,0.625
943,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,932,18,17,6,7,7,7,7,0,0,1,0.625
944,17,18,"nay",1,2,2,2,"tepic","tepic",1,12,17.06,933,18,17,6,7,7,7,7,0,0,1,0.625
945,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,934,18,17,10,5,5,5,5,0,0,3,0.416
946,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,935,18,17,10,5,5,5,5,0,0,3,0.416
947,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,936,18,17,10,5,5,5,5,0,0,3,0.416
948,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,937,18,17,5,5,5,5,5,1,1,3,0.416
949,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,938,18,17,10,5,5,5,5,0,0,3,0.416
950,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,939,18,17,5,5,5,5,5,1,1,3,0.416
951,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,940,18,17,10,5,5,5,5,0,0,3,0.416
952,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,941,18,17,10,5,5,5,5,0,0,3,0.416
953,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,942,18,17,10,5,5,5,5,0,0,3,0.416
954,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,943,18,17,10,5,5,5,5,0,0,3,0.416
955,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,944,18,17,5,5,5,5,5,1,1,3,0.416
956,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,945,18,17,10,5,5,5,5,0,0,3,0.416
957,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,946,18,17,5,5,5,5,5,1,1,3,0.416
958,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,947,18,17,5,5,5,5,5,1,1,3,0.416
959,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,948,18,17,5,5,5,5,5,1,1,3,0.416
960,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,949,18,17,5,5,5,5,5,1,1,3,0.416
961,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,950,18,17,10,5,5,5,5,0,0,3,0.416
962,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,951,18,17,5,5,5,5,5,1,1,3,0.416
963,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,952,18,17,5,5,5,5,5,1,1,3,0.416
964,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,953,18,17,5,5,5,5,5,1,1,3,0.416
965,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,954,18,17,5,5,5,5,5,1,1,3,0.416
966,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,955,18,17,5,5,5,5,5,1,1,3,0.416
967,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,956,18,17,5,5,5,5,5,1,1,3,0.416
968,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,957,18,17,5,5,5,5,5,1,1,3,0.416
969,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,958,18,17,5,5,5,5,5,1,1,3,0.416
970,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,959,18,17,5,5,5,5,5,1,1,3,0.416
971,17,18,"nay",1,2,2,2,"tepic","tepic",3,7,17.07,960,18,17,5,5,5,5,5,1,1,3,0.416
