"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2012","edon.y","munn.y","escenario1","escenario2","escenario3","mc_clv1","pan_clv1","mc_clv2","pan_cnv2","prd_clv2","pri_clv2","esc1_mcCLV1","esc1_panCLV1","esc1_mcCLV1.1","esc2_mcCLV2","esc2_panCNV2","esc2_prdCLV2","esc2_priCLV2","SQ","dsiSQ_E1"
78,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.352
79,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.352
80,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.352
81,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.352
82,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.352
83,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.352
84,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.352
85,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.352
86,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.352
87,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.352
88,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.352
89,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.352
90,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.352
91,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.352
92,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.352
93,6,14,"jal",12,5,18,18,4,18,14,6,8,3,4,4,3,2,3,3,4,0,0,0,0,1,1,0,18,0.352
94,7,14,"jal",17,1,1,1,3,1,14,7,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578
95,7,14,"jal",17,1,1,1,3,1,14,7,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578
96,7,14,"jal",17,1,1,1,3,1,14,7,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578
97,7,14,"jal",17,1,1,1,3,1,14,7,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578
98,7,14,"jal",17,1,1,1,3,1,14,7,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578
99,7,14,"jal",17,1,1,1,3,1,14,7,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578
100,7,14,"jal",17,1,1,1,3,1,14,7,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578
101,7,14,"jal",17,1,1,1,3,1,14,7,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578
102,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
103,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
104,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
105,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
106,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
107,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
108,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
109,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
110,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
111,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
112,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
113,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
114,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
115,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
116,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
117,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
118,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
119,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
120,125,14,"jal",7,3,3,3,1,3,14,125,3,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.256
121,125,14,"jal",7,3,3,3,1,3,14,125,3,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.256
122,125,14,"jal",7,3,3,3,1,3,14,125,3,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.256
123,125,14,"jal",7,3,3,3,1,3,14,125,3,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.256
124,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
125,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
126,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
127,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
128,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
129,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
130,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
131,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
132,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
133,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
134,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
135,125,14,"jal",7,3,3,3,1,3,14,125,3,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.256
136,125,14,"jal",7,3,3,3,1,3,14,125,3,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.256
137,8,14,"jal",7,3,3,3,1,3,14,8,7,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,15,0.481
138,125,14,"jal",7,3,3,3,1,3,14,125,3,1,1,5,1,1,1,4,1,0,0,0,1,1,0,1,3,0.256
139,9,14,"jal",17,1,1,1,3,1,14,9,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578
140,9,14,"jal",17,1,1,1,3,1,14,9,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578
141,9,14,"jal",17,1,1,1,3,1,14,9,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578
142,9,14,"jal",17,1,1,1,3,1,14,9,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578
143,9,14,"jal",17,1,1,1,3,1,14,9,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578
144,10,14,"jal",10,17,18,17,4,18,14,10,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.352
145,10,14,"jal",10,17,18,17,4,18,14,10,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.352
146,10,14,"jal",10,17,18,17,4,18,14,10,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.352
147,10,14,"jal",10,17,18,17,4,18,14,10,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.352
148,10,14,"jal",10,17,18,17,4,18,14,10,8,4,4,2,4,2,4,2,4,0,0,0,0,1,0,1,18,0.352
149,11,14,"jal",12,18,5,18,4,5,14,11,6,6,4,6,6,2,6,5,4,1,1,1,0,1,0,0,5,0.689
150,11,14,"jal",12,18,5,18,4,5,14,11,6,6,4,6,6,2,6,5,4,1,1,1,0,1,0,0,5,0.689
151,11,14,"jal",12,18,5,18,4,5,14,11,6,6,4,6,6,2,6,5,4,1,1,1,0,1,0,0,5,0.689
152,11,14,"jal",12,18,5,18,4,5,14,11,6,6,4,6,6,2,6,5,4,1,1,1,0,1,0,0,5,0.689
153,11,14,"jal",12,18,5,18,4,5,14,11,6,6,4,6,6,2,6,5,4,1,1,1,0,1,0,0,5,0.689
154,11,14,"jal",12,18,5,18,4,5,14,11,6,6,4,6,6,2,6,5,4,1,1,1,0,1,0,0,5,0.689
155,12,14,"jal",11,5,5,5,4,5,14,12,6,6,4,6,6,2,6,3,4,1,1,1,0,1,0,0,5,0.689
156,12,14,"jal",11,5,5,5,4,5,14,12,6,6,4,6,6,2,6,3,4,1,1,1,0,1,0,0,5,0.689
157,12,14,"jal",11,5,5,5,4,5,14,12,6,6,4,6,6,2,6,3,4,1,1,1,0,1,0,0,5,0.689
158,12,14,"jal",11,5,5,5,4,5,14,12,6,6,4,6,6,2,6,3,4,1,1,1,0,1,0,0,5,0.689
159,12,14,"jal",11,5,5,5,4,5,14,12,6,6,4,6,6,2,6,3,4,1,1,1,0,1,0,0,5,0.689
160,12,14,"jal",11,5,5,5,4,5,14,12,6,6,4,6,6,2,6,3,4,1,1,1,0,1,0,0,5,0.689
161,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
162,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
163,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
164,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
165,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
166,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
167,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
168,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
169,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
170,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
171,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
172,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
173,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
174,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
175,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
176,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
177,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
178,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
179,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
180,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
181,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
182,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
183,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
184,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
185,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
186,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
187,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481
188,14,14,"jal",9,17,17,19,7,17,14,14,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,19,0.603
189,14,14,"jal",9,17,17,19,7,17,14,14,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,19,0.603
190,14,14,"jal",9,17,17,19,7,17,14,14,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,19,0.603
191,14,14,"jal",9,17,17,19,7,17,14,14,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,19,0.603
192,14,14,"jal",9,17,17,19,7,17,14,14,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,19,0.603
193,14,14,"jal",9,17,17,19,7,17,14,14,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,19,0.603
194,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293
195,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293
196,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293
197,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293
198,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293
199,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293
200,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293
201,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293
202,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293
203,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293
204,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293
205,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293
206,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293
207,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293
208,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293
209,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293
210,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293
211,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293
212,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293
213,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293
