"seccion","munn","edo","edon","disloc2016","disloc2013","pobtot","esc1","esc3jge","SQ","dsi_pob"
443,27,"hgo",13,1,10,492,8,1,10,0.442706274669176
444,27,"hgo",13,1,10,1702,8,1,10,0.442706274669176
445,27,"hgo",13,1,10,305,8,1,10,0.442706274669176
446,27,"hgo",13,1,10,945,8,1,10,0.442706274669176
447,27,"hgo",13,1,10,2859,8,1,10,0.442706274669176
448,27,"hgo",13,1,10,1145,8,1,10,0.442706274669176
449,27,"hgo",13,1,10,1351,8,1,10,0.442706274669176
450,27,"hgo",13,1,10,897,8,1,10,0.442706274669176
451,27,"hgo",13,1,10,2320,8,1,10,0.442706274669176
452,27,"hgo",13,1,10,1300,8,1,10,0.442706274669176
453,27,"hgo",13,1,10,1690,8,1,10,0.442706274669176
454,27,"hgo",13,1,10,1547,8,1,10,0.442706274669176
455,27,"hgo",13,1,10,1049,8,1,10,0.442706274669176
456,27,"hgo",13,1,10,1088,8,1,10,0.442706274669176
457,28,"hgo",13,11,13,5005,17,11,13,0.608036536091481
458,28,"hgo",13,11,13,1104,17,11,13,0.608036536091481
459,28,"hgo",13,11,13,4651,17,11,13,0.608036536091481
460,28,"hgo",13,11,13,5994,17,11,13,0.608036536091481
461,28,"hgo",13,11,13,1616,17,11,13,0.608036536091481
462,28,"hgo",13,11,13,467,17,11,13,0.608036536091481
463,28,"hgo",13,11,13,1786,17,11,13,0.608036536091481
464,28,"hgo",13,11,13,4710,17,11,13,0.608036536091481
465,28,"hgo",13,11,13,590,17,11,13,0.608036536091481
466,28,"hgo",13,11,13,1133,17,11,13,0.608036536091481
467,28,"hgo",13,11,13,4457,17,11,13,0.608036536091481
468,28,"hgo",13,11,13,2225,17,11,13,0.608036536091481
469,28,"hgo",13,11,13,2921,17,11,13,0.608036536091481
470,28,"hgo",13,11,13,4861,17,11,13,0.608036536091481
471,28,"hgo",13,11,13,2580,17,11,13,0.608036536091481
472,28,"hgo",13,11,13,1226,17,11,13,0.608036536091481
473,28,"hgo",13,11,13,2773,17,11,13,0.608036536091481
474,28,"hgo",13,11,13,1035,17,11,13,0.608036536091481
475,28,"hgo",13,11,13,703,17,11,13,0.608036536091481
476,28,"hgo",13,11,13,641,17,11,13,0.608036536091481
477,28,"hgo",13,11,13,3346,17,11,13,0.608036536091481
478,28,"hgo",13,11,13,1887,17,11,13,0.608036536091481
479,28,"hgo",13,11,13,1494,17,11,13,0.608036536091481
480,28,"hgo",13,11,13,2011,17,11,13,0.608036536091481
481,28,"hgo",13,11,13,1352,17,11,13,0.608036536091481
482,28,"hgo",13,11,13,2755,17,11,13,0.608036536091481
483,28,"hgo",13,11,13,4920,17,11,13,0.608036536091481
484,28,"hgo",13,11,13,2573,17,11,13,0.608036536091481
485,28,"hgo",13,11,13,2144,17,11,13,0.608036536091481
486,28,"hgo",13,11,13,2816,17,11,13,0.608036536091481
487,28,"hgo",13,11,13,3731,17,11,13,0.608036536091481
488,28,"hgo",13,11,13,1775,17,11,13,0.608036536091481
489,28,"hgo",13,11,13,1267,17,11,13,0.608036536091481
490,28,"hgo",13,11,13,1748,17,11,13,0.608036536091481
491,28,"hgo",13,11,13,1721,17,11,13,0.608036536091481
492,28,"hgo",13,11,13,1153,17,11,13,0.608036536091481
493,28,"hgo",13,11,13,1172,17,11,13,0.608036536091481
494,28,"hgo",13,11,13,2387,17,11,13,0.608036536091481
495,28,"hgo",13,11,13,3150,17,11,13,0.608036536091481
496,28,"hgo",13,11,13,1144,17,11,13,0.608036536091481
497,28,"hgo",13,11,13,1195,17,11,13,0.608036536091481
498,28,"hgo",13,11,13,166,17,11,13,0.608036536091481
499,28,"hgo",13,11,13,2707,17,11,13,0.608036536091481
500,28,"hgo",13,11,13,2826,17,11,13,0.608036536091481
501,28,"hgo",13,11,13,1999,17,11,13,0.608036536091481
502,28,"hgo",13,11,13,3282,17,11,13,0.608036536091481
503,28,"hgo",13,11,13,2732,17,11,13,0.608036536091481
504,28,"hgo",13,11,13,3337,17,11,13,0.608036536091481
505,28,"hgo",13,11,13,2018,17,11,13,0.608036536091481
506,28,"hgo",13,11,13,1393,17,11,13,0.608036536091481
507,28,"hgo",13,11,13,1786,17,11,13,0.608036536091481
508,28,"hgo",13,11,13,3517,17,11,13,0.608036536091481
509,28,"hgo",13,11,13,478,17,11,13,0.608036536091481
510,29,"hgo",13,4,6,1672,6,4,6,0.700472298978972
511,29,"hgo",13,4,6,2458,6,4,6,0.700472298978972
512,29,"hgo",13,4,6,2375,6,4,6,0.700472298978972
513,29,"hgo",13,4,6,2773,6,4,6,0.700472298978972
514,29,"hgo",13,4,6,516,6,4,6,0.700472298978972
515,29,"hgo",13,4,6,291,6,4,6,0.700472298978972
516,29,"hgo",13,4,6,385,6,4,6,0.700472298978972
517,29,"hgo",13,4,6,1276,6,4,6,0.700472298978972
518,29,"hgo",13,4,6,1714,6,4,6,0.700472298978972
519,29,"hgo",13,4,6,992,6,4,6,0.700472298978972
520,29,"hgo",13,4,6,1944,6,4,6,0.700472298978972
521,29,"hgo",13,4,6,758,6,4,6,0.700472298978972
522,29,"hgo",13,4,6,952,6,4,6,0.700472298978972
523,29,"hgo",13,4,6,2049,6,4,6,0.700472298978972
524,29,"hgo",13,4,6,568,6,4,6,0.700472298978972
525,29,"hgo",13,4,6,907,6,4,6,0.700472298978972
526,29,"hgo",13,4,6,227,6,4,6,0.700472298978972
527,29,"hgo",13,4,6,1027,6,4,6,0.700472298978972
528,29,"hgo",13,4,6,1250,6,4,6,0.700472298978972
529,29,"hgo",13,4,6,196,6,4,6,0.700472298978972
530,29,"hgo",13,4,6,1004,6,4,6,0.700472298978972
531,29,"hgo",13,4,6,1707,6,4,6,0.700472298978972
532,29,"hgo",13,4,6,559,6,4,6,0.700472298978972
533,29,"hgo",13,4,6,1007,6,4,6,0.700472298978972
534,29,"hgo",13,4,6,2469,6,4,6,0.700472298978972
535,29,"hgo",13,4,6,1294,6,4,6,0.700472298978972
536,29,"hgo",13,4,6,738,6,4,6,0.700472298978972
537,29,"hgo",13,4,6,1519,6,4,6,0.700472298978972
538,29,"hgo",13,4,6,506,6,4,6,0.700472298978972
539,29,"hgo",13,4,6,1228,6,4,6,0.700472298978972
540,29,"hgo",13,4,6,2070,6,4,6,0.700472298978972
541,29,"hgo",13,4,6,433,6,4,6,0.700472298978972
542,29,"hgo",13,4,6,451,6,4,6,0.700472298978972
543,29,"hgo",13,4,6,1018,6,4,6,0.700472298978972
544,29,"hgo",13,4,6,2187,6,4,6,0.700472298978972
545,29,"hgo",13,4,6,1083,6,4,6,0.700472298978972
546,29,"hgo",13,4,6,434,6,4,6,0.700472298978972
547,30,"hgo",13,18,16,1252,18,18,16,0.742729497641092
548,30,"hgo",13,18,16,2298,18,18,16,0.742729497641092
549,30,"hgo",13,18,16,948,18,18,16,0.742729497641092
550,30,"hgo",13,18,16,2548,18,18,16,0.742729497641092
551,30,"hgo",13,18,16,2621,18,18,16,0.742729497641092
552,30,"hgo",13,18,16,1405,18,18,16,0.742729497641092
553,30,"hgo",13,18,16,4658,18,18,16,0.742729497641092
554,30,"hgo",13,18,16,1797,18,18,16,0.742729497641092
555,30,"hgo",13,18,16,2337,18,18,16,0.742729497641092
556,30,"hgo",13,18,16,1702,18,18,16,0.742729497641092
557,30,"hgo",13,18,16,4398,18,18,16,0.742729497641092
558,30,"hgo",13,18,16,1395,18,18,16,0.742729497641092
559,30,"hgo",13,18,16,1408,18,18,16,0.742729497641092
560,30,"hgo",13,18,16,1704,18,18,16,0.742729497641092
561,30,"hgo",13,18,16,1814,18,18,16,0.742729497641092
562,30,"hgo",13,18,16,1891,18,18,16,0.742729497641092
563,30,"hgo",13,18,16,2282,18,18,16,0.742729497641092
564,30,"hgo",13,18,16,197,18,18,16,0.742729497641092
565,30,"hgo",13,18,16,337,18,18,16,0.742729497641092
566,30,"hgo",13,18,16,302,18,18,16,0.742729497641092
567,30,"hgo",13,18,16,233,18,18,16,0.742729497641092
568,30,"hgo",13,18,16,1046,18,18,16,0.742729497641092
569,30,"hgo",13,18,16,1036,18,18,16,0.742729497641092
570,30,"hgo",13,18,16,274,18,18,16,0.742729497641092
571,30,"hgo",13,18,16,223,18,18,16,0.742729497641092
572,30,"hgo",13,18,16,337,18,18,16,0.742729497641092
573,30,"hgo",13,18,16,130,18,18,16,0.742729497641092
574,30,"hgo",13,18,16,774,18,18,16,0.742729497641092
575,30,"hgo",13,18,16,1929,18,18,16,0.742729497641092
576,30,"hgo",13,18,16,478,18,18,16,0.742729497641092
577,30,"hgo",13,18,16,1316,18,18,16,0.742729497641092
578,30,"hgo",13,18,16,494,18,18,16,0.742729497641092
579,30,"hgo",13,18,16,1262,18,18,16,0.742729497641092
580,30,"hgo",13,18,16,1496,18,18,16,0.742729497641092
581,30,"hgo",13,18,16,2106,18,18,16,0.742729497641092
582,30,"hgo",13,18,16,871,18,18,16,0.742729497641092
583,30,"hgo",13,18,16,533,18,18,16,0.742729497641092
584,30,"hgo",13,18,16,422,18,18,16,0.742729497641092
585,30,"hgo",13,18,16,50,18,18,16,0.742729497641092
586,30,"hgo",13,18,16,980,18,18,16,0.742729497641092
587,30,"hgo",13,18,16,1043,18,18,16,0.742729497641092
588,30,"hgo",13,18,16,805,18,18,16,0.742729497641092
589,30,"hgo",13,18,16,588,18,18,16,0.742729497641092
590,30,"hgo",13,18,16,1582,18,18,16,0.742729497641092
591,30,"hgo",13,18,16,1946,18,18,16,0.742729497641092
592,30,"hgo",13,18,16,417,18,18,16,0.742729497641092
593,30,"hgo",13,18,16,2969,18,18,16,0.742729497641092
594,30,"hgo",13,18,16,3011,18,18,16,0.742729497641092
595,30,"hgo",13,18,16,3688,18,18,16,0.742729497641092
596,30,"hgo",13,18,16,1895,18,18,16,0.742729497641092
597,30,"hgo",13,18,16,2942,18,18,16,0.742729497641092
598,30,"hgo",13,18,16,1033,18,18,16,0.742729497641092
599,30,"hgo",13,18,16,442,18,18,16,0.742729497641092
600,30,"hgo",13,18,16,1243,18,18,16,0.742729497641092
601,30,"hgo",13,18,16,3011,18,18,16,0.742729497641092
602,30,"hgo",13,18,16,785,18,18,16,0.742729497641092
603,30,"hgo",13,18,16,1617,18,18,16,0.742729497641092
604,30,"hgo",13,18,16,124,18,18,16,0.742729497641092
605,30,"hgo",13,18,16,559,18,18,16,0.742729497641092
606,30,"hgo",13,18,16,684,18,18,16,0.742729497641092
607,30,"hgo",13,18,16,1995,18,18,16,0.742729497641092
608,31,"hgo",13,9,17,3157,11,9,17,0.433162932347183
609,31,"hgo",13,9,17,1427,11,9,17,0.433162932347183
610,31,"hgo",13,9,17,664,11,9,17,0.433162932347183
611,31,"hgo",13,9,17,449,11,9,17,0.433162932347183
612,31,"hgo",13,9,17,506,11,9,17,0.433162932347183
613,31,"hgo",13,9,17,749,11,9,17,0.433162932347183
614,31,"hgo",13,9,17,930,11,9,17,0.433162932347183
615,31,"hgo",13,9,17,148,11,9,17,0.433162932347183
616,31,"hgo",13,9,17,216,11,9,17,0.433162932347183
617,31,"hgo",13,9,17,76,11,9,17,0.433162932347183
618,31,"hgo",13,9,17,467,11,9,17,0.433162932347183
619,31,"hgo",13,9,17,94,11,9,17,0.433162932347183
620,31,"hgo",13,9,17,1009,11,9,17,0.433162932347183
621,31,"hgo",13,9,17,151,11,9,17,0.433162932347183
622,31,"hgo",13,9,17,632,11,9,17,0.433162932347183
623,31,"hgo",13,9,17,51,11,9,17,0.433162932347183
624,31,"hgo",13,9,17,110,11,9,17,0.433162932347183
625,31,"hgo",13,9,17,168,11,9,17,0.433162932347183
626,31,"hgo",13,9,17,189,11,9,17,0.433162932347183
627,31,"hgo",13,9,17,600,11,9,17,0.433162932347183
628,31,"hgo",13,9,17,364,11,9,17,0.433162932347183
629,31,"hgo",13,9,17,455,11,9,17,0.433162932347183
630,32,"hgo",13,11,13,1288,17,11,13,0.608036536091481
631,32,"hgo",13,11,13,3546,17,11,13,0.608036536091481
632,32,"hgo",13,11,13,1584,17,11,13,0.608036536091481
633,32,"hgo",13,11,13,891,17,11,13,0.608036536091481
634,32,"hgo",13,11,13,888,17,11,13,0.608036536091481
635,32,"hgo",13,11,13,227,17,11,13,0.608036536091481
636,32,"hgo",13,11,13,252,17,11,13,0.608036536091481
637,32,"hgo",13,11,13,199,17,11,13,0.608036536091481
638,32,"hgo",13,11,13,287,17,11,13,0.608036536091481
639,32,"hgo",13,11,13,416,17,11,13,0.608036536091481
640,32,"hgo",13,11,13,818,17,11,13,0.608036536091481
641,32,"hgo",13,11,13,959,17,11,13,0.608036536091481
642,33,"hgo",13,8,9,507,1,8,9,0.22602435987
643,33,"hgo",13,8,9,526,1,8,9,0.22602435987
644,33,"hgo",13,8,9,897,1,8,9,0.22602435987
645,33,"hgo",13,8,9,1248,1,8,9,0.22602435987
646,34,"hgo",13,9,17,963,11,9,17,0.433162932347183
647,34,"hgo",13,9,17,1106,11,9,17,0.433162932347183
648,34,"hgo",13,9,17,745,11,9,17,0.433162932347183
649,34,"hgo",13,9,17,926,11,9,17,0.433162932347183
650,34,"hgo",13,9,17,1618,11,9,17,0.433162932347183
651,34,"hgo",13,9,17,719,11,9,17,0.433162932347183
652,34,"hgo",13,9,17,495,11,9,17,0.433162932347183
653,34,"hgo",13,9,17,566,11,9,17,0.433162932347183
654,34,"hgo",13,9,17,1179,11,9,17,0.433162932347183
655,34,"hgo",13,9,17,1667,11,9,17,0.433162932347183
656,34,"hgo",13,9,17,548,11,9,17,0.433162932347183
657,35,"hgo",13,8,15,844,11,8,9,0.22602435987
658,35,"hgo",13,8,15,642,11,8,9,0.22602435987
659,35,"hgo",13,8,15,1014,11,8,9,0.22602435987
660,35,"hgo",13,8,15,1573,11,8,9,0.22602435987
661,35,"hgo",13,8,15,1363,11,8,9,0.22602435987
662,35,"hgo",13,8,15,1131,11,8,9,0.22602435987
663,35,"hgo",13,8,15,1296,11,8,9,0.22602435987
664,35,"hgo",13,8,15,1125,11,8,9,0.22602435987
665,36,"hgo",13,1,10,3040,8,1,10,0.442706274669176
666,36,"hgo",13,1,10,300,8,1,10,0.442706274669176
667,36,"hgo",13,1,10,1147,8,1,10,0.442706274669176
668,36,"hgo",13,1,10,2639,8,1,10,0.442706274669176
669,36,"hgo",13,1,10,483,8,1,10,0.442706274669176
670,36,"hgo",13,1,10,1052,8,1,10,0.442706274669176
671,36,"hgo",13,1,10,751,8,1,10,0.442706274669176
672,36,"hgo",13,1,10,238,8,1,10,0.442706274669176
673,36,"hgo",13,1,10,1096,8,1,10,0.442706274669176
674,37,"hgo",13,8,9,1849,1,8,9,0.22602435987
675,37,"hgo",13,8,9,1666,1,8,9,0.22602435987
676,37,"hgo",13,8,9,810,1,8,9,0.22602435987
677,37,"hgo",13,8,9,458,1,8,9,0.22602435987
678,37,"hgo",13,8,9,1212,1,8,9,0.22602435987
679,37,"hgo",13,8,9,899,1,8,9,0.22602435987
680,37,"hgo",13,8,9,1659,1,8,9,0.22602435987
681,37,"hgo",13,8,9,1660,1,8,9,0.22602435987
682,37,"hgo",13,8,9,134,1,8,9,0.22602435987
683,37,"hgo",13,8,9,393,1,8,9,0.22602435987
684,37,"hgo",13,8,9,781,1,8,9,0.22602435987
685,37,"hgo",13,8,9,402,1,8,9,0.22602435987
686,37,"hgo",13,8,9,929,1,8,9,0.22602435987
687,37,"hgo",13,8,9,655,1,8,9,0.22602435987
688,37,"hgo",13,8,9,672,1,8,9,0.22602435987
689,37,"hgo",13,8,9,881,1,8,9,0.22602435987
690,37,"hgo",13,8,9,312,1,8,9,0.22602435987
691,37,"hgo",13,8,9,809,1,8,9,0.22602435987
692,37,"hgo",13,8,9,541,1,8,9,0.22602435987
693,37,"hgo",13,8,9,467,1,8,9,0.22602435987
694,37,"hgo",13,8,9,903,1,8,9,0.22602435987
695,37,"hgo",13,8,9,1301,1,8,9,0.22602435987
696,37,"hgo",13,8,9,255,1,8,9,0.22602435987
697,37,"hgo",13,8,9,1353,1,8,9,0.22602435987
698,37,"hgo",13,8,9,489,1,8,9,0.22602435987
699,37,"hgo",13,8,9,363,1,8,9,0.22602435987
700,38,"hgo",13,2,18,771,1,2,14,0.605985157862381
701,38,"hgo",13,2,18,105,1,2,14,0.605985157862381
702,38,"hgo",13,2,18,365,1,2,14,0.605985157862381
703,38,"hgo",13,2,18,124,1,2,14,0.605985157862381
704,38,"hgo",13,2,18,1950,1,2,14,0.605985157862381
705,38,"hgo",13,2,18,114,1,2,14,0.605985157862381
706,38,"hgo",13,2,18,62,1,2,14,0.605985157862381
707,38,"hgo",13,2,18,256,1,2,14,0.605985157862381
708,38,"hgo",13,2,18,554,1,2,14,0.605985157862381
709,38,"hgo",13,2,18,187,1,2,14,0.605985157862381
710,38,"hgo",13,2,18,1739,1,2,14,0.605985157862381
711,38,"hgo",13,2,18,408,1,2,14,0.605985157862381
712,38,"hgo",13,2,18,1191,1,2,14,0.605985157862381
713,39,"hgo",13,1,1,1376,7,1,10,0.442706274669176
714,39,"hgo",13,1,1,1277,7,1,10,0.442706274669176
715,39,"hgo",13,1,1,1648,7,1,10,0.442706274669176
716,39,"hgo",13,1,1,1213,7,1,10,0.442706274669176
717,39,"hgo",13,1,1,840,7,1,10,0.442706274669176
718,39,"hgo",13,1,1,1569,7,1,10,0.442706274669176
719,39,"hgo",13,1,1,1279,7,1,10,0.442706274669176
720,39,"hgo",13,1,1,1931,7,1,10,0.442706274669176
721,39,"hgo",13,1,1,794,7,1,10,0.442706274669176
722,39,"hgo",13,1,1,388,7,1,10,0.442706274669176
723,39,"hgo",13,1,1,1244,7,1,10,0.442706274669176
724,39,"hgo",13,1,1,298,7,1,10,0.442706274669176
726,40,"hgo",13,12,2,3167,15,12,2,0.463856353164019
727,40,"hgo",13,12,2,5680,15,12,2,0.463856353164019
728,40,"hgo",13,12,2,3314,15,12,2,0.463856353164019
729,40,"hgo",13,12,2,3115,15,12,2,0.463856353164019
730,40,"hgo",13,12,2,2918,15,12,2,0.463856353164019
731,40,"hgo",13,12,2,14986,15,12,2,0.463856353164019
732,40,"hgo",13,12,2,1783,15,12,2,0.463856353164019
733,40,"hgo",13,12,2,849,15,12,2,0.463856353164019
734,40,"hgo",13,12,2,7151,15,12,2,0.463856353164019
735,40,"hgo",13,12,2,1280,15,12,2,0.463856353164019
736,40,"hgo",13,12,2,1271,15,12,2,0.463856353164019
737,40,"hgo",13,12,2,9891,15,12,2,0.463856353164019
738,40,"hgo",13,12,2,1296,15,12,2,0.463856353164019
740,40,"hgo",13,12,2,8029,15,12,2,0.463856353164019
741,40,"hgo",13,12,2,1355,15,12,2,0.463856353164019
742,47,"hgo",13,16,2,1153,13,16,1,0.224172170977973
743,41,"hgo",13,3,14,2286,9,3,14,0.221011134840365
744,41,"hgo",13,3,14,1872,9,3,14,0.221011134840365
745,41,"hgo",13,3,14,1945,9,3,14,0.221011134840365
746,41,"hgo",13,3,14,2051,9,3,14,0.221011134840365
747,41,"hgo",13,3,14,2072,9,3,14,0.221011134840365
748,41,"hgo",13,3,14,3077,9,3,14,0.221011134840365
749,41,"hgo",13,3,14,1585,9,3,14,0.221011134840365
750,41,"hgo",13,3,14,2964,9,3,14,0.221011134840365
751,41,"hgo",13,3,14,3521,9,3,14,0.221011134840365
752,41,"hgo",13,3,14,2011,9,3,14,0.221011134840365
753,41,"hgo",13,3,14,1883,9,3,14,0.221011134840365
754,41,"hgo",13,3,14,750,9,3,14,0.221011134840365
755,41,"hgo",13,3,14,1504,9,3,14,0.221011134840365
756,41,"hgo",13,3,14,2216,9,3,14,0.221011134840365
757,41,"hgo",13,3,14,1833,9,3,14,0.221011134840365
758,41,"hgo",13,3,14,2052,9,3,14,0.221011134840365
759,41,"hgo",13,3,14,2314,9,3,14,0.221011134840365
760,41,"hgo",13,3,14,826,9,3,14,0.221011134840365
761,41,"hgo",13,3,14,3056,9,3,14,0.221011134840365
762,41,"hgo",13,3,14,933,9,3,14,0.221011134840365
763,41,"hgo",13,3,14,1197,9,3,14,0.221011134840365
764,41,"hgo",13,3,14,749,9,3,14,0.221011134840365
765,42,"hgo",13,8,15,2237,1,8,9,0.22602435987
766,42,"hgo",13,8,15,2570,1,8,9,0.22602435987
767,42,"hgo",13,8,15,519,1,8,9,0.22602435987
768,42,"hgo",13,8,15,531,1,8,9,0.22602435987
769,42,"hgo",13,8,15,705,1,8,9,0.22602435987
770,42,"hgo",13,8,15,242,1,8,9,0.22602435987
771,42,"hgo",13,8,15,635,1,8,9,0.22602435987
772,42,"hgo",13,8,15,762,1,8,9,0.22602435987
773,42,"hgo",13,8,15,553,1,8,9,0.22602435987
774,42,"hgo",13,8,15,236,1,8,9,0.22602435987
775,42,"hgo",13,8,15,419,1,8,9,0.22602435987
776,42,"hgo",13,8,15,396,1,8,9,0.22602435987
777,42,"hgo",13,8,15,302,1,8,9,0.22602435987
778,42,"hgo",13,8,15,342,1,8,9,0.22602435987
779,42,"hgo",13,8,15,719,1,8,9,0.22602435987
780,43,"hgo",13,18,7,920,18,18,16,0.742729497641092
781,43,"hgo",13,18,7,330,18,18,16,0.742729497641092
782,43,"hgo",13,18,7,289,18,18,16,0.742729497641092
783,43,"hgo",13,18,7,166,18,18,16,0.742729497641092
784,43,"hgo",13,18,7,394,18,18,16,0.742729497641092
785,43,"hgo",13,18,7,296,18,18,16,0.742729497641092
786,43,"hgo",13,18,7,144,18,18,16,0.742729497641092
787,43,"hgo",13,18,7,92,18,18,16,0.742729497641092
788,43,"hgo",13,18,7,469,18,18,16,0.742729497641092
789,43,"hgo",13,18,7,209,18,18,16,0.742729497641092
790,43,"hgo",13,18,7,351,18,18,16,0.742729497641092
791,43,"hgo",13,18,7,280,18,18,16,0.742729497641092
792,43,"hgo",13,18,7,121,18,18,16,0.742729497641092
793,43,"hgo",13,18,7,298,18,18,16,0.742729497641092
794,43,"hgo",13,18,7,105,18,18,16,0.742729497641092
795,43,"hgo",13,18,7,487,18,18,16,0.742729497641092
796,43,"hgo",13,18,7,315,18,18,16,0.742729497641092
797,43,"hgo",13,18,7,467,18,18,16,0.742729497641092
798,43,"hgo",13,18,7,208,18,18,16,0.742729497641092
799,43,"hgo",13,18,7,423,18,18,16,0.742729497641092
800,43,"hgo",13,18,7,120,18,18,16,0.742729497641092
801,43,"hgo",13,18,7,238,18,18,16,0.742729497641092
802,44,"hgo",13,4,6,3476,6,4,6,0.700472298978972
803,44,"hgo",13,4,6,2157,6,4,6,0.700472298978972
804,44,"hgo",13,4,6,2041,6,4,6,0.700472298978972
805,44,"hgo",13,4,6,1070,6,4,6,0.700472298978972
806,44,"hgo",13,4,6,1155,6,4,6,0.700472298978972
807,44,"hgo",13,4,6,2080,6,4,6,0.700472298978972
808,44,"hgo",13,4,6,630,6,4,6,0.700472298978972
809,44,"hgo",13,4,6,562,6,4,6,0.700472298978972
810,44,"hgo",13,4,6,1202,6,4,6,0.700472298978972
811,44,"hgo",13,4,6,1118,6,4,6,0.700472298978972
812,45,"hgo",13,1,18,2307,7,1,10,0.442706274669176
813,45,"hgo",13,1,18,1417,7,1,10,0.442706274669176
814,45,"hgo",13,1,18,583,7,1,10,0.442706274669176
815,45,"hgo",13,1,18,736,7,1,10,0.442706274669176
816,45,"hgo",13,1,18,387,7,1,10,0.442706274669176
817,45,"hgo",13,1,18,608,7,1,10,0.442706274669176
818,45,"hgo",13,1,18,1348,7,1,10,0.442706274669176
819,45,"hgo",13,1,18,712,7,1,10,0.442706274669176
820,45,"hgo",13,1,18,423,7,1,10,0.442706274669176
821,45,"hgo",13,1,18,245,7,1,10,0.442706274669176
822,46,"hgo",13,9,7,584,11,9,17,0.433162932347183
823,46,"hgo",13,9,7,573,11,9,17,0.433162932347183
824,46,"hgo",13,9,7,1134,11,9,17,0.433162932347183
825,46,"hgo",13,9,7,503,11,9,17,0.433162932347183
826,46,"hgo",13,9,7,365,11,9,17,0.433162932347183
827,46,"hgo",13,9,7,256,11,9,17,0.433162932347183
828,46,"hgo",13,9,7,476,11,9,17,0.433162932347183
829,46,"hgo",13,9,7,520,11,9,17,0.433162932347183
830,46,"hgo",13,9,7,206,11,9,17,0.433162932347183
831,46,"hgo",13,9,7,403,11,9,17,0.433162932347183
832,47,"hgo",13,16,1,1226,13,16,1,0.224172170977973
833,47,"hgo",13,16,1,1088,13,16,1,0.224172170977973
834,47,"hgo",13,16,1,522,13,16,1,0.224172170977973
835,47,"hgo",13,16,1,817,13,16,1,0.224172170977973
836,47,"hgo",13,16,1,789,13,16,1,0.224172170977973
837,47,"hgo",13,16,2,1232,13,16,1,0.224172170977973
838,47,"hgo",13,16,2,416,13,16,1,0.224172170977973
839,47,"hgo",13,16,1,697,13,16,1,0.224172170977973
840,47,"hgo",13,16,1,1149,13,16,1,0.224172170977973
841,47,"hgo",13,16,1,624,13,16,1,0.224172170977973
842,47,"hgo",13,16,1,658,13,16,1,0.224172170977973
843,47,"hgo",13,16,2,1060,13,16,1,0.224172170977973
844,47,"hgo",13,16,2,1192,13,16,1,0.224172170977973
845,47,"hgo",13,16,2,654,13,16,1,0.224172170977973
846,47,"hgo",13,16,1,675,13,16,1,0.224172170977973
847,47,"hgo",13,16,1,1013,13,16,1,0.224172170977973
848,47,"hgo",13,16,1,1777,13,16,1,0.224172170977973
849,47,"hgo",13,16,1,586,13,16,1,0.224172170977973
850,47,"hgo",13,16,1,1751,13,16,1,0.224172170977973
851,47,"hgo",13,16,1,1546,13,16,1,0.224172170977973
852,47,"hgo",13,15,1,14321,12,15,1,0.393723163982031
853,47,"hgo",13,16,1,2049,13,16,1,0.224172170977973
854,47,"hgo",13,16,1,1642,13,16,1,0.224172170977973
855,47,"hgo",13,16,1,1613,13,16,1,0.224172170977973
856,47,"hgo",13,16,1,1530,13,16,1,0.224172170977973
857,47,"hgo",13,16,1,1266,13,16,1,0.224172170977973
858,47,"hgo",13,16,1,614,13,16,1,0.224172170977973
859,47,"hgo",13,16,1,719,13,16,1,0.224172170977973
860,47,"hgo",13,16,1,973,13,16,1,0.224172170977973
861,47,"hgo",13,16,1,480,13,16,1,0.224172170977973
862,47,"hgo",13,16,2,592,13,16,1,0.224172170977973
863,47,"hgo",13,16,2,2086,13,16,1,0.224172170977973
864,47,"hgo",13,16,2,832,13,16,1,0.224172170977973
865,47,"hgo",13,16,2,1676,13,16,1,0.224172170977973
866,47,"hgo",13,16,2,1580,13,16,1,0.224172170977973
867,47,"hgo",13,16,2,1295,13,16,1,0.224172170977973
868,47,"hgo",13,16,2,1814,13,16,1,0.224172170977973
869,47,"hgo",13,16,2,530,13,16,1,0.224172170977973
870,47,"hgo",13,16,2,806,13,16,1,0.224172170977973
871,47,"hgo",13,16,2,897,13,16,1,0.224172170977973
872,47,"hgo",13,16,1,572,13,16,1,0.224172170977973
873,47,"hgo",13,16,1,1048,13,16,1,0.224172170977973
874,47,"hgo",13,16,1,766,13,16,1,0.224172170977973
875,47,"hgo",13,16,1,958,13,16,1,0.224172170977973
876,47,"hgo",13,16,1,1575,13,16,1,0.224172170977973
877,47,"hgo",13,16,1,1471,13,16,1,0.224172170977973
878,47,"hgo",13,15,1,2781,12,15,1,0.393723163982031
879,47,"hgo",13,15,1,5507,12,15,1,0.393723163982031
880,47,"hgo",13,15,1,12405,12,15,1,0.393723163982031
881,47,"hgo",13,15,1,1650,12,15,1,0.393723163982031
882,47,"hgo",13,16,1,1304,13,16,1,0.224172170977973
883,47,"hgo",13,16,1,969,13,16,1,0.224172170977973
884,47,"hgo",13,16,1,856,13,16,1,0.224172170977973
885,47,"hgo",13,16,1,1254,13,16,1,0.224172170977973
886,47,"hgo",13,16,1,508,13,16,1,0.224172170977973
887,47,"hgo",13,16,1,1276,13,16,1,0.224172170977973
888,47,"hgo",13,16,1,1122,13,16,1,0.224172170977973
