"seccion","munn","edo","edon","disloc2016","disloc2013","pobtot","esc1","esc3jge","SQ","dsi_pob"
1320,66,"hgo",13,14,4,1517,9,14,4,0.846529338745932
1321,66,"hgo",13,14,4,914,9,14,4,0.846529338745932
1322,66,"hgo",13,14,4,1839,9,14,4,0.846529338745932
1323,66,"hgo",13,14,4,991,9,14,4,0.846529338745932
1324,66,"hgo",13,14,4,1542,9,14,4,0.846529338745932
1325,66,"hgo",13,14,4,1995,9,14,4,0.846529338745932
1326,66,"hgo",13,14,4,2121,9,14,4,0.846529338745932
1327,66,"hgo",13,14,4,1762,9,14,4,0.846529338745932
1328,66,"hgo",13,14,4,3080,9,14,4,0.846529338745932
1329,66,"hgo",13,14,4,1619,9,14,4,0.846529338745932
1330,66,"hgo",13,14,4,787,9,14,4,0.846529338745932
1331,66,"hgo",13,14,4,682,9,14,4,0.846529338745932
1332,66,"hgo",13,14,4,1612,9,14,4,0.846529338745932
1333,67,"hgo",13,8,8,1343,1,8,9,0.22602435987
1334,67,"hgo",13,8,8,1101,1,8,9,0.22602435987
1335,67,"hgo",13,8,8,345,1,8,9,0.22602435987
1336,67,"hgo",13,8,8,876,1,8,9,0.22602435987
1337,67,"hgo",13,8,8,636,1,8,9,0.22602435987
1338,67,"hgo",13,8,8,1203,1,8,9,0.22602435987
1339,67,"hgo",13,8,8,266,1,8,9,0.22602435987
1340,67,"hgo",13,8,8,811,1,8,9,0.22602435987
1341,67,"hgo",13,8,8,708,1,8,9,0.22602435987
1342,67,"hgo",13,8,8,1320,1,8,9,0.22602435987
1343,67,"hgo",13,8,8,418,1,8,9,0.22602435987
1344,67,"hgo",13,8,8,1897,1,8,9,0.22602435987
1345,67,"hgo",13,8,8,551,1,8,9,0.22602435987
1346,67,"hgo",13,8,8,929,1,8,9,0.22602435987
1347,67,"hgo",13,8,8,950,1,8,9,0.22602435987
1348,67,"hgo",13,8,8,683,1,8,9,0.22602435987
1350,68,"hgo",13,13,12,1715,10,13,12,0.754052960368244
1351,68,"hgo",13,13,12,1820,10,13,12,0.754052960368244
1352,68,"hgo",13,13,12,4542,10,13,12,0.754052960368244
1353,68,"hgo",13,13,12,3456,10,13,12,0.754052960368244
1354,68,"hgo",13,13,12,1465,10,13,12,0.754052960368244
1355,68,"hgo",13,13,12,1480,10,13,12,0.754052960368244
1356,68,"hgo",13,13,12,1005,10,13,12,0.754052960368244
1357,68,"hgo",13,13,12,4111,10,13,12,0.754052960368244
1358,68,"hgo",13,13,12,6149,10,13,12,0.754052960368244
1359,68,"hgo",13,13,12,1157,10,13,12,0.754052960368244
1360,68,"hgo",13,13,12,1818,10,13,12,0.754052960368244
1361,68,"hgo",13,13,12,839,10,13,12,0.754052960368244
1362,68,"hgo",13,13,12,6896,10,13,12,0.754052960368244
1363,68,"hgo",13,13,12,14798,10,13,12,0.754052960368244
1364,68,"hgo",13,13,12,7739,10,13,12,0.754052960368244
1365,68,"hgo",13,13,12,2430,10,13,12,0.754052960368244
1366,68,"hgo",13,13,12,2587,10,13,12,0.754052960368244
1367,68,"hgo",13,13,12,4343,10,13,12,0.754052960368244
1368,68,"hgo",13,13,12,6955,10,13,12,0.754052960368244
1369,69,"hgo",13,3,4,1398,4,3,14,0.221011134840365
1370,69,"hgo",13,3,4,1558,4,3,14,0.221011134840365
1371,69,"hgo",13,3,4,830,4,3,14,0.221011134840365
1372,69,"hgo",13,3,4,861,4,3,14,0.221011134840365
1373,69,"hgo",13,3,4,2160,4,3,14,0.221011134840365
1374,69,"hgo",13,3,4,2074,4,3,14,0.221011134840365
1375,69,"hgo",13,3,4,1826,4,3,14,0.221011134840365
1376,69,"hgo",13,3,4,3573,4,3,14,0.221011134840365
1377,69,"hgo",13,3,4,3098,4,3,14,0.221011134840365
1378,70,"hgo",13,9,9,985,11,9,17,0.433162932347183
1379,70,"hgo",13,9,9,886,11,9,17,0.433162932347183
1380,70,"hgo",13,9,9,1076,11,9,17,0.433162932347183
1381,70,"hgo",13,9,9,774,11,9,17,0.433162932347183
1382,70,"hgo",13,9,9,432,11,9,17,0.433162932347183
1383,70,"hgo",13,9,9,23,11,9,17,0.433162932347183
1384,70,"hgo",13,9,9,207,11,9,17,0.433162932347183
1385,70,"hgo",13,9,9,305,11,9,17,0.433162932347183
1386,70,"hgo",13,9,9,726,11,9,17,0.433162932347183
1387,70,"hgo",13,9,9,186,11,9,17,0.433162932347183
1388,70,"hgo",13,9,9,984,11,9,17,0.433162932347183
1389,70,"hgo",13,9,9,322,11,9,17,0.433162932347183
1390,70,"hgo",13,9,9,397,11,9,17,0.433162932347183
1391,70,"hgo",13,9,9,766,11,9,17,0.433162932347183
1392,70,"hgo",13,9,9,555,11,9,17,0.433162932347183
1393,70,"hgo",13,9,9,397,11,9,17,0.433162932347183
1394,70,"hgo",13,9,9,271,11,9,17,0.433162932347183
1395,71,"hgo",13,5,11,1823,7,5,11,0.286529469384738
1396,71,"hgo",13,5,11,927,7,5,11,0.286529469384738
1397,71,"hgo",13,5,11,724,7,5,11,0.286529469384738
1398,71,"hgo",13,5,11,3745,7,5,11,0.286529469384738
1399,71,"hgo",13,5,11,675,7,5,11,0.286529469384738
1400,71,"hgo",13,5,11,438,7,5,11,0.286529469384738
1401,71,"hgo",13,5,11,569,7,5,11,0.286529469384738
1402,71,"hgo",13,5,11,1171,7,5,11,0.286529469384738
1403,72,"hgo",13,7,15,2276,16,7,13,0.327451216770549
1404,72,"hgo",13,7,15,564,16,7,13,0.327451216770549
1405,72,"hgo",13,7,15,827,16,7,13,0.327451216770549
1406,72,"hgo",13,7,15,1125,16,7,13,0.327451216770549
1407,72,"hgo",13,7,15,1183,16,7,13,0.327451216770549
1408,72,"hgo",13,7,15,1228,16,7,13,0.327451216770549
1409,72,"hgo",13,7,15,929,16,7,13,0.327451216770549
1410,72,"hgo",13,7,15,3061,16,7,13,0.327451216770549
1411,72,"hgo",13,7,15,1473,16,7,13,0.327451216770549
1412,72,"hgo",13,7,15,1261,16,7,13,0.327451216770549
1413,72,"hgo",13,7,15,880,16,7,13,0.327451216770549
1414,72,"hgo",13,7,15,2319,16,7,13,0.327451216770549
1415,72,"hgo",13,7,15,1716,16,7,13,0.327451216770549
1416,72,"hgo",13,7,15,590,16,7,13,0.327451216770549
1417,72,"hgo",13,7,15,1402,16,7,13,0.327451216770549
1418,72,"hgo",13,7,15,1600,16,7,13,0.327451216770549
1419,72,"hgo",13,7,15,1602,16,7,13,0.327451216770549
1420,72,"hgo",13,7,15,1384,16,7,13,0.327451216770549
1421,72,"hgo",13,7,15,601,16,7,13,0.327451216770549
1422,72,"hgo",13,7,15,1749,16,7,13,0.327451216770549
1423,72,"hgo",13,7,15,2216,16,7,13,0.327451216770549
1424,72,"hgo",13,7,15,1327,16,7,13,0.327451216770549
1425,72,"hgo",13,7,15,1508,16,7,13,0.327451216770549
1426,72,"hgo",13,7,15,1342,16,7,13,0.327451216770549
1427,72,"hgo",13,7,15,873,16,7,13,0.327451216770549
1428,72,"hgo",13,7,15,2070,16,7,13,0.327451216770549
1429,73,"hgo",13,6,5,3035,4,6,5,0.853391707549318
1430,73,"hgo",13,6,5,2916,4,6,5,0.853391707549318
1431,73,"hgo",13,6,5,2269,4,6,5,0.853391707549318
1432,73,"hgo",13,6,5,1933,4,6,5,0.853391707549318
1433,73,"hgo",13,6,5,2423,4,6,5,0.853391707549318
1434,73,"hgo",13,6,5,1676,4,6,5,0.853391707549318
1435,73,"hgo",13,6,5,1654,4,6,5,0.853391707549318
1436,73,"hgo",13,6,5,1978,4,6,5,0.853391707549318
1437,73,"hgo",13,6,5,2469,4,6,5,0.853391707549318
1438,73,"hgo",13,6,5,2927,4,6,5,0.853391707549318
1439,73,"hgo",13,6,5,1670,4,6,5,0.853391707549318
1440,73,"hgo",13,6,5,1019,4,6,5,0.853391707549318
1441,74,"hgo",13,13,12,983,10,13,12,0.754052960368244
1442,74,"hgo",13,13,12,2080,10,13,12,0.754052960368244
1443,74,"hgo",13,13,12,73,10,13,12,0.754052960368244
1444,74,"hgo",13,13,12,1806,10,13,12,0.754052960368244
1445,74,"hgo",13,13,12,3634,10,13,12,0.754052960368244
1446,74,"hgo",13,13,12,374,10,13,12,0.754052960368244
1447,74,"hgo",13,13,12,3877,10,13,12,0.754052960368244
1448,74,"hgo",13,13,12,403,10,13,12,0.754052960368244
1449,75,"hgo",13,14,4,1787,4,14,4,0.846529338745932
1450,75,"hgo",13,14,4,1920,4,14,4,0.846529338745932
1451,75,"hgo",13,14,4,1661,4,14,4,0.846529338745932
1452,75,"hgo",13,14,4,1722,4,14,4,0.846529338745932
1453,75,"hgo",13,14,4,2208,4,14,4,0.846529338745932
1454,75,"hgo",13,14,4,1188,4,14,4,0.846529338745932
1455,75,"hgo",13,14,4,864,4,14,4,0.846529338745932
1456,75,"hgo",13,14,4,3023,4,14,4,0.846529338745932
1457,75,"hgo",13,14,4,1977,4,14,4,0.846529338745932
1458,75,"hgo",13,14,4,2189,4,14,4,0.846529338745932
1459,75,"hgo",13,14,4,1837,4,14,4,0.846529338745932
1460,75,"hgo",13,14,4,2525,4,14,4,0.846529338745932
1461,75,"hgo",13,14,4,2968,4,14,4,0.846529338745932
1462,75,"hgo",13,14,4,2276,4,14,4,0.846529338745932
1463,75,"hgo",13,14,4,611,4,14,4,0.846529338745932
1464,75,"hgo",13,14,4,2617,4,14,4,0.846529338745932
1465,75,"hgo",13,14,4,250,4,14,4,0.846529338745932
1466,75,"hgo",13,14,4,2729,4,14,4,0.846529338745932
1467,75,"hgo",13,14,4,225,4,14,4,0.846529338745932
1468,75,"hgo",13,14,4,1084,4,14,4,0.846529338745932
1469,75,"hgo",13,14,4,331,4,14,4,0.846529338745932
1470,75,"hgo",13,14,4,370,4,14,4,0.846529338745932
1471,75,"hgo",13,14,4,92,4,14,4,0.846529338745932
1472,75,"hgo",13,14,4,2170,4,14,4,0.846529338745932
1473,75,"hgo",13,14,4,1408,4,14,4,0.846529338745932
1474,75,"hgo",13,14,4,2527,4,14,4,0.846529338745932
1475,75,"hgo",13,14,4,737,4,14,4,0.846529338745932
1476,75,"hgo",13,14,4,2928,4,14,4,0.846529338745932
1477,75,"hgo",13,14,4,2532,4,14,4,0.846529338745932
1478,75,"hgo",13,14,4,3867,4,14,4,0.846529338745932
1479,75,"hgo",13,14,4,2079,4,14,4,0.846529338745932
1480,75,"hgo",13,14,4,4268,4,14,4,0.846529338745932
1481,75,"hgo",13,14,4,2482,4,14,4,0.846529338745932
1482,75,"hgo",13,14,4,1448,4,14,4,0.846529338745932
1483,75,"hgo",13,14,4,1609,4,14,4,0.846529338745932
1484,75,"hgo",13,14,4,1800,4,14,4,0.846529338745932
1485,75,"hgo",13,14,4,6094,4,14,4,0.846529338745932
1486,75,"hgo",13,14,4,1260,4,14,4,0.846529338745932
1487,75,"hgo",13,14,4,1877,4,14,4,0.846529338745932
1488,75,"hgo",13,14,4,2892,4,14,4,0.846529338745932
1489,75,"hgo",13,14,4,946,4,14,4,0.846529338745932
1490,75,"hgo",13,14,4,439,4,14,4,0.846529338745932
1491,75,"hgo",13,14,4,1732,4,14,4,0.846529338745932
1492,75,"hgo",13,14,4,3653,4,14,4,0.846529338745932
1493,75,"hgo",13,14,4,3948,4,14,4,0.846529338745932
1494,75,"hgo",13,14,4,1853,4,14,4,0.846529338745932
1495,75,"hgo",13,14,4,2438,4,14,4,0.846529338745932
1496,75,"hgo",13,14,4,1181,4,14,4,0.846529338745932
1497,75,"hgo",13,14,4,2614,4,14,4,0.846529338745932
1498,75,"hgo",13,14,4,3605,4,14,4,0.846529338745932
1499,75,"hgo",13,14,4,755,4,14,4,0.846529338745932
1500,75,"hgo",13,14,4,2110,4,14,4,0.846529338745932
1501,75,"hgo",13,14,4,170,4,14,4,0.846529338745932
1502,76,"hgo",13,17,3,11799,14,17,3,0.607114214275605
1503,76,"hgo",13,17,3,5024,14,17,3,0.607114214275605
1504,76,"hgo",13,17,3,6040,14,17,3,0.607114214275605
1505,76,"hgo",13,17,3,5703,14,17,3,0.607114214275605
1506,76,"hgo",13,17,3,2937,14,17,3,0.607114214275605
1507,76,"hgo",13,17,3,2154,14,17,3,0.607114214275605
1508,76,"hgo",13,17,3,1362,14,17,3,0.607114214275605
1509,76,"hgo",13,17,3,2450,14,17,3,0.607114214275605
1510,76,"hgo",13,17,3,4007,14,17,3,0.607114214275605
1511,76,"hgo",13,17,3,8235,14,17,3,0.607114214275605
1512,76,"hgo",13,17,3,3599,14,17,3,0.607114214275605
1513,76,"hgo",13,17,3,2946,14,17,3,0.607114214275605
1514,76,"hgo",13,17,3,2129,14,17,3,0.607114214275605
1515,76,"hgo",13,17,3,2297,14,17,3,0.607114214275605
1516,76,"hgo",13,17,3,1895,14,17,3,0.607114214275605
1517,76,"hgo",13,17,3,1669,14,17,3,0.607114214275605
1518,76,"hgo",13,17,3,989,14,17,3,0.607114214275605
1519,76,"hgo",13,17,3,812,14,17,3,0.607114214275605
1520,76,"hgo",13,17,3,2089,14,17,3,0.607114214275605
1521,76,"hgo",13,17,3,722,14,17,3,0.607114214275605
1522,76,"hgo",13,17,3,937,14,17,3,0.607114214275605
1523,76,"hgo",13,17,3,1051,14,17,3,0.607114214275605
1524,76,"hgo",13,17,3,1328,14,17,3,0.607114214275605
1525,76,"hgo",13,17,3,2595,14,17,3,0.607114214275605
1526,76,"hgo",13,17,3,2776,14,17,3,0.607114214275605
1527,76,"hgo",13,17,3,1455,14,17,3,0.607114214275605
1528,76,"hgo",13,17,3,5739,14,17,3,0.607114214275605
1529,76,"hgo",13,17,3,3266,14,17,3,0.607114214275605
1530,76,"hgo",13,17,3,2518,14,17,3,0.607114214275605
1531,76,"hgo",13,17,3,1390,14,17,3,0.607114214275605
1532,76,"hgo",13,17,3,1450,14,17,3,0.607114214275605
1533,76,"hgo",13,17,3,1118,14,17,3,0.607114214275605
1534,76,"hgo",13,17,3,1493,14,17,3,0.607114214275605
1535,76,"hgo",13,17,3,2146,14,17,3,0.607114214275605
1536,76,"hgo",13,17,3,4914,14,17,3,0.607114214275605
1537,76,"hgo",13,17,3,2126,14,17,3,0.607114214275605
1538,76,"hgo",13,17,3,3347,14,17,3,0.607114214275605
1539,76,"hgo",13,17,3,5301,14,17,3,0.607114214275605
1540,76,"hgo",13,17,3,593,14,17,3,0.607114214275605
1541,76,"hgo",13,17,3,1087,14,17,3,0.607114214275605
1542,76,"hgo",13,17,3,1135,14,17,3,0.607114214275605
1543,76,"hgo",13,17,3,2423,14,17,3,0.607114214275605
1544,76,"hgo",13,17,3,4332,14,17,3,0.607114214275605
1545,76,"hgo",13,17,3,2808,14,17,3,0.607114214275605
1546,76,"hgo",13,17,3,1291,14,17,3,0.607114214275605
1547,76,"hgo",13,17,3,235,14,17,3,0.607114214275605
1548,76,"hgo",13,17,3,6122,14,17,3,0.607114214275605
1549,76,"hgo",13,17,3,4655,14,17,3,0.607114214275605
1550,76,"hgo",13,17,3,1187,14,17,3,0.607114214275605
1551,76,"hgo",13,17,3,1998,14,17,3,0.607114214275605
1552,76,"hgo",13,17,3,596,14,17,3,0.607114214275605
1553,76,"hgo",13,17,3,1601,14,17,3,0.607114214275605
1554,76,"hgo",13,17,3,9471,14,17,3,0.607114214275605
1555,76,"hgo",13,17,3,1086,14,17,3,0.607114214275605
1556,77,"hgo",13,13,12,1335,10,13,12,0.754052960368244
1557,77,"hgo",13,13,12,2183,10,13,12,0.754052960368244
1558,77,"hgo",13,13,12,3000,10,13,12,0.754052960368244
1559,77,"hgo",13,13,12,335,10,13,12,0.754052960368244
1560,77,"hgo",13,13,12,2028,10,13,12,0.754052960368244
1561,77,"hgo",13,13,12,1337,10,13,12,0.754052960368244
1562,77,"hgo",13,13,12,1708,10,13,12,0.754052960368244
1563,78,"hgo",13,7,13,2736,16,7,13,0.327451216770549
1564,78,"hgo",13,7,13,950,16,7,13,0.327451216770549
1565,78,"hgo",13,7,13,1176,16,7,13,0.327451216770549
1566,78,"hgo",13,7,13,665,16,7,13,0.327451216770549
1567,78,"hgo",13,7,13,2475,16,7,13,0.327451216770549
1568,78,"hgo",13,7,13,2269,16,7,13,0.327451216770549
1569,78,"hgo",13,7,13,1108,16,7,13,0.327451216770549
1570,78,"hgo",13,7,13,1819,16,7,13,0.327451216770549
1571,78,"hgo",13,7,13,1244,16,7,13,0.327451216770549
1572,78,"hgo",13,7,13,1816,16,7,13,0.327451216770549
1573,78,"hgo",13,7,13,500,16,7,13,0.327451216770549
1574,78,"hgo",13,7,13,743,16,7,13,0.327451216770549
1575,78,"hgo",13,7,13,1652,16,7,13,0.327451216770549
1576,79,"hgo",13,8,8,872,1,8,9,0.22602435987
1577,79,"hgo",13,8,8,886,1,8,9,0.22602435987
1578,79,"hgo",13,8,8,979,1,8,9,0.22602435987
1579,79,"hgo",13,8,8,1192,1,8,9,0.22602435987
1580,79,"hgo",13,8,8,181,1,8,9,0.22602435987
1581,79,"hgo",13,8,8,563,1,8,9,0.22602435987
1582,79,"hgo",13,8,8,455,1,8,9,0.22602435987
1583,79,"hgo",13,8,8,1264,1,8,9,0.22602435987
1584,79,"hgo",13,8,8,940,1,8,9,0.22602435987
1585,80,"hgo",13,7,13,2704,16,7,13,0.327451216770549
1586,80,"hgo",13,7,13,2509,16,7,13,0.327451216770549
1587,80,"hgo",13,7,13,2242,16,7,13,0.327451216770549
1588,80,"hgo",13,7,13,1128,16,7,13,0.327451216770549
1589,80,"hgo",13,7,13,521,16,7,13,0.327451216770549
1590,80,"hgo",13,7,13,1523,16,7,13,0.327451216770549
1591,80,"hgo",13,7,13,204,16,7,13,0.327451216770549
1592,80,"hgo",13,7,13,1671,16,7,13,0.327451216770549
1593,80,"hgo",13,7,13,1669,16,7,13,0.327451216770549
1594,80,"hgo",13,7,13,599,16,7,13,0.327451216770549
1595,80,"hgo",13,7,13,1335,16,7,13,0.327451216770549
1596,80,"hgo",13,7,13,632,16,7,13,0.327451216770549
1597,80,"hgo",13,7,13,775,16,7,13,0.327451216770549
1598,80,"hgo",13,7,13,4108,16,7,13,0.327451216770549
1599,80,"hgo",13,7,13,1901,16,7,13,0.327451216770549
1600,81,"hgo",13,8,8,4446,1,8,9,0.22602435987
1601,81,"hgo",13,8,8,2137,1,8,9,0.22602435987
1602,81,"hgo",13,8,8,3580,1,8,9,0.22602435987
1603,81,"hgo",13,8,8,2740,1,8,9,0.22602435987
1604,81,"hgo",13,8,8,2154,1,8,9,0.22602435987
1605,81,"hgo",13,8,8,2553,1,8,9,0.22602435987
1606,81,"hgo",13,8,8,2549,1,8,9,0.22602435987
1607,81,"hgo",13,8,8,1136,1,8,9,0.22602435987
1608,81,"hgo",13,8,8,3202,1,8,9,0.22602435987
1609,81,"hgo",13,8,8,627,1,8,9,0.22602435987
1610,81,"hgo",13,8,8,882,1,8,9,0.22602435987
1611,81,"hgo",13,8,8,623,1,8,9,0.22602435987
1612,81,"hgo",13,8,8,313,1,8,9,0.22602435987
1613,81,"hgo",13,8,8,769,1,8,9,0.22602435987
1614,81,"hgo",13,8,8,1058,1,8,9,0.22602435987
1615,81,"hgo",13,8,8,1132,1,8,9,0.22602435987
1616,81,"hgo",13,8,8,885,1,8,9,0.22602435987
1617,81,"hgo",13,8,8,415,1,8,9,0.22602435987
1618,81,"hgo",13,8,8,1018,1,8,9,0.22602435987
1619,82,"hgo",13,13,12,2530,10,13,12,0.754052960368244
1620,82,"hgo",13,13,12,2485,10,13,12,0.754052960368244
1621,82,"hgo",13,13,12,3353,10,13,12,0.754052960368244
1622,82,"hgo",13,13,12,2333,10,13,12,0.754052960368244
1623,82,"hgo",13,13,12,1740,10,13,12,0.754052960368244
1624,82,"hgo",13,13,12,1293,10,13,12,0.754052960368244
1625,82,"hgo",13,13,12,3654,10,13,12,0.754052960368244
1626,82,"hgo",13,13,12,1409,10,13,12,0.754052960368244
1627,83,"hgo",13,5,12,1983,7,5,11,0.286529469384738
1628,83,"hgo",13,5,12,2155,7,5,11,0.286529469384738
1629,83,"hgo",13,5,12,2504,7,5,11,0.286529469384738
1630,83,"hgo",13,5,12,9916,7,5,11,0.286529469384738
1631,83,"hgo",13,5,12,3391,7,5,11,0.286529469384738
1632,83,"hgo",13,5,12,2135,7,5,11,0.286529469384738
1633,83,"hgo",13,5,12,3108,7,5,11,0.286529469384738
1634,83,"hgo",13,5,12,831,7,5,11,0.286529469384738
1635,83,"hgo",13,5,12,1446,7,5,11,0.286529469384738
1636,83,"hgo",13,5,12,1095,7,5,11,0.286529469384738
1637,83,"hgo",13,5,12,2917,7,5,11,0.286529469384738
1638,83,"hgo",13,5,12,1614,7,5,11,0.286529469384738
1639,83,"hgo",13,5,12,392,7,5,11,0.286529469384738
1640,83,"hgo",13,5,12,794,7,5,11,0.286529469384738
1641,83,"hgo",13,5,12,1254,7,5,11,0.286529469384738
1642,83,"hgo",13,5,12,2478,7,5,11,0.286529469384738
1643,83,"hgo",13,5,12,885,7,5,11,0.286529469384738
1644,84,"hgo",13,9,7,2614,11,9,17,0.433162932347183
1645,84,"hgo",13,9,7,2043,11,9,17,0.433162932347183
1646,84,"hgo",13,9,7,930,11,9,17,0.433162932347183
1647,84,"hgo",13,9,7,792,11,9,17,0.433162932347183
1648,84,"hgo",13,9,7,1299,11,9,17,0.433162932347183
1649,84,"hgo",13,9,7,972,11,9,17,0.433162932347183
1650,84,"hgo",13,9,7,2777,11,9,17,0.433162932347183
1651,84,"hgo",13,9,7,126,11,9,17,0.433162932347183
1652,84,"hgo",13,9,7,198,11,9,17,0.433162932347183
1653,84,"hgo",13,9,7,519,11,9,17,0.433162932347183
1654,84,"hgo",13,9,7,119,11,9,17,0.433162932347183
1655,84,"hgo",13,9,7,192,11,9,17,0.433162932347183
1656,84,"hgo",13,9,7,228,11,9,17,0.433162932347183
1657,84,"hgo",13,9,7,367,11,9,17,0.433162932347183
1659,84,"hgo",13,9,7,139,11,9,17,0.433162932347183
1660,84,"hgo",13,9,7,359,11,9,17,0.433162932347183
1661,84,"hgo",13,9,7,219,11,9,17,0.433162932347183
1662,84,"hgo",13,9,7,544,11,9,17,0.433162932347183
1663,84,"hgo",13,9,7,381,11,9,17,0.433162932347183
1664,84,"hgo",13,9,7,302,11,9,17,0.433162932347183
1665,84,"hgo",13,9,7,132,11,9,17,0.433162932347183
1667,84,"hgo",13,9,7,109,11,9,17,0.433162932347183
1668,84,"hgo",13,9,7,696,11,9,17,0.433162932347183
1669,84,"hgo",13,9,7,171,11,9,17,0.433162932347183
1670,84,"hgo",13,9,7,425,11,9,17,0.433162932347183
1671,84,"hgo",13,9,7,96,11,9,17,0.433162932347183
1672,84,"hgo",13,9,7,147,11,9,17,0.433162932347183
1673,84,"hgo",13,9,7,201,11,9,17,0.433162932347183
1674,84,"hgo",13,9,7,367,11,9,17,0.433162932347183
1675,84,"hgo",13,9,7,1075,11,9,17,0.433162932347183
1676,84,"hgo",13,9,7,1372,11,9,17,0.433162932347183
1677,84,"hgo",13,9,7,91,11,9,17,0.433162932347183
1678,84,"hgo",13,9,7,1702,11,9,17,0.433162932347183
1679,84,"hgo",13,9,7,2227,11,9,17,0.433162932347183
1680,84,"hgo",13,9,7,878,11,9,17,0.433162932347183
1681,84,"hgo",13,9,7,185,11,9,17,0.433162932347183
1682,84,"hgo",13,9,7,730,11,9,17,0.433162932347183
1683,84,"hgo",13,9,7,2815,11,9,17,0.433162932347183
1684,84,"hgo",13,9,7,1030,11,9,17,0.433162932347183
1685,84,"hgo",13,9,7,244,11,9,17,0.433162932347183
1686,84,"hgo",13,9,7,204,11,9,17,0.433162932347183
1687,84,"hgo",13,9,7,573,11,9,17,0.433162932347183
1688,84,"hgo",13,9,7,713,11,9,17,0.433162932347183
1689,84,"hgo",13,9,7,106,11,9,17,0.433162932347183
1690,84,"hgo",13,9,7,37,11,9,17,0.433162932347183
1691,84,"hgo",13,9,7,180,11,9,17,0.433162932347183
1692,84,"hgo",13,9,7,564,11,9,17,0.433162932347183
1693,84,"hgo",13,9,7,437,11,9,17,0.433162932347183
1694,84,"hgo",13,9,7,1108,11,9,17,0.433162932347183
1695,84,"hgo",13,9,7,163,11,9,17,0.433162932347183
1696,84,"hgo",13,9,7,508,11,9,17,0.433162932347183
1697,84,"hgo",13,9,7,171,11,9,17,0.433162932347183
1698,84,"hgo",13,9,7,200,11,9,17,0.433162932347183
1699,84,"hgo",13,9,7,482,11,9,17,0.433162932347183
1700,84,"hgo",13,9,7,631,11,9,17,0.433162932347183
1701,84,"hgo",13,9,7,273,11,9,17,0.433162932347183
1702,84,"hgo",13,9,7,650,11,9,17,0.433162932347183
1703,84,"hgo",13,9,7,890,11,9,17,0.433162932347183
1704,84,"hgo",13,9,7,223,11,9,17,0.433162932347183
1705,84,"hgo",13,9,7,60,11,9,17,0.433162932347183
1706,84,"hgo",13,9,7,319,11,9,17,0.433162932347183
1707,84,"hgo",13,9,7,170,11,9,17,0.433162932347183
1708,40,"hgo",13,12,2,437,15,12,2,0.463856353164019
1709,40,"hgo",13,12,2,1259,15,12,2,0.463856353164019
1710,40,"hgo",13,12,2,2443,15,12,2,0.463856353164019
1711,40,"hgo",13,12,2,1010,15,12,2,0.463856353164019
1712,40,"hgo",13,12,2,1269,15,12,2,0.463856353164019
1713,40,"hgo",13,12,2,1214,15,12,2,0.463856353164019
1714,40,"hgo",13,12,2,618,15,12,2,0.463856353164019
1715,40,"hgo",13,12,2,958,15,12,2,0.463856353164019
1716,40,"hgo",13,12,2,2188,15,12,2,0.463856353164019
1717,40,"hgo",13,12,2,2982,15,12,2,0.463856353164019
1718,47,"hgo",13,16,2,938,13,16,1,0.224172170977973
