"seccion","munn.x","edon.x","edo.x","disfed1979.x","disfed1997.x","disfed2006.x","disfed2018.x","disloc2012.x","disloc2018.x","cab","nota.x","X","munn.y","edon.y","edo.y","disfed1979.y","disfed1997.y","disfed2006.y","disfed2018.y","disloc2012.y","disloc2018.y","nota.y","escenario1","escenario2","escenario3","pri_clv1","pri_clv2","juanZepedaPerez1","lorenzoLopezMendez1a","lorenzoLopezMendez1b","antonioPerezGomez1","leonardoLopezPerez1","magdalenaGironLopez1","JoseDomingoVazquezLopez1a","JoseDomingoVazquezLopez1b","esc1_priCLV1","esc2_priCLV2","SQ","dsiSQ_E1","dsiSQ_E3"
1570,100,7,"cps",6,1,1,1,8,8,"Simojovel","0",1570,100,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","V","22","22","22",0,0,8,0.537,0.537
1571,100,7,"cps",6,1,1,1,8,8,"Simojovel","0",1571,100,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","V","22","22","22",0,0,8,0.537,0.537
1572,100,7,"cps",6,1,1,1,8,8,"Simojovel","0",1572,100,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","V","22","22","22",0,0,8,0.537,0.537
1573,100,7,"cps",6,1,1,1,8,8,"Simojovel","0",1573,100,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","V","22","22","22",0,0,8,0.537,0.537
1574,100,7,"cps",6,1,1,1,8,8,"Simojovel","0",1574,100,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","V","22","22","22",0,0,8,0.537,0.537
1575,100,7,"cps",6,1,1,1,8,8,"Simojovel","0",1575,100,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","V","22","22","22",0,0,8,0.537,0.537
1576,100,7,"cps",6,1,1,1,8,8,"Simojovel","0",1576,100,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","V","22","22","22",0,0,8,0.537,0.537
1577,100,7,"cps",6,1,1,1,8,8,"Simojovel","0",1577,100,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","V","22","22","22",0,0,8,0.537,0.537
1578,100,7,"cps",6,1,1,1,8,8,"Simojovel","0",1578,100,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","V","22","22","22",0,0,8,0.537,0.537
1579,100,7,"cps",6,1,1,1,8,8,"Simojovel","0",1579,100,7,"cps",6,1,1,1,8,4,NA,22,22,4,19,4,"22","22","22","22","V","22","22","22",0,0,8,0.537,0.537
1580,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1580,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
1581,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1581,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
1582,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1582,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
1583,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1583,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
1584,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1584,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
1585,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1585,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
1586,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1586,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
1587,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1587,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
1588,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1588,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
1589,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1589,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
1590,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1590,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
1591,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1591,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
1592,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1592,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
1593,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1593,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
1594,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1594,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
1595,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1595,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
1596,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1596,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
1597,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1597,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
1598,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1598,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
1599,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1599,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
1600,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1600,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
1601,101,7,"cps",5,12,12,12,24,24,"Cacahoatán","0",1601,101,7,"cps",5,12,12,12,24,19,NA,2,2,19,18,19,"2","2","2","2","2","2","2","2",0,0,24,0.338,0.7
1602,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1602,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282
1603,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1603,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282
1604,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1604,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282
1605,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1605,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282
1606,102,7,"cps",1,9,9,9,2,1,"Tuxtla Gutiérrez","0",1606,102,7,"cps",1,9,9,9,2,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282
1607,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1607,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282
1608,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1608,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282
1609,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1609,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282
1610,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1610,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282
1611,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1611,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282
1612,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1612,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282
1613,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1613,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282
1614,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1614,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174
1615,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1615,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174
1616,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1616,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174
1617,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1617,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174
1618,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1618,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282
1619,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1619,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282
1620,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1620,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282
1621,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1621,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282
1622,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1622,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282
1623,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1623,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282
1624,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1624,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282
1625,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1625,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282
1626,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1626,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282
1627,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1627,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282
1628,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1628,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282
1629,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1629,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282
1630,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1630,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282
1631,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1631,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282
1632,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1632,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282
1633,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1633,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174
1634,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1634,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174
1635,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1635,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174
1636,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1636,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174
1637,102,7,"cps",1,9,6,9,1,2,"Tuxtla Gutiérrez","0",1637,102,7,"cps",1,9,6,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174
1638,102,7,"cps",1,9,6,6,1,2,"Tuxtla Gutiérrez","0",1638,102,7,"cps",1,9,6,6,1,9,NA,14,14,9,23,9,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.174
1639,102,7,"cps",1,9,6,6,1,2,"Tuxtla Gutiérrez","0",1639,102,7,"cps",1,9,6,6,1,9,NA,14,14,9,23,9,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.174
1640,102,7,"cps",1,9,6,6,1,2,"Tuxtla Gutiérrez","0",1640,102,7,"cps",1,9,6,6,1,9,NA,14,14,9,23,9,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.174
1641,102,7,"cps",1,9,6,6,1,2,"Tuxtla Gutiérrez","0",1641,102,7,"cps",1,9,6,6,1,9,NA,14,14,9,23,9,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.174
1642,102,7,"cps",1,9,6,6,1,2,"Tuxtla Gutiérrez","0",1642,102,7,"cps",1,9,6,6,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174
1643,102,7,"cps",1,9,6,9,1,2,"Tuxtla Gutiérrez","0",1643,102,7,"cps",1,9,6,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174
1644,102,7,"cps",1,9,6,9,1,2,"Tuxtla Gutiérrez","0",1644,102,7,"cps",1,9,6,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174
1645,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1645,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174
1646,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1646,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174
1647,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1647,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174
1648,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1648,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174
1649,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1649,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174
1650,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1650,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174
1651,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1651,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174
1652,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1652,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282
1653,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1653,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282
1654,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1654,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282
1655,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1655,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282
1656,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1656,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282
1657,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1657,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282
1658,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1658,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282
1659,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1659,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282
1660,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1660,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282
1661,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1661,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282
1662,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1662,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282
1663,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1663,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282
1664,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1664,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282
1665,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1665,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282
1666,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1666,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282
1667,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1667,102,7,"cps",1,9,9,9,1,13,NA,14,14,13,24,13,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.282
1668,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1668,102,7,"cps",1,9,9,9,1,13,NA,15,15,13,24,13,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.282
1669,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1669,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174
1670,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1670,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174
1671,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1671,102,7,"cps",1,9,9,9,1,9,NA,15,15,9,24,9,"15","15","15","15","15","15","15","15",0,0,1,0.211,0.174
1672,102,7,"cps",1,9,6,6,1,2,"Tuxtla Gutiérrez","0",1672,102,7,"cps",1,9,6,6,1,9,NA,14,14,9,23,9,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.174
1673,102,7,"cps",1,9,6,9,1,2,"Tuxtla Gutiérrez","0",1673,102,7,"cps",1,9,6,9,1,9,NA,14,14,9,23,9,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.174
1674,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1674,102,7,"cps",1,9,9,9,1,9,NA,14,14,9,24,9,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.174
1675,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1675,102,7,"cps",1,9,9,9,1,9,NA,14,14,9,24,9,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.174
1676,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1676,102,7,"cps",1,9,9,9,1,9,NA,14,14,9,24,9,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.174
1677,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1677,102,7,"cps",1,9,9,9,1,9,NA,14,14,9,24,9,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.174
1678,102,7,"cps",1,9,9,9,1,2,"Tuxtla Gutiérrez","0",1678,102,7,"cps",1,9,9,9,1,9,NA,14,14,9,24,9,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.174
1679,102,7,"cps",1,9,9,9,1,13,"Tuxtla Gutiérrez","0",1679,102,7,"cps",1,9,9,9,1,22,NA,14,14,22,24,22,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.444
1680,102,7,"cps",1,9,9,9,1,13,"Tuxtla Gutiérrez","0",1680,102,7,"cps",1,9,9,9,1,22,NA,14,14,22,24,22,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.444
1681,102,7,"cps",1,9,9,9,1,13,"Tuxtla Gutiérrez","0",1681,102,7,"cps",1,9,9,9,1,22,NA,14,14,22,16,22,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.444
1682,102,7,"cps",1,9,9,9,1,13,"Tuxtla Gutiérrez","0",1682,102,7,"cps",1,9,9,9,1,22,NA,16,16,22,16,22,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.444
1683,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1683,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282
1684,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1684,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282
1685,102,7,"cps",1,9,9,9,1,1,"Tuxtla Gutiérrez","0",1685,102,7,"cps",1,9,9,9,1,13,NA,16,16,13,16,13,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.282
1686,102,7,"cps",1,9,9,9,1,13,"Tuxtla Gutiérrez","0",1686,102,7,"cps",1,9,9,9,1,22,NA,16,16,22,16,22,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.444
1687,102,7,"cps",1,9,9,9,1,13,"Tuxtla Gutiérrez","0",1687,102,7,"cps",1,9,9,9,1,22,NA,16,16,22,16,22,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.444
1688,102,7,"cps",1,9,9,9,1,13,"Tuxtla Gutiérrez","0",1688,102,7,"cps",1,9,9,9,1,22,NA,16,16,22,16,22,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.444
1689,102,7,"cps",1,9,9,9,1,13,"Tuxtla Gutiérrez","0",1689,102,7,"cps",1,9,9,9,1,22,NA,16,16,22,16,22,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.444
1690,102,7,"cps",1,9,9,9,1,13,"Tuxtla Gutiérrez","0",1690,102,7,"cps",1,9,9,9,1,22,NA,16,16,22,16,22,"16","16","16","16","16","16","16","16",1,0,1,0.404,0.444
1691,102,7,"cps",1,9,9,9,1,13,"Tuxtla Gutiérrez","0",1691,102,7,"cps",1,9,9,9,1,22,NA,14,14,22,16,22,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.444
1692,102,7,"cps",1,9,9,9,1,13,"Tuxtla Gutiérrez","0",1692,102,7,"cps",1,9,9,9,1,22,NA,14,14,22,16,22,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.444
1693,102,7,"cps",1,9,9,9,1,13,"Tuxtla Gutiérrez","0",1693,102,7,"cps",1,9,9,9,1,22,NA,14,14,22,16,22,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.444
1694,102,7,"cps",1,9,9,9,1,13,"Tuxtla Gutiérrez","0",1694,102,7,"cps",1,9,9,9,1,22,NA,14,14,22,23,22,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.444
1695,102,7,"cps",1,9,9,9,1,13,"Tuxtla Gutiérrez","0",1695,102,7,"cps",1,9,9,9,1,22,NA,14,14,22,23,22,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.444
1696,102,7,"cps",1,9,9,9,1,13,"Tuxtla Gutiérrez","0",1696,102,7,"cps",1,9,9,9,1,22,NA,14,14,22,23,22,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.444
1697,102,7,"cps",1,9,9,9,1,13,"Tuxtla Gutiérrez","0",1697,102,7,"cps",1,9,9,9,1,22,NA,14,14,22,23,22,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.444
1698,102,7,"cps",1,9,9,9,1,13,"Tuxtla Gutiérrez","0",1698,102,7,"cps",1,9,9,9,1,22,NA,14,14,22,23,22,"14","14","14","14","14","14","14","14",0,0,1,0.316,0.444
