"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2016","disloc2013","cab","X","edon.y","munn.y","escenario1","escenario2","escenario3","pan_clv1","pan_clv2","esc1_panCLV1","esc2_panCLV2","SQ","dsiSQ_E3"
30,3,32,"zac",3,5,2,2,14,15,"tlaltenango",30,32,3,1,1,7,18,7,0,0,15,0.507
31,4,32,"zac",3,5,2,2,14,15,"tlaltenango",31,32,4,1,1,7,18,7,0,0,15,0.507
32,4,32,"zac",3,5,2,2,14,15,"tlaltenango",32,32,4,1,1,7,18,7,0,0,15,0.507
33,4,32,"zac",3,5,2,2,14,15,"tlaltenango",33,32,4,1,1,7,18,7,0,0,15,0.507
34,4,32,"zac",3,5,2,2,14,15,"tlaltenango",34,32,4,1,1,7,18,7,0,0,15,0.507
35,4,32,"zac",3,5,2,2,14,15,"tlaltenango",35,32,4,1,1,7,18,7,0,0,15,0.507
36,4,32,"zac",3,5,2,2,14,15,"tlaltenango",36,32,4,1,1,7,18,7,0,0,15,0.507
37,4,32,"zac",3,5,2,2,14,15,"tlaltenango",37,32,4,1,1,7,18,7,0,0,15,0.507
38,4,32,"zac",3,5,2,2,14,15,"tlaltenango",38,32,4,1,1,7,18,7,0,0,15,0.507
39,4,32,"zac",3,5,2,2,14,15,"tlaltenango",39,32,4,1,1,7,18,7,0,0,15,0.507
40,5,32,"zac",2,3,1,1,2,3,"zacatecas",40,32,5,15,15,14,10,14,0,0,3,0.278
41,5,32,"zac",2,3,1,1,2,3,"zacatecas",41,32,5,15,15,14,10,14,0,0,3,0.278
42,5,32,"zac",2,3,1,1,2,3,"zacatecas",42,32,5,15,15,14,10,14,0,0,3,0.278
43,5,32,"zac",2,3,1,1,2,3,"zacatecas",43,32,5,15,15,14,10,14,0,0,3,0.278
44,5,32,"zac",2,3,1,1,2,3,"zacatecas",44,32,5,15,15,14,10,14,0,0,3,0.278
45,5,32,"zac",2,3,1,1,2,3,"zacatecas",45,32,5,15,15,14,10,14,0,0,3,0.278
46,5,32,"zac",2,3,1,1,2,3,"zacatecas",46,32,5,15,15,14,10,14,0,0,3,0.278
47,5,32,"zac",2,3,1,1,2,3,"zacatecas",47,32,5,15,15,14,10,14,0,0,3,0.278
48,5,32,"zac",2,3,1,1,2,3,"zacatecas",48,32,5,15,15,14,10,14,0,0,3,0.278
49,5,32,"zac",2,3,1,1,2,3,"zacatecas",49,32,5,15,15,14,10,14,0,0,3,0.278
50,5,32,"zac",2,3,1,1,2,3,"zacatecas",50,32,5,15,15,14,10,14,0,0,3,0.278
51,5,32,"zac",2,3,1,1,2,3,"zacatecas",51,32,5,15,15,14,10,14,0,0,3,0.278
52,5,32,"zac",2,3,1,1,2,3,"zacatecas",52,32,5,15,15,14,10,14,0,0,3,0.278
53,5,32,"zac",2,3,1,1,2,3,"zacatecas",53,32,5,15,15,14,10,14,0,0,3,0.278
54,5,32,"zac",2,3,1,1,2,3,"zacatecas",54,32,5,15,15,14,10,14,0,0,3,0.278
55,5,32,"zac",2,3,1,1,2,3,"zacatecas",55,32,5,15,15,14,10,14,0,0,3,0.278
56,5,32,"zac",2,3,1,1,2,3,"zacatecas",56,32,5,15,15,14,10,14,0,0,3,0.278
57,5,32,"zac",2,3,1,1,2,3,"zacatecas",57,32,5,15,15,14,10,14,0,0,3,0.278
58,5,32,"zac",2,3,1,1,2,3,"zacatecas",58,32,5,15,15,14,10,14,0,0,3,0.278
59,5,32,"zac",2,3,1,1,2,3,"zacatecas",59,32,5,15,15,14,10,14,0,0,3,0.278
60,5,32,"zac",2,3,1,1,2,3,"zacatecas",60,32,5,15,15,14,10,14,0,0,3,0.278
61,6,32,"zac",4,2,3,1,16,12,"rio grande",61,32,6,16,16,17,14,17,0,0,12,0.881
62,6,32,"zac",4,2,3,1,16,12,"rio grande",62,32,6,16,16,17,14,17,0,0,12,0.881
63,6,32,"zac",4,2,3,1,16,12,"rio grande",63,32,6,16,16,17,14,17,0,0,12,0.881
64,6,32,"zac",4,2,3,1,16,12,"rio grande",64,32,6,16,16,17,14,17,0,0,12,0.881
65,6,32,"zac",4,2,3,1,16,12,"rio grande",65,32,6,16,16,17,14,17,0,0,12,0.881
66,6,32,"zac",4,2,3,1,16,12,"rio grande",66,32,6,16,16,17,14,17,0,0,12,0.881
67,6,32,"zac",4,2,3,1,16,12,"rio grande",67,32,6,16,16,17,14,17,0,0,12,0.881
68,6,32,"zac",4,2,3,1,16,12,"rio grande",68,32,6,16,16,17,14,17,0,0,12,0.881
69,6,32,"zac",4,2,3,1,16,12,"rio grande",69,32,6,16,16,17,14,17,0,0,12,0.881
70,6,32,"zac",4,2,3,1,16,12,"rio grande",70,32,6,16,16,17,14,17,0,0,12,0.881
71,6,32,"zac",4,2,3,1,16,12,"rio grande",71,32,6,16,16,17,14,17,0,0,12,0.881
73,7,32,"zac",4,1,3,3,12,18,"villa de cos",72,32,7,18,18,15,14,15,0,0,18,0.912
74,7,32,"zac",4,1,3,3,12,18,"villa de cos",73,32,7,18,18,15,14,15,0,0,18,0.912
75,7,32,"zac",4,1,3,3,12,18,"villa de cos",74,32,7,18,18,15,14,15,0,0,18,0.912
76,7,32,"zac",4,1,3,3,12,18,"villa de cos",75,32,7,18,18,15,14,15,0,0,18,0.912
77,7,32,"zac",4,1,3,3,12,18,"villa de cos",76,32,7,18,18,15,14,15,0,0,18,0.912
78,7,32,"zac",4,1,3,3,12,18,"villa de cos",77,32,7,18,18,15,14,15,0,0,18,0.912
79,7,32,"zac",4,1,3,3,12,18,"villa de cos",78,32,7,18,18,15,14,15,0,0,18,0.912
80,7,32,"zac",4,1,3,3,12,18,"villa de cos",79,32,7,18,18,15,14,15,0,0,18,0.912
82,7,32,"zac",4,1,3,3,12,18,"villa de cos",80,32,7,18,18,15,14,15,0,0,18,0.912
83,7,32,"zac",4,1,3,3,12,18,"villa de cos",81,32,7,18,18,15,14,15,0,0,18,0.912
84,7,32,"zac",4,1,3,3,12,18,"villa de cos",82,32,7,18,18,15,14,15,0,0,18,0.912
85,7,32,"zac",4,1,3,3,12,18,"villa de cos",83,32,7,18,18,15,14,15,0,0,18,0.912
86,7,32,"zac",4,1,3,3,12,18,"villa de cos",84,32,7,18,18,15,14,15,0,0,18,0.912
87,7,32,"zac",4,1,3,3,12,18,"villa de cos",85,32,7,18,18,15,14,15,0,0,18,0.912
88,7,32,"zac",4,1,3,3,12,18,"villa de cos",86,32,7,18,18,15,14,15,0,0,18,0.912
89,7,32,"zac",4,1,3,3,12,18,"villa de cos",87,32,7,18,18,15,14,15,0,0,18,0.912
90,7,32,"zac",4,1,3,3,12,18,"villa de cos",88,32,7,18,18,15,14,15,0,0,18,0.912
91,7,32,"zac",4,1,3,3,12,18,"villa de cos",89,32,7,18,18,15,14,15,0,0,18,0.912
92,7,32,"zac",4,1,3,3,12,18,"villa de cos",90,32,7,18,18,15,14,15,0,0,18,0.912
93,7,32,"zac",4,1,3,3,12,18,"villa de cos",91,32,7,18,18,15,14,15,0,0,18,0.912
94,7,32,"zac",4,1,3,3,12,18,"villa de cos",92,32,7,18,18,15,14,15,0,0,18,0.912
95,7,32,"zac",4,1,3,3,12,18,"villa de cos",93,32,7,18,18,15,14,15,0,0,18,0.912
96,7,32,"zac",4,1,3,3,12,18,"villa de cos",94,32,7,18,18,15,14,15,0,0,18,0.912
97,7,32,"zac",4,1,3,3,12,18,"villa de cos",95,32,7,18,18,15,14,15,0,0,18,0.912
98,7,32,"zac",4,1,3,3,12,18,"villa de cos",96,32,7,18,18,15,14,15,0,0,18,0.912
99,7,32,"zac",4,1,3,3,12,18,"villa de cos",97,32,7,18,18,15,14,15,0,0,18,0.912
101,7,32,"zac",4,1,3,3,12,18,"villa de cos",98,32,7,18,18,15,14,15,0,0,18,0.912
102,7,32,"zac",4,1,3,3,12,18,"villa de cos",99,32,7,18,18,15,14,15,0,0,18,0.912
103,8,32,"zac",5,3,2,2,11,6,"villanueva",100,32,8,2,2,6,4,6,0,0,10,0.279
104,8,32,"zac",5,3,2,2,11,6,"villanueva",101,32,8,2,2,6,4,6,0,0,10,0.279
105,8,32,"zac",5,3,2,2,11,6,"villanueva",102,32,8,2,2,6,4,6,0,0,10,0.279
106,8,32,"zac",5,3,2,2,11,6,"villanueva",103,32,8,2,2,6,4,6,0,0,10,0.279
107,8,32,"zac",5,3,2,2,11,6,"villanueva",104,32,8,2,2,6,4,6,0,0,10,0.279
108,8,32,"zac",5,3,2,2,11,6,"villanueva",105,32,8,2,2,6,4,6,0,0,10,0.279
109,8,32,"zac",5,3,2,2,11,6,"villanueva",106,32,8,2,2,6,4,6,0,0,10,0.279
110,8,32,"zac",5,3,2,2,11,6,"villanueva",107,32,8,2,2,6,4,6,0,0,10,0.279
111,8,32,"zac",5,3,2,2,11,6,"villanueva",108,32,8,2,2,6,4,6,0,0,10,0.279
112,8,32,"zac",5,3,2,2,11,6,"villanueva",109,32,8,2,2,6,4,6,0,0,10,0.279
113,8,32,"zac",5,3,2,2,11,6,"villanueva",110,32,8,2,2,6,4,6,0,0,10,0.279
114,9,32,"zac",2,2,1,1,17,16,"chalchihuites",111,32,9,14,14,18,15,18,0,0,16,1
115,9,32,"zac",2,2,1,1,17,16,"chalchihuites",112,32,9,14,14,18,15,18,0,0,16,1
116,9,32,"zac",2,2,1,1,17,16,"chalchihuites",113,32,9,14,14,18,15,18,0,0,16,1
117,9,32,"zac",2,2,1,1,17,16,"chalchihuites",114,32,9,14,14,18,15,18,0,0,16,1
118,9,32,"zac",2,2,1,1,17,16,"chalchihuites",115,32,9,14,14,18,15,18,0,0,16,1
119,9,32,"zac",2,2,1,1,17,16,"chalchihuites",116,32,9,14,14,18,15,18,0,0,16,1
120,9,32,"zac",2,2,1,1,17,16,"chalchihuites",117,32,9,14,14,18,15,18,0,0,16,1
121,9,32,"zac",2,2,1,1,17,16,"chalchihuites",118,32,9,14,14,18,15,18,0,0,16,1
122,9,32,"zac",2,2,1,1,17,16,"chalchihuites",119,32,9,14,14,18,15,18,0,0,16,1
123,9,32,"zac",2,2,1,1,17,16,"chalchihuites",120,32,9,14,14,18,15,18,0,0,16,1
124,9,32,"zac",2,2,1,1,17,16,"chalchihuites",121,32,9,14,14,18,15,18,0,0,16,1
125,9,32,"zac",2,2,1,1,17,16,"chalchihuites",122,32,9,14,14,18,15,18,0,0,16,1
126,9,32,"zac",2,2,1,1,17,16,"chalchihuites",123,32,9,14,14,18,15,18,0,0,16,1
127,9,32,"zac",2,2,1,1,17,16,"chalchihuites",124,32,9,14,14,18,15,18,0,0,16,1
128,9,32,"zac",2,2,1,1,17,16,"chalchihuites",125,32,9,14,14,18,15,18,0,0,16,1
129,9,32,"zac",2,2,1,1,17,16,"chalchihuites",126,32,9,14,14,18,15,18,0,0,16,1
130,9,32,"zac",2,2,1,1,17,16,"chalchihuites",127,32,9,14,14,18,15,18,0,0,16,1
131,9,32,"zac",2,2,1,1,17,16,"chalchihuites",128,32,9,14,14,18,15,18,0,0,16,1
132,9,32,"zac",2,2,1,1,17,16,"chalchihuites",129,32,9,14,14,18,15,18,0,0,16,1
133,9,32,"zac",2,2,1,1,17,16,"chalchihuites",130,32,9,14,14,18,15,18,0,0,16,1
134,9,32,"zac",2,2,1,1,17,16,"chalchihuites",131,32,9,14,14,18,15,18,0,0,16,1
135,10,32,"zac",2,1,1,1,7,11,"fresnillo",132,32,10,8,8,12,11,12,0,0,7,0.305
136,10,32,"zac",2,1,1,1,7,11,"fresnillo",133,32,10,8,8,12,11,12,0,0,7,0.305
137,10,32,"zac",2,1,1,1,5,11,"fresnillo",134,32,10,8,8,10,11,10,0,0,11,0.367
138,10,32,"zac",2,1,1,1,5,8,"fresnillo",135,32,10,8,8,10,11,10,0,0,11,0.367
139,10,32,"zac",2,1,1,1,5,8,"fresnillo",136,32,10,8,8,10,11,10,0,0,11,0.367
140,10,32,"zac",2,1,1,1,5,8,"fresnillo",137,32,10,9,9,10,12,10,0,0,11,0.367
141,10,32,"zac",2,1,1,1,5,8,"fresnillo",138,32,10,9,9,10,11,10,0,0,11,0.367
142,10,32,"zac",2,1,1,1,5,8,"fresnillo",139,32,10,9,9,10,11,10,0,0,11,0.367
143,10,32,"zac",2,1,1,1,5,8,"fresnillo",140,32,10,8,8,10,11,10,0,0,11,0.367
144,10,32,"zac",2,1,1,1,5,8,"fresnillo",141,32,10,8,8,10,11,10,0,0,11,0.367
145,10,32,"zac",2,1,1,1,5,8,"fresnillo",142,32,10,8,8,10,11,10,0,0,11,0.367
146,10,32,"zac",2,1,1,1,5,11,"fresnillo",143,32,10,8,8,10,11,10,0,0,11,0.367
147,10,32,"zac",2,1,1,1,5,11,"fresnillo",144,32,10,8,8,10,11,10,0,0,11,0.367
148,10,32,"zac",2,1,1,1,7,11,"fresnillo",145,32,10,7,7,12,11,12,0,0,7,0.305
149,10,32,"zac",2,1,1,1,6,11,"fresnillo",146,32,10,7,7,11,11,11,0,0,8,0.295
150,10,32,"zac",2,1,1,1,6,11,"fresnillo",147,32,10,8,8,11,11,11,0,0,8,0.295
151,10,32,"zac",2,1,1,1,6,11,"fresnillo",148,32,10,8,8,11,11,11,0,0,8,0.295
152,10,32,"zac",2,1,1,1,6,8,"fresnillo",149,32,10,8,8,11,11,11,0,0,8,0.295
153,10,32,"zac",2,1,1,1,5,8,"fresnillo",150,32,10,8,8,10,11,10,0,0,11,0.367
154,10,32,"zac",2,1,1,1,5,8,"fresnillo",151,32,10,9,9,10,12,10,0,0,11,0.367
155,10,32,"zac",2,1,1,1,5,8,"fresnillo",152,32,10,9,9,10,12,10,0,0,11,0.367
156,10,32,"zac",2,1,1,1,6,8,"fresnillo",153,32,10,9,9,11,12,11,0,0,8,0.295
157,10,32,"zac",2,1,1,1,5,8,"fresnillo",154,32,10,9,9,10,12,10,0,0,11,0.367
158,10,32,"zac",2,1,1,1,6,8,"fresnillo",155,32,10,9,9,11,12,11,0,0,8,0.295
159,10,32,"zac",2,1,1,1,6,11,"fresnillo",156,32,10,8,8,11,11,11,0,0,8,0.295
160,10,32,"zac",2,1,1,1,6,11,"fresnillo",157,32,10,8,8,11,11,11,0,0,8,0.295
161,10,32,"zac",2,1,1,1,6,11,"fresnillo",158,32,10,8,8,11,11,11,0,0,8,0.295
162,10,32,"zac",2,1,1,1,6,11,"fresnillo",159,32,10,7,7,11,11,11,0,0,8,0.295
163,10,32,"zac",2,1,1,1,7,11,"fresnillo",160,32,10,7,7,12,11,12,0,0,7,0.305
164,10,32,"zac",2,1,1,1,6,11,"fresnillo",161,32,10,7,7,11,11,11,0,0,8,0.295
165,10,32,"zac",2,1,1,1,6,11,"fresnillo",162,32,10,9,9,11,11,11,0,0,8,0.295
166,10,32,"zac",2,1,1,1,6,11,"fresnillo",163,32,10,9,9,11,12,11,0,0,8,0.295
167,10,32,"zac",2,1,1,1,6,8,"fresnillo",164,32,10,9,9,11,12,11,0,0,8,0.295
168,10,32,"zac",2,1,1,1,6,8,"fresnillo",165,32,10,9,9,11,12,11,0,0,8,0.295
169,10,32,"zac",2,1,1,1,6,8,"fresnillo",166,32,10,9,9,11,12,11,0,0,8,0.295
170,10,32,"zac",2,1,1,1,6,8,"fresnillo",167,32,10,9,9,11,12,11,0,0,8,0.295
171,10,32,"zac",2,1,1,1,6,8,"fresnillo",168,32,10,9,9,11,12,11,0,0,8,0.295
172,10,32,"zac",2,1,1,1,6,8,"fresnillo",169,32,10,9,9,11,12,11,0,0,8,0.295
173,10,32,"zac",2,1,1,1,6,8,"fresnillo",170,32,10,9,9,11,12,11,0,0,8,0.295
174,10,32,"zac",2,1,1,1,6,8,"fresnillo",171,32,10,9,9,11,12,11,0,0,8,0.295
175,10,32,"zac",2,1,1,1,6,8,"fresnillo",172,32,10,9,9,11,12,11,0,0,8,0.295
176,10,32,"zac",2,1,1,1,6,8,"fresnillo",173,32,10,9,9,11,12,11,0,0,8,0.295
177,10,32,"zac",2,1,1,1,6,11,"fresnillo",174,32,10,9,9,11,12,11,0,0,8,0.295
178,10,32,"zac",2,1,1,1,6,11,"fresnillo",175,32,10,9,9,11,12,11,0,0,8,0.295
179,10,32,"zac",2,1,1,1,6,11,"fresnillo",176,32,10,9,9,11,12,11,0,0,8,0.295
180,10,32,"zac",2,1,1,1,6,11,"fresnillo",177,32,10,7,7,11,13,11,0,0,8,0.295
181,10,32,"zac",2,1,1,1,6,11,"fresnillo",178,32,10,7,7,11,11,11,0,0,8,0.295
182,10,32,"zac",2,1,1,1,6,11,"fresnillo",179,32,10,9,9,11,12,11,0,0,8,0.295
183,10,32,"zac",2,1,1,1,6,11,"fresnillo",180,32,10,9,9,11,12,11,0,0,8,0.295
184,10,32,"zac",2,1,1,1,6,8,"fresnillo",181,32,10,9,9,11,12,11,0,0,8,0.295
185,10,32,"zac",2,1,1,1,6,8,"fresnillo",182,32,10,9,9,11,12,11,0,0,8,0.295
186,10,32,"zac",2,1,1,1,6,8,"fresnillo",183,32,10,9,9,11,12,11,0,0,8,0.295
187,10,32,"zac",2,1,1,1,6,8,"fresnillo",184,32,10,9,9,11,12,11,0,0,8,0.295
188,10,32,"zac",2,1,1,1,6,8,"fresnillo",185,32,10,9,9,11,12,11,0,0,8,0.295
189,10,32,"zac",2,1,1,1,6,8,"fresnillo",186,32,10,9,9,11,12,11,0,0,8,0.295
190,10,32,"zac",2,1,1,1,6,8,"fresnillo",187,32,10,9,9,11,12,11,0,0,8,0.295
191,10,32,"zac",2,1,1,1,6,8,"fresnillo",188,32,10,9,9,11,12,11,0,0,8,0.295
192,10,32,"zac",2,1,1,1,6,8,"fresnillo",189,32,10,9,9,11,12,11,0,0,8,0.295
193,10,32,"zac",2,1,1,1,6,8,"fresnillo",190,32,10,9,9,11,12,11,0,0,8,0.295
194,10,32,"zac",2,1,1,1,6,8,"fresnillo",191,32,10,9,9,11,12,11,0,0,8,0.295
195,10,32,"zac",2,1,1,1,6,8,"fresnillo",192,32,10,9,9,11,12,11,0,0,8,0.295
196,10,32,"zac",2,1,1,1,6,8,"fresnillo",193,32,10,9,9,11,12,11,0,0,8,0.295
197,10,32,"zac",2,1,1,1,6,8,"fresnillo",194,32,10,9,9,11,12,11,0,0,8,0.295
198,10,32,"zac",2,1,1,1,6,8,"fresnillo",195,32,10,9,9,11,12,11,0,0,8,0.295
199,10,32,"zac",2,1,1,1,6,8,"fresnillo",196,32,10,9,9,11,12,11,0,0,8,0.295
200,10,32,"zac",2,1,1,1,6,8,"fresnillo",197,32,10,9,9,11,12,11,0,0,8,0.295
201,10,32,"zac",2,1,1,1,6,8,"fresnillo",198,32,10,9,9,11,12,11,0,0,8,0.295
202,10,32,"zac",2,1,1,1,6,8,"fresnillo",199,32,10,9,9,11,12,11,0,0,8,0.295
203,10,32,"zac",2,1,1,1,6,11,"fresnillo",200,32,10,9,9,11,12,11,0,0,8,0.295
204,10,32,"zac",2,1,1,1,6,11,"fresnillo",201,32,10,9,9,11,12,11,0,0,8,0.295
205,10,32,"zac",2,1,1,1,6,11,"fresnillo",202,32,10,9,9,11,12,11,0,0,8,0.295
206,10,32,"zac",2,1,1,1,6,11,"fresnillo",203,32,10,9,9,11,12,11,0,0,8,0.295
207,10,32,"zac",2,1,1,1,6,11,"fresnillo",204,32,10,9,9,11,12,11,0,0,8,0.295
208,10,32,"zac",2,1,1,1,6,11,"fresnillo",205,32,10,9,9,11,12,11,0,0,8,0.295
209,10,32,"zac",2,1,1,1,6,11,"fresnillo",206,32,10,7,7,11,13,11,0,0,8,0.295
210,10,32,"zac",2,1,1,1,6,11,"fresnillo",207,32,10,7,7,11,13,11,0,0,8,0.295
211,10,32,"zac",2,1,1,1,6,11,"fresnillo",208,32,10,7,7,11,13,11,0,0,8,0.295
212,10,32,"zac",2,1,1,1,7,11,"fresnillo",209,32,10,7,7,12,11,12,0,0,7,0.305
213,10,32,"zac",2,1,1,1,6,11,"fresnillo",210,32,10,7,7,11,13,11,0,0,8,0.295
214,10,32,"zac",2,1,1,1,6,11,"fresnillo",211,32,10,9,9,11,13,11,0,0,8,0.295
215,10,32,"zac",2,1,1,1,6,11,"fresnillo",212,32,10,9,9,11,12,11,0,0,8,0.295
216,10,32,"zac",2,1,1,1,6,11,"fresnillo",213,32,10,9,9,11,12,11,0,0,8,0.295
217,10,32,"zac",2,1,1,1,6,8,"fresnillo",214,32,10,9,9,11,12,11,0,0,8,0.295
218,10,32,"zac",2,1,1,1,5,11,"fresnillo",215,32,10,8,8,10,11,10,0,0,11,0.367
219,10,32,"zac",2,1,1,1,5,11,"fresnillo",216,32,10,8,8,10,11,10,0,0,11,0.367
220,10,32,"zac",2,1,1,1,5,11,"fresnillo",217,32,10,8,8,10,11,10,0,0,11,0.367
221,10,32,"zac",2,1,1,1,5,11,"fresnillo",218,32,10,8,8,10,11,10,0,0,11,0.367
222,10,32,"zac",2,1,1,1,5,11,"fresnillo",219,32,10,8,8,10,11,10,0,0,11,0.367
223,10,32,"zac",2,1,1,1,5,11,"fresnillo",220,32,10,8,8,10,11,10,0,0,11,0.367
224,10,32,"zac",2,1,1,1,5,11,"fresnillo",221,32,10,8,8,10,11,10,0,0,11,0.367
225,10,32,"zac",2,1,1,1,5,11,"fresnillo",222,32,10,8,8,10,11,10,0,0,11,0.367
226,10,32,"zac",2,1,1,1,5,11,"fresnillo",223,32,10,8,8,10,11,10,0,0,11,0.367
227,10,32,"zac",2,1,1,1,5,11,"fresnillo",224,32,10,8,8,10,11,10,0,0,11,0.367
228,10,32,"zac",2,1,1,1,5,11,"fresnillo",225,32,10,7,7,10,11,10,0,0,11,0.367
229,10,32,"zac",2,1,1,1,5,11,"fresnillo",226,32,10,8,8,10,11,10,0,0,11,0.367
230,10,32,"zac",2,1,1,1,5,11,"fresnillo",227,32,10,7,7,10,11,10,0,0,11,0.367
231,10,32,"zac",2,1,1,1,5,11,"fresnillo",228,32,10,7,7,10,11,10,0,0,11,0.367
232,10,32,"zac",2,1,1,1,5,11,"fresnillo",229,32,10,7,7,10,11,10,0,0,11,0.367
233,10,32,"zac",2,1,1,1,7,11,"fresnillo",230,32,10,7,7,12,13,12,0,0,7,0.305
234,10,32,"zac",2,1,1,1,7,11,"fresnillo",231,32,10,7,7,12,13,12,0,0,7,0.305
235,10,32,"zac",2,1,1,1,7,11,"fresnillo",232,32,10,7,7,12,13,12,0,0,7,0.305
236,10,32,"zac",2,1,1,1,7,11,"fresnillo",233,32,10,7,7,12,13,12,0,0,7,0.305
237,10,32,"zac",2,1,1,1,7,11,"fresnillo",234,32,10,7,7,12,13,12,0,0,7,0.305
238,10,32,"zac",2,1,1,1,7,11,"fresnillo",235,32,10,7,7,12,13,12,0,0,7,0.305
239,10,32,"zac",2,1,1,1,7,11,"fresnillo",236,32,10,7,7,12,13,12,0,0,7,0.305
240,10,32,"zac",2,1,1,1,7,11,"fresnillo",237,32,10,7,7,12,13,12,0,0,7,0.305
241,10,32,"zac",2,1,1,1,7,11,"fresnillo",238,32,10,7,7,12,13,12,0,0,7,0.305
242,10,32,"zac",2,1,1,1,5,11,"fresnillo",239,32,10,7,7,10,11,10,0,0,11,0.367
243,10,32,"zac",2,1,1,1,5,11,"fresnillo",240,32,10,7,7,10,11,10,0,0,11,0.367
244,10,32,"zac",2,1,1,1,5,11,"fresnillo",241,32,10,7,7,10,11,10,0,0,11,0.367
245,10,32,"zac",2,1,1,1,5,11,"fresnillo",242,32,10,8,8,10,11,10,0,0,11,0.367
246,10,32,"zac",2,1,1,1,5,11,"fresnillo",243,32,10,8,8,10,11,10,0,0,11,0.367
247,10,32,"zac",2,1,1,1,5,11,"fresnillo",244,32,10,8,8,10,11,10,0,0,11,0.367
248,10,32,"zac",2,1,1,1,5,11,"fresnillo",245,32,10,8,8,10,11,10,0,0,11,0.367
249,10,32,"zac",2,1,1,1,5,11,"fresnillo",246,32,10,7,7,10,11,10,0,0,11,0.367
250,10,32,"zac",2,1,1,1,5,11,"fresnillo",247,32,10,7,7,10,11,10,0,0,11,0.367
251,10,32,"zac",2,1,1,1,5,11,"fresnillo",248,32,10,7,7,10,11,10,0,0,11,0.367
252,10,32,"zac",2,1,1,1,5,11,"fresnillo",249,32,10,7,7,10,11,10,0,0,11,0.367
253,10,32,"zac",2,1,1,1,7,11,"fresnillo",250,32,10,7,7,12,13,12,0,0,7,0.305
