"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2016","disloc2010","X","edon.y","munn.y","escenario1","escenario2","escenario3","clv1","pan_cnv2","esc1_CLV1","esc2_panCNV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
711,12,10,"dgo",6,3,2,3,7,14,700,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
712,12,10,"dgo",6,3,2,3,7,14,701,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
713,12,10,"dgo",6,3,2,3,7,9,702,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
714,12,10,"dgo",6,3,2,3,7,9,703,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
715,12,10,"dgo",6,3,2,3,7,9,704,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
716,12,10,"dgo",6,3,2,3,7,9,705,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
717,12,10,"dgo",6,3,2,3,7,9,706,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
718,12,10,"dgo",6,3,2,3,7,9,707,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
719,12,10,"dgo",6,3,2,3,7,9,708,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
720,12,10,"dgo",6,3,2,3,7,14,709,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
721,12,10,"dgo",6,3,2,3,7,14,710,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
722,12,10,"dgo",6,3,2,3,7,14,711,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
723,12,10,"dgo",6,3,2,3,7,9,712,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
724,12,10,"dgo",6,3,2,3,7,9,713,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
725,12,10,"dgo",6,3,2,3,7,9,714,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
726,12,10,"dgo",6,3,2,3,7,14,715,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
727,12,10,"dgo",6,3,2,3,7,14,716,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
728,12,10,"dgo",6,3,2,3,5,9,717,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
729,12,10,"dgo",6,3,2,3,5,9,718,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
730,12,10,"dgo",6,3,2,3,5,9,719,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
731,12,10,"dgo",6,3,2,3,7,14,720,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
732,12,10,"dgo",6,3,2,3,7,14,721,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
733,12,10,"dgo",6,3,2,3,7,14,722,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
734,12,10,"dgo",6,3,2,3,7,9,723,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
735,12,10,"dgo",6,3,2,3,7,9,724,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
736,12,10,"dgo",6,3,2,3,5,9,725,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
737,12,10,"dgo",6,3,2,3,5,9,726,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
738,12,10,"dgo",6,3,2,3,5,9,727,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
739,12,10,"dgo",6,3,2,3,5,9,728,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
740,12,10,"dgo",6,3,2,3,5,9,729,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
741,12,10,"dgo",6,3,2,3,5,9,730,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
742,12,10,"dgo",6,3,2,3,5,9,731,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
743,12,10,"dgo",6,3,2,3,5,14,732,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
744,12,10,"dgo",6,3,2,3,7,9,733,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
745,12,10,"dgo",6,3,2,3,7,14,734,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
746,12,10,"dgo",6,3,2,3,7,14,735,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
747,12,10,"dgo",6,3,2,3,7,14,736,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
748,12,10,"dgo",6,3,2,3,5,14,737,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
749,12,10,"dgo",6,3,2,3,5,14,738,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
750,12,10,"dgo",6,3,2,3,5,14,739,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
751,12,10,"dgo",6,3,2,3,5,14,740,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
752,12,10,"dgo",6,3,2,3,5,14,741,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
753,12,10,"dgo",6,3,2,3,5,14,742,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
754,12,10,"dgo",6,3,2,3,5,14,743,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
755,12,10,"dgo",6,3,2,3,5,14,744,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
756,12,10,"dgo",6,3,2,3,5,9,745,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
757,12,10,"dgo",6,3,2,3,5,9,746,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
758,12,10,"dgo",6,3,2,3,5,9,747,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
759,12,10,"dgo",6,3,2,3,5,14,748,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
760,12,10,"dgo",6,3,2,3,7,14,749,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
761,12,10,"dgo",6,3,2,3,7,14,750,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
762,12,10,"dgo",6,3,2,3,7,14,751,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
763,12,10,"dgo",6,3,2,3,7,14,752,10,12,6,7,7,7,7,0,1,14,0.276,0.276,6,1
764,12,10,"dgo",6,3,2,3,5,14,753,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
765,12,10,"dgo",6,3,2,3,5,14,754,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
766,12,10,"dgo",6,3,2,3,5,9,755,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
767,12,10,"dgo",6,3,2,3,5,9,756,10,12,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
768,12,10,"dgo",6,3,2,3,5,9,757,10,12,1,5,5,5,5,0,1,9,0.323,0.295,4,0.991
769,13,10,"dgo",6,2,3,2,5,9,758,10,13,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
770,13,10,"dgo",6,2,3,2,5,9,759,10,13,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
771,13,10,"dgo",6,2,3,2,5,9,760,10,13,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
772,13,10,"dgo",6,2,3,2,5,9,761,10,13,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
773,13,10,"dgo",6,2,3,2,5,9,762,10,13,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
774,13,10,"dgo",6,2,3,2,5,9,763,10,13,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
775,13,10,"dgo",6,2,3,2,5,9,764,10,13,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
778,13,10,"dgo",6,2,3,2,5,9,765,10,13,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
780,13,10,"dgo",6,2,3,2,5,9,766,10,13,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
781,13,10,"dgo",6,2,3,2,5,9,767,10,13,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
782,13,10,"dgo",6,2,3,2,5,9,768,10,13,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
783,13,10,"dgo",6,2,3,2,5,9,769,10,13,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
785,13,10,"dgo",6,2,3,2,5,9,770,10,13,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
786,13,10,"dgo",6,2,3,2,5,9,771,10,13,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
787,13,10,"dgo",6,2,3,2,5,9,772,10,13,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
788,13,10,"dgo",6,2,3,2,5,9,773,10,13,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
789,13,10,"dgo",6,2,3,2,5,9,774,10,13,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
790,13,10,"dgo",6,2,3,2,5,9,775,10,13,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
791,13,10,"dgo",6,2,3,2,5,9,776,10,13,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
792,13,10,"dgo",6,2,3,2,5,9,777,10,13,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
793,13,10,"dgo",6,2,3,2,5,9,778,10,13,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
794,13,10,"dgo",6,2,3,2,5,9,779,10,13,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
795,13,10,"dgo",6,2,3,2,5,9,780,10,13,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
796,14,10,"dgo",5,4,1,1,2,4,781,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
797,14,10,"dgo",5,4,1,1,2,4,782,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
798,14,10,"dgo",5,4,1,1,2,4,783,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
799,14,10,"dgo",5,4,1,1,2,4,784,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
800,14,10,"dgo",5,4,1,1,2,4,785,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
801,14,10,"dgo",5,4,1,1,2,4,786,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
802,14,10,"dgo",5,4,1,1,2,4,787,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
803,14,10,"dgo",5,4,1,1,2,4,788,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
804,14,10,"dgo",5,4,1,1,2,4,789,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
805,14,10,"dgo",5,4,1,1,2,4,790,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
806,14,10,"dgo",5,4,1,1,2,4,791,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
807,14,10,"dgo",5,4,1,1,2,4,792,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
808,14,10,"dgo",5,4,1,1,2,4,793,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
809,14,10,"dgo",5,4,1,1,2,4,794,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
810,14,10,"dgo",5,4,1,1,2,4,795,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
811,14,10,"dgo",5,4,1,1,2,4,796,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
812,14,10,"dgo",5,4,1,1,2,4,797,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
813,14,10,"dgo",5,4,1,1,2,4,798,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
814,14,10,"dgo",5,4,1,1,2,4,799,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
815,14,10,"dgo",5,4,1,1,2,4,800,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
816,14,10,"dgo",5,4,1,1,2,4,801,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
817,14,10,"dgo",5,4,1,1,2,4,802,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
818,14,10,"dgo",5,4,1,1,2,4,803,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
819,14,10,"dgo",5,4,1,1,2,4,804,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
820,14,10,"dgo",5,4,1,1,2,4,805,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
821,14,10,"dgo",5,4,1,1,2,4,806,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
822,14,10,"dgo",5,4,1,1,2,4,807,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
823,14,10,"dgo",5,4,1,1,2,4,808,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
824,14,10,"dgo",5,4,1,1,2,4,809,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
825,14,10,"dgo",5,4,1,1,2,4,810,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
826,14,10,"dgo",5,4,1,1,2,4,811,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
827,14,10,"dgo",5,4,1,1,2,4,812,10,14,5,2,2,2,2,0,1,17,0.392,0.392,5,1
828,15,10,"dgo",6,3,3,3,5,15,813,10,15,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
829,15,10,"dgo",6,3,3,3,5,15,814,10,15,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
830,15,10,"dgo",6,3,3,3,5,15,815,10,15,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
831,15,10,"dgo",6,3,3,3,5,15,816,10,15,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
832,15,10,"dgo",6,3,3,3,5,15,817,10,15,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
833,15,10,"dgo",6,3,3,3,5,15,818,10,15,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
834,15,10,"dgo",6,3,3,3,5,15,819,10,15,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
835,15,10,"dgo",6,3,3,3,5,15,820,10,15,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
836,15,10,"dgo",6,3,3,3,5,15,821,10,15,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
837,15,10,"dgo",6,3,3,3,5,15,822,10,15,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
838,15,10,"dgo",6,3,3,3,5,15,823,10,15,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
839,15,10,"dgo",6,3,3,3,5,15,824,10,15,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
840,15,10,"dgo",6,3,3,3,5,15,825,10,15,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
841,15,10,"dgo",6,3,3,3,5,15,826,10,15,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
842,15,10,"dgo",6,3,3,3,5,15,827,10,15,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
843,15,10,"dgo",6,3,3,3,5,15,828,10,15,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
844,15,10,"dgo",6,3,3,3,5,15,829,10,15,4,5,5,5,5,0,1,9,0.288,0.295,4,0.991
845,16,10,"dgo",5,4,3,3,2,3,830,10,16,5,2,2,2,2,0,1,17,0.392,0.392,5,1
846,16,10,"dgo",5,4,3,3,2,3,831,10,16,5,2,2,2,2,0,1,17,0.392,0.392,5,1
847,16,10,"dgo",5,4,3,3,2,3,832,10,16,5,2,2,2,2,0,1,17,0.392,0.392,5,1
848,16,10,"dgo",5,4,3,3,2,3,833,10,16,5,2,2,2,2,0,1,17,0.392,0.392,5,1
849,16,10,"dgo",5,4,3,3,2,3,834,10,16,5,2,2,2,2,0,1,17,0.392,0.392,5,1
850,16,10,"dgo",5,4,3,3,2,3,835,10,16,5,2,2,2,2,0,1,17,0.392,0.392,5,1
851,16,10,"dgo",5,4,3,3,2,3,836,10,16,5,2,2,2,2,0,1,17,0.392,0.392,5,1
852,16,10,"dgo",5,4,3,3,2,3,837,10,16,5,2,2,2,2,0,1,17,0.392,0.392,5,1
853,16,10,"dgo",5,4,3,3,2,3,838,10,16,5,2,2,2,2,0,1,17,0.392,0.392,5,1
854,16,10,"dgo",5,4,3,3,2,3,839,10,16,5,2,2,2,2,0,1,17,0.392,0.392,5,1
855,16,10,"dgo",5,4,3,3,2,3,840,10,16,5,2,2,2,2,0,1,17,0.392,0.392,5,1
856,16,10,"dgo",5,4,3,3,2,3,841,10,16,5,2,2,2,2,0,1,17,0.392,0.392,5,1
857,16,10,"dgo",5,4,3,3,2,3,842,10,16,5,2,2,2,2,0,1,17,0.392,0.392,5,1
858,16,10,"dgo",5,4,3,3,2,3,843,10,16,5,2,2,2,2,0,1,17,0.392,0.392,5,1
859,16,10,"dgo",5,4,3,3,2,3,844,10,16,5,2,2,2,2,0,1,17,0.392,0.392,5,1
860,16,10,"dgo",5,4,3,3,2,3,845,10,16,5,2,2,2,2,0,1,17,0.392,0.392,5,1
861,16,10,"dgo",5,4,3,3,2,3,846,10,16,5,2,2,2,2,0,1,17,0.392,0.392,5,1
862,16,10,"dgo",5,4,3,3,2,3,847,10,16,5,2,2,2,2,0,1,17,0.392,0.392,5,1
863,16,10,"dgo",5,4,3,3,2,3,848,10,16,5,2,2,2,2,0,1,17,0.392,0.392,5,1
864,16,10,"dgo",5,4,3,3,2,3,849,10,16,5,2,2,2,2,0,1,17,0.392,0.392,5,1
865,16,10,"dgo",5,4,3,3,2,3,850,10,16,5,2,2,2,2,0,1,17,0.392,0.392,5,1
866,17,10,"dgo",3,1,3,3,4,16,851,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
867,17,10,"dgo",3,1,3,3,4,16,852,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
868,17,10,"dgo",3,1,3,3,4,16,853,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
869,17,10,"dgo",3,1,3,3,4,16,854,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
870,17,10,"dgo",3,1,3,3,4,16,855,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
871,17,10,"dgo",3,1,3,3,4,16,856,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
872,17,10,"dgo",3,1,3,3,4,16,857,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
873,17,10,"dgo",3,1,3,3,4,16,858,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
874,17,10,"dgo",3,1,3,3,4,16,859,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
875,17,10,"dgo",3,1,3,3,4,16,860,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
876,17,10,"dgo",3,1,3,3,4,16,861,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
877,17,10,"dgo",3,1,3,3,4,16,862,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
878,17,10,"dgo",3,1,3,3,4,16,863,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
879,17,10,"dgo",3,1,3,3,4,16,864,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
880,17,10,"dgo",3,1,3,3,4,16,865,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
881,17,10,"dgo",3,1,3,3,4,16,866,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
882,17,10,"dgo",3,1,3,3,4,16,867,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
883,17,10,"dgo",3,1,3,3,4,16,868,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
884,17,10,"dgo",3,1,3,3,4,16,869,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
885,17,10,"dgo",3,1,3,3,4,16,870,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
886,17,10,"dgo",3,1,3,3,4,16,871,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
887,17,10,"dgo",3,1,3,3,4,16,872,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
888,17,10,"dgo",3,1,3,3,4,16,873,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
889,17,10,"dgo",3,1,3,3,4,16,874,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
890,17,10,"dgo",3,1,3,3,4,16,875,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
891,17,10,"dgo",3,1,3,3,4,16,876,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
892,17,10,"dgo",3,1,3,3,4,16,877,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
893,17,10,"dgo",3,1,3,3,4,16,878,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
894,17,10,"dgo",3,1,3,3,4,16,879,10,17,7,4,4,4,4,0,1,8,0.384,0.384,7,1
895,18,10,"dgo",6,1,3,2,4,8,880,10,18,7,4,4,4,4,0,1,8,0.384,0.384,7,1
896,18,10,"dgo",6,1,3,2,4,8,881,10,18,7,4,4,4,4,0,1,8,0.384,0.384,7,1
897,18,10,"dgo",6,1,3,2,4,8,882,10,18,7,4,4,4,4,0,1,8,0.384,0.384,7,1
898,18,10,"dgo",6,1,3,2,4,8,883,10,18,7,4,4,4,4,0,1,8,0.384,0.384,7,1
899,18,10,"dgo",6,1,3,2,4,8,884,10,18,7,4,4,4,4,0,1,8,0.384,0.384,7,1
900,18,10,"dgo",6,1,3,2,4,8,885,10,18,7,4,4,4,4,0,1,8,0.384,0.384,7,1
901,18,10,"dgo",6,1,3,2,4,8,886,10,18,7,4,4,4,4,0,1,8,0.384,0.384,7,1
902,18,10,"dgo",6,1,3,2,4,8,887,10,18,7,4,4,4,4,0,1,8,0.384,0.384,7,1
903,18,10,"dgo",6,1,3,2,4,8,888,10,18,7,4,4,4,4,0,1,8,0.384,0.384,7,1
904,18,10,"dgo",6,1,3,2,4,8,889,10,18,7,4,4,4,4,0,1,8,0.384,0.384,7,1
905,18,10,"dgo",6,1,3,2,4,8,890,10,18,7,4,4,4,4,0,1,8,0.384,0.384,7,1
906,18,10,"dgo",6,1,3,2,4,8,891,10,18,7,4,4,4,4,0,1,8,0.384,0.384,7,1
907,18,10,"dgo",6,1,3,2,4,8,892,10,18,7,4,4,4,4,0,1,8,0.384,0.384,7,1
908,18,10,"dgo",6,1,3,2,4,8,893,10,18,7,4,4,4,4,0,1,8,0.384,0.384,7,1
909,18,10,"dgo",6,1,3,2,4,8,894,10,18,7,4,4,4,4,0,1,8,0.384,0.384,7,1
910,18,10,"dgo",6,1,3,2,4,8,895,10,18,7,4,4,4,4,0,1,8,0.384,0.384,7,1
911,18,10,"dgo",6,1,3,2,4,8,896,10,18,7,4,4,4,4,0,1,8,0.384,0.384,7,1
912,18,10,"dgo",6,1,3,2,4,8,897,10,18,7,4,4,4,4,0,1,8,0.384,0.384,7,1
913,18,10,"dgo",6,1,3,2,4,8,898,10,18,7,4,4,4,4,0,1,8,0.384,0.384,7,1
914,19,10,"dgo",6,1,3,2,4,8,899,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
915,19,10,"dgo",6,1,3,2,4,8,900,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
916,19,10,"dgo",6,1,3,2,4,8,901,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
917,19,10,"dgo",6,1,3,2,4,8,902,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
918,19,10,"dgo",6,1,3,2,4,8,903,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
919,19,10,"dgo",6,1,3,2,4,8,904,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
921,19,10,"dgo",6,1,3,2,4,8,905,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
922,19,10,"dgo",6,1,3,2,4,8,906,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
923,19,10,"dgo",6,1,3,2,4,8,907,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
924,19,10,"dgo",6,1,3,2,4,8,908,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
927,19,10,"dgo",6,1,3,2,4,8,909,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
928,19,10,"dgo",6,1,3,2,4,8,910,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
929,19,10,"dgo",6,1,3,2,4,8,911,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
930,19,10,"dgo",6,1,3,2,4,8,912,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
931,19,10,"dgo",6,1,3,2,4,8,913,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
932,19,10,"dgo",6,1,3,2,4,8,914,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
933,19,10,"dgo",6,1,3,2,4,8,915,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
934,19,10,"dgo",6,1,3,2,4,8,916,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
935,19,10,"dgo",6,1,3,2,4,8,917,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
936,19,10,"dgo",6,1,3,2,4,8,918,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
937,19,10,"dgo",6,1,3,2,4,8,919,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
938,19,10,"dgo",6,1,3,2,4,8,920,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
939,19,10,"dgo",6,1,3,2,4,8,921,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
940,19,10,"dgo",6,1,3,2,4,8,922,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
941,19,10,"dgo",6,1,3,2,4,8,923,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
942,19,10,"dgo",6,1,3,2,4,8,924,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
943,19,10,"dgo",6,1,3,2,4,8,925,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
944,19,10,"dgo",6,1,3,2,4,8,926,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
945,19,10,"dgo",6,1,3,2,4,8,927,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
946,19,10,"dgo",6,1,3,2,4,8,928,10,19,7,4,4,4,4,0,1,8,0.384,0.384,7,1
947,20,10,"dgo",3,1,1,1,1,7,929,10,20,2,1,1,1,1,0,1,7,0.538,0.538,2,1
948,20,10,"dgo",3,1,1,1,1,7,930,10,20,2,1,1,1,1,0,1,7,0.538,0.538,2,1
949,20,10,"dgo",3,1,1,1,1,7,931,10,20,2,1,1,1,1,0,1,7,0.538,0.538,2,1
950,20,10,"dgo",3,1,1,1,1,7,932,10,20,2,1,1,1,1,0,1,7,0.538,0.538,2,1
951,20,10,"dgo",3,1,1,1,1,7,933,10,20,2,1,1,1,1,0,1,7,0.538,0.538,2,1
952,20,10,"dgo",3,1,1,1,1,7,934,10,20,2,1,1,1,1,0,1,7,0.538,0.538,2,1
953,20,10,"dgo",3,1,1,1,1,7,935,10,20,2,1,1,1,1,0,1,7,0.538,0.538,2,1
954,20,10,"dgo",3,1,1,1,1,7,936,10,20,2,1,1,1,1,0,1,7,0.538,0.538,2,1
955,20,10,"dgo",3,1,1,1,1,7,937,10,20,2,1,1,1,1,0,1,7,0.538,0.538,2,1
956,20,10,"dgo",3,1,1,1,1,7,938,10,20,2,1,1,1,1,0,1,7,0.538,0.538,2,1
957,20,10,"dgo",3,1,1,1,1,7,939,10,20,2,1,1,1,1,0,1,7,0.538,0.538,2,1
